NeWo,FiN,Ci,Ag,AgeID,AdLi2,CrRat,MidInit,Ph,NuCreCa,Coun,PosC,NumC,Inc,NuCh,Ge,Em,Sta,LaN,MariSta,OOReFl,AdL1
75846.0,Cnttjlkiuqxqvyesdkw,Honolulu,24.0,Odv11804,epummmtoewdiegxnuzvsfhdiibdvoqmvvedxguuevqujwvjpqghzivkhhaxiknzdmqdmnciehae,732.0,W,1-856-493-1171,1.0,United States of America,OJRCIYSSWKKI,,422426.0,5.0,,Goodyear Tire & Rubber,SC,Odvjpdiiasszapjzhjdb,M,O,dcpqmlertouuaaougykiymutiyukfvdpxjlcwzfssvxvubygoverzzwfjopcbkicplnuube
3135479.0,Ydxerbfqxhotthuxgtvmnxfxbt,St. Louis,84.0,Grw11805,,712.0,,1-979-745-5168,,Canada,dxqrm,1.0,195047.0,0.0,F,Ryder System,CT,Grwglpsffdcizwmbm,S,O,Xrqdqwwipnqrguqvmmtxkukbxaoesluwuwpmmvawbdnorstflhh
1929126.0,dgtnpzkxo,Cheyenne,62.0,Prx11806,buucikfhapevancimmtzkscpkmjjclvdjlydfvumy,794.0,,,2.0,United States of America,xqggirzkjxg,1.0,119712.0,4.0,f,Crown Holdings,UT,Prxnkweedkacwoqggyinlv,M,O,XACHDRJVWCIKZSAEZLLOBMRWEOSOZ
1598636.0,Efodqanzjoqtxjrzwpxhqs,Boston,34.0,Pbw11807,ubeukbhhoipuooalftqiweqykebskjdpijvgaisnewqimbghfngc,543.0,J,1-388-711-9458,1.0,Canada,ARSEMVQ,1.0,328056.0,1.0,,Tractor Supply,DC,Pbwgivsnklfnxpqmtpx,S,O,Vfetnfskbjmr
3873135.0,FDVMCHBHWIH,Paterson,76.0,Tyd11808,hrgqzduuosqaymdu,,M,1-589-308-5039,8.0,United States of America,pktmr,5.0,439825.0,0.0,M,Protective Life,NE,Tydprpyls,M,O,Rjykmacvegpoulyrbexoojaozxwskrzspoeiycgyyrevulqismxvmblbjmgvubnzdrpcchhj
621863.0,Vsnhygxiwnav,New York,30.0,Yoc11809,Jfelkxhlfgcwggwwnpoekbvulpesjiwesebvlamtgogezzcjvkdkgkurmikvdryogvou,370.0,n,1-912-023-0094,0.0,United States of America,Moddarsr,0.0,238921.0,3.0,F,Genuine Parts,FL,Yocsqegklejmwbmdrmb,,,Matrqsiilggqqfqbwadqcibecvduxbkjfjcxwuzkjippzsbepqtfbuuxeeqkynmmbhbcidxfga
3183748.0,etywdcewbrsktkpbgetruusctc,Alexandria,48.0,eiu11810,IRMQNLQLLK,437.0,,1-680-728-7555,6.0,Canada,Qsikwotaof,5.0,443410.0,5.0,M,Molson Coors Brewing,ID,eiupzgnvtuvgnscrvadlauixndftsc,M,O,pptap
480910.0,Thcdos,Lincoln,98.0,Lzb11811,,568.0,R,1-541-591-8203,,United States of America,INUVWJQDTD,2.0,185210.0,4.0,m,New York Times,HI,Lzbzrpvmuouuislw,S,O,WIFUOXBATPAWSA
869869.0,suftkitsqaqadg,Milwaukee,54.0,Ehf11812,hgqhbxiwobgyhlnsoeicpgijwlluberknhcp,315.0,f,1-097-573-7903,0.0,United States of America,Qecmb,5.0,249206.0,2.0,f,Eastman Chemical,ND,Ehfzd,M,O,Karuvjlolziffmefkawadkih
2431274.0,YBSBCAHXGHHBN,Rochester,,TZJ11813,Mkxbnsexlqxpifacsyykrrglxypkoocfswinxin,619.0,,1-388-763-1684,3.0,Canada,Qglimeduimd,1.0,148527.0,4.0,M,Alaska Air Group,WI,TZJGXHXMVXWEFHGPGKEPPSSWIRPE,S,O,Kxtyvxsxswtrghctddcsvqfvifulbhogscxvxbfgjzvbnkmgsnmujcoubmqlmxxxegfad
1839975.0,Igmstqcsdj,Anaheim,37.0,LOE11814,Kohbybldftfpjnhvbtsfdpxngsdliohviemswdstpvztemyqzlijhraqkhkeqhasbnrwohvpj,576.0,,1-897-003-3614,5.0,United States of America,Fljbadymrb,3.0,,4.0,,,CO,LOEVZI,M,O,Pwvsabkxkvffvfbudmwhjordcqihryvdlbyhfhw
11343.0,Eqopxdpurpnxtiweskzvpziq,Edmonton,51.0,Hgi11815,Dujkhxxdaxwhvjyanzidww,510.0,I,1-284-573-0057,4.0,United States of America,OAHAAB,2.0,182700.0,1.0,f,Unitrin,FL,Hgitluuuezanucatfzqlewevovnvgg,M,O,CEKTJLWIUEUIUEZDPTPVULJVDUCHCVGVIDADVXVHUFMFQFUM
72476.0,uhanjbjidjjytrihcmvprxwp,Lewiston,98.0,Ffm11816,oawoawknalzsisiwltjo,430.0,,1-962-680-8156,9.0,United States of America,,1.0,159679.0,0.0,f,Winn-Dixie Stores,MN,Ffmdtjvjsilynfbgjgfvsph,S,O,wmpelmmitaxiacljhvekyiykskuivpgt
2611907.0,oxdorros,Baltimore,62.0,Ecf11817,xxyxljfwwthdbphrvbhbskspmgeqsdibhojjcpgwechfxumfzsacconoiwrxlbarkfwlyhbloah,464.0,,1-517-304-1469,2.0,United States of America,tdjqmslajmy,4.0,290172.0,0.0,,Williams,FL,Ecfexp,S,O,ZNQAFEDKXDXKATXRNVQBXNPPOATBNKULPGTCFQFNEDEQMSLTTPSAPGQYONEEVBUIKDRGBXXOUF
3007924.0,KEUFQVELDPWSH,Montpelier,42.0,MXJ11818,Pktygfdjlwqrvotayonxnqcapzdibuktnwriayhttnmg,572.0,u,1-768-701-5720,1.0,United States of America,Ymgeisafak,3.0,326553.0,5.0,,Anixter International,MI,MXJAQDU,U,R,ixvktmdezuvapraypmsejjqtodfhyjknwrjjlaqbujgroqjyxhmqv
773988.0,Tlmstoohheeemeyydnirtlew,Santa Clarita,62.0,tbb11819,Dpxrhnfwcqzuuxlitympaxhocatnbaohvtglhuimiokkohpwlijdckubgznsgeyef,695.0,,1-063-653-5428,10.0,United States of America,ejetvkned,5.0,18285.0,5.0,F,American Axle & Manufacturing,AK,tbbkwlln,U,R,WEHQXOKXMUYVACOSLCEEFMAVUKFLZTCEEPUOGUJGCERVMVQTHKBHVWOVYTLHHQPAVMU
2217017.0,KYUAFMDIHSBQQPP,Pomona,88.0,umi11820,Ulgzeioeisxyllwflqohdevbiprwdigsvngqenwaofivdvyhpgyozk,454.0,,1-512-924-0236,8.0,,Tfaxp,5.0,15818.0,0.0,f,,NH,umitxp,D,O,
2060103.0,zqfeibeochqdsaontzlmrhexgvqzhz,Costa Mesa,35.0,Omk11821,tjjirqaclsuvsdxtxfhsjnxdarwnfvznccazsbhjtyvksmra,466.0,r,1-774-491-6498,9.0,United States of America,bdwlwxsphqn,3.0,374832.0,0.0,,Con-way,MI,Omkjzaqvlybjtrciurl,M,R,hspzqlfdatslsqcozqmkrfdoppwwsxqfx
478005.0,QMGZVEUR,Dawson City,71.0,uau11822,,387.0,,1-758-965-1175,,United States of America,Wmqjxempib,0.0,3750.0,2.0,M,Rent A Center,WI,uaujplgtzfddinhfdswegp,U,R,Quqxhwxhjwacyccnexwhmoowwqxscgqyifvprvylfbfnli
3438878.0,Jbnkt,Casper,98.0,Gwo11823,Hxhrtwyjyxebmfftsxaxpkwpbmyuqe,429.0,,1-441-519-9327,8.0,United States of America,,4.0,159399.0,5.0,M,Terex,WY,Gwohmudjxtgishtarldwjzvnlc,M,O,Hjchkhtoamckcnnpsylnstctatosshglbknh
2427763.0,YIRCYRJEBDIUZVRLJCVJHCHYIPHM,Sandy,6.0,Jdh11824,aakdwiogzkvxivcevsonwenspldnwknqippoivrylxjuhahszepjlceiwtdjslwnvbguihgjnhg,827.0,K,1-653-352-0225,3.0,United States of America,Wmibrdtmmhqz,0.0,128044.0,0.0,,Colgate-Palmolive,Alberta,Jdhhavjsewcijhwzotfqvj,W,O,ymraymqpjwzsdavrlskdtkqmmrvaimidcpxvfqcujrsncumedzwdaebkyypnhuevzo
738869.0,jwffhxyzwfbznpgurupqjz,Vallejo,40.0,Irk11825,Oziikhomhsqvrilraaoqjwcncstilylkznjnlcttrpbyaoeziumvyb,493.0,,1-398-802-7033,1.0,United States of America,Rpbvqmv,2.0,232511.0,5.0,f,Sears Holdings,VA,Irksuldkwpamezwhlejld,D,O,Tdfqbnicfbviyjvdojlqmckfwflxusygnhnlrnkabjomnbnpdztzmw
2089393.0,SPIFMASXX,Pasadena,11.0,Nek11826,Aqtwin,787.0,e,1-303-206-2700,0.0,Canada,Xdqvweyhbeye,3.0,,3.0,M,Owens-Illinois,TN,Nekth,M,O,Slaaomapxhwuseuhwuvifqitleizldzjgbjiqfhcnvgkkzqpyilunovveii
1137985.0,MLVKZVHOBJSVJULIBDLEZNSIOEFRAY,Plano,34.0,Yua11827,Rfpiwshvgmbqkwfwv,774.0,g,1-973-530-3867,4.0,United States of America,,3.0,57796.0,0.0,,Allegheny Technologies,MN,Yuatkbgccglprlypbqa,D,,DRDTJBUMVJFRCBYWNUOWEHGWUVZTQQGDHDTUXMTPQGXBSWKNZCEJISRTFPEYJSKM
289833.0,Mdogkbcjgdrfiukvrrjhwp,Mobile,27.0,JNI11828,Mwhqoppeebvvrvxgzpuhgwfbnuhemnsvwvjirnmuq,475.0,,1-835-358-0974,7.0,United States of America,Auhvc,1.0,74409.0,1.0,F,,NH,JNICWVCKKRMZ,W,O,BNQNVRPJGMPTVHLYVEKICVT
,CNTAECFGPOVUCI,West Valley,4.0,Zxe11829,znfvkeuvptwbtaxwylubvjbvxruuoukkhsjssvqwjnbhfawgeprpuyiphcvnph,487.0,J,1-289-362-9989,9.0,United States of America,Hyttluvufc,2.0,87969.0,4.0,,Conseco,Quebec,Zxelddfhpuhaenvnljbnytumh,M,R,Yewlfwbjkdknsyugtqf
2183063.0,TGYNNONCIVTDHBCHTZVRGW,Detroit,78.0,Qqn11830,jvpfdgyraeczax,395.0,Y,,,United States of America,Piqnxr,2.0,73586.0,2.0,m,Medical Mutual of Ohio,AR,Qqnrfvorejuhrljclwn,M,O,Ocrnrbaauctmbztxtdxasepykotbtmuc
291021.0,Zttgonwhdxenpykzcemjgyy,Montpelier,89.0,quy11831,,352.0,G,1-080-445-9293,6.0,Canada,oppmsozrlzzr,1.0,305174.0,0.0,,Spectrum Brands,VA,quyarjtyxjteloy,M,O,sjowbqcfgzfndrcaraafzstsgeutbicgebdtwlpbfdjnzsrltlqtarmgghngbtxscbzkbptlxvcqsp
457252.0,Abqcimi,Vancouver,34.0,Dlu11832,YLDKVELOEDBMRAFWTFOCRSDTSAVTSQHCFMGQJXVWKOYWBJSTDCCJSRXXAS,673.0,Y,1-941-812-6576,5.0,,Qbzagfjpv,0.0,400496.0,2.0,,Southwest Gas,DE,Dlunlpepwgpmbsf,D,O,Czxlvdygucgwaodmhunjamicircxodrervevvfqcxzxgljuzbdffud
1766502.0,viarhxbchykxlhywqsxmjgxxrpitmx,Dawson City,20.0,Akh11833,wgntteahoqbwhvysabzcrviolqmqtn,624.0,,1-298-651-0176,10.0,,Aghaxhce,0.0,298603.0,0.0,g,Viacom,Alberta,Akhuisbdlmti,D,,IGVEWVEWBQZUIIWOIZISBLOSXFCPGUFDQZQBDSYWBLRAUMMSQFRERGVFDRNVFH
,USTWFYGTRTUIGCNAWNSCTJIBI,Dayton,86.0,YUG11834,Vteeitdvtut,653.0,,1-786-826-4100,3.0,Canada,rlscgqqkbl,2.0,,2.0,f,United States Steel,Ontario,YUGJSOHRLPT,D,R,
2924361.0,UMZUYTZXSZJOJS,Lewiston,61.0,Sly11835,MTEFULAORKGBYAKRVKAFSAEGKQUXAYSDHDNIBNYAZMZUBDDGFGCTXIGWGYCJMQTXJ,488.0,,1-061-707-2859,0.0,United States of America,Gxqnspfpu,4.0,413753.0,4.0,M,Dana Holding,MN,Slynfmxlkbqiqyy,W,O,Emfzujkaiuzgjpvgamlhekpgigckobufqxxdndrkkyvemufbpnntripmayubcvyrsdgmnxacw
995321.0,Ohxfhikbtatmiircelh,Sandy,66.0,Prd11836,DWUDECVXFBKNSSGGEZDABOQDQMWUBUBEFHKF,644.0,,,1.0,United States of America,FZVQFBVAWP,0.0,119435.0,2.0,,MGIC Investment,RI,Prdfcnwtikzwcivnwlyizxdxda,M,O,LQCUWJSIRIYYMAACRY
1963209.0,IOSXPXOWNWWJUJVQJQIBSSOGUIWLT,Yellow Knife,40.0,yej11837,Vydywvsnkjlrsozzplitauufuttpsededlovppfnmhtt,,I,1-663-301-1231,10.0,United States of America,GYQHWAB,3.0,134076.0,1.0,,DRS Technologies,VA,yejuwhstpunhfcjfxoqpglllrdi,S,,hagrbugsqhldkvscdgwaefreombti
462186.0,Iuqzoacvldoafqussolr,Irvine,74.0,acu11838,MSPKKZXRXHXAJFGCTYTSTUUJBNTMIJARE,613.0,,1-387-116-5876,0.0,Canada,Ocltexjdyc,5.0,324147.0,0.0,,Exterran Holdings,AL,acumcryqdafikvdsniodzeu,M,O,lvrjtyluafaxwkmixlbmorvqxiynbbp
529762.0,CGLZAPEQBFXLTQREEXNQCYNETGZ,Mesa,13.0,Wyj11839,ABZQTQVMOTQYSFWOFTYBYWYXRCFOQSUYJZGEKLK,812.0,O,1-343-225-5970,10.0,United States of America,NVWRJNSNTBHR,3.0,289661.0,4.0,I,News Corp.,RI,Wyjir,U,O,Nvbnztrcimfuynvflj
3195122.0,Kjlijqlttwckpbnaklrzaehlebaggn,Lowell,97.0,Vqt11840,Srvlwxnzqcdulruvilocrlnslrrnmmuhzupxrfhruleruulnut,423.0,w,1-075-533-3168,7.0,United States of America,Jjbcyeic,2.0,13177.0,1.0,,Fidelity National Information,Saskatchewan,Vqtws,,O,CKMKUEMQXNMWWAZTFUTPWEVHX
515043.0,Tezjfsnskybwygqmwara,West Covina,90.0,Wwj11841,TGQTKET,767.0,G,1-305-463-1057,6.0,United States of America,BERDCJUJSM,5.0,19390.0,3.0,,AES,NH,Wwjzbpjnscntmv,W,U,
439783.0,Qvvrpogqdjhrfssmsulsexhv,Huntington,94.0,Zlv11842,YCOAOMHCRRKUVCPZHROGNLJYUORINXVSZPGXLLSQBSJKRYUHQZHGJBWCDRHBGGOFDCWFXJEMJEOPPBGV,670.0,f,1-273-369-2526,3.0,United States of America,Rsoiz,1.0,168613.0,5.0,,Questar,NV,Zlveeloh,M,U,Izumqacftnvboeylqmowapgfzwbfnjwswvlsncfprjqdmwwinxlrnxmmtaqbswymptbqtriwbjb
1554578.0,Ufmvvwdbcrcd,Cedar Rapids,17.0,Zup11843,Mbsegibrdcrnbaguajwfevfupjbnhecmklbfjvzmnfisjyxbow,736.0,S,1-245-844-2890,4.0,United States of America,Inujcgy,2.0,221201.0,,,Western Union,ME,Zupoqxtuvniecblncfzmvx,S,R,tphtwnxjxosdtdtafgyfednhmcuwpjpsmrmxiaupyatednrhvamsguqb
,Rnfeuhguisyrfedkxvzoayzfgvan,Sydney,45.0,MBC11844,Qdfigjnzrmuvhowwdetbkxyik,372.0,D,,1.0,United States of America,adsaupzroy,5.0,857.0,1.0,M,Jones Lang LaSalle,AR,MBCEUWECSJACLMHDXTDDWFORBUOIH,M,R,vmkjvgnonrhpkzrtskccoknqimay
118006.0,Sgsusnsvtbzxnslpeb,Santa Fe,99.0,Uiu11845,Ukucmdidpkwwczrbnwvmrlknjmnhsskroof,347.0,,1-211-668-4302,2.0,United States of America,hhwgeabczw,0.0,193278.0,1.0,m,SAIC,WV,Uiuoiaqkwqe,W,U,UIPWOYSUSCHNNUITSXKEJQWENMSFEIAHKUJQBVHNMFVKGTBNKNFPSRFDXPEF
3240275.0,Fxfvfeidusbtkalnqfjbruffhfkv,Idaho Falls,60.0,UDK11846,Gcuzrljxxcdotutocqgohxmuxgnptczxwuzcedgevfoxvqrqoldnbberkewgxielultuutoarh,378.0,m,1-481-706-4031,2.0,United States of America,Bipbhrt,4.0,124372.0,4.0,m,NRG Energy,WY,UDKPMWUDZIMSITASHTO,D,O,
3416368.0,QUOXADLDKKWJSZ,Fort Worth,84.0,Bxx11847,Vuyvzezrbylofsvenicamwygqcbdejgsllkqhewvypgfyftcdjuqntiojurxxmpmprqbb,653.0,,1-775-206-2837,,United States of America,Plfgtlvd,1.0,309335.0,4.0,F,MGIC Investment,Saskatchewan,Bxxrvt,W,O,FBNQLCPCJBVXHFWIRXWRC
507034.0,Dpapnaszcettvbgzrwrxigbuuotio,Montreal,79.0,TFR11848,svynfxcupjnpiuvzietgrhllrtpcrwawmkeyawapgiixdwjrgwuxjmbzxjaeghei,449.0,F,1-708-928-5992,1.0,United States of America,qizgjmmib,5.0,38264.0,5.0,,Reliant Energy,WY,TFRJWEMGSSVK,M,R,
975368.0,Igzhwlmkdbh,Memphis,54.0,Cqh11849,EKVMZXNWOQIXSDWYCXARXJTRJBUPIFHEUOTZRIVXLVKXPWZJOP,342.0,,1-492-718-2268,6.0,United States of America,Gtulpsdzgx,4.0,392580.0,4.0,m,Con-way,PA,Cqhfwnceps,D,O,
664490.0,molathxnbwgjeqlbaotmmjnmz,Bakersfield,74.0,Flm11850,Inuihljuqxeipvdodcaxwbbkwmkzztorbxxtfssadxuruetnlbcqpljiosjwgytbxprmphvwhttk,718.0,a,1-073-533-2543,10.0,Canada,Gmbkor,4.0,273850.0,5.0,m,Sunoco,Nova Scotia,Flmusqdvboldnuerqhoviny,U,O,Dlscnluiihddedyygewvzvwecrasrvmbxildzilelfioqyshrqhggntlwtttxzlusvd
453612.0,bijrvsgu,Santa Clara,78.0,Axh11851,LQWTKKXVPXVFBIEWVFUPTOIJPKRVNX,848.0,,1-791-324-6110,0.0,United States of America,cqmqxmtshxpi,0.0,7472.0,1.0,,Vought Aircraft Industries,MS,Axhbmduoxqspthhgxduiop,W,R,Jkuimwlhgnercixztqtflcxogcafkcrszeynttsjauazvlbeteliqy
1706539.0,xwcrdxmppzrbcrbavkskhpa,Huntington,96.0,Pgm11852,Ycjxkgtgqgivcdbjtmkzzsdkdnahfnaaupugygmktwjbvzzxxxiyov,463.0,T,1-908-505-5499,7.0,United States of America,KYVUTFENGUF,4.0,387619.0,,M,Calpine,NV,Pgmaumdauyryybh,U,O,Anyvnmvvtuoixvokkgftbjhbcxqeqvabqwjkffohfimhgztmswoxxno
1097920.0,Kikzpcqcgbdtrnmvzbpbinszre,Richmond,66.0,cyk11853,ypapzskkzsqgijnklfgjjhdpedr,587.0,,1-111-936-6095,9.0,,,4.0,363980.0,2.0,,Rohm & Haas,VA,cykcgbszzqjkp,U,O,Atcibwzzydjxnybzhfjvayzkvrbkhzgmwwbcppqb
1822078.0,srhkbujzx,Evansville,36.0,Gpa11854,ymsytnbqlcltgrhhuhuax,711.0,w,1-930-383-9349,3.0,Canada,jwqusn,0.0,242336.0,5.0,,Fidelity National Financial,Nova Scotia,Gpaixjmulfjxffsjq,M,O,Sfmuq
2842665.0,Goudlvlspyepcskjkxp,Manchester,88.0,GQD11855,Rkqdsitfnekifazqej,816.0,z,1-027-803-1459,8.0,United States of America,,1.0,276819.0,2.0,,Thor Industries,WV,GQDPMIXRWAXPPOSODDEXBALRJ,,O,Bhdklnuwmofuvyimubadoaldbvvvzxtgmuztoqbwhtloughnfcnmvsxhtksdnrpumyfgs
416017.0,Atqmwymdxehmigaqvesj,Mesa,61.0,QMB11856,TCBAROELZVSBYGDLFEYJOKPDAOYINNEYKNNSTYIHSJ,348.0,,1-798-298-0546,4.0,Canada,Uepeox,,121748.0,5.0,m,Cognizant Technology Solutions,WY,QMBNSJLGRBKAALVPAJWCNDWBQHV,D,O,Aeldvdfzmyqjalusetzlqcvon
2674229.0,VRINTOXXXZAMLOTJGPVYPGYRZBS,Columbia,66.0,NYC11857,INLKUVDFZKAZMJFGUPOUHYWLVZIIECUQUECACEMPUTNANDXNPGKKVBGHXOOVHGFRQEJVXBCG,737.0,,1-412-267-0315,0.0,,Eirezeuarxp,4.0,290504.0,3.0,m,Asbury Automotive Group,NV,NYCVJQETWP,U,O,palgjhcpgdvpbtvinuqpgrwxirbmdwxxcmvlkchnkkcr
124118.0,Iqoqfc,Durham,33.0,TET11858,vefbhudkbdlvun,775.0,F,1-039-284-4737,7.0,Canada,Buegtcgfbg,3.0,,4.0,,,VT,TETCXZEGAKUTIJTYLRLDMFYKNQH,M,O,DLMFYFEBJUHAYZOGVQDLVZMVAAPVBIDEGNMLLCIBHYENGXEVYLJUQFFNIXWBUNNLNTENDKHCVVFV
3370188.0,VXDCB,Seattle,94.0,Sef11859,Jpyxcfppyjbcjeibcutmselhtknstcnjedocaguhvtnbokjmqcxwixxifycchcq,713.0,,1-951-791-8170,,United States of America,xpxuyqve,1.0,99217.0,0.0,f,Dean Foods,MN,Sefdpknkckohsqsymluwddtqqnm,U,O,kexpiscimbotducermdhgdbrawfkynuhijtlhhceitntldvxpnbjykgqordhycaobzmkcdxnvpjcf
1483908.0,Xccvonztsmkfpyikpiqkdyuaacovgh,Beaumont,96.0,gxc11860,Huhvclreonpnctpewjveluzyptlvewcgnslppaq,568.0,,1-725-958-3148,,United States of America,Urgsdkocniws,0.0,410806.0,4.0,m,Chubb,PA,gxcnxmdvubekmyz,S,O,VIUTCYJOSCKEWPXARHUVZKQJAMOSOTRPPJYQENMKOPMPMJOACGEJZGXSLJZQGOYQLLP
3944436.0,Avcrqkbns,Palmdale,19.0,Rcq11861,,478.0,Z,1-990-291-3645,10.0,United States of America,xqdkxra,5.0,235288.0,0.0,M,Huntsman,AR,Rcqowcdaotydamnin,,O,Cggsjsmtcsecjfqhzofonayzlxxepabd
683419.0,Yolineilkcdgpraalobalt,Costa Mesa,31.0,JRS11862,Nafxfpjeotdqvgiwurlflcdrdqxtiybptyaulrozizrgrktgpilqffewvceimnrwocfawycusuwrdol,472.0,,1-345-215-5664,4.0,United States of America,Qdntrhy,1.0,204565.0,1.0,M,Textron,GA,JRSOPURVIEF,M,O,UAJQLCMSWFKMOYQOWVWJDCVQP
3752436.0,cappwrbjzoeujf,Torrance,91.0,gng11863,Ggfqhleztcgugwlefordydcjcgzhvdgcutgriqvgqpbfyowdwzzdwthhhsxmzoiglgreupleewsu,638.0,,1-170-375-0404,9.0,United States of America,Nyudjmqet,2.0,416378.0,,,Nacco Industries,ME,gngacrjwmwjekfqliimxngcvzk,M,O,XRACAXWROETCHXGULQSKTYIGZ
3811148.0,GHDVMSFCNMTNPJHQWTCXPJFARCQTEP,Lubbock,,Hpl11864,Ykdwulkaduwvbadueeyurejr,317.0,,1-457-612-2094,8.0,United States of America,Otgerheeqgo,,169207.0,,,Circuit City Stores,VA,Hpleek,M,O,Bipdwdemuwlkbdvvdttlpjbmxdofuhkarlupkxqwazfuugltvujhuixegpli
2622125.0,GZPFMSGTTWA,Glendale,3.0,Nbv11865,WNSEATQSTZYCZTMHAIJVXXQNG,805.0,,1-155-359-3880,5.0,United States of America,Nqkfo,5.0,470903.0,3.0,F,Guess,MT,Nbvpddjyujfvifiaqxp,S,O,xfymihxmkfozwgqjbozroeoumyqmtup
2108308.0,NWACGSSBGVRLAO,Alexandria,21.0,Amt11866,SYPPDESAVRMZBKSLMPMILXJTJQCZAXMOEAWUAIKIRVYLPZXKGTFIIOQXSKO,549.0,L,,8.0,Canada,Uioplkyorz,0.0,223682.0,5.0,F,CenterPoint Energy,MI,Amtncdwhohysjuezl,M,O,edltpbqgdazrcupiydcmqxuboqjvegugjpbohepgmwrohhjadqzrofysuhxdbst
3588182.0,fltwppdjaumjwgadsuntdnbtst,New Orleans,33.0,WBA11867,Epkosdlztxaiyemkneavgnxaeonlapequwftoxtzjvangxtjvszrnklspuc,509.0,O,,9.0,United States of America,Cnaltebmqcmv,0.0,136570.0,1.0,m,Motorola,KY,WBASBLQFRPQEAJUKYADJUKBLT,M,U,Lfxrobndwofvwpwqdatsjeuhsi
2828088.0,NHWJFJCUVXCTZVW,San Bernardino,54.0,muq11868,vppajapcdklacignsgcilorjqhkodqwivtpijmjdwskfqxvtrawhlpclzgjndmrfjds,818.0,,1-115-940-3602,8.0,United States of America,ONREJNL,5.0,461922.0,1.0,,Zale,HI,muqqeotytvbztgjlkpiphgkwclsls,M,O,cpgzbepqakpezwokupduriudnbnvxjgcinbvibmhupicoyhjeeeudbthpyvhqmnbtfbw
3011243.0,bvzguvdleddvncfgehmdctpiwgvlhl,Tallahassee,9.0,zhz11869,Armoujyetoczxbxyvxrulbmuvvkbehhpocr,706.0,,1-328-539-1087,5.0,Canada,OACTBNCTWBYS,1.0,53883.0,3.0,,Rowan Cos.,OR,zhzuclsswmskslzxlcjljrojup,U,O,Kcfogp
2920332.0,QJLJQMOFVVREJWDVICGLOTCXW,Irving,80.0,Jdg11870,Illipvvynexcrtuauetlzfwxjfiuszimmwmelk,837.0,,1-761-955-1430,6.0,Canada,,5.0,264226.0,3.0,f,CMS Energy,SC,Jdgicpvhkzajynkqncbwbnhrwl,W,O,OUPPMBCTDQEIPTMOMSAAGGXDQAWBBTRAYBDTKYWLHQBDVUTAKTVMZPDJ
3478166.0,Aeidwhatcicdbuznjumlsfh,Corpus Christi,82.0,Wkm11871,CFGQAPKFWTYAJPOQXEJEPAXOQRXQUPCE,395.0,,1-246-348-9582,8.0,United States of America,sycwhwopom,0.0,300137.0,4.0,f,Bio-Rad Laboratories,SC,Wkmjeatjlhslfipgregvsjtkrivd,S,O,Znobxjidqbofgzimqlh
1117313.0,QJWROBIANTBHTIGVPNV,Independence,81.0,UAJ11872,gpfdzblwabbtzanohunwebeqhnainpxzidvtmooeimpvyeinwhecgigzbkfdklaolmpqdkudk,402.0,W,1-745-767-0916,9.0,United States of America,,2.0,491463.0,3.0,F,Sanderson Farms,SD,UAJIZTFTKJTFBMJC,M,O,PSQELTFQIDMAQWYXSOLSMCEJBVQFWUTLRTGPEXZEWQKJQBMCZORUGFQZL
1885720.0,QRTLZAXHTKROCPOQYDPKXMB,Livonia,,Wdd11873,GEQFIIUGB,412.0,O,1-756-670-5350,,United States of America,pitjwvgafqil,0.0,197578.0,4.0,,International Assets Holding,AR,Wddbrftnoulmfvppnpnjlctayuzw,M,O,vknvmxuiuabiqbuaywdfhzasnjvchgibxywgazjqyphmpnqxvxeglg
3759643.0,vdrwpleumfphsfbjtuqk,Sandy,93.0,Bxi11874,IOYKWJORJJGDPG,407.0,N,1-744-691-4055,7.0,United States of America,ZEXLGZIDJ,0.0,48106.0,,,Henry Schein,DE,Bxiqydrxsfohrfek,W,U,kwpomvhtrfrsabfwjfhhesq
3305929.0,WXNCGPCCGHQBCGLLLWKU,Vancouver,,bip11875,Fsnsxxrftbnrfnlkozcjhljqcvvfecfiitensasgvlpkaosrcdwssgkdxliljsihg,708.0,,1-157-998-1405,9.0,United States of America,Exiwu,3.0,79468.0,0.0,F,Ashland,IL,bipxywqcerdaiu,S,O,Xwidpvulaywnmgnmtyxuxwvvugmltgahxldtdksxuba
55092.0,fpjtznd,Billings,51.0,Uvt11876,koopbfieleemahwcixxjbigstjwrsxcxjtcjjidatiq,469.0,e,1-233-553-4423,9.0,United States of America,ULRJQSMVX,4.0,179564.0,1.0,,DRS Technologies,Saskatchewan,Uvtivhevduorkdppurceerknstrp,M,O,syryaohntxwvjpyptvotjbikycupm
1663345.0,ipqthksmvljftliwkxahplfpxrx,Oxnard,10.0,Bzf11877,Jimvqdahppoftidzdmtywttdstendzkchezojwomttrvieafjkueilvwowe,368.0,x,1-504-669-0578,4.0,United States of America,Qdgkqtmq,1.0,84431.0,0.0,,Brunswick,AZ,Bzfyqnbocy,U,O,aislfvinhnbahylyggrlxgcprolfweqvgtbxbcwnbmxtiallywyhwzjivgqjjvxujw
2164759.0,YOXHURTNGLIGZLSDYMITONCRE,Milwaukee,66.0,Smq11878,Yknxoyzwubkhawrzuyfrjthhvdwglgzxundhsseotevkoatqluhta,818.0,q,1-775-929-4479,1.0,United States of America,doptg,1.0,198031.0,3.0,,Sonic Automotive,TN,Smqknisagevcjciaibmgmvm,U,O,Wdziwkljnvsmcnhnvsvhvqzjvauxcnlatewmyvrwylgnbsdae
