prospect_OwORF,prospect_NuCh,prospect_MarSta,prospect_AgID,prospect_Empl,prospect_Ge,prospect_NumCreCa,prospect_CrRat,prospect_FiN,prospect_Cou,prospect_AdL2,prospect_A,prospect_NuC,prospect_Ph,prospect_Ci,prospect_MidIni,prospect_PosC,prospect_AddrL1,prospect_LNa,prospect_St,prospect_NWor,prospect_Inc
U,3.0,M,Pnj10882,Unum Group,,4.0,641.0,Ipzbcjw,United States of America,GWIPHZEEHHDTZUIWIELTRZQSLSHDFWY,78.0,2.0,1-885-088-7182,Scottsdale,,Uhcwanjwpv,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,Pnjgwwijwfqfdcqcruggtngxtg,NC,413092.0,31105.0
O,3.0,U,Waw10883,Fleetwood Enterprises,,5.0,531.0,Auiapvedoqhgxig,United States of America,xmehkqpmhvazxkfggtcbntscrrgmnnkurjaxv,70.0,,1-830-148-9088,Salinas,Y,Hhtjbklngh,,Wawtfldmfqyptxwngjvmpjyimcdy,Quebec,,224693.0
O,4.0,M,Yjv10884,W.R. Grace,,9.0,811.0,LSOYXNQK,United States of America,ZYMPDOGBDTG,39.0,1.0,1-110-165-1188,Concord,,aruztf,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,Yjvqo,AL,575786.0,350254.0
O,5.0,S,Ahg10885,Foot Locker,,0.0,846.0,fxwdkgdouefillqmbu,United States of America,Kncarxtgtbe,59.0,1.0,1-784-195-1927,Salem,v,iekrrltjwuux,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,Ahgbastpjemrculwergrqe,NH,2552837.0,258746.0
U,3.0,U,Rsd10886,Textron,m,10.0,543.0,Pkuczwpoojgugdfjbua,United States of America,Cjfxinkdufvxikpypqkpozpullpcm,53.0,4.0,,Lubbock,,OLIPIQHQH,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,Rsddetgplv,WA,1478348.0,24839.0
O,2.0,W,Coo10887,Kroger,m,9.0,708.0,OQHUSHJA,United States of America,ZZTFTVZMALIW,38.0,0.0,1-390-959-7935,Huntsville,,Cnqls,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,Cootaqsitpzukczihphleiqa,British Columbia,2812221.0,283482.0
O,0.0,D,TAT10888,,,4.0,736.0,ZEFVETU,Canada,Itvfemvaqiuascoitnglfkionxwrotjgdy,76.0,0.0,1-465-363-1576,Atlanta,,KDRVDSTPN,Jtndeaakfzlroefesbopiqdcrkhtqazk,TATBDAYCCMARAOFSNLLICJQNPAZT,VA,552625.0,412788.0
O,5.0,W,Liz10889,DaVita,,3.0,314.0,WFZCLDXBBSRMPMM,United States of America,Gynvgppwtuqhypaiskobvfznlqnsbcfbzrbuokoj,8.0,4.0,1-123-808-1516,Cedar Rapids,,Uamfgxil,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,Lizkctuacasdsg,HI,1217588.0,18209.0
R,5.0,U,Son10890,Broadcom,m,7.0,422.0,FVTVIGXUDTAIPFHGERUYJMDNEALK,United States of America,doardkpmixmax,35.0,4.0,1-369-111-0397,Independence,O,Rdavnhssbga,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,Sonocsosrpegtixldf,Prince Edward Island,3426989.0,156695.0
O,2.0,S,Coi10891,BB&T Corp.,,5.0,638.0,vlqmbkr,United States of America,Ewawvudoblvqyvqvcwcuylfkfqxtgthpdtev,,1.0,1-652-781-7583,Mobile,W,TSMQLBQSDTX,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,Coiicjcnccgd,OK,553994.0,497996.0
R,4.0,M,hfw10892,BlackRock,,10.0,740.0,hkvwnfdwmlpmxpbbbnponkjn,United States of America,wiurxibjvfklgqsfupndupngdsgnekzeqvgfcndpbuuvvgziucgdswtjnncrxcimpaxycf,28.0,3.0,1-156-514-8299,Torrance,X,Hwtotofp,Frgtkzzmmxfylifqavasdbzpvy,hfwejrlgeouvcqbwtlxntsw,ME,1861088.0,348858.0
R,4.0,S,Bgj10893,Nasdaq OMX Group,,7.0,769.0,zxwkkyacatseubvo,United States of America,Mujoufgyoxpwotpkfosgzraaxoawrggeastcxarywfipecfayagffcuexoxgnkaszbztewyejcsflqz,11.0,2.0,1-554-737-2614,Corpus Christi,,Edxtbdfnnb,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,Bgjigkuivyycxiixjzv,NH,1632708.0,362732.0
O,3.0,M,Jef10894,LifePoint Hospitals,,4.0,489.0,expechzozfscqapwionjksvygnpod,United States of America,,80.0,2.0,,St. Paul,,Nkrtgql,Xufektgzc,Jefueehbaxnrkbzqvotkotc,TN,242007.0,291759.0
R,1.0,U,Pck10895,Andersons,,5.0,664.0,Rgjkggn,United States of America,HEDATDHTQRESYQNPLZXIRSCVLN,46.0,1.0,1-292-180-2332,Los Angeles,,Hsiue,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,Pcklhxsqgbk,AL,2591328.0,494615.0
O,2.0,D,HQJ10896,,F,9.0,534.0,Goqwsysqvscolaxoym,United States of America,Rbzpwerrrwjlenjiydkhesefijloujpzlfzqfpmihagizrwvtcouhheziwjgfuvdjofm,52.0,1.0,1-109-504-8456,Ontario,,TUWYHKTQEIU,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,HQJFPYEMGHUFFMLZWC,FL,2879085.0,157794.0
R,5.0,S,Lcr10897,Tractor Supply,,8.0,800.0,Vbfxdqxdenthgjeihlku,Canada,UHCXRSCOLTQQEORPIUWKHSVDRPNYABRUMVDCKBBFDVUGPPHHNBNULDHXNEMXIGLXMXXG,32.0,2.0,1-848-515-3209,New York,,sqcyeoz,Bohrqnkcspyjashwjwooieghfjozjmim,Lcrytvd,Manitoba,2070875.0,17017.0
R,,M,euf10898,Trinity Industries,,3.0,622.0,Tgsegegyeadcqajhdfdohsz,United States of America,Isjwdjzvkciyroqiavhtlejf,55.0,1.0,1-746-280-7436,Evansville,,Jpnsxidu,Brbzhblyosz,euffvx,IL,2961512.0,73499.0
R,2.0,U,Lwq10899,URS,m,7.0,779.0,Jlbcu,United States of America,umtuggklkeervvddkigkeubifmxtllbsevpdsvyvkskmtnxrszmuix,27.0,1.0,1-372-185-7674,Long Beach,K,,tdwcndwzr,Lwqnplqchsoxpqpoanrxn,Alberta,553731.0,269621.0
O,4.0,M,vzp10900,Merrill Lynch,,9.0,577.0,Jlvisocfrhlxpqfktibprftkonmsrj,United States of America,,29.0,4.0,1-447-973-6883,Anchorage,z,Kmwnul,,vzpulekdaduswguolhhzt,WY,3805111.0,66173.0
U,3.0,M,Unw10901,Mercury General,,10.0,618.0,ooplpbotgfasmqiekwlw,United States of America,gckalmrtohxjqtyyiyezaqaohuikfxcxudfc,50.0,0.0,1-711-512-6950,San Jose,N,vgywdxll,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,Unwxqlyffusldlw,NJ,1194478.0,466342.0
U,1.0,M,Wzs10902,Genworth Financial,,10.0,699.0,XASDOFQQNMXNC,United States of America,Zcwslsh,14.0,1.0,1-393-112-0293,Sandy,C,Sevwdhbdv,Nwparlalxikgaqbrqpolabruuxcvbro,Wzsayecybjififte,ME,702805.0,195879.0
R,0.0,M,oyj10903,CMS Energy,,9.0,642.0,DOIYECQLKIAMBQX,United States of America,Bfncujjisskclwemjgcvqmgsixxvixwalcrhzbnxiwyczauqrrpoavvcyus,65.0,5.0,1-995-397-2081,Abilene,u,Fliheax,Mgenfrolvtmseromvvlbw,oyjlkhghxvyznxyfmmrbbmximyh,TX,89580.0,369560.0
O,4.0,W,kuq10904,Ecolab,,4.0,808.0,Jltrpiwcgulbfvcgsro,United States of America,ibzunkyptlhphrqogjibocpqnxqgfvocgwjsrovejgzbhifkeflezlsjjzzk,89.0,4.0,1-249-182-4524,Columbus,w,Etaqr,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,kuqxxalwemcywmljskxmnm,Ontario,3364856.0,12936.0
O,2.0,U,Qiz10905,Warnaco Group,f,5.0,379.0,TGWNYSJLQFWNOGCRD,United States of America,MNQZFCVUMPUFFEVZRQDGU,52.0,4.0,1-732-367-8014,Denver,d,HZYKV,dokmkuixymnjsrujtjzucuxthc,Qiztxnn,MO,1175581.0,462950.0
U,0.0,M,FZN10906,Berkshire Hathaway,m,0.0,533.0,pnbyjuapqsfjkjibbgdnfmpe,Canada,YVNPHCUCFIQUZBKWMOXQNPAJGMEJHESBKQNXMCTBREUSRMRVMIUEHNXYRRTXHPOVQ,58.0,4.0,1-212-364-0014,Montpelier,p,rlorncyvy,pcogmmtprs,FZNEKGDVGNH,VA,2461352.0,405694.0
O,3.0,M,EWR10907,Allstate,,,558.0,Lqznyzkbnmsusvrledyri,United States of America,Spwtrsqwekbmmiwdcrwgv,8.0,5.0,1-895-727-6050,Bakersfield,k,dtduijdwha,Upngmlcneueswvnihbxyvotf,EWREHLYUNMAIYZEF,FL,3437713.0,54271.0
O,1.0,U,Fgw10908,Allstate,,5.0,555.0,kaudad,United States of America,jijdxcsofwuxjzxlplzhzjfojoplakdicrhjpsxmhlcmlfak,46.0,0.0,1-245-123-3822,Amarillo,D,Oqdovw,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,Fgwfu,CA,2036027.0,346404.0
O,0.0,M,kzd10909,Vulcan Materials,m,5.0,470.0,Fgcvzyxvidniwobu,United States of America,xfbmcwnufjspcskntbzzxvovyqepeiqtrakkcgxze,21.0,5.0,1-601-692-2835,Hollywood,B,BPJRZ,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,kzdqj,TN,2033653.0,478931.0
O,4.0,D,Nve10910,Interpublic Group,,5.0,,Jceevatpersgtmpatxqavxhy,United States of America,XBEDHSFMOQDIJCKPMDHFKPHNDQG,9.0,,,Mobile,N,GFLXRZLB,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,Nveykupb,MI,1255327.0,210193.0
O,0.0,M,GHA10911,DirecTV Group,m,8.0,632.0,Rqdoe,United States of America,Yaftenhndslaudlfxdrgussbhtmibowgclxxcflrtzftojpvlckxlcus,,,1-514-526-5294,Madison,G,BTFKWCSC,,GHAULEJQZ,OR,2449252.0,481083.0
O,3.0,S,Tev10912,NetApp,,8.0,496.0,nwcstievcualblkotjv,United States of America,Ablizfqscjawfdxarcmfsemqwzujvyij,60.0,1.0,1-439-112-1157,Evansville,,Habbswgpkuf,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,Tevukmn,ND,1340516.0,339731.0
U,1.0,S,UZE10913,Crane,,8.0,392.0,ANYTAYSTXPPDNSJLCGLCPAVKUN,United States of America,OCHCEEOTTHSGTAXT,29.0,4.0,1-582-813-5255,Hialeah,,jqvlhii,Irviblmlepgmnhq,UZESJLZNGELQVGFINRGJZPCRZWMPU,ND,3461994.0,436764.0
O,2.0,U,NCG10914,Eagle Rock Energy Partners,m,8.0,517.0,Amvffuiyqbcfhcea,United States of America,OQMAAXOBCCPKVDWCBVMDPJATYSUMURMW,23.0,1.0,1-548-978-1948,Dayton,,SRLFWE,BGESYFSVPSGUBGLPGSADVUT,NCGHJMKNXSSURHUOABPXRMNK,Ontario,2024540.0,352360.0
O,2.0,S,bhq10915,Toro,,1.0,781.0,Fxiosvixvqdxqroxnlbwxucpo,United States of America,spnkisurpsavbhbjpndyqprufmeefmsbqdctqkzqkozezhrd,94.0,0.0,1-746-021-2699,Toledo,E,,ASDKYVSLSSURLPBA,bhqaq,KS,1138992.0,158128.0
O,5.0,M,PHJ10916,Aventine Renewable Energy,F,4.0,473.0,ULSJDWSXVCI,United States of America,WCSSHLJWGGRJLNAITYWXNTJMKKVPHEAOZ,,3.0,1-415-186-6687,Stockton,,Xsrmgzr,,PHJMFTTVVI,AL,714476.0,420705.0
O,1.0,M,Nby10917,Calpine,m,0.0,833.0,Dderlnwelvxuwogvfwixmk,United States of America,Ueqltrewqwwddbmnbnuuhoiixts,1.0,1.0,1-924-167-9389,Detroit,,Kexqsvsgkvhn,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,Nbyrkskvbuga,Ontario,2911061.0,
O,4.0,M,OGB10918,ArvinMeritor,,1.0,691.0,SVLJACBKRBYAWFMIEJB,United States of America,Acaoxlvmurfnj,24.0,2.0,1-609-890-0204,Arlington,V,Bdbbfftghjo,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,OGBCSHJKCN,GA,3969773.0,129742.0
O,1.0,M,lxs10919,American Greetings,,2.0,605.0,XZPSEPGUHDJYUGQ,United States of America,Erpkazmcrudfpuxcufvpajdqrtkkfurgcggvlaztdhwumeqm,24.0,5.0,1-036-865-9969,St. Petersburg,,,vvnilmxdskheajvznnkyn,lxsjuszsaarapzidbzkdehydcajq,MI,703094.0,328525.0
O,3.0,S,acm10920,Expedia,F,2.0,606.0,zjinmzcrh,United States of America,Zgcjbwfz,62.0,5.0,1-051-526-1667,Iqaluit,Y,rvyqtg,Xiiuxyzagbkhq,acmrsqduajovlrl,WI,1949122.0,209184.0
U,5.0,U,Wrm10921,Cardinal Health,,10.0,764.0,HPDTETWBQYTDBFLTTCOISELZWLDL,United States of America,,0.0,1.0,1-768-813-5360,Rancho Cucamonga,,ZDPVIF,,Wrmjrvjksncvmzkbqmtmsfv,FL,2703266.0,345510.0
O,5.0,S,Jpi10922,Nalco Holding,m,9.0,706.0,WQRBVQMHHXPQINZOGHIXPWB,United States of America,Pawdshdmhrkcnknsrecfhwxzvgbhqmclwsos,39.0,4.0,1-649-666-1883,Casper,E,Xrgxwhprokfk,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,Jpiypymtpjvtymartq,PA,380664.0,186382.0
O,0.0,M,Tro10923,MSC Industrial Direct,,1.0,539.0,Uotoamsz,United States of America,Zvafwkcxsrpowaqwfalbfylvpgeazk,41.0,5.0,1-613-128-8542,Rapid City,,ffigmgxfg,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,Troomkcbiecthgt,IN,2013608.0,360008.0
O,1.0,U,xnn10924,Toro,,1.0,705.0,Pdapqxnroxbajuoiervvbr,United States of America,gijkbkchybponndurlawqgckiwgkahadonhoezbrxuudspdx,96.0,0.0,1-274-072-3038,Alexandria,x,Luqghgagz,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,xnnuxfvbowzlmuagrgsnqxxx,WA,684957.0,437145.0
O,5.0,M,Slk10925,Energizer Holdings,,1.0,506.0,JTJAKJFLMBQZAJYJWDVGEWDOEDSMBS,United States of America,naieuiexkkkkdbpkjl,53.0,2.0,,Hull,s,mdcqbwpcieb,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,Slksmqccxapcsikby,Newfoundland,1880630.0,156350.0
O,2.0,M,Mna10926,Nasdaq OMX Group,f,10.0,722.0,Lqhdszeqcpzgymtxose,United States of America,Xfmmvgbocvtvgopnlqfcetlhatrihkmsrwcgjpvavifkkivfbvwolcfukj,33.0,4.0,1-790-225-4437,Sacramento,,UZYANPDAFT,WTFHKDJVUWXTVJWOPPFDOMLQ,Mnatkf,NJ,2644379.0,290929.0
R,3.0,M,Ceu10927,Psychiatric Solutions,,6.0,652.0,Dtkipccyqroqpkheosf,Canada,UUHIYLUEFXVRNSASGHTSKQRWMAUBHCBJIPCW,22.0,4.0,1-263-408-2993,Berkeley,f,gasrnfat,Iwqrtepoxnq,Ceujzlu,CO,2974979.0,81542.0
U,4.0,S,Lib10928,Torchmark,,4.0,511.0,AVSGUYATPZXALQMVFBYCUU,United States of America,Lphfjzagbrqjuopvtqvydma,46.0,3.0,1-890-985-6572,Raleigh,,Tymbweqs,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,Libfaicnipheoywnu,WI,1290150.0,370202.0
O,,U,bbo10929,,,6.0,399.0,Rudbav,Canada,pmatykypevllparqtuxgpgujsejiqrwmitm,31.0,4.0,1-265-909-5632,Bellevue,Q,cmujvdjhcuz,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,bbovrseaxmtwhumkehslmbsnbxkpvj,AR,376021.0,268225.0
R,1.0,S,Ncp10930,LandAmerica Financial Group,m,10.0,568.0,Oyeanuksqkwq,United States of America,axpzldoutxutxkmecoyskzvpplrjjzuvenijvmf,70.0,3.0,1-375-393-7011,Ontario,L,ujxrinevja,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,Ncpbryqnduzthh,PA,492595.0,215225.0
O,2.0,,Uwx10931,Pactiv,,4.0,561.0,Lhflclsqdqwjglj,United States of America,Ooyqaiqjrhjrhmjjrlzzjccwkmqkaqhrktsadrxfnimcqsjrjjvhyycjbdyyg,24.0,3.0,1-568-261-8929,Evansville,,Rnldx,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,Uwxkhebb,DC,3146306.0,90783.0
,,S,OLB10932,Mylan,,8.0,438.0,Kywtjoxmldahbtqebcdojz,Canada,Pixahrpgtqetgxarwqkeh,3.0,1.0,1-986-959-3653,Baltimore,,Kisajsd,,OLBEBQSQ,MO,1641342.0,305315.0
R,3.0,M,xvj10933,R.R. Donnelley & Sons,f,1.0,316.0,Fluhaizdvpfrurynxiq,United States of America,tjxafanowsoemmshdndxgqirookdoesopgorttevrhygdnlwfqztxrjrdnezdahhcucosejqnuflett,40.0,,1-181-080-3564,West Valley,,mbvevh,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,xvjpxmrufccenftfmrjpsteydmikm,WA,3078194.0,136236.0
O,5.0,S,STD10934,,f,,309.0,Ajbjkhwy,United States of America,ODNOELDSPHJXWZUHAKLAEEHFOSHPRQAGHNUERCNMAVBZMGEPAFVBFBSCAAJY,89.0,4.0,1-473-108-7514,Chicago,,Otdkoqycdbkg,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,STDXFHTRXBZCBDXXKPUM,AR,1146111.0,120953.0
U,0.0,S,okg10935,Arch Coal,,6.0,822.0,cbwtvakoeavdr,United States of America,kopslhszcwfsrepuzpnmukkasrbwubnxftnflkptlevk,10.0,2.0,1-423-981-4854,Reno,s,VIBCPQCCQC,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,okgvvukkbnl,SC,872488.0,233464.0
U,1.0,U,kxq10936,Advanced Micro Devices,,2.0,799.0,RVWVE,United States of America,Kthmsvmnaagxawxcthectkpnhtnqokbhhzcjpqdjmkbuelpohfff,77.0,1.0,1-926-129-3933,Sterling Heights,V,SGGUNDJO,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,kxqdnaxtwhnfaivtnllijjhv,GA,3099758.0,
U,4.0,S,mgu10937,Aon,,3.0,558.0,Bakypgyvlir,United States of America,,38.0,3.0,1-161-889-5810,Erie,D,Oqgtrnxg,ecmifmteidqpmzwrpzsovehomjpnv,mguohropbqhv,NH,1753441.0,
O,4.0,M,RUR10938,WellCare Health Plans,,,805.0,LWMIEDHLQRMAGPA,United States of America,Ovlxacbqjjznbucopjevplwmydnolfgmrepnxfb,,5.0,1-227-978-3308,Hilo,e,Tgmbglvekbx,,RURAMZMFIBI,VA,,343496.0
O,1.0,M,Ffs10939,Collective Brands,,2.0,745.0,kngrcj,United States of America,QCAXCVXHUJFJMRWXJCFPITLJREFUMYXGYMXBEAMOTTWRCLSDUQYZM,78.0,4.0,1-102-418-3672,Wichita,G,QEEIX,ILGXZTBKVKMEDNVQCOMBVCFMZVRDWNDVGVKKZRQKTQMFLSCEOJJJMKUJILWTHSGKSWVPLWCIRIWIZJD,Ffslunwxpsacfrtcgoprirfhoivsrx,KY,,481035.0
,5.0,M,Ukf10940,Perrigo,,7.0,381.0,Hnplfeulwvqtnvq,Canada,Igjfpbyxhlrcqbocynxqjlhrhwcfqcmrttjjxmmjholnzicxejfbajbsydkruknznwlujcv,21.0,4.0,1-137-385-3341,Gary,,PBVQEL,xwfuxevgrheytyeblhagv,Ukfggeprgjgxffuewqunwkd,Saskatchewan,3875663.0,312758.0
O,4.0,D,sek10941,Arkansas Best,m,2.0,626.0,Eejecrqetqaoknrwyieytqkzejg,United States of America,Gnobnxcajuzmrxphpbtxmlixbslrrmjuomzdaqquuyhizddtbnzjgqhmidvblfbriigty,55.0,1.0,1-540-667-6724,Salinas,,Nxauma,Fiilpxpgrsvuciorqkhrcbuxjjmuwjoktotgqhunjjtanjloeqsifeuyfbjkd,sekdssbjpapeuonkpcwfoelvlfk,ND,3358247.0,227393.0
O,4.0,S,Tna10942,Lam Research,,7.0,744.0,sklifwvdtueivviaeost,United States of America,,85.0,1.0,1-628-927-8038,Washington,,BJXOZTGHW,fizkawyqvaphmljiviipdiwimszlcpmhud,Tnask,ID,3661308.0,437835.0
O,2.0,M,UZJ10943,Sherwin-Williams,,4.0,792.0,wkonkulnhqunekncxpsshxm,United States of America,jsugrdnipikjegmtcqnwctdclzguhux,94.0,1.0,1-139-345-7937,Montgomery,,Thczqlcx,,UZJKRAJQTSCXHRXNIXOEUZWZGYATZ,AZ,3371434.0,322724.0
O,0.0,D,bpb10944,Bed Bath & Beyond,,2.0,741.0,WPZKULKLMKJWRWTMPOUKHCH,United States of America,rghlsejnxnitlqmjaeamnbzcodxotzcsfsymhdvfslkkkgeuzxexmyuxgtmaiapxayfeh,35.0,2.0,1-498-150-8278,Gary,N,,GVIKCUQQGKAPSJTYCQIQWCJRLJDLRZ,bpbqleges,VT,3031663.0,452361.0
R,5.0,S,Ljr10945,Health Management Associates,M,0.0,582.0,MXMEJUZRJMGUQEVIUKEVLHKK,United States of America,QSOGZ,42.0,2.0,1-058-612-8436,Vancouver,,Modagb,snxdxzinxnkeuyqhlokxgnvhnidqtouuctoxcotbgrozzsvuflvqesgsjywa,Ljrrqzbpdrngeeusoguhsguk,PA,87159.0,499003.0
R,2.0,W,Rzp10946,Huntsman,M,1.0,663.0,Dftnxrfavpjwpnntikzbopbeclhq,United States of America,Hsbquqtsjhhukklneqeroneq,71.0,2.0,1-265-513-2591,Berkeley,p,Zazqgxcwrprp,RRUQOZTDQIEQNPDJBMRTCKJAOFDKIEAVYFK,Rzpltaeakaoyfgrflqvmoxkdfsxqww,CT,,455818.0
U,3.0,M,Lrv10947,IAC/InterActiveCorp,f,10.0,840.0,tknzefoohgsjposlpgucwggsoa,United States of America,Swekgeyyxumxgkeuveatrxrrtndjeqlzccqmwtjtfssoitoa,79.0,3.0,1-485-595-0368,St. Johns,,Llrctynrdyif,qyuhrzumlavwthmgsvirmdgbxbbfq,Lrvmsnoq,MT,126126.0,454772.0
O,0.0,D,Wxg10948,Praxair,,4.0,795.0,Vrgmbanrkzlkhbocjfo,United States of America,GKXCCZSDNARMOITCHBOJTRQLCZH,42.0,2.0,1-524-653-9485,Huntington,c,Ykzvdwj,JZFCYOQUZIBFEXLLJKBQNQBYBMXMF,Wxgrgw,MI,2449252.0,273676.0
O,2.0,W,Alb10949,Patterson,f,8.0,437.0,Mbafcvqltocnwvtgkwoark,United States of America,oqccslrolmknwbxklrboxfyqgkbpkxsmvlfqwdcivmqjtbdnriqmcwgiimjrppxpim,20.0,0.0,1-297-664-2075,Pembroke Pines,,Pdjjgztkodal,IPYBDXXICQJNJBJXHWECRMDJMHHCDWDPGUTCRWLS,Albydgeobjfdzldxyedkrffd,New Brunswick,1273654.0,321116.0
R,3.0,M,UDW10950,Sanmina-SCI,,10.0,638.0,qpsnvca,United States of America,iuqompqylopwujznqmtwxfkvpuswlcvzloctzqmnrvdgsknpwwudlufjjamkjireeppgjws,20.0,5.0,1-721-975-2824,Fairbanks,L,OGUDXMBATI,TIBEVSQXNDYCAQEA,UDWGVJJYBWKLEADPMZFRJE,Nova Scotia,440078.0,320777.0
O,4.0,W,UAS10951,Hospira,m,9.0,814.0,PUTXZXHQOUAFUMLDLVWRNPZSYMYR,United States of America,FOHFTAPDOPKJTQRRXHIUXCPCCUESIBYWVEHAQAMD,8.0,0.0,1-057-891-5436,Iqaluit,B,VELDYEWJJXDF,fmowaumuskegfcdixkoziy,UASCVZBGHRTFKOUPVIWWAGBYVFNHBL,SD,1935817.0,424772.0
O,5.0,S,uus10952,AMC Entertainment,M,10.0,685.0,Qmdymkktqqaj,United States of America,lifcmsrubcdgfhsezme,18.0,2.0,1-493-711-9216,Shreveport,K,Qhgsiiqvc,UVXJCTVHNWRVCUMTLNPYWBNI,uuscnmppen,PA,,45651.0
U,3.0,S,Htq10953,Pride International,f,0.0,715.0,Xkjntucryzqhf,,YJPONTIKEBZPROZGPVKPHPUVHUYODOHGYSRABMNTW,47.0,1.0,1-379-648-5404,Springfield,X,Ckrahwu,dnwedmwuyhurlp,Htqsrtpkbhyzceilfq,NY,3355149.0,224022.0
O,3.0,U,ZEI10954,McDonald's,,0.0,549.0,IIVMWBABHZ,United States of America,DICCPGUIAJSUNYOFQJKEHBHGVIXKMAKTOWOTMNLIC,72.0,3.0,1-850-158-6289,Cheyenne,t,sllwqvgj,aljmgpxuopvxyfohbhoufyybqc,ZEIOTVOFN,TN,3975497.0,123128.0
O,4.0,M,TVP10955,Wendy's/Arby's Group,m,0.0,315.0,Cyntkutjkpqhkg,United States of America,NFSYTNHGXXTWQWNADHDBMZJRPY,15.0,1.0,1-810-599-3009,Knoxville,b,UUBSLKL,WSUWDXRDVJIFZSUZSYCRUMQTRQZMNAYJOVILFUPEOUUHO,TVPJCMHQPHHDA,KY,108127.0,122108.0
O,5.0,M,Lne10956,Ferrellgas Partners,,7.0,693.0,Rgsnrhbcdtj,United States of America,Mpuockuscdccrtxslfg,1.0,0.0,1-180-437-6306,Coral Springs,u,Vrlean,Chrvlwmph,Lnelehgqaydulieixcxklc,MA,1777116.0,356575.0
O,0.0,M,xds10957,Office Depot,,6.0,797.0,JWOZQMDWUTWWXNMFU,United States of America,UZVQPLWHFUUPHEJVSCRNRCPZJPPFONDHJ,92.0,1.0,1-661-668-5661,St. Petersburg,V,,Alfht,xdskzloomgtsxslukialv,AZ,2189644.0,368395.0
O,4.0,M,DWW10958,Freddie Mac,F,7.0,313.0,qduoxqnofuip,United States of America,Gazczbgjspmmuasijwlpmqmuhevaickfnymleovuerynttqipjzttvkdwmzfdrwgrdhbyrfaii,18.0,1.0,1-733-242-1972,Chicago,,nhtzkmxlb,sksjphecwjlypsellgqvrsicvrsknlqlvwsygqhpqjbgw,DWWMQXWWEEWAGCWTMRFSMZTOGH,ND,3043042.0,55621.0
O,3.0,S,YBM10959,CACI International,,0.0,815.0,Olmlwxz,United States of America,UXCGVUOTCTOLBDGBNHFDCSNXXCUVWQZIYXKZBHXEFNFMRNEH,33.0,2.0,1-520-323-2184,Grand Prairie,m,OPIRHXDC,Xwgwaytwotgmcudfwdsguxvioxcorovbzpbsxboobaecslugit,YBMPRTQQUHCFQYT,IA,1661619.0,14921.0
