prospect_AddrL1,prospect_MaSt,prospect_Co,prospect_MidIn,prospect_OwOReF,prospect_Em,prospect_NumC,prospect_PoCo,prospect_NumChi,prospect_In,prospect_LaNa,prospect_A,prospect_AgeID,prospect_AdLi2,prospect_C,prospect_St,prospect_FiN,prospect_NeWo,prospect_CreRat,prospect_NuCreCar,prospect_Gen,prospect_Ph
Xibvofrouiopmuyolwislfcdpxhswoejdcqzte,U,Canada,,O,Lubrizol,2.0,kssdh,5.0,329602.0,RGGUOMYWAKJGTBXK,70.0,RGG11211,HIUIRTMKTKZJKUJXMRPNTYDPGRX,Mesquite,IN,Pisoiumggbntltkoydibkzgjgtmms,1714551.0,819.0,1.0,f,1-794-395-0071
Mosxrgyywsowxdwjltdnegwttkacwzpmlqqwmvaiaqxcuacxbkrwhiyyzjuu,M,United States of America,,,DRS Technologies,3.0,ooojktqepv,4.0,116542.0,Hkxdufsqcpshsqnpwmesziqi,29.0,Hkx11212,CGATFWHGKQEC,Virginia Beach,HI,rvadgrp,1054877.0,554.0,1.0,M,1-555-727-3281
Lzdluypasktxvkymouavcxeuvbfcqpzdoetiegysbvwaenjarrwvhxtk,S,United States of America,,U,AmeriCredit,1.0,Dyutvkeu,2.0,356509.0,Fwnziejcufwdwaanwynpptdth,39.0,Fwn11213,,San Diego,MN,EMODDDDDBEXPA,1534581.0,478.0,6.0,,
Srnmevvwtampxpectaoilojrjqmircqsoyplmrdmvayqzdjdxvfmjkr,M,United States of America,Z,R,Raytheon,5.0,zrxdhsmstosq,5.0,421287.0,Gtumhdxoflbvfcwz,,Gtu11214,Vroepnpalttnsuixfaxygfdzgdmsqiwdmzubf,Jackson,UT,Kdfefkkwnxcpuxgha,3125011.0,716.0,2.0,,1-164-470-2706
rcmmpwghcbcncuoofulhcpsucsooikgpxmfvgjcsohxcqectwdtctzusxcrbtvmzacjcgxczbwzbmjge,S,United States of America,,O,,3.0,Hmwug,4.0,296076.0,Aqwkihmidlufubmlatuyjovi,93.0,Aqw11215,Lalaecbdllimi,Idaho Falls,PA,Wacdherhyjrs,659100.0,404.0,10.0,,1-600-665-8513
Pmjaugxedbqlyihdmluntrjreecxozjxgpexntjwgfwdtguoxorbbkgicjijvfnmnukckjhncrcmjn,M,United States of America,,O,,,kcvqwncic,3.0,130659.0,Dlbzb,88.0,Dlb11216,qlommwfncedbpjobdvphgkxeaasqrvthqwdf,Fort Collins,UT,Ubqimsfcrulvgfddtbf,1448603.0,544.0,6.0,,1-107-686-0540
XIXJPQQDDKIWWWKRYAPRKFLEHZJMVKPVCHJIRZMPLTUMKIWWAWYGVMKXBSCRDRHAGHUE,M,United States of America,V,R,Kla-Tencor,4.0,enuflmwru,4.0,,npcrpocrl,28.0,npc11217,itaxhuupcybvnfspbxknlrvtxfclqpsrqwkknvqvusetftofrofqxqejpiydsilxiajhewlth,Lexington,Manitoba,Athhhcabcivaffdxnx,3730627.0,736.0,5.0,,1-663-382-8230
hhlqooxcqatysrwsdgiyfhvoqloijouxlquzclnoseolmdsblwbixvvumjnchmeqcvwacwdju,M,United States of America,,O,Plains Exploration,5.0,Ojkscee,1.0,297262.0,Oscfgslprelizgjdxfeft,62.0,Osc11218,Nztjn,Fayetteville,TN,BLCQHNHFYJKRUQBFKCNZSQTCORL,814723.0,542.0,5.0,M,1-255-564-4632
ACKJMJLLCMRCQOGIIMVWMGGFRBHVZXMIJVDDCGLYRYRLEMLSEWUTZGYTGBQYAKHKTJFNUSIDUYB,S,Canada,,R,Granite Construction,2.0,Wcozf,1.0,154673.0,Olhyymo,72.0,Olh11219,EYXHYLIBPZEVJMICSOKKISNCVOGCZQUOZ,Baltimore,MO,Qrrvxiujvjyhiuav,1879314.0,636.0,3.0,,1-123-569-6644
azcraxcvjbhojtanwkstvsqwekiakxauyytnbmqj,,United States of America,,O,Cabela's,3.0,uucbmpv,1.0,,Vbsgtaeignehwvoliozaveyowtd,85.0,Vbs11220,pzsyrhdckrgmjmmkwgjkyuusqsrjkbyphvujlaluvdim,Phoenix,TX,KIIIAL,937191.0,361.0,7.0,,1-494-686-0991
CADMIMSNWQDMOZBJIXTLUIRFJKMFOGSSULSGPF,M,United States of America,,O,Hub Group,0.0,Dlqpghqgl,4.0,36086.0,knganjdmwibrbqptz,52.0,kng11221,sofftfedzdyreeyatnvyihep,West Valley,OK,Nrnbkkrg,3465698.0,308.0,8.0,,1-679-486-9039
UCVNIBEMGFSUNSBOFEFVGPQKTOHPQYCPUKBPAQMRMKGIROTW,M,United States of America,,O,Sunoco,2.0,Iyynrqwwg,4.0,293557.0,Lestjyfetcbemfqmttcuvgddgnfwol,21.0,Les11222,ibvcvyruhdmkjttwyqr,Rancho Cucamonga,TN,Hknqgdz,2808627.0,555.0,9.0,m,1-570-775-4529
uqisrdiktrqigztnpibhhobdmrdbwfgequqgtgbxchqofszluzvdqtqvtxjxhorfjmguyuhuqqgvv,W,United States of America,B,R,McDonald's,2.0,KKHAK,0.0,192150.0,Nimimzprluoqptvk,65.0,Nim11223,Gofsmctjqgarxrjqpqkctxokjqhsfmjiocrmzhqxiwpgfz,St. Petersburg,SD,Oqfvrqqnrsf,2408141.0,686.0,5.0,m,1-980-275-8196
,D,Canada,,O,Dow Chemical,0.0,Gwulgg,4.0,189404.0,Ystmmqeculwklhuxcm,69.0,Yst11224,ngesdtqwutiqfanx,Pasadena,OH,XEATUJQBSEBKOEJJDFMCXQQZ,1109266.0,596.0,9.0,,1-672-259-4507
QFSUFBONHVDEIPBEZHCAAIXPETMRMQZTICEHGLGBKZWKGSIHZJOLTJPWEATEEZPXHAJZWJDMC,S,United States of America,d,R,Travelers Cos.,0.0,AMTGEPF,3.0,134981.0,Taypscs,20.0,Tay11225,Onzbvxqzaxlzunfwqfuzstnebrhozvktdbhpbnjaiorodi,Pittsburgh,OR,Pnqpfoynqnvbxbpdvpohjfcagnuhu,1410948.0,590.0,7.0,M,1-923-160-8373
Nekhfxivqlkglmtgijlccnxrrmfdpc,S,United States of America,,U,Pacific Life,0.0,Ruioktf,5.0,130837.0,Dxpqv,73.0,Dxp11226,Swxsyooifkdbfiurgtelqokhwsv,Baltimore,Newfoundland,njujnvd,1977154.0,761.0,,m,1-840-042-7421
Gquatsccfwghswmqxlxfkpvjxtoolyjmyebeygvwvuwonnhoh,S,United States of America,L,O,Lockheed Martin,0.0,Ztdwwquejela,4.0,281841.0,mpblchjnrq,79.0,mpb11227,Kzuhwqmsmctdkjodqmrlxqoqeiabtfkmgluaweotwruozbjgrcmptjjotrbsipfxnzuypporznsmxmbw,Oakland,TN,Kvafidwmhebltjhrg,1167969.0,469.0,2.0,f,1-408-258-6122
Tikjnggtbsejjjdjkkdluw,D,United States of America,,O,Mattel,2.0,XIKMWSLTZG,2.0,,wsacxywxdnxndcibobreliuivgw,61.0,wsa11228,Pylilnoghrkdvwkbksvxwqmhljcatayxowjlgsftveoxjtxnk,Chandler,WY,Bcqmbiixvymb,2230844.0,578.0,3.0,,1-609-892-9521
Trvurpuoeyrwlaushnlsalvvrpnfqupqdohpjhlfhdflgqjqcfmxjtblytlcbuttgbxlmajqnju,U,United States of America,j,R,Hewitt Associates,1.0,Xcrfvptk,5.0,164027.0,Qlhelavmdlyb,,Qlh11229,Qgbrrbdfqphkjedzflhxljucgvcmgmxljjjcvdoin,Oshawa,NY,Fmzrfuhtkwoxgaflzvhijsjbw,3031669.0,424.0,5.0,,1-930-066-1105
Xsyywrhszitmyquhqlqbeknchuhzvlzxfn,U,Canada,C,O,Interpublic Group,4.0,AYTZV,3.0,462309.0,Nmojbatvhyr,88.0,Nmo11230,ETWJCKPBCKIZ,Bellevue,NH,ljlorbzxngmrawwecwfvgscdidvoc,1235970.0,550.0,0.0,M,1-785-807-7455
Bcvdhkqvcnofwbatgpoporkpolpxeyoxuet,W,United States of America,,O,McCormick,0.0,Yqtrwx,,436892.0,hanbnxjmwgzoktaebuywqvrukj,46.0,han11231,,Lewiston,MO,Rxwlscwjsc,1409955.0,595.0,7.0,M,1-158-482-0351
GOBEKMWRG,M,United States of America,,O,Ross Stores,4.0,Pggaxy,5.0,162079.0,Mjlfsadmduosazsjvimn,60.0,Mjl11232,jtklhswbqjkvnvcgskgxziqxfbfbhfaldvdixuuxdqrfrwucjxypdxejxnzwewsgi,West Valley,MO,LFOIR,2613791.0,690.0,2.0,,1-705-248-0509
Cqqqjzgvrjrjekvaezjnwwabpifsjcrbrggmrcgyaujftvv,W,United States of America,J,O,Icahn Enterprises,0.0,Prolozpcdzv,1.0,243380.0,Zuykksxzmqbhcsfmmlxgzjtaijpn,58.0,Zuy11233,Wtomfjqxwwlunpaepociusekgcbwdntnuhcwyskngswolayxvgnexvdzuk,Bridgeport,LA,PSWGOQPZNMPNV,,456.0,5.0,,1-971-273-9316
Yerst,W,United States of America,,O,Williams,2.0,edincfo,0.0,316002.0,gcnhgbnytmugwbfwiyjiheizds,78.0,gcn11234,Vlaxhlhnziprqmmnvvcoic,Peoria,UT,Bvqjiquhpbkqclczqxaihpvh,2747343.0,406.0,9.0,F,1-131-833-8875
YXERJNENHGKABSFFJALCEMNVTOUDVSBWCRYOFBHSRNUNQRJLVGOBAMZXZUKSMKCXGWIVNQDNQLPZPHU,W,United States of America,V,U,Huntington Bancshares,1.0,HUVLISPVS,2.0,440853.0,fmniqufxeurtgkvdjuldodyfblw,92.0,fmn11235,ceaxeheazggtguupcrbrmwdpxkqsksnyshiamkszbxtfwdkygsawlrhlhar,Milwaukee,TN,Zyxqzsouoyopjnonimgwwbdzada,2062648.0,672.0,3.0,F,1-843-123-4063
Efzazzpbjdowuzussctbiwwnxfuxywcycubxe,M,United States of America,Z,O,Hershey,3.0,jtsppmajh,2.0,19138.0,SRWKWJVQ,35.0,SRW11236,TDJDZTXE,Reno,SC,Fuqjsgqfvydxvlpcurgbedkcaugtuj,2837974.0,594.0,0.0,M,1-116-177-4365
rhncdtekvneuxqgqagwpi,M,Canada,,O,Avon Products,4.0,Gtvlzjwx,4.0,287071.0,Ituhaovisuh,42.0,Itu11237,Xvqjxmxggcwcazqzxubajoxymxhrzivytenuchyldjpesbgufxzmntpzg,Escondido,ND,DATVFAQRWLXIVNYVOUB,3995777.0,433.0,4.0,,1-313-261-4811
HTEUBDXAJMDDOXHFVRCXSCKIXWOTFUG,,United States of America,z,O,Varian Medical Systems,1.0,Rbidbxqj,1.0,365741.0,dwesopfqfa,29.0,dwe11238,Jmnya,Montgomery,KY,Dgesnlpaabsbbaumwdlchl,1904958.0,667.0,9.0,f,1-349-618-0467
Yfmkahvpnvgrimpiudjglkdbforyattgupllyzbqkaqiowxuglxjqtgxaqytulgfozaiwjstteio,D,United States of America,,O,Baldor Electric,2.0,NHTAWBIZD,5.0,81412.0,GMBAHWBXLZBNOZTMAHBNWKWYMMIRLN,59.0,GMB11239,Lusokruulkxpdfomjtweydgziovpacvvprglaqiieghjfsy,Fargo,AL,gzyeqjddagfjxcvygbkfhnctu,2422577.0,,8.0,,1-359-871-4035
Pwtqmwgftjlxiswweknjsghmjsaiaynndculpmxolzfpypxbnpcyamcfx,M,United States of America,,R,Helix Energy Solutions Group,1.0,VFKGMMSEMQUU,0.0,351289.0,Dweaoltxhvgsrl,74.0,Dwe11240,Spufsrghcorjdbwrwxbehxogtakaoskewerwxsgjoqkppbgxcdkxskvsjncxt,Phoenix,TX,Zispqbgsmf,3637239.0,781.0,7.0,,1-312-059-2732
Tgvkzvweuvtxisppeooreotfhzhuunqwsqmfmlpmeeuycqkekxyliaccnin,M,United States of America,B,O,Leggett & Platt,5.0,Monqwxepkd,5.0,117226.0,HVFGR,61.0,HVF11241,Kbvdxduoofhiwcwicpmndrywjq,Denver,CT,Xumummkmzhaczqezogd,1283618.0,733.0,5.0,F,1-572-371-3797
Umbmivwhhaxgskouqfdlvumxcwvajxzqhuglbncufbdlfcon,M,,,O,Lockheed Martin,3.0,Czforlbnai,3.0,377807.0,Zcbqxjjiiai,85.0,Zcb11242,Nogksimvfdtjyghiakafuoxrstfusypruznufmrvbythkvkothsdsithstw,Salem,VA,JZRGBLKACSE,3892707.0,832.0,8.0,m,
qanlkewxpsbeeoepsimwkbolxbbukwmcnjhrqrnfpbwmrbfsoth,S,United States of America,b,R,,4.0,YYHMUU,4.0,76088.0,Ynplhwqugecatfftmdkh,45.0,Ynp11243,FKRTPGHSZVRFCXCJMODEQKHFAJJOCXFUZTNZLVYEMOGQITLUPEAAUNWRAUEHDGOTFOOIGSURMF,Fayetteville,KY,Tbqozvnuilaiety,2679837.0,810.0,6.0,,1-677-245-7333
bfamerevghmfrioazaowfzsvqyzff,W,United States of America,,O,MasterCard,2.0,,2.0,362310.0,Osirsxbrhlkwktqfvrbqsiqsh,,Osi11244,fvetilspbepaxzpnfttxb,Tempe,MO,Tdjmntmxrrpkzxjqyle,2147856.0,665.0,7.0,M,1-671-855-1457
Rncpfsdqdrunlyttwvrgtmwuayujksztcwtmzndkdolxl,M,Canada,,O,AFLAC,5.0,toafz,4.0,291871.0,Luqwavkqptpruatmfeeljzuvlrtbu,71.0,Luq11245,PXTEPCJXIVFMWUFSLQXQTESBIRTVPNFW,Beaumont,LA,Gqlwrqnacbdrdsdalzypvu,1448391.0,613.0,,F,1-611-389-3242
gxtazworrpwgiipijdwzdmcsjsmkopxtkrnfjjjgxhdyqdmrxgzinvrhwpaegtvxjenntuazvdxtt,M,United States of America,,O,IMS Health,2.0,Gjxyudkgjpr,0.0,21046.0,Rgqdvabnq,79.0,Rgq11246,VYABDFBGIITDFIGFJU,Houston,NH,Vzoqhemczksmnfnqrlfgvloitgq,1334212.0,815.0,5.0,m,1-920-635-4208
QJXMJCNSCJMVBXWBLSZXEYLMWORDLBNYTWOQYYZIUMCGEIFWBWRGC,S,United States of America,G,R,Chemtura,5.0,Vrballvlaa,5.0,417683.0,cvtqfsmronkw,,cvt11247,TPREAKPVWOINJFQVCHUAUIKJMCLPAJTQMFWVNWRHVSTFFIUBXNOCQZQPRVOZFOM,Dallas,WY,zkcvgsgbpzopbsyvxonlawbsacsf,,726.0,5.0,F,1-302-370-7181
wjgfwyrbgwqdjbvcpclwrzpujmjlyuuddnariavvuqxvkur,M,United States of America,,R,Dell,0.0,Wqlhas,0.0,177143.0,ajbmfvbiopntzkowpupdhbemitkepw,62.0,ajb11248,Fslqwnegodegjncjuqfgubecfhhvpwhtlxungyczpbiqlpuchkfajnauosika,Grand Rapids,Nova Scotia,Koddgovylcrxbblkcjxcfhaeex,762399.0,815.0,2.0,F,1-434-634-5403
NUWLWWUYDRNTLBWTU,U,United States of America,,R,MGM Mirage,5.0,Jxpxsytgz,4.0,447237.0,xpgnxfl,,xpg11249,IVOWDOSUAGZGXHICRDTUECYBJX,Pueblo,ME,yvfxgd,18399.0,388.0,9.0,f,1-829-618-3623
RWGSMQAJWRIPPQYZBKLIAGILGRXYMYJPXKDGNDJIWDJVIWKIXNXRBWFUPTODIJAJKYWOPL,W,,,R,Trinity Industries,4.0,bdwxsxors,2.0,19891.0,Sxxbinyuahjlydhgnydgfjkzp,41.0,Sxx11250,UNFWQMIKXFEVRLRCOCVAGGXJIIWCOBAMTDNQRXNAHUYKNFSUFGWICFRJCKIBOMEQUBMWTVREZY,Fayetteville,NV,kjkbtwlwnivheozumusvmctwb,993962.0,613.0,0.0,F,1-891-864-5526
Vzfexslzswiluxmzrxacztscrocgabrywjmoubgivulbnvubylpwkwjw,M,United States of America,l,R,Moog,1.0,huqiugckz,3.0,232545.0,vzpguwryowakresscfrdvxrdade,19.0,vzp11251,SBKASOTSQXAHHBADNRFUFIKNGJIINIJMVUHYKXKVFFGSQNTXXODGRSCMS,Anchorage,SD,Ouiltykmfch,2573906.0,365.0,6.0,,1-666-982-6284
CQGFNAVTDDKHMOLBIFICGCLMOPRT,S,United States of America,N,O,Aventine Renewable Energy,5.0,NWWSTU,4.0,274111.0,bgfkkdi,30.0,bgf11252,eurcekncpmsdhmhiugptupfznmjewcjv,Costa Mesa,Ontario,hvnpzosuoyzhxtrqrhbbqt,265459.0,806.0,5.0,,1-136-946-0924
KORCJYRRMQGSZDYRQSRSVZCEBWUHGUDDEUFGWMYWKKDUORMILRPVOYFKWOWQVLQM,M,Canada,,O,CSX,3.0,rnsqcsycs,1.0,239120.0,Ydwqs,54.0,Ydw11253,Qyuhzbwjwywfkuedwupfnbhrxfyu,Mesquite,IN,Mckjkdmiap,3518058.0,772.0,6.0,m,1-245-079-3393
nyvawitqlyvheiucyslzruddyqfrxiio,M,United States of America,,O,PPG Industries,4.0,Djwoye,4.0,67807.0,bseibuulmiesudwxkykxgwew,89.0,bse11254,Malslctarirhmmdgotutwkyrja,St. Paul,AL,Fkhsehfsjbmkqpkixgp,3347273.0,363.0,7.0,,1-205-946-2883
AXZTPMRNCVVJOXLTBVTMA,M,United States of America,,O,Greif,,AUSSDJHVFBK,5.0,276211.0,Jqfsuwuitxdmmbxa,6.0,Jqf11255,Sjqzorlj,Fresno,HI,MBYNEEHBTNIRHRK,308579.0,595.0,3.0,a,1-657-257-3342
ppeziznljyaffpvl,,United States of America,,R,TJX,0.0,ZSAKFIEO,1.0,15160.0,ddrpxugzckjywsquerkhejcscugsj,75.0,ddr11256,GEHNTZXDSTSKFQNEJCTBCBNPMIGJMRCSVSVIGDEYWLKTOGSETJXASP,Macon,KS,nsdxyswhdikai,1120721.0,738.0,8.0,M,
winvsnvhvbejptgompylqrvvuxvlgdzlsorwdv,U,Canada,,O,Manitowoc,5.0,inaeyb,5.0,221640.0,Waimxdyyns,51.0,Wai11257,QBRDOBADLOJPGEU,Mount Pearl,IA,Opyyw,3624132.0,765.0,9.0,D,1-526-947-2279
Aabeakqdzmcpshoxrrsooynojmsg,M,,,O,Boeing,3.0,Ycuumhqgk,4.0,80581.0,Fstjdfcilmptvnuzmn,22.0,Fst11258,ZXYKATOTKWISMMIXAJBISATWHYGHKADADLNVGEHKSSUII,Berkeley,MO,LZVQJPNGIXPOX,2614807.0,661.0,0.0,M,1-672-375-8978
Yfqpnejclthrjjyzequmpcydryjzphwefvddgsarxywbfl,S,United States of America,,O,Owens Corning,0.0,lnqnei,,115336.0,PVHPRLNLBOLYDHGBOZMYUS,42.0,PVH11259,brbjxcoftmmacztnabemrdqytiypcxejkhmmxuwhoifupsbzhlmlkmnbzcezcttcumc,Amarillo,ID,DXUUUNVKSNHGOJDUKGJUUWN,3691390.0,697.0,9.0,m,1-274-972-4757
,U,,,O,Harman International Ind.,5.0,qxmdkucbwueh,4.0,342513.0,nrbyxioemjmhbehxlpkwzqux,71.0,nrb11260,Mxumzmvbqxxjtfs,Lowell,NE,Awerzhtiieu,1552518.0,437.0,4.0,,1-213-369-3144
Kaqqbrouiotgfllfuahkeehoziuoxtbliocrcqcwpaxlpqiawecghpghjokmrffaqdoffbrtsjv,U,Canada,o,O,Edison International,0.0,Bpctodot,2.0,343045.0,vjoxdgyxddnmvpdp,6.0,vjo11261,Hxckgaksjfaglfqqvlvpgqigxqcaeqrdaptt,Modesto,VT,Vperqe,3101696.0,466.0,,,1-366-700-4149
TCOKVXHWFXQDBGORIBRNVQSDVTSAWHQJSV,S,United States of America,,O,Select Medical Holdings,5.0,VDKXUKSBBAK,1.0,418944.0,Fkvkh,39.0,Fkv11262,fgvcbsodidnupuzigffmtcifeeepcralgqcrkncbpixfoqwyztusrsbmtjmmwpmdeduabksphbbhg,Ottawa,DC,HHIWQRGXXBFDXUNHUHQRJCHGGO,1921967.0,630.0,6.0,,1-357-172-3202
Knmwovdlfekgmdqb,M,United States of America,Y,O,Amphenol,3.0,,3.0,406480.0,Bjiybdqa,79.0,Bji11263,mglszousmogptosvwcpecfdnvssmvabni,Missoula,AL,NDNJSLBHSSAFGUKZGRU,2667763.0,706.0,10.0,M,1-145-612-9353
Esjtdwsjvnpllnhmgork,S,United States of America,,R,Raymond James Financial,4.0,Llsuusakyzty,3.0,172999.0,qksmuj,2.0,qks11264,Kuxjuaajzfkpodjmzgxxcg,Stockton,NE,Lzbpdijwrj,766396.0,376.0,9.0,,1-723-801-6100
mekrobvvftttqynlnsaqsurkfvriaazc,S,United States of America,,R,Snap-On,4.0,Ulzdwzgjqan,5.0,452043.0,oddxhscdyihmsdxrybbpoginblroeb,27.0,odd11265,OETQFBTVEHBWTV,Yellow Knife,CO,Dovrztplvbeivplcy,1289517.0,362.0,6.0,f,1-461-380-8156
UZHCRQGQFFMQMTSLVNW,S,United States of America,,U,WGL Holdings,2.0,RMEOHD,0.0,473147.0,Ijwrxmnjtaeiwjelysewgabtf,16.0,Ijw11266,ALCJHRHCKFRPZBQUNYVJXHYXHIPKNATYELO,Abilene,OR,Vvbhnbgaoausbpbqtfbd,1564668.0,785.0,2.0,m,
cuggqdjnbhkxernvlnzapybhsfvllqqmwwagetkb,,United States of America,b,O,,0.0,Qhpfkloggot,5.0,61061.0,hbbfcoyj,41.0,hbb11267,JLXUGHMFGVVGKXFODYBQFCOSSYFXDBFOEKFLDGNWXMSBVERNIKUB,Irvine,WI,Yjcfprfqlaavybudafsaja,2567908.0,653.0,9.0,F,1-276-937-1050
LUBJJTUBCUKHYSQMTVGTLBOEKQEYWRCHTPJXPZCGJMHKXWAONOKREHNAHRWYUHHRVGNMVON,U,United States of America,u,,,3.0,pglcq,2.0,82373.0,xirfxhtz,99.0,xir11268,jbjvxxefletuvnyuxrwibhebgymyomjmxljecolqncdhbuqzlzykdnl,Irvine,NJ,IPDCVJDAITXFOGFSVEGUD,491640.0,345.0,5.0,F,1-211-319-9478
Rfftzjeksodqhvdncotslrqbsojjehmqrxeyvzffxpcefydvals,M,United States of America,,O,Icahn Enterprises,,wjppllkmalwh,2.0,393751.0,BGSNMRRGM,18.0,BGS11269,Ytpkesydndlqtjkyivkgpsvaxdbvwxzgiviipgzoqfsroqtrjwchgds,Bridgeport,AL,ktxgmdd,3714425.0,553.0,5.0,f,1-006-846-9499
Cddarlnyazckaumvegjhmqipgugbiwuqjytbaigcwiqisekzjshkluf,M,United States of America,K,U,Avis Budget Group,0.0,GPRYPCPOQ,4.0,68447.0,Rydkbehmwdf,58.0,Ryd11270,Nutopquovmidapqksbjkuuihveryxf,Oshawa,NE,stpdg,2917504.0,393.0,0.0,,1-859-577-2157
Kkpjvhjrvmncppixaivuiygerkvfh,M,Canada,,U,Snap-On,0.0,,3.0,366700.0,utcjgciwjkelfvvoyjcy,1.0,utc11271,ITVILKKQGORPYVVHFIEYZPRVKEPXIPBGNHPRXUJZGERKMCARO,Raleigh,GA,Czgeyodpnzhpdvq,108038.0,785.0,1.0,F,1-574-956-0772
Bkcawtnorptwkxhtxdkthcphqaqmedaib,D,United States of America,,R,Thrivent Financial,4.0,Fzznbtje,,465254.0,Igaydlasagxneragqzvahegx,97.0,Iga11272,YVCQBLWGQXILDPJNJXSSFVQABLXXPONWIKBUJNCJOJZEIQHLBNOWYQCPYP,Huntsville,Quebec,Cdplcfubiuenijevuvixyjekn,334986.0,363.0,4.0,,1-581-107-2887
HABMY,D,United States of America,x,O,Baker Hughes,0.0,KECSWVTD,2.0,4876.0,Bpxlgntcaj,2.0,Bpx11273,hremhqwdwciwtdkfbflunvxzjeomiorgrpxxyeloqnrxjqhxvaudovggqmvdbtqtbecsb,Honolulu,OK,Vitnsos,3739066.0,595.0,8.0,,1-017-804-6999
VOCCKWLQAMEYSRFZZDVUXUHPM,S,,,O,Joy Global,4.0,srtrhhhxujcx,1.0,70499.0,csuqmmhtvvztoquaslnmcec,81.0,csu11274,,Hollywood,WI,HZJKJVOHOULLK,3486164.0,691.0,0.0,,1-694-707-5767
Bzgfjhvontmtuqrdugukhiwq,W,Canada,,R,Continental Airlines,2.0,Cgsnkonlsq,4.0,486855.0,mxbqemjjlbnvsavsxb,75.0,mxb11275,Xknibzxruwvcorxztatj,Oceanside,Nova Scotia,ZMINCSUMRQBDVMLYQOIPS,1607926.0,548.0,1.0,,
Lvoac,U,United States of America,,,Enterprise GP Holdings,1.0,OQKCLKEV,5.0,303318.0,PTILKZPHXLMGXVLSWPURMPVP,42.0,PTI11276,wbkjqugrjxtbrtjrkpoayovysodshdndewsemmcmptfewfjaomlvrgjnlkepm,Fort Wayne,Manitoba,smonmnqpdvsr,2260891.0,541.0,4.0,,1-621-828-0029
Tqgkmdnvywseeffixpiphtjfweadcgu,M,United States of America,,,Holly,2.0,bgjtldrr,4.0,137996.0,Ngxjarku,8.0,Ngx11277,Qqnehnqbhljawbiguianeknlsnloplbg,Syracuse,Saskatchewan,Udmeodwhjsxyheewsofl,321510.0,529.0,7.0,,1-113-468-0134
Zgqnqpuqsjikxbhjjhifwqeiahvybtpxjympftytyodmhyhmbvftuvstwfkkmuckdfrokxymugkuegu,U,United States of America,,O,MSC Industrial Direct,4.0,,1.0,441131.0,hshruuidabrvonffrnidxhgdxmpjgr,47.0,hsh11278,Yaxvbwh,Montpelier,IL,Nkncuynlwdwskorbjksyyamaziymb,3820785.0,485.0,0.0,m,1-433-123-7791
Viuzfjxjtuofteezoowkxdwilojhjhlzpxhsjexovxvwudwy,D,United States of America,H,U,,4.0,Owxrzyo,3.0,112721.0,Kzwhkpfhqadjmhoev,19.0,Kzw11279,yasvahrrtgfbrikoofuvqpvhsgahgjqba,Ann Arbor,British Columbia,sdhvndustxzfcjtajsgfkd,3326137.0,515.0,5.0,,1-778-642-4031
Krkxzjiopjwdkaiqhupevkbvplrixccxglcgxwikgznlohwghlzpoiiiydxshodkdaefcvicaej,D,United States of America,,O,Freddie Mac,2.0,tsfpueqdso,3.0,252730.0,UQFQINUIJDVPBGXTIB,13.0,UQF11280,wqqdqqzhkfgioy,Pittsburgh,TN,Morexliypcavgdihnrxjdysuedqfk,951858.0,725.0,8.0,,1-507-168-7198
Ptrugsvowjybufrjcwywwvbeiomvhfacmwqcsvyboibqwanqdmpdicfvvdgfplrnkae,U,United States of America,,R,McDonald's,5.0,fptlnrg,5.0,203847.0,Ymzxgb,23.0,Ymz11281,Burskjzpgsccjwnoujswzooojjprnzvjqsoqc,Durham,LA,Xgagvzywbrxhzwrummfxlpg,2312599.0,821.0,,F,1-066-588-1295
Qtcrzqlozqqnbcganladctvlibemvsenlrx,M,United States of America,C,O,Marriott International,2.0,elqunswufw,2.0,130338.0,fgqoumtjmknmysctvchoysv,53.0,fgq11282,NUMNXFOAYXIHWVB,Tempe,WA,Sjvyrtfpvbf,2505956.0,569.0,5.0,,1-859-909-2939
Tlkthdcx,S,United States of America,,U,Pacific Life,1.0,xtvzzitj,4.0,317722.0,ncdxgdy,56.0,ncd11283,Dcgidkymvrcnuntaqtosrpbpgqljaxlllopkojoopzlzliwxe,Manchester,WV,Lrtchykuj,338320.0,652.0,8.0,M,1-743-856-7730
Ffhidnefivcxiqdvhnygwmsdyoyoeewezywcijbcimzqdjtbrbrjdglcoxw,M,United States of America,,O,Lubrizol,0.0,QRIAGEPHG,0.0,240520.0,trnznjnxbfwsdrxqqadfiu,93.0,trn11284,BEEVBJMXUV,Regina,FL,sliavurkiyskkpifrvyznntd,407143.0,337.0,4.0,,1-558-501-0279
srcjpkeweefweckbakihygkbntgstdyfaal,M,United States of America,,O,Toro,1.0,Skseezah,5.0,372102.0,Pqbugfqyutupdnmzolbrbjny,67.0,Pqb11285,Eldsmvgbhmninkjwuvkzopabepnloolzgxrdkksnszilyomwxoekoopwnuncmayvehyzqcwhui,Oklahoma City,ID,Dhjwpqk,1347874.0,335.0,8.0,,1-106-223-2732
Gcmjignceacqskosnkrrcxblxwxxoubznoashu,M,Canada,J,O,Nacco Industries,1.0,Bibtpv,0.0,103398.0,vyrxrohmkbvb,86.0,vyr11286,Ybeyjpqnlrootmphutzuwmixvggugjlg,El Monte,Alberta,Lkoasjrkshetlu,,774.0,2.0,,1-988-605-9486
