AgID,Pho,C,LaNa,In,NumC,NWo,FirN,A,MarSt,NumChi,Sta,Coun,CreRat,OwOReF,Em,NuCrCar
OOA11585,1-457-317-0889,Tallahassee,OOAANGCKB,209134.0,1.0,2741274.0,Ypiduarg,29.0,D,4.0,Newfoundland,,564.0,O,St. Jude Medical,1.0
DNN11586,1-736-844-9351,Palmdale,DNNULLPVYXNCZPNRMQAINLUIVDFQ,109120.0,3.0,1910735.0,Cyjsbhvxynczqyvvjtphumiw,37.0,W,1.0,UT,United States of America,696.0,O,Berry Plastics,6.0
Eso11587,1-934-945-3582,Simi Valley,Esonjkmmxhfsflimbhfjuh,19826.0,0.0,2616785.0,Kntdlxlvbgynuilepfmu,86.0,M,5.0,KY,United States of America,803.0,O,Aon,8.0
Mry11588,1-343-216-6768,West Covina,Mrygbxacboxbczwqfxyhtss,77453.0,4.0,3033496.0,gxoloh,49.0,U,4.0,Ontario,United States of America,685.0,O,Borders Group,3.0
ygp11589,,San Bernardino,ygpwkqvlnikwd,268861.0,3.0,2006707.0,Chnipenxxevvtktlsm,25.0,M,1.0,LA,United States of America,307.0,O,Polo Ralph Lauren,5.0
FPW11590,1-814-231-5171,Tempe,FPWJHVCCGOIXANOHTPCZJBMCVFQ,189690.0,5.0,1421589.0,Stkampcjcavuutdhllkolj,100.0,M,0.0,NC,United States of America,561.0,U,Marathon Oil,0.0
Ipk11591,1-735-063-4369,Irvine,Ipkwekknihiixyqjjrgtn,400123.0,2.0,490073.0,Bfjicqokywngfnrsdhnfjhnmrjsz,74.0,D,1.0,AL,Canada,,O,Loews,1.0
Zqt11592,1-557-253-4661,St. Petersburg,Zqtqddqvonlpvlwoycqvfhauxav,226212.0,0.0,3720606.0,Iyrpcbrelzkwcajcomyj,28.0,U,2.0,PA,United States of America,320.0,R,Spectrum Brands,8.0
Ows11593,1-381-612-1418,Oklahoma City,Owsxl,437305.0,0.0,415111.0,Dkdttakao,26.0,,5.0,ID,United States of America,562.0,O,Foot Locker,5.0
ejw11594,1-685-117-8026,Seattle,ejwxalgrzwscpluygvgmcwli,119322.0,5.0,2378099.0,sylwswpcoxygaevjbbwqlodxte,93.0,M,1.0,HI,Canada,677.0,O,Hanover Insurance Group,4.0
DEQ11595,1-658-460-2739,St. Catharines,DEQLBNT,343047.0,4.0,242686.0,Ljuptoyma,12.0,S,1.0,NM,United States of America,345.0,U,Select Medical Holdings,5.0
qur11596,1-252-051-4326,Santa Clarita,qurdiiqyarcrbrhwsenpgsgaiqjq,36540.0,2.0,1402162.0,Maeokqbtrmbvosrvm,61.0,M,0.0,NY,Canada,679.0,O,W.R. Grace,0.0
xab11597,1-555-766-3524,Lubbock,xabuceenfoxar,179381.0,2.0,430652.0,fcdipdcqamvuib,77.0,D,,New Brunswick,United States of America,355.0,O,Warner Music Group,7.0
VIR11598,1-895-185-0746,Henderson,VIRQPIVOCYTXTBSNWEHD,465320.0,3.0,1101417.0,Gjlvho,49.0,S,2.0,Quebec,United States of America,756.0,O,UAL,6.0
YVX11599,,St. Catharines,YVXETU,276536.0,5.0,801294.0,Qfmjaggonjmpwcbquxtvcrql,23.0,U,0.0,MA,United States of America,655.0,,,4.0
mbq11600,1-253-084-7064,Birmingham,mbqcjomltvtzdfwvkjghxnkk,122483.0,0.0,1803773.0,QVXYHKKSGDSSSGJTG,48.0,M,2.0,MS,United States of America,377.0,O,Kinetic Concepts,7.0
Rkw11601,1-749-001-6441,Worcester,Rkwanwfrtrolvgslnuzz,343719.0,0.0,2686713.0,Xhgjblzagilmr,48.0,M,0.0,ND,United States of America,802.0,U,Mutual Life Insurance,3.0
Aux11602,1-277-123-8765,Hollywood,Auxlixeldcgrg,94100.0,5.0,,Ciodet,20.0,D,1.0,KS,,485.0,,Alpha Natural Resources,0.0
Lan11603,1-078-210-7995,Billings,Lanvlmaumwxmgwqnt,266895.0,2.0,3147005.0,Knisqvadxopgesamnai,21.0,D,0.0,OK,United States of America,556.0,O,R.R. Donnelley & Sons,
cgt11604,1-217-485-7826,Portland,cgtkgilsvyexcbg,494928.0,4.0,92052.0,Fiupafixfqtabgtsqrxyhqagqfg,48.0,M,2.0,OK,United States of America,813.0,O,Leap Wireless International,9.0
Yhp11605,1-203-837-8731,Yonkers,Yhpkgzbxxmxjqehmyumsbrhkinnf,10974.0,1.0,3022187.0,wxzezcrnppgplmaakkfyfyf,81.0,S,4.0,KY,United States of America,403.0,O,Chubb,
ZCE11606,1-688-070-6264,Jacksonville,ZCECVDMWOXQNGBHUDSHUUNWCFUL,317292.0,4.0,2728157.0,NXQGIYDOWWCXYHLFHKPGRANHOKIOZ,100.0,S,2.0,FL,,722.0,R,Expeditors International,
Yep11607,1-736-129-6001,Warren,Yeppjgznghkmspbcv,182329.0,3.0,2603581.0,ojwqussnrscuoqwkxahdovzbjm,85.0,M,2.0,MA,Canada,496.0,O,Lender Processing Services,
Npf11608,1-587-126-6624,Tempe,Npfodm,322283.0,3.0,866620.0,etjaxwqq,58.0,S,5.0,VA,Canada,753.0,O,Gardner Denver,0.0
ovu11609,1-253-546-9150,Detroit,ovunposwijx,308856.0,1.0,607498.0,IHXMVABEFWNP,13.0,M,5.0,DC,United States of America,755.0,O,Consol Energy,8.0
sej11610,1-528-415-4033,Yellow Knife,sejhofxcnurwfppvcaaqwilyryeczb,395339.0,1.0,2525236.0,Ozprywornpunvfxkiqcnubmlwka,46.0,U,2.0,WI,United States of America,730.0,U,General Dynamics,1.0
Uio11611,1-257-011-0683,Glendale,Uionqaonpaiqv,232654.0,2.0,2105788.0,Idbghluxcqchoodklgzjidlgqith,30.0,M,0.0,WY,United States of America,536.0,O,VF,7.0
mwk11612,1-673-858-7207,Overland Park,mwksjq,256877.0,4.0,413838.0,Bqdhlubzqt,88.0,W,,SC,United States of America,357.0,,Pepsi Bottling,6.0
Mvl11613,1-082-692-3311,Warwick,Mvlspgdhtfmagdmx,169787.0,2.0,1861550.0,Opxadcgdeghxmq,83.0,S,5.0,MS,United States of America,498.0,O,,9.0
Hwk11614,1-553-941-1814,Moreno Valley,Hwkseazdmccssha,230333.0,,1690505.0,Lhgkgkqzmgsrvsxwnrs,75.0,U,2.0,NM,United States of America,411.0,O,Eastman Kodak,1.0
Smf11615,1-016-280-7954,Baton Rouge,Smftpev,216513.0,0.0,1490414.0,Ekengyhorcxbl,34.0,D,3.0,SC,United States of America,504.0,O,Volt Information Sciences,7.0
Bod11616,1-301-321-2634,Mesquite,Bodxxghbcsjtrcjpfdeiujqkdgc,324178.0,3.0,3093168.0,Zuapqqohsipnlabqzjnguvbmsj,67.0,S,5.0,IN,Canada,432.0,O,Whole Foods Market,7.0
QQN11617,1-236-472-9787,Stockton,QQNJUECGLM,148285.0,5.0,2095763.0,CCAWGHO,50.0,,0.0,WI,United States of America,482.0,R,JohnsonDiversey,6.0
JLX11618,1-312-946-5675,Plano,JLXRDJYFTPXAMRSYSLCFGEZRBEXZ,239613.0,0.0,131939.0,QXFUKXAVNAYPOW,14.0,W,4.0,MO,United States of America,423.0,O,Sprint Nextel,2.0
Hkl11619,1-187-561-7284,Evansville,Hklexqwcewtcennedhyvr,205435.0,5.0,3039922.0,Tlglkisyik,20.0,M,2.0,IA,United States of America,416.0,R,Hasbro,
ORN11620,,Mesquite,ORNRAOUDFKZNZGINT,285561.0,4.0,1463742.0,SCXAZCEYYZ,69.0,D,4.0,Newfoundland,United States of America,513.0,O,Mattel,4.0
Qzn11621,1-922-960-2529,Mesquite,Qznrztckbsrboyudyuyumjaezgjueu,184724.0,0.0,1049466.0,ctietdmggsetwfvegzwqsbwygdti,72.0,M,5.0,LA,United States of America,434.0,,Cephalon,
Tlc11622,1-581-044-8354,Chesapeake,Tlcdewsqjnz,475871.0,3.0,138783.0,Hunonbpowk,21.0,M,1.0,OR,Canada,322.0,R,Brown Shoe,
WQU11623,1-136-361-8892,Lansing,WQUIBKVCHANCCFSNUQXFQP,440579.0,3.0,718651.0,FXRZLWUNVFFK,77.0,S,3.0,NY,United States of America,382.0,O,,10.0
Ikn11624,1-781-190-0085,Saskatoon,Iknrzmrfxhkw,72779.0,0.0,920521.0,MQUTWSCIMHMCKFNVUEHBOQD,40.0,S,5.0,NJ,United States of America,328.0,,Vishay Intertechnology,3.0
Htl11625,1-436-676-2052,Macon,Htlrvirryfduesjreqjucrrp,48666.0,4.0,549247.0,adgoqensqjsleekwszke,22.0,S,2.0,AZ,United States of America,630.0,O,Brinker International,9.0
kih11626,1-201-291-2778,Simi Valley,kihpvmexeluhbhcjjdsnorqibghw,241031.0,1.0,2270678.0,Pajuqvxagoefgynodq,64.0,S,0.0,IN,United States of America,646.0,U,Cenveo,5.0
Brw11627,1-643-966-0709,Costa Mesa,Brwchr,76021.0,4.0,2339397.0,Mcsnl,24.0,U,0.0,NM,United States of America,361.0,O,Universal Health Services,0.0
Cun11628,1-168-329-5321,Worcester,Cunkqososm,181204.0,0.0,2813423.0,huahgtztyekcojzbhgsahwuenl,100.0,,3.0,DC,United States of America,772.0,R,Varian Medical Systems,1.0
Inp11629,1-680-249-0273,Chula Vista,Inpluxichpsuetk,16220.0,1.0,541808.0,Lkmua,22.0,S,5.0,AK,Canada,562.0,R,Flowers Foods,9.0
JZS11630,1-604-253-0064,Baton Rouge,JZSERXV,469891.0,1.0,722488.0,Pbdccufjujzbamqrfofdskypxmhbmw,85.0,D,1.0,MO,United States of America,503.0,R,RSC Holdings,1.0
Gdk11631,1-222-598-3527,Baton Rouge,Gdkhhifotkwlczcgc,268371.0,5.0,86998.0,Rulowacdpxvcemixfsvqas,54.0,M,3.0,OR,United States of America,619.0,O,Laclede Group,6.0
Dpa11632,1-004-675-5978,Lubbock,Dpadtmbgcrsokoniyrczcamggvj,,5.0,2601068.0,Wecpixvtjzcxg,33.0,S,1.0,GA,United States of America,417.0,R,US Airways Group,6.0
SCC11633,1-068-035-4180,Amarillo,SCCEZIJBGKE,456501.0,4.0,2162095.0,pnaltoouvictymzkydqvqrdpi,60.0,D,4.0,Prince Edward Island,United States of America,662.0,O,Becton Dickinson,7.0
MPS11634,1-545-709-4927,New Orleans,MPSOGRMOFSXTEVJC,394332.0,5.0,2155545.0,Eteakjxkjxbpz,34.0,M,5.0,DE,United States of America,817.0,O,Liberty Mutual Insurance Group,0.0
pvw11635,1-583-968-9273,Los Angeles,pvwgumdxnlyfdiulusfxnqsdgis,166542.0,2.0,2660702.0,Ueecixgiaxxvytqhjmmjesgokhz,4.0,U,1.0,AR,Canada,626.0,O,,7.0
Xmu11636,1-421-704-2719,Santa Clara,Xmusxhpwqkz,390981.0,4.0,2107157.0,Joxqcoojrynuhxldqeapi,92.0,U,2.0,GA,United States of America,801.0,O,Entergy,3.0
Djn11637,1-993-740-3718,Windsor,Djnjlcbvohdfkfeehqvqmqggz,168327.0,1.0,1802795.0,Gfxncft,84.0,D,0.0,CT,Canada,552.0,O,Albemarle,10.0
qrk11638,1-701-056-9214,Rancho Cucamonga,qrkkrqfolycjaggrrswn,137303.0,2.0,3821277.0,Hekfccxkwrqyyducfypnm,92.0,S,2.0,AZ,United States of America,458.0,O,Cabela's,8.0
rgu11639,1-551-420-9404,St. Paul,rguezhxt,492039.0,2.0,3456261.0,BIKYELRIQAKGNHAJ,53.0,D,3.0,DC,United States of America,370.0,O,Goldman Sachs Group,7.0
azu11640,1-490-114-3920,Yellow Knife,azubxckdhkeoh,124926.0,,130608.0,senzrdupqubjxijnarwcv,95.0,M,1.0,WI,United States of America,728.0,O,Philip Morris International,5.0
Jvu11641,1-451-743-5761,Burlington,Jvunltliejnehsobajafolbbo,471272.0,0.0,,Lzjdadrsnwugontofjihwjpbckrl,3.0,D,5.0,CA,United States of America,376.0,O,Foot Locker,9.0
MSO11642,1-974-038-8222,Tallahassee,MSOGKWAIZTBBVE,3242.0,2.0,605798.0,foajkxopbsjeicrsk,12.0,S,0.0,MN,Canada,713.0,R,Parker Hannifin,7.0
qre11643,1-159-949-1495,Elizabeth,qreykenxkxym,453844.0,2.0,2163263.0,Dhmdl,32.0,M,1.0,KS,United States of America,604.0,O,AptarGroup,7.0
hko11644,1-390-895-9678,Warwick,hkououzdlob,,1.0,2261388.0,FGLHIDLLZJAAQFYJGHNOT,98.0,,1.0,FL,United States of America,460.0,R,CF Industries Holdings,1.0
UZV11645,1-192-449-0120,Baltimore,UZVFGXYTNIVFUIJWO,375815.0,1.0,727051.0,SNQSYA,31.0,U,,Saskatchewan,,482.0,O,Securian Financial Group,9.0
BCS11646,1-134-780-5445,Independence,BCSHWOQ,114122.0,0.0,3003110.0,Jvwmrhaqbuijfmvm,73.0,W,3.0,Prince Edward Island,United States of America,807.0,O,Progressive,8.0
ZIJ11647,1-075-096-9878,Cincinnati,ZIJRXXCBQUW,400657.0,4.0,1857713.0,Pgvopamymou,62.0,M,5.0,British Columbia,,509.0,O,HNI,1.0
GWP11648,1-080-387-3116,San Buenaventura,GWPTINXTKBEJNWFCK,293804.0,4.0,3482902.0,VWNUOG,48.0,D,2.0,Prince Edward Island,Canada,303.0,O,Mueller Water Products,8.0
Hdx11649,1-066-671-2242,Independence,Hdxfdmvygcpwuyxrouqrjixz,358678.0,1.0,2203791.0,Wfkmhhjfxkannoehibgjdlgrncoun,40.0,D,2.0,MA,United States of America,412.0,R,Vectren,10.0
Iqv11650,1-634-467-4413,Saskatoon,Iqvux,469668.0,2.0,,pdryfzsydjfjmkgatftclrftwvj,20.0,M,0.0,MA,,788.0,O,Universal American,10.0
DLD11651,1-151-525-8237,Amarillo,DLDMUNFYGMRNMVDSVPC,139149.0,4.0,3855669.0,Dfqfswwjtebrdsbypo,16.0,M,5.0,ME,United States of America,399.0,O,Huntsman,5.0
fha11652,1-313-385-2020,Toronto,fhavbelntbcwtg,219988.0,5.0,1429825.0,usjaevvi,89.0,U,1.0,Nova Scotia,United States of America,673.0,O,KAR Holdings,6.0
Csu11653,1-215-637-7916,Riverside,Csutscbgpgnjq,383717.0,,313635.0,OAGUUQNMVSFNLANKWVWOUZSHXA,81.0,S,,NH,United States of America,770.0,O,Bank of New York Mellon Corp.,3.0
kbw11654,1-133-810-2568,Tempe,kbwquzbcfuscvguamxlisbzcpusq,318528.0,,2868203.0,BTAQMGRILUXVJK,23.0,U,1.0,SC,United States of America,737.0,O,Windstream,0.0
imf11655,1-932-597-9589,Philadelphia,imfbycjvmegfmtzodjxkrotygild,,4.0,1383741.0,Lmujzmwyjrsoyhxgbtpl,47.0,M,1.0,MT,United States of America,351.0,U,Coach,6.0
Yjl11656,1-553-956-4532,Winnipeg,Yjlcufrtx,457930.0,1.0,574855.0,Kqqibtqlkyvltt,25.0,M,5.0,NY,United States of America,,,Brinker International,0.0
Tgv11657,1-618-787-1072,Hollywood,Tgvlukklstaqwvkpapaiahzwtcok,413109.0,0.0,2325837.0,pcurhlmgjmdwuliuktzhlxfp,15.0,U,2.0,NH,United States of America,594.0,O,Cenveo,8.0
Bnz11658,1-027-328-9740,Bridgeport,Bnzsgchhgfakbybdz,375395.0,5.0,2689771.0,exutdassepwdwgdsmkucveax,65.0,M,1.0,NV,Canada,845.0,O,M&T Bank Corp.,5.0
Vvu11659,1-826-459-0746,Las Cruces,Vvudehhpbagtdg,290984.0,4.0,604936.0,PUBIUBIZURTBYSMPXQHSXKWOJGOLVF,88.0,M,0.0,OK,United States of America,431.0,,Qualcomm,3.0
Ost11660,,Santa Clara,Ostghweiftvhkcpnkfn,,1.0,3618949.0,Mfrlaotwvrio,58.0,W,0.0,KY,,633.0,O,GameStop,8.0
VDX11661,1-328-464-4313,Garden Grove,VDXRRRGAEWQNJ,223262.0,5.0,2369853.0,Dcschfixbdvndnx,66.0,U,4.0,Prince Edward Island,United States of America,621.0,O,Mutual of America Life,9.0
yyq11662,1-870-853-1808,Topeka,yyqvbnsqrafpjqlrssvncvvxzvd,343355.0,1.0,1297224.0,Ckqshysnrbfxdf,94.0,D,4.0,OH,United States of America,631.0,O,Danaher,8.0
Pex11663,1-146-824-5307,Yellow Knife,Pexomitkqp,443566.0,0.0,3650244.0,brceajr,47.0,M,1.0,New Brunswick,United States of America,564.0,,Dentsply International,5.0
gtn11664,1-966-130-5707,Chula Vista,gtnsln,275864.0,4.0,3570231.0,Aldlslqhbqapmfdkwscsolfack,,U,,LA,United States of America,533.0,O,Catalyst Health Solutions,3.0
ruf11665,1-896-324-3922,Arlington,rufmucglfjkxsgahstiifywhdzt,,1.0,15856.0,ELHGEECYNM,50.0,M,0.0,Saskatchewan,United States of America,843.0,R,O'Reilly Automotive,8.0
Mby11666,1-477-491-0942,Orlando,Mbysmqgoszm,461982.0,0.0,900943.0,AQSBHBBUCABRG,87.0,M,5.0,Newfoundland,Canada,327.0,O,Universal Health Services,1.0
Rep11667,1-072-193-4446,Newark,Rephv,403990.0,3.0,3217712.0,Mheemgmpamwfb,57.0,U,1.0,MO,Canada,814.0,O,Valmont Industries,10.0
Udc11668,,Tempe,Udcrwhnloryarke,147029.0,1.0,2736819.0,fxtijvvyu,48.0,M,1.0,SC,United States of America,447.0,R,PepsiCo,10.0
uzf11669,1-124-194-4990,Jersey City,uzfjfwjwquzcqie,443592.0,2.0,1464706.0,lhxlgn,96.0,M,0.0,OR,United States of America,773.0,R,McCormick,2.0
Yeu11670,1-555-537-9938,Little Rock,Yeuyi,143837.0,2.0,2867175.0,MSCPALXCILRKBVKAXOEMAXZBUODWCR,30.0,U,3.0,UT,United States of America,640.0,U,Public Storage,4.0
ydp11671,1-490-369-9735,Memphis,ydpsjxvwhypclxxelvwsj,297370.0,2.0,1579693.0,OHCJCIJOETWWSWSDQZEVAIFZIYQOPY,19.0,U,1.0,CO,United States of America,751.0,O,NCI Building Systems,
UKO11672,1-412-804-3130,Windsor,UKOLXJ,162761.0,5.0,598721.0,Shmjusxwqwwjciesvjp,63.0,,2.0,ND,United States of America,,O,Vanguard Health Systems,1.0
SNC11673,1-825-309-6191,Toledo,SNCVWRUNARYRVULRRHK,366179.0,3.0,917643.0,GSKNABIDBBJSBHOMX,,,3.0,IN,United States of America,358.0,R,Equifax,3.0
xro11674,1-793-326-1785,Casper,xrorfhagvbdhncrfdjbekndtbddby,384392.0,5.0,1443469.0,Vskvyo,17.0,M,0.0,HI,United States of America,747.0,O,Metals USA Holdings,5.0
css11675,1-264-132-6153,Hayward,cssoqaqeveotm,445223.0,1.0,2164502.0,SILPKHPIIOCO,88.0,U,2.0,WV,United States of America,392.0,O,Jacobs Engineering Group,3.0
urj11676,1-321-350-2259,Lancaster,urjsfallyodbqqhz,375792.0,0.0,1197133.0,quxemkprnjndinuvurxgldfwnijm,98.0,M,0.0,British Columbia,United States of America,456.0,U,Questar,4.0
ett11677,1-926-221-5255,Huntsville,ettjcfvlylprgysrejkubdpdtmu,220949.0,2.0,1010441.0,Rdigykcpasqplpirvxhiwiritlhmd,23.0,U,4.0,AL,United States of America,806.0,O,DirecTV Group,10.0
Cdi11678,1-953-155-8687,Columbia,Cdirobovvvjxujo,241942.0,4.0,199216.0,HZYKAXUCOSRON,5.0,U,3.0,SC,Canada,509.0,R,Owens Corning,8.0
Ztw11679,1-176-162-5262,Fort Wayne,Ztwdmfmfjewnjqjorlxpxryvxfxhe,483010.0,5.0,3963144.0,Fifgeqwpgifjtsyyltndojo,74.0,M,,ME,Canada,563.0,U,Jo Ann Stores,4.0
cil11680,1-410-981-0577,Albuquerque,cilfffvvxterraobjuxnp,312551.0,4.0,2601194.0,Ulwcoq,19.0,U,1.0,IA,Canada,745.0,O,Telephone & Data Systems,0.0
Xdr11681,1-594-359-0657,Little Rock,Xdrfcwjyhbmcpbramwjowsbrj,3571.0,2.0,1673953.0,GGENSYUBGEWQYWDUJOGQFUUCB,65.0,S,1.0,AR,United States of America,723.0,O,Gap,0.0
Ctr11682,1-401-555-3070,Warren,Ctrhp,200037.0,2.0,270302.0,QGVDVZ,40.0,S,1.0,Newfoundland,United States of America,815.0,O,Paychex,2.0
SBH11683,,Milwaukee,SBHMFSDEHRFAH,184904.0,5.0,275543.0,OKRFIRAOFWKXJKLCLQLOXZHNL,31.0,M,,FL,United States of America,,O,Windstream,5.0
xla11684,,Cleveland,xlafaqjxebehjyasful,264753.0,2.0,1537051.0,LVOKODFHCPYOEJJHZDUBNLIM,49.0,U,4.0,FL,United States of America,494.0,O,,7.0
TKM11685,1-753-130-8370,Long Beach,TKMWFTPHYIFBILRQGEDXLGPJK,357753.0,5.0,,lclgepexuygoebrxqvxnigzkh,64.0,M,0.0,PA,United States of America,502.0,R,Pentair,4.0
gme11686,1-152-194-8209,Jersey City,gmenajmyxpkjteojobwahxlq,119675.0,1.0,1738558.0,Ilkkyfhbvylnoh,6.0,M,2.0,MS,Canada,604.0,O,Securian Financial Group,1.0
Ohi11687,1-191-951-7804,Overland Park,Ohiqxgrpvunrznq,274993.0,3.0,2116401.0,Xlcvzcaqzzcmdrwdemzvryggysa,45.0,M,0.0,SD,United States of America,627.0,O,Watson Wyatt Worldwide,9.0
Xpb11688,,Bakersfield,Xpblltvhzrehqmkgbcxvqd,,5.0,1678971.0,Aeaypvzvaseyxxjzjpsuprdgmpuxx,59.0,M,3.0,IN,,626.0,O,Mercury General,4.0
Vlg11689,1-471-247-1746,Allentown,Vlgfisaa,419338.0,,2669106.0,Ywilvgponxgzovewagorroojtsu,51.0,U,,AZ,United States of America,771.0,O,AnnTaylor Stores,5.0
Fzm11690,1-114-745-7251,Eugene,Fzmovsxoipxzn,207435.0,1.0,1901664.0,eobyslnvvawj,35.0,U,2.0,ND,United States of America,309.0,U,Realogy,6.0
WDT11691,1-477-243-2249,Tucson,WDTRCCLYGCUNZ,,3.0,3038656.0,Irqofwmhoccse,71.0,S,3.0,FL,United States of America,504.0,O,Fifth Third Bancorp,0.0
HJM11692,1-452-030-9422,Yonkers,HJMGJRLBASOQHORCMJRETPHQ,398542.0,0.0,2453031.0,Gryywzxqo,87.0,S,4.0,TX,United States of America,329.0,U,EOG Resources,6.0
PEI11693,1-442-354-3443,Escondido,PEIIOEYNCDDMSKBQDEJW,223669.0,0.0,207536.0,ftpszhtwyddfpref,49.0,D,4.0,OR,United States of America,423.0,R,L-3 Communications,9.0
RBT11694,1-098-984-1794,Vallejo,RBTNPGXNYUUYIVPIVV,473319.0,1.0,206639.0,LTQEKHKLFGQUEEKLUGBHZUOQAGHSH,58.0,U,2.0,Alberta,,607.0,O,Lowe's,6.0
Yka11695,1-794-059-4223,Santa Rosa,Ykakquplmhqtqgsp,100209.0,3.0,2985447.0,UJMIUVSAVRVHMHEWTNFWGHVTPVSJ,28.0,D,1.0,Prince Edward Island,United States of America,606.0,O,Visa,7.0
WNT11696,,Corpus Christi,WNTSCZXSGPLOVHYSZJTSFRET,319306.0,4.0,2053374.0,Ubflbmhakslupfqo,55.0,M,3.0,SC,United States of America,594.0,O,Occidental Petroleum,6.0
ywr11697,1-654-654-7304,Dayton,ywrrxbf,8973.0,,1408481.0,Wlldjbisephyunjeyhsvlnzlmm,65.0,D,5.0,LA,United States of America,357.0,R,O'Reilly Automotive,0.0
Jbb11698,1-744-200-7047,St. Petersburg,Jbbgalawii,307477.0,3.0,2945555.0,AGGOVTVWHRU,23.0,M,2.0,AZ,United States of America,827.0,O,Thomas & Betts,3.0
AXF11700,1-866-638-9616,Yellow Knife,AXFDTOMDSCEXTAJFCFTFPANS,193836.0,4.0,2550827.0,Ahfnusfjofqpkx,37.0,S,,WI,United States of America,457.0,R,KeyCorp,2.0
Lys11701,1-196-498-0536,Mobile,Lysrcijul,251277.0,5.0,780037.0,Bhxejnedghahotadeggrznokwd,21.0,D,2.0,LA,United States of America,607.0,R,Mercury General,6.0
swu11702,1-955-740-7729,Omaha,swuyojqdixmhqwnyzducmbmg,59523.0,4.0,3909871.0,dqgaootgsavfrrtotzfsyjh,,M,4.0,VA,United States of America,373.0,O,Exxon Mobil,8.0
Zpg11703,1-834-052-1125,London,Zpgetguso,137795.0,4.0,2346962.0,Wqtqovajbcipjqqxtknudavuisans,15.0,U,3.0,Manitoba,United States of America,675.0,U,Tesoro,9.0
OAW11704,1-535-102-7352,Huntsville,OAWJLMMH,399046.0,,1250930.0,BGSVWLEGLVEFUOADSHMZCBZEM,63.0,D,1.0,NJ,,363.0,O,Northern Trust Corp.,1.0
Lfx11705,1-963-878-6116,Mesquite,Lfxjufypqpzn,334031.0,3.0,62707.0,Maviygwocwd,54.0,U,1.0,HI,United States of America,614.0,O,Snap-On,9.0
Yft11706,1-954-749-6275,Fairbanks,Yftjelgexcbcddzvbmogad,315684.0,5.0,3294642.0,neireukqktr,45.0,W,0.0,NY,United States of America,695.0,,Metals USA Holdings,10.0
Who11707,1-528-121-1449,Warwick,Whogwrqsox,429394.0,2.0,3171625.0,Uggrtznkwvzvessnwglspzbushsnd,52.0,M,4.0,TX,United States of America,321.0,O,Williams,8.0
XWA11708,1-827-138-6252,Scottsdale,XWAICWIPUFSMRTGQGHNWFFATVZ,192710.0,0.0,1424214.0,OVTWKXDMMMBKCZ,32.0,M,5.0,ME,United States of America,699.0,R,Berkshire Hathaway,2.0
RYC11709,1-183-744-5645,Albuquerque,RYCTXTBJZSBGNLTGJTGZ,166631.0,5.0,191608.0,Hgyicjwurbmhrgxqzpqtiegnrtbc,6.0,M,2.0,VT,United States of America,818.0,O,DuPont,4.0
zrz11710,1-285-006-1659,Kansas City,zrzmg,260879.0,3.0,3886497.0,BBORTYXAPTEWNVQHFX,16.0,M,5.0,WY,United States of America,427.0,,Teradata,3.0
Qvq11711,1-056-201-3409,Jacksonville,Qvqvnxzovjvqlfqgfqqtitrn,130173.0,1.0,2024945.0,blkolicmozus,81.0,W,,MI,United States of America,750.0,,Rockwell Automation,2.0
Iqy11712,1-367-894-8849,Missoula,Iqyziziil,,,931226.0,YTQQFKSMKC,93.0,D,4.0,UT,United States of America,,O,Symantec,5.0
meq11713,1-904-731-7573,Waterbury,meqdnbzamtiwhfhfm,241916.0,1.0,1158767.0,Oyxgxjjaxhmnoswfusibt,63.0,S,,Prince Edward Island,United States of America,780.0,O,Peabody Energy,9.0
Wda11714,1-351-524-3383,Orlando,Wdafdldazlbqcpohixhxkrwlcz,95911.0,4.0,,Cptdqrqctsbxug,86.0,D,3.0,MO,,639.0,O,Sonoco Products,5.0
Khj11715,1-627-826-7984,Toledo,Khjddafdpoqhmldfcqdqpdngpl,,2.0,,QDHVIUASNOURKRVQBTCNZQSQ,95.0,M,4.0,KS,United States of America,724.0,U,Aramark,10.0
Hwu11716,1-043-614-7259,Sterling Heights,Hwuxiacuatjhugyfjartk,367388.0,1.0,665510.0,KBETAIPSRXKTPWTDSLZKQL,57.0,M,0.0,RI,United States of America,448.0,O,Watson Wyatt Worldwide,2.0
qpk11717,1-537-995-0563,Baton Rouge,qpkekoxcqhoockboxxrjefc,5139.0,5.0,,MDJCRN,27.0,U,2.0,GA,Canada,731.0,R,,2.0
Lxu11718,1-535-499-8026,Grand Rapids,Lxueccrjhdzchlyeqnlgjowfpsooyb,20040.0,3.0,626986.0,Esmskvmlofiqg,96.0,M,5.0,FL,United States of America,846.0,R,Wyeth,5.0
BEJ11719,1-413-765-7306,Los Angeles,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,459798.0,2.0,1376382.0,khubcmxvd,,,2.0,ME,Canada,370.0,O,Micron Technology,3.0
Ilz11720,1-363-033-1146,Fullerton,Ilzob,303758.0,0.0,3375753.0,Bkjdwomgnipfadgl,19.0,M,4.0,MN,United States of America,733.0,R,ABM Industries,4.0
TUM11721,1-262-324-9802,Rockford,TUMSNQMO,166207.0,1.0,,Vrjnrisdaauumyqcrypkffz,37.0,M,0.0,SC,United States of America,545.0,O,Jack in the Box,7.0
