gncd,crdtrtng,ct,gndr,pstlcd,phn,nmbrchldrn,wnrrntflg,ncm,ddrssln1,lstnm,mddlntl,mplr,cntr,ntwrth,nmbrcrs,mrtlstts,g,nmbrcrdtcrds
Dvm12152,466.0,Grand Prairie,,ONFOVKR,1-467-400-4081,2.0,R,327810.0,Bbqqbqislhjqsnlefidbqzmhsuohyewaicyktfvvayssqe,Dvmagxgsbneupeezkyyrveezndyi,O,Wendy's/Arby's Group,United States of America,3414101.0,3.0,M,85.0,0.0
PUR12153,647.0,Burlington,,VMFQMJZJLPMX,1-050-793-7970,3.0,O,75821.0,ihkpfeisyqseyqeqpzzqwafmuuacdmdpcihjndmiuqcdotkmxqcbwcqxwpfacyisvjvnedduudv,PURMKGND,f,BJ Services,United States of America,2867011.0,3.0,M,97.0,5.0
MMJ12154,355.0,North Las Vegas,f,inmtnx,1-553-034-5903,3.0,,119582.0,coeqohnpsswprjgtc,MMJNLOBWTCVUGFIEQLSIDXUPPC,,Micron Technology,United States of America,1645548.0,1.0,S,75.0,9.0
Csg12155,706.0,Idaho Falls,,Lfrbtxwbww,1-817-126-8157,2.0,R,313216.0,Bhmlzkhfyepryohuttbtphgaopj,Csgjkfdxlvycytisgr,,Itron,United States of America,2377996.0,3.0,U,36.0,4.0
Cvj12156,443.0,Torrance,,zwcmgftpwp,1-003-471-9749,5.0,O,424113.0,Wodhvxprhsgjgbqosdmggyzlbmqvkrjoqjfrm,Cvjmidriunvhuckwzjkiymhi,,Ryder System,Canada,3125159.0,2.0,U,41.0,0.0
Lnk12157,700.0,Tacoma,f,Ullofphqslxv,1-248-716-8827,4.0,O,417431.0,ZNULWVLNFO,Lnkoagqvyljozddseqsgusrefsavj,,Amerco,United States of America,826741.0,,M,89.0,1.0
UAM12158,512.0,Kitchener,f,xerqwv,1-819-424-5965,0.0,R,378283.0,JMRXJMUCIXKRYGPSPRYAHCIXQVSETQSWXV,UAMPYMRXP,d,Genworth Financial,United States of America,3128957.0,5.0,,22.0,8.0
ctr12159,697.0,Mobile,,JUZVHUUPS,1-620-431-4668,0.0,O,13373.0,Zbjdu,ctrtbllrsiwyfoct,C,Volt Information Sciences,United States of America,,3.0,M,95.0,5.0
FGJ12160,692.0,Hull,,arkqi,1-498-800-0740,3.0,U,359390.0,Usorswanlvbzhwvbyypsxubpjuyfuuxamduzldemyqvwdiyxurfajn,FGJISLMADJBKDAOCKJBBVGGBQ,,Hub Group,United States of America,3061874.0,5.0,D,95.0,5.0
EBP12161,581.0,Tallahassee,m,QQJRD,1-574-121-9163,1.0,O,448200.0,Gdkkxiyajatcmhynzwtotioivxgdghulmnvltmxzxbumsn,EBPNAARLUEHEVZRQZPALMTXBYBR,,Synnex,United States of America,1707138.0,,S,70.0,7.0
MOC12162,606.0,Livonia,,tentrjenu,1-349-832-1674,3.0,O,41787.0,yzjplejdfwqykfphfiqzph,MOCFZMUHHUFYVDRORXJP,C,Newmont Mining,Canada,2725590.0,4.0,U,81.0,1.0
Bfi12163,841.0,Charleston,m,OWVHDBE,1-831-173-9794,0.0,O,439628.0,pmuwuooabafgcepvcbgmbugdcsjicrcaglgtwwkcfgyiiixhszxgplncycopp,Bfirjfaqqcbgizxtst,T,Broadridge Financial Solutions,United States of America,3664671.0,2.0,S,99.0,6.0
ifd12164,345.0,Oklahoma City,,Ynsybjq,1-767-162-5204,1.0,O,226497.0,Hiqolqluiojobsqaroekwhexlcsaikjen,ifdhtgxwoqzgkxfol,l,Loews,United States of America,2954390.0,1.0,S,14.0,3.0
Ppo12165,815.0,Fargo,,PENOAYNTHF,1-034-435-7817,1.0,,419362.0,Nsndsqlowngymflrhekijhagqlcaideexpfuwjfworjwsphqtcwfvztgldwnubkbqlayhspmsw,Ppoemyefhptnejk,,Westlake Chemical,United States of America,3320686.0,4.0,U,61.0,7.0
VAW12166,493.0,Lewiston,a,JJVUEU,1-759-853-2502,0.0,,,LZSXEVILCFEWIEHYMTSZNOWUCQNFRTEGVWZLXDTGVPDYRFKGT,VAWCQMJXCSDHUVWBBOOTKRFXVUAS,W,Knight,United States of America,2510644.0,0.0,W,4.0,4.0
jfk12167,410.0,Shreveport,N,Xexjvzbyb,1-524-581-5528,5.0,O,392174.0,Tyuxsdjjq,jfkewzzqgyhcdlei,J,Sanmina-SCI,Canada,3385082.0,5.0,M,36.0,10.0
Ypb12168,654.0,Mount Pearl,,EVCSEQQUXXV,1-814-294-4284,0.0,O,398086.0,zlsigcjflipmscvafggqwovzvuwuheoauablpjweztvuwekdpaqtiihdsayaiamtvjudcdpzuqvixnox,Ypbgnxwhrxuykxubqegtybcjimtzt,P,Pfizer,United States of America,1044167.0,3.0,S,,9.0
Pwg12169,313.0,Paterson,F,xavkogot,1-788-442-1263,3.0,O,140074.0,OFZEHFGTDJTINBABQDCCXMGSRJWNIMNAFJQR,Pwgxpxykcthe,J,NVR,United States of America,2053401.0,4.0,,74.0,1.0
mjl12170,450.0,Springfield,M,Mhfhofccvjdc,1-305-155-2326,1.0,O,260257.0,Dxxynkofkmubvtskilhgpovkzhonvkbzhjyoounflhgvpplpnfgju,mjlobyzbiwxh,,Flowers Foods,United States of America,3998395.0,0.0,M,48.0,6.0
rij12171,530.0,Chicago,M,KKSYJWAGHYPN,1-008-071-9759,0.0,,4449.0,WXFDRJLRSDZZVTCKZSMILJDWUWFWTIHSYXHASWEAWSGLXLRFSAEAAISVHNLTZII,rijuqqgbzmhuxxkcqmbjuf,F,Hershey,United States of America,687154.0,1.0,D,100.0,9.0
giv12172,320.0,Amarillo,f,Jarogruldykl,1-138-504-2450,3.0,O,467856.0,,givizdhwwqnmjqxlzfqqef,,IDT,United States of America,3197576.0,3.0,M,74.0,10.0
jji12173,341.0,Halifax,,Mrrbdrm,1-729-923-1333,5.0,O,,Cbhvtzihlhhxuodtycpjokvjxepotpvfmjywzqgbbrkpjccxuvpz,jjihudptniukmmkklhku,,Amerigroup,United States of America,1726254.0,0.0,W,,9.0
JIQ12174,677.0,Garland,f,CBLOFJSLQ,1-639-229-2818,4.0,O,19579.0,pwafzfusqmkp,JIQZTXBOXWQACMFBP,U,GMAC,United States of America,1486212.0,5.0,M,59.0,1.0
hvb12175,308.0,Las Vegas,,Lljdjwdanok,1-767-093-3943,3.0,O,245205.0,Facgfqrimtxgaimgzftjwbdupagpnkucvkcyblslnfaicwysgbi,hvbkfqczdsegufwaoiblafm,q,PHH,United States of America,1602219.0,1.0,M,99.0,8.0
AFL12176,634.0,Hampton,m,JOAUYJRTQ,1-810-988-8153,0.0,O,,Gkkeijkckxmaztfyetmpxgbljxdmkiexbaqcmptsmngxyadlv,AFLAPPWIIVHFWTMLSUVVXBB,R,Sally Beauty Holdings,United States of America,122043.0,2.0,W,86.0,
VMA12177,777.0,Tampa,,Jomsgjwfiibu,1-769-486-5691,0.0,O,40659.0,,VMAFOHAOVKLPT,,Pulte Homes,United States of America,440671.0,1.0,W,89.0,3.0
fil12178,626.0,Bakersfield,f,Eespef,1-496-917-2301,2.0,U,154901.0,sooolxmqjjoijzimatpxvyjtgugalgmysrpregsglpogx,filbmxgj,,General Electric,United States of America,442887.0,1.0,D,84.0,6.0
Gec12179,568.0,Santa Clarita,M,arenym,1-445-362-4479,0.0,O,,Rhrsoyabwqayzhjlakejpen,Gecltzvfbecbfyo,,Emcor Group,United States of America,904205.0,5.0,D,10.0,5.0
ECW12180,759.0,Idaho Falls,M,Zqvffkesckz,1-658-301-5633,3.0,O,193974.0,oqwhbccthiuesjgxzhhdzvvmncljwponorgfyddeajguzqt,ECWJKSOKRTMNLNBJDW,H,Southern,United States of America,1492878.0,2.0,S,6.0,10.0
Hep12181,411.0,Casper,f,,1-569-944-9830,4.0,U,201912.0,TZDSGNHMCREONHXBSSLIEKJUTHVSCYUSQCORXKBEQYTPHRESMGQQEAILGICYOQZRDNPDJNGZMPFMG,Hepfionkosnqkgtp,,Sonoco Products,United States of America,,3.0,M,,0.0
IDI12182,420.0,New Haven,M,qbymve,1-787-301-7176,2.0,U,166582.0,Mqkommzbprwjijnrnnjweawvvpmdcvmzaqgzbgcmj,IDIMUSSZUIAKREUOJFEXWV,w,Chesapeake Energy,United States of America,258320.0,1.0,U,38.0,8.0
elj12183,811.0,Sherbrooke,,Dykmqxb,1-605-496-0661,,O,483696.0,oromxfqrulgjgjppdiqltovanbpuwdazykcrfinprttof,eljfbvjqn,M,National Fuel Gas,United States of America,156148.0,0.0,M,96.0,9.0
Jwf12184,779.0,Edmonton,m,gfhrm,1-175-541-6752,,O,466472.0,NMIVNMQA,Jwfnhxtrreunqznhaeliwbeylucdb,P,,United States of America,3787797.0,2.0,M,18.0,8.0
bzy12185,505.0,Missoula,M,Oydajska,1-908-821-3278,2.0,U,248579.0,Dmtforoqauvzwgbgenkikynekocohy,bzygrhomgsxdiigjdfcffu,,MasterCard,United States of America,3047892.0,0.0,D,10.0,5.0
Npc12186,633.0,Yellow Knife,f,RKHHVQHE,1-062-219-3780,2.0,O,362974.0,eoihrimqeuafxxkwodjlfxqcnrdozstmeepfchokpcwauvntcskeogfofbs,Npccqznajbpgypp,,Insight Enterprises,United States of America,710939.0,0.0,M,3.0,10.0
Ewj12187,775.0,Richmond,M,ucwhld,1-133-713-6636,1.0,O,291750.0,xehfvjpictduejlbxymucrrwilfgdzqofveotiytydrvlcbcgudwtsckmfqiimtwppkskihc,Ewjqynuaj,,Key Energy Services,Canada,689307.0,0.0,M,33.0,2.0
YZQ12188,561.0,Fresno,M,Fgwjyvvelbwg,1-977-342-6400,5.0,O,493867.0,UQCXRDUBURWYNPSBDDJLYJUJOATZMZQ,YZQYJGXXJTKPBYESZSDGPLQM,,Sonic Automotive,Canada,1541557.0,2.0,M,,5.0
Evc12189,740.0,Louisville,b,UBTMIR,1-616-307-1026,3.0,O,434880.0,rzwnanzpmzvjxvgblzzjssevgdxaamjrvdfaetmrieojcrxrkmermozb,Evccxpwvpmsrezfduptykckaubjku,C,Western Refining,United States of America,3095532.0,5.0,M,,4.0
cuh12190,627.0,Peoria,,fcupnguy,1-423-456-7282,,R,,Wwihwwfqscdppdspheoczcrvognivofayfdpjvsvffzwjkgbzbp,cuhnjlbkbmfssrdalh,H,Marshall & Ilsley Corp.,United States of America,2802031.0,1.0,M,54.0,2.0
Dgw12191,405.0,Yonkers,,Gplxyredj,1-662-169-7332,1.0,R,198845.0,Qlmfkdqpxownudqqlsyeaezipaewspbbmonryrabmhkbduidafhzctjovzjxozitotxialgqiqtsped,Dgwnmunikopxoontz,w,Church & Dwight,Canada,2117482.0,1.0,U,21.0,3.0
CVC12192,593.0,Manchester,m,Khogmkq,,0.0,O,135611.0,Lfcgakolnkrgcynetlmkypkwshmpvejvwkxcsflfpytmhtxebqddxizx,CVCMXNJLDCUAUIKDOKHL,F,W.R. Berkley,United States of America,1585706.0,3.0,,,
Jse12193,579.0,El Monte,F,WJVBAVVTBLJ,1-209-681-6651,0.0,R,479777.0,Fhodtcqpeeqokhnneuocecvvuvqfbbawdnlntzce,Jsedvllewjehstiv,,Tenneco,United States of America,229594.0,5.0,W,34.0,6.0
Tar12194,479.0,Irving,,Ggfoyarqeup,1-346-208-2462,1.0,U,373698.0,Gubghntkqvhtzrsogronilshhuzakvuyqgzdqsukcshwzsbnbhbiiba,Tarlnuquwhij,C,Pacer International,United States of America,2713681.0,,,48.0,10.0
Nad12195,557.0,Plano,,MWAQS,1-455-945-8060,3.0,R,52668.0,TMIAETTGBUOPD,Nadnasbxvvkakwnm,,Warnaco Group,United States of America,247096.0,1.0,U,42.0,7.0
rib12196,460.0,El Monte,F,bvuisxfqm,1-604-951-7616,1.0,U,172102.0,Zcteekpmqvzfpfnmrkowxpysjmkqdypmtzbibuctquznwkglwnuumrusinurxlhzqratgzxlom,ribjlwfxhlogvxzogyyg,j,Kla-Tencor,United States of America,31180.0,5.0,M,96.0,10.0
wqs12197,676.0,Moncton,F,,1-541-931-8731,0.0,O,53762.0,Mwvdmvlrmcxdsyxbwzjdfujllewrwlwikugxeaifnqht,wqsakaxk,d,Thomas & Betts,United States of America,2226899.0,2.0,U,40.0,5.0
Qxf12198,588.0,Henderson,,BTAIRSQIDAWQ,1-521-807-6924,4.0,U,103196.0,Iubqdtvwodekpvspshutadeitdxwhvweejxjukravpnjlehkqmqibzpizf,Qxfqo,T,Broadridge Financial Solutions,United States of America,2919511.0,3.0,U,0.0,2.0
Igm12199,318.0,Washington,f,RCCUIDQH,1-166-243-0923,2.0,O,337137.0,Ytuoihwvddracdaggdncubctbjowssgxeoiyekslxzktlcynkdgvzkotirnency,Igmjzznldwvxgodwelb,,Polaris Industries,United States of America,,1.0,W,5.0,3.0
HOW12200,,Anchorage,M,pabggxle,1-906-368-4130,5.0,O,38753.0,fwmywfybedsfzwolvapfhxkvxeropcra,HOWOSNFRE,,Archer Daniels Midland,United States of America,2334594.0,2.0,W,,0.0
JRA12201,577.0,Flint,m,NPJCCE,1-691-985-0241,2.0,O,368769.0,Hdltooerawuiw,JRAELVRAIZJL,B,Advanced Micro Devices,United States of America,,4.0,U,76.0,10.0
NES12202,583.0,Reno,f,OPDQICYBHVKJ,1-741-680-0780,1.0,R,379183.0,Xtptcpjdbvxhxrpwyciimzuskmppgocrry,NESKAWJCMOSQFJBWVPAR,F,Greif,United States of America,3793160.0,3.0,U,24.0,4.0
iwv12203,745.0,Grand Prairie,,Tsmwxabafkcg,1-881-425-5854,3.0,R,13484.0,Xnkaoepejbvjyzunnbtdijlj,iwvhopfbbkevbljswvhmqf,,Carpenter Technology,United States of America,1116481.0,2.0,M,4.0,6.0
Kgb12204,,Simi Valley,m,Kukqu,1-148-334-7958,0.0,O,250104.0,Yleqzttgipkmjaeojpjqianqyqiajztetmnjvgaokjgnpugdsmajbhppcwxwhnj,Kgboosbbzmbdljghzdwobg,q,Cinemark Holdings,United States of America,2405635.0,3.0,U,80.0,8.0
vqn12205,792.0,Waterbury,F,UXCWP,,2.0,O,317017.0,Wqlecgjjnwgbrfxpaoxfyoz,vqngrjjsqlfefbjlt,,Popular,Canada,1345430.0,2.0,D,72.0,9.0
WIP12206,423.0,Saskatoon,,Dqqltigow,1-743-909-0960,0.0,O,408026.0,,WIPMTMX,V,Humana,United States of America,1414682.0,5.0,M,77.0,9.0
veq12207,699.0,Lansing,,,1-790-995-2210,2.0,R,72785.0,zohmhlqxfptgzzdcaqmzhikndiupxdmqgsukojkwxacupxfclosgmhvmnxlnzbbckqpsitndxc,veqdhdpkmotw,,Moog,United States of America,761024.0,2.0,W,66.0,7.0
Eub12208,793.0,Lincoln,F,VXSJIZDX,1-424-029-3950,3.0,R,344200.0,Entbluekmbqunrwecwgcahhwwmascogprykprqbcoueatjonlselfbsupkvb,Eubdytwdwnvvlnnkiglruwnvmxtyse,,Coca-Cola Enterprises,United States of America,3529716.0,0.0,U,57.0,5.0
xau12209,708.0,Hilo,M,qjfxg,1-663-737-8437,3.0,O,163287.0,,xaugg,,Fannie Mae,United States of America,402551.0,1.0,S,39.0,5.0
Ezk12210,524.0,Fairbanks,,bujmjyvyxs,1-284-847-8516,2.0,O,476546.0,GSXUESRXRQADIEOKIYRAXBKCZURDVPZEULGGDYROBHJJGAHFUZRY,Ezkvaobakwvl,,Noble Energy,United States of America,2383975.0,2.0,S,66.0,3.0
Rwz12211,475.0,Grand Rapids,,Ugicmuoap,1-932-002-4006,3.0,R,351197.0,Qvddbiywvilmffawahrrqzzmjcadycrlslkgdnth,Rwzqyaiekfeqlgzfz,Y,,United States of America,156372.0,1.0,S,6.0,5.0
Jqi12212,621.0,Bakersfield,,UZTFYGVSK,1-458-552-3785,4.0,,410685.0,Wpdpigakjxnlenwouhvmmjjsqcvuhwfworkwzwdlryhzrd,Jqiexkrqyoyopkolqozlarvosh,,Watson Wyatt Worldwide,United States of America,1925871.0,5.0,U,47.0,3.0
Fqk12213,364.0,Erie,F,KXIETWXJASCX,1-573-635-0257,5.0,O,163033.0,LLVQCWVJNTNZSUFYRUDAPTKAKUOVVYOVNCKRMPMGQWMGOTRPFLWOFMNQCIGSLLTNILXCIMDPV,Fqkjjygvoknkkdgnjqnzwoujui,,Goldman Sachs Group,United States of America,1200732.0,0.0,S,27.0,0.0
OYA12214,406.0,Gary,F,sulqmbipsyg,1-845-177-6270,3.0,O,383409.0,Rfhancjygpwraccchitrtxjtniibdhdrafnbsiawqnfvmayltbgwhso,OYAWT,,Alcoa,United States of America,580859.0,2.0,M,65.0,1.0
Mua12215,829.0,Scottsdale,f,Awbauazogvli,1-526-761-6481,5.0,U,443283.0,Ucrckqdffnvrsxpbuu,Muajirmsbtvvnzszxzt,,Boston Scientific,United States of America,3584219.0,2.0,U,5.0,6.0
HPT12216,643.0,Iqaluit,,Whoyja,1-425-424-9711,2.0,O,,Bkuqbzdyrvquefusoredmfj,HPTYNKPDWRFUI,,CBS,United States of America,1945249.0,1.0,D,23.0,8.0
QIA12217,416.0,Nashville,,Eihnsymvzup,1-974-606-8078,5.0,O,,Whqwbyjnztxmnlnzkmdwtdsvpahulcqkciwg,QIATRSTDJEKXT,,Ingram Micro,United States of America,,5.0,M,68.0,0.0
Wti12218,473.0,Charlotte,,XCLLQBGWG,1-308-988-8179,3.0,U,66752.0,Kbvah,Wtiqpwzxp,i,Expedia,United States of America,2796483.0,3.0,M,31.0,5.0
NMV12219,591.0,Escondido,,Wrokdatdch,1-864-604-8548,5.0,O,332456.0,BBWGYORLAWXXIFADMLWFXHYLLBGMAOUCDASKMVWFUQPITRBCFUSZ,NMVOSEIQAFUQPMCVPAMIODFGBL,,OfficeMax,United States of America,,5.0,M,33.0,10.0
Yxd12220,804.0,Irvine,F,WCONQVO,1-421-065-9548,4.0,O,473033.0,AEXHCAMUAAZUMTGWCPNTH,Yxdeh,,Loews,Canada,775100.0,3.0,D,97.0,8.0
Fve12221,,Fullerton,f,fspqxfedlcpt,1-012-750-3367,0.0,U,324615.0,wrfwtelpoxjljrdtfbamwolgwcyfxfcilcsxduziyk,Fverfw,,Conseco,Canada,2367113.0,5.0,W,38.0,0.0
bqo12222,685.0,Huntington Beach,m,pdbdgkvii,1-416-154-8007,5.0,O,118303.0,Styyiudyqitldbsvihgeqtoepfzgcbcnbwkavabqwj,bqoovaipsgsdhtuopesdcgvqlrlawv,,Schering-Plough,United States of America,1302714.0,1.0,M,78.0,4.0
isg12223,499.0,Warren,,Rdvfopdhhv,1-571-624-5476,1.0,R,164382.0,Htwpfhubc,isgejynhv,Y,Alliance Data Systems,Canada,2084749.0,3.0,D,88.0,7.0
Sii12224,417.0,North Las Vegas,,MNEXMWSSPSO,1-686-563-1927,5.0,R,248149.0,Uabwejacqzsvsiwnxblgdqtpuosuifjfzfamcimupzrwcyaaruycbpiamdmnvobnkrcjcnfojfhp,Siitbcjnm,,Polo Ralph Lauren,United States of America,923312.0,4.0,D,91.0,8.0
Jca12225,714.0,Sandy,,Tcwzfqvon,1-725-337-9751,5.0,O,45831.0,Jdlvbnsokoacpwrqekciiddvupaxnknsjumqg,Jcaulatortabrovmsvlrmhuixd,F,Best Buy,Canada,2432430.0,1.0,,50.0,6.0
joa12226,336.0,Laredo,F,Btljvsrgvpg,1-944-556-7766,2.0,R,317525.0,Rltiksskkaehaitlkzzjhnvliyntj,joawhooyicwafxdtxrk,g,BlackRock,United States of America,507864.0,4.0,S,4.0,4.0
Mvh12227,,Augusta,,Opsouzs,1-637-305-5361,5.0,,422793.0,Djhox,Mvhxxharnkntwxxkacutr,S,Jones Financial,United States of America,3519269.0,1.0,D,39.0,10.0
Hcg12228,784.0,Santa Ana,F,Amrxjhpfozic,1-790-693-7865,0.0,O,244919.0,JCOHVUIMYJIYTDXQFEJSKLXNPGNYPHASBQXNQHJGVRHQEQGWGQ,Hcgrvn,A,Regis,,1883644.0,4.0,S,40.0,3.0
Chx12229,475.0,Berkeley,,wmzeuo,1-085-597-7614,5.0,O,175758.0,WUCCYYJIJGTTCLWLAAXPFDWPPUJ,Chxnylopw,,DST Systems,United States of America,3071518.0,0.0,M,50.0,9.0
XCN12230,847.0,Seattle,F,WVOTPWVTAC,1-735-425-1545,3.0,R,158835.0,Qdsvmzqscxaxhlqjwxrscigounhzjpoghavcwxclctyzqdblsgyhiemeymfcrwoabstwunmqgwkqewnt,XCNNFJNBSYCEVPCUDGWHGHGS,,Radian Group,Canada,1416770.0,2.0,M,42.0,0.0
Mly12231,634.0,Rancho Cucamonga,,rjegpgkppvek,,0.0,O,111717.0,Anljuglptbvmfowuickluhsxgkf,Mlyasqdtlxsqnxowtxekvezmzi,V,Simon Property Group,United States of America,2552930.0,,U,86.0,6.0
ZIC12232,759.0,Reno,,Rqlwowunqxww,1-321-399-0166,0.0,R,,Viuinaunavhvstswnlwbgstjoesooubwqgxkqeepomjyhgwglplj,ZICAULELSXWFUZVTSPRXMJ,,Constellation Brands,United States of America,2734980.0,3.0,S,27.0,7.0
Tsr12233,573.0,Omaha,F,ghjsmmjmmmnp,1-332-456-2627,0.0,O,156323.0,zvunpcyfkhcnroxjiibawfyczmwiwfovueuytflrqzdhydecmxjsaeazl,Tsruzliwtpoqwnjouscrjiegn,H,Express Scripts,United States of America,3392989.0,5.0,D,57.0,1.0
IXD12234,669.0,Colorado Springs,F,Pwbdpxngcboo,1-376-495-5558,,O,470202.0,Rioycenoairrrvi,IXDLEGGSX,J,Auto-Owners Insurance,United States of America,618606.0,4.0,M,14.0,7.0
GUY12235,515.0,Amarillo,f,Xrjbdbtkcjg,1-840-836-8511,2.0,,69973.0,Pvbomhfktwoaddavflbfufagommppwbjjlwwbyitmtnoxhglxdqewvihfqdjnpzfczhqrxgw,GUYJSROEQIYSZXPLJBLPT,,Brown Shoe,United States of America,2543097.0,2.0,U,83.0,3.0
KVS12236,332.0,Las Cruces,,Ujiescuki,1-840-301-1739,,O,48247.0,BGTCDJDEIONTGQUQGUDTIKOPNWLVKKEYAYQWBWOQBBBGUYSE,KVSSGR,,Hayes Lemmerz,United States of America,3687736.0,1.0,W,3.0,6.0
LWQ12237,762.0,Regina,M,GQAJUS,1-699-267-0354,2.0,R,117817.0,Neibaijistjpmeexwtcrmpqtlrhyjgdjalouqsxvjal,LWQHL,u,Walgreen,United States of America,,0.0,S,61.0,7.0
Lqf12238,,Gary,F,HIQRCAMXOTW,1-614-704-6730,1.0,O,297746.0,ycjldkiqdegmmyioqhuqvlgbusodlolyuebuvmscphnmpwr,Lqfov,,MSC Industrial Direct,United States of America,1434088.0,1.0,U,6.0,1.0
Rpt12239,398.0,Abilene,M,Spkuucn,1-762-816-9121,2.0,U,489458.0,Knvfdpmgtgfvtvqscmtlpuvxztwsnbexvmi,Rptwgjjzjwmqjcypkihsedbf,,Avnet,United States of America,3615499.0,4.0,M,12.0,2.0
coj12240,539.0,Stamford,,ZVBYJWL,1-460-072-2169,3.0,O,463947.0,Ylwdmifqjrcjbgdeshbsvxiihavndukvqzsnsjnqfkosfwpeoggjdxxjnpiychlcmyhdgmanpxuilqsv,cojkjfrufibfwcnkh,,PNM Resources,United States of America,3583755.0,4.0,M,52.0,7.0
Czh12241,708.0,Little Rock,,Umbmhhlmohtw,1-172-236-5042,5.0,O,305738.0,Asdpkzzjdevskyvkmjgbkitgmvlfndcdpkircgnlxmqymdwwajaxwlreyleh,Czhuwuwjv,,Corn Products International,United States of America,2805623.0,5.0,M,18.0,10.0
Jbs12242,564.0,Providence,M,Bpalltakzs,1-976-748-9268,4.0,O,394713.0,Uscsjcquyiyeqstmemunwuydvtugbi,Jbsmwpypiwwdxhconcupxogynnk,,Guardian Life Ins. Co.,United States of America,2125833.0,5.0,U,23.0,0.0
Igf12243,837.0,Santa Fe,m,AOQPUJRZBW,,0.0,O,,Cfkzajouyfarjfuaqyyivqjsp,Igffthiofacpkdowzpvxplx,A,Radian Group,United States of America,717520.0,5.0,M,24.0,8.0
fqj12244,,Indianapolis,,Wnhvwxhbjwm,1-918-403-1338,2.0,O,257468.0,Pmukcddlmurkzepemcloncmk,fqjplsmokuqssk,i,Annaly Capital Management,United States of America,2051903.0,1.0,D,1.0,6.0
Qhr12245,544.0,North Las Vegas,m,vwhxwfatcswl,1-118-224-3667,0.0,O,295961.0,Vuqqruunkjxevykvoeoikamhycfgqqnndkyhymyrzctqecyfbnlcwhsiubwwlkunnwxn,Qhrknmeoa,,,United States of America,1970370.0,3.0,M,68.0,1.0
FAA12246,601.0,Sherbrooke,,Ibinopmik,1-784-800-4442,4.0,O,102029.0,KFJGQZQYXCAPSYDXAONUZFPQHQNHJFFNWFMUFPBHTTVYQTWZOYXKCXRMQADFRSCGROB,FAAMEOFBOVYRLMVSHEETEP,N,Staples,United States of America,1668674.0,2.0,U,65.0,9.0
Nef12247,622.0,Naperville,f,CDCSUULE,1-344-096-2698,4.0,O,247652.0,Dyjcaieneredkgksniitquexesjhkncvpjchmccbtqlrqqafqoo,Nefvcaobfa,A,Unisys,United States of America,2393174.0,5.0,M,55.0,3.0
meb12248,795.0,Moncton,m,stssuzl,1-904-085-4794,2.0,,186555.0,Wllqtrgyysmqfbuhmigvatrluskvmsxrvkqiesyzmlxyzbrkfmmwbubvbpvczibbhaqhv,mebafwrfe,,Wyeth,United States of America,3148089.0,2.0,S,19.0,10.0
rkm12249,484.0,San Bernardino,,Ovrtpelmsrwl,1-911-754-0827,0.0,O,151602.0,wpfwzfthzykbmoqunrjlbxuqiafcvipksdfubufccvcxmbmkzplvbcxnqtew,rkmlw,,Mutual Life Insurance,Canada,880419.0,0.0,M,70.0,0.0
ypd12250,,Elizabeth,,WCBAWVULBQET,1-130-181-5617,3.0,O,260323.0,Odsdtserggoegndvemdxweegxmctsjpxjkximulmbtfgjfy,ypdxa,,Assurant,United States of America,2027217.0,2.0,M,96.0,6.0
Gcr12251,791.0,Colorado Springs,,Nraddpsfkov,1-367-300-4355,1.0,O,46789.0,mfqrezpstyaqifimfqzfsowezikkmbiombeeszeuuikgyvkdtjartskupjnx,Gcrkayxcwznojhnig,,Ingram Micro,United States of America,2989768.0,1.0,U,,1.0
Ham12252,303.0,Irvine,,Kadbewtmg,1-160-772-9584,0.0,O,360248.0,Omlfigduxktzpzcuavrdltjfpyvepvlujl,Hamjuk,c,Lexmark International,United States of America,1643977.0,1.0,W,56.0,6.0
Fpv12253,395.0,Hollywood,F,NENIOFQK,1-830-350-0801,0.0,O,361464.0,,Fpvwvlhsenseweimgmvsiaudbq,,Dentsply International,United States of America,2081414.0,1.0,S,79.0,7.0
qgd12254,686.0,Mobile,F,DZNPER,1-172-219-9219,0.0,O,131165.0,WQETAABBJGFBTHNDLSHMGML,qgdxlokeudkmqetauhonx,,Country Financial Services,United States of America,2582386.0,3.0,S,45.0,10.0
Mmf12255,611.0,West Covina,m,Tdmzrwqrw,1-863-514-4059,0.0,O,468222.0,Rsdzuuhfzutworeskdcqzmgmgcdkmlkxzrzvtlpqwjvbtbbukqukvnbfkktysbraxslbqlojofrl,Mmfelestsrwkbpoaorpwc,u,Humana,United States of America,745540.0,0.0,S,34.0,8.0
cch12256,605.0,Savannah,,gsrnogwtayr,1-294-746-4175,4.0,R,69986.0,Qixezehwymwmpoxjwbvxfodjdhopchxsmheifxotzljmhkscaxcndsmxlgopsiapa,cchfcocrcelhes,P,General Motors,United States of America,1556754.0,0.0,D,63.0,3.0
Mkl12257,446.0,Thousand Oaks,,OXCNZSVORJMG,1-660-731-4243,2.0,R,133905.0,Jnibuzpzincqexkplgbjivdqvanaaxocxipzarwboshuauoenxtbrxwzldxrfxox,Mklpeqcffvzospfvabepqoicfvou,,Express Scripts,United States of America,3619771.0,2.0,U,11.0,1.0
