LastName,AddressLine1,City,FirstName,Age,PostalCode,OwnOrRentFlag,Employer,AddressLine2,MiddleInitial,CreditRating,NumberCreditCards,State,Gender,AgencyID,NumberCars,Country,Income,NumberChildren,MaritalStatus,NetWorth,Phone
Wyknnaxcwwxsrhqapfrbizysmcwl,gdkkedzmnehefpbakwwzzoovmndqdnqgrvnwrswzjlxihybbiwfgwqbhgtbaarfhji,Elizabeth,Eviwsvgsmywxjoygh,44.0,JVRNYUIVA,O,HSN,HWWRD,O,643.0,1.0,AK,F,Wyk5369,2.0,United States of America,399874.0,,S,1881849.0,1-195-997-2484
Njtsu,Vxfhbzenubsmxquyfvuqws,Glendale,IRZFSBQVRNHPBDAWRCBWBBRIVBHXL,54.0,HVTTO,R,Liberty Mutual Insurance Group,USQYQ,L,473.0,8.0,MO,,Njt5370,1.0,United States of America,104583.0,5.0,M,2569872.0,1-582-473-4696
ETHTKAZZ,Gsqpuwqeahushofbhqfvuhgapiszafuwwqiojbrjswneyyndmlpmeiaqfrzxcnxby,Sunnyvale,Jekueeypocuvfluabheso,3.0,eykaofwh,O,Amkor Technology,Kvxgzlnupzilwpzkabdzehtbgeuwsjiiotyqvmtmeoqojioqpgwsoxlnymufmduyx,i,,2.0,SD,,ETH5371,3.0,United States of America,284073.0,4.0,M,3162121.0,1-715-508-8441
Xpkqefwfvvoqsqawxf,Losmobb,Virginia Beach,Migvqzivreltegjpsdmqjmdnya,82.0,cmpljwp,O,Flowserve,TOFEBWWAFJDDOOAFEXXSPXUISGHFNOABFMYXUVGO,,671.0,2.0,Ontario,P,Xpk5372,5.0,United States of America,297069.0,0.0,S,2516241.0,1-957-666-4438
idkffjzpjwrbbdrmchuoupaiixc,Tpouqnqmgj,Boise,Jhrmlekfoezrrcfg,86.0,aqotmi,O,PNM Resources,Eayyukvkklumkxmgyo,O,674.0,1.0,DE,,idk5373,1.0,United States of America,420329.0,2.0,U,3290047.0,1-421-399-2735
Chmijswpsdmufjsdx,cbadimfctbaxgacyqskbxmccdcbuspbegxzubtcspbneykxlrpxgnec,Buffalo,zwwruufdqfzexedqjiryrbhtgxgt,8.0,Kvffzyomyja,U,Smurfit-Stone Container,Vrmkfhkgclxadcimrwajztfntopsouehxfhzctevqgmnjfzhwk,D,622.0,6.0,Newfoundland,M,Chm5374,4.0,Canada,427810.0,4.0,W,2188529.0,1-120-562-5777
Rqfqzveujvky,Zranrwxgemviuzlgakpeciyrmkfhcvslezjo,Fort Smith,Pljkbwyna,100.0,WIJKASJL,O,Dell,ZYECCHVFVTSENGNKGEVHMIZTAWDOXDKWFUMVQPFNVXHFNGDOZGZJ,t,580.0,4.0,IN,f,Rqf5375,4.0,United States of America,190845.0,4.0,M,185500.0,1-142-240-5023
Hnsaghjbco,Rhkjpplyigbyibhedspkdjvjkquuqxjhybqtstuyzrwtojewpsriguupmtorrmomzyp,North Las Vegas,Ejjzpyja,31.0,Lqmewvghapz,O,SLM,Ffvmgvjwia,,774.0,10.0,Quebec,,Hns5376,5.0,Canada,103819.0,2.0,M,3156520.0,1-190-837-7421
Nrlsurdifqggdzafpsiklch,Pfptwycypcyxbfpinr,Akron,IDLOBEIRRLIHJZJ,37.0,hztqlf,R,CIT Group,Djqyiuuiebps,,491.0,10.0,NH,F,Nrl5377,5.0,United States of America,59618.0,3.0,M,42882.0,1-627-277-5420
Dsjagwqhorfumkjfrkhfdvdexdbkyt,plsnw,Omaha,RLIPWERAWQSJWR,92.0,PCOHKKCJQNAE,O,Exxon Mobil,lryweiapolrzgtomkoscciferzhimtvyksxcryoeawlrhtdocwrhvhmf,,455.0,0.0,VA,,Dsj5378,5.0,United States of America,344222.0,1.0,U,,1-977-398-2673
Endneiqmcglndmguuxujwrechpj,Jiwhvqzrgfwexibzefkfultze,Madison,RDXWFSOZEPBGAPKYCMU,48.0,Wkatd,O,Assurant,Lxgazhibqdacobwbdsldgb,k,329.0,0.0,MO,M,End5379,2.0,United States of America,231251.0,0.0,W,1360555.0,1-312-809-5185
XLYKHDS,BWHZRFEHXHJZTYEMXNITCRCISDWMUYXFRJPDBFBKBPML,Riverside,gevowwkcbakshloysexgprkyxnf,,Cttunid,O,Spartan Stores,tnzohsunkr,C,481.0,6.0,RI,M,XLY5380,0.0,United States of America,70545.0,1.0,M,1731686.0,1-409-419-1283
Geeahzf,Voeglxiwgxcdvtfztzeqxiehnktvuumnzlfcpvrbnxfuxikdtkze,Santa Clara,ttjutsevvvdyr,98.0,gosyzaxrtq,O,NV Energy,Jwcytfacidbjblziowypezujdkljkwwqynfudimncjfo,T,690.0,0.0,MS,,Gee5381,4.0,United States of America,304987.0,4.0,S,3890821.0,1-344-186-3353
gscgzdqnjijosfex,Lxygvmviztwgwkwiexlvmrpwxpobhpnxervhfgseljturyjexnojdspesqcx,Philadelphia,Yrxwxlwfkeawhvqohshbyn,51.0,Fhksekc,,Republic Services,Ovkquslvctarbrmukhufxyhvmddokxw,i,433.0,7.0,TN,,gsc5382,1.0,Canada,176421.0,1.0,S,2534622.0,1-224-394-2046
Brxwptjmcrbrjlj,ajukohgtvqcztnukxhgtkclmccfgalgbaiwpfeerspirhvirtuvxdvpalhocugnbokxleipr,Rancho Cucamonga,qkrkjsylvoahfbl,4.0,gefneqcqvdli,O,Moog,pgcepivaiibnosodtwvfnbitf,j,664.0,2.0,FL,M,Brx5383,2.0,United States of America,172449.0,,M,,1-027-896-0369
qebetqwrsmslgliel,IDZOGOUTIPTGUKQIICJVMUJNVERBNUDWWIOCXSKMJEJ,Huntington,Rlyvyhsehaqxnggyaalitwfwlbb,,krjyfi,O,Zale,vpduccapfznculujulhoinaekyelhlwztawanslndahppszxdpysknfngbs,,397.0,0.0,NH,M,qeb5384,2.0,United States of America,235304.0,2.0,W,2140107.0,1-418-863-1581
Anphfdujgzjxwijdpx,DWNPVKAWKTRJROROPHJNDDMZKALFXTNTXWVQQQIDXYPRMCCZYXSQXAXESGO,Sudbury,EXZLVZPLNMOU,33.0,,,Southwest Airlines,Emfsirfdvogpglbnovmargwslccaij,,793.0,4.0,SC,,Anp5385,5.0,United States of America,230962.0,1.0,,1949186.0,
Whvgnduaccbistetbim,AZTPLJNHDMZRUNPHCVSUKUMLNNWHD,Amarillo,Fmvvrsy,51.0,TPIVHZN,R,Valspar,wktkkondpycdmzfrlkcfpljxpwhqcrvrimdjigovkmvhmgfvqkgyqbokzgxpsbivhqofezns,,591.0,10.0,PA,,Whv5386,2.0,United States of America,137086.0,4.0,,2053362.0,1-969-423-0792
Cyvmzpnsthrbbzvosnurnljfupw,HAOACCBRKXNTDQHSHJAQIUQWYENCEJQSILDZQOP,Santa Rosa,Xjtiviwxjiefsljzlo,24.0,Vhglvymuldnb,O,Service Corp. International,Cxtqkjsmpzexejakiaspkdrcucaieffhshnbjasncowgtkrpsxuptkssjbsgrlgqdwljx,,513.0,6.0,NV,M,Cyv5387,3.0,United States of America,322802.0,,S,2523286.0,1-535-375-1532
HARWESDQTMCVCVVEMYKDDVKUVOX,Fozkmhyfhtrhdarolcoblmv,Denver,Zffjqngdn,15.0,aaxvnxtmlmj,,Windstream,PSYQAFIMXFCANQRJVLYUUKNGJRIT,X,745.0,3.0,DC,,HAR5388,0.0,United States of America,339228.0,5.0,D,3884291.0,1-797-831-8421
Ronum,HUDUCWGXQNLVCH,Berkeley,wtcbcpbixlqoohojxk,15.0,Bbxpihc,O,AES,Soabczphvtsxnsylqpquuwwvlwmahyn,,467.0,10.0,CO,,Ron5389,3.0,Canada,275073.0,3.0,M,263526.0,1-875-351-9442
PJHINCXTONORLMBF,Uooevldfznwhdsgqsoizwnyxhluuptujgmcfejlarywqdpphmjbmxmgrgzwpgfxpbxzreuk,Gary,MWMLLZKFVKG,89.0,Bhwnae,U,Vanguard Health Systems,Sikphnzlcjtpoatfwblmssslfebxxioymdmqmntvt,M,519.0,9.0,Saskatchewan,M,PJH5390,3.0,Canada,179388.0,5.0,W,2565588.0,1-420-760-3293
Lkrjudpnufjkrrixugrzghnau,Oqdxmazaqvsnryvcawrqlczxxcmqsyvvioqupzyfbnbwhcw,Detroit,Qexjojwzmzehpknisabsqrzjwrozhs,,Gclvhid,R,FirstEnergy,hzcrc,,431.0,9.0,Ontario,,Lkr5391,3.0,United States of America,367979.0,2.0,M,,1-256-621-1380
ucsnvvgljxganmzacwgpivdpsetm,wgsdovccdfayg,Sherbrooke,kudagatmiorbpxrcol,,UMKKBRXCQSE,O,W.R. Berkley,Wtpoehtrsafwtqupkvytekkthratrqvjmfqh,,558.0,1.0,AK,,ucs5392,2.0,United States of America,,,D,1471628.0,
HGTJWTYXWMHVUUNBLTYPUM,CDKLEIQZHUFCEYYIWEIIGJALDBRHVMDJRCTDQEQZFFHGIIVECMMCUOVQR,Dayton,fzkwztffthecdrjgzzktdizulv,,tlqscmggf,O,Genworth Financial,WUWBCZZVNAYTRSJEFEXKTGYPSASYVTQUNCXWAARY,d,440.0,6.0,ME,F,HGT5393,4.0,United States of America,414739.0,5.0,M,3391363.0,1-107-115-0302
wdcmhmgosttbpmktaiukbtpp,Bqnfqptlxohujegcifngtnupnayrvvgxoxdqqkjshcktvz,Long Beach,bfcfnit,68.0,mpjqduwiy,O,Sysco,Cthrargzvzajrzi,,507.0,3.0,MD,,wdc5394,1.0,United States of America,189773.0,,W,466387.0,1-098-626-1286
Rpxzftaesfngiwiuiggagnk,Qlwjwgzkpbuwwkabrlxwdtdgfvjbyilkmdwcstiqpejexvwwscdlynz,Corpus Christi,isasijytbvipfoo,13.0,Hlgihurumy,O,Pactiv,Kllxwjemckacbulgpwlalkiwjiosiesscc,C,626.0,8.0,Prince Edward Island,,Rpx5395,2.0,United States of America,14965.0,4.0,M,2486724.0,1-038-038-5360
Pwjzc,RAWYDCKIEBERTWLAPUDESZWFIMVJZJHNGMPCBHNQDXCLAYTZLNOOSHVEWSTMBOQQI,Burlington,SPUAVGASDCQH,65.0,Ezvswbmw,O,Insight Enterprises,Whhkvnwdaxpsmlwxyezgozyuxcnqothyluhvgsupwoosyhwwiwjngillszwnixntb,,794.0,7.0,OH,m,Pwj5396,5.0,United States of America,291261.0,4.0,S,3491216.0,1-586-695-1606
Phqbzxyup,zvkegplhgjpwxecsrfyurowrnhyopbqvrdakqrdbiyhutclinobqnvatgremiwknrxkjscdastmmokyd,Sudbury,mictkemchlpjgrfiyv,21.0,kszyluyb,O,Pantry,LREJEAOFOVHUJREUWOMUPLAFA,,405.0,0.0,IL,m,Phq5397,4.0,United States of America,143885.0,0.0,S,795419.0,1-377-116-1735
okolycuxaqibouuondyswfq,Ylagqmmgpjvtspwmwovujznkgpkchdnkzbaqtwcphroxaaojegmrwadbnl,Virginia Beach,Zetbwwtevbtyppcqzaljlv,1.0,Jfosziq,O,Rockwood Holdings,sswsxnpobcocdeiszfcquqsrhxxdnuugcupg,X,433.0,7.0,PA,f,oko5398,2.0,United States of America,99670.0,2.0,M,1816427.0,1-142-449-3972
Xtedlwdkbdifomhgbdvymydhldhm,Eozburzonbpljaebgdzctkcwvncxscpysliiamlbtjneqstkqbefodghpnbdfiyxqwvxvgc,West Covina,Bqqhcmegqkzvqvfpdewlmq,,ghrkrfmdtvq,O,World Fuel Services,nssrtv,,370.0,1.0,LA,f,Xte5399,5.0,Canada,340041.0,5.0,S,3458714.0,1-054-578-5011
pkrjqlmwfucikwsevop,bubickmmxrzkpfsyfxssvlntzesktrhvaemsa,Frederick,YBATDIFNZGEOLWXQKUHFKO,24.0,Cyweg,O,McDonald's,Oeaecufwutwteb,Q,413.0,2.0,Quebec,,pkr5400,0.0,United States of America,319345.0,3.0,,,1-582-985-7220
wgieglkayxqrjbqjfzqwmcogex,HDOOVCGCTHKJOXFDTBLKMVHUSMFGYQAWVKQCDHDASRHJLGNKVIMLNWYRJWJSHORHLI,Hilo,Tokupkrkoxznpkeodrwazbtfycndd,65.0,Lsepzbeowln,O,Activision Blizzard,SMTDDHDQGHRW,,463.0,9.0,MN,F,wgi5401,1.0,,249597.0,1.0,S,3561675.0,1-123-931-7822
ydklfmzxsaditi,AWCYGLSUGMQOJDQDHXKIJCOEHJENWJUGWJCXC,Sydney,Crutuqundzsvewwdxhbghlq,95.0,Zqkqib,O,Guess,Cqwiopzmfpgacsmfaxncrdifwaoh,,742.0,10.0,HI,,ydk5402,5.0,Canada,300939.0,2.0,D,138044.0,1-160-213-5768
hrlvzdmtxnnndiznikxu,Jqfiuketfmpdvdqhcwkmfamwyhqljgjsqljtdcyxkrsqxvgxrpdwzwmjrz,Bakersfield,wkhbsfhh,91.0,Nfgrarozuqme,R,DuPont,EWDXEWQPBNNOKXMJHYUJGKK,,365.0,2.0,VA,,hrl5403,0.0,Canada,,2.0,D,2338703.0,1-153-166-9670
yeisedntdhxowrdhkqirksh,Uprpppihjcwytfywuiorowjooqslvnltjrjojokvxrybwfddkdaquwfseytognclu,Chula Vista,LTHMISOOFPWPS,88.0,EZDYAZRSE,O,O'Reilly Automotive,Kjiyvoafxghedwvlg,p,322.0,8.0,MD,,yei5404,,United States of America,356309.0,3.0,U,3030742.0,1-651-062-9937
PSXENWCWODWWXOYECSVXB,Qmuxch,Plano,Wnupijvwvvstsxuliocfznue,74.0,Elfonccxyxih,,Dole Food,JKVQVNRJJDYPEVFHQ,c,527.0,3.0,WA,,PSX5405,0.0,,339854.0,5.0,U,641311.0,
MNVPDKLZDOTVYTDKKQZSZQTUWAZA,vodixdxolebwtezttnzmc,Rochester,GHOOEQFHLUIHCIIXZLMISBFINUOCS,,Ccwamoxonq,O,Best Buy,Fufnogrkbilufgapawhgnvavcbdxhticnpkk,,466.0,1.0,SD,,MNV5406,3.0,United States of America,71496.0,4.0,S,3574698.0,1-672-131-8696
tofrdo,PGNTTWJFWMWPFCD,Las Cruces,pmaxwxzarehjgrbxifp,6.0,ILNIQRXHOWT,O,Mylan,zgimtoercomwifvwdmaljmziuqsqtmmgqugs,t,441.0,8.0,DC,,tof5407,2.0,United States of America,122984.0,0.0,M,3040397.0,1-714-032-5105
Dskqnpgyoyzxfmtsuqaspagxzje,ppxrgs,Spokane,fxigkcwdgwfi,47.0,Mhcznsnfbv,U,NetApp,WVTMWNQINWRZAXHDSIPLZUUUG,X,386.0,4.0,WA,,Dsk5408,4.0,United States of America,324007.0,,M,2802790.0,1-736-267-5910
fnnxilwqdgnxzu,Zloumxprtoocnrcmjamaixzimqujehqrrzbcpycoxrrbibgzfhhllita,Edmonton,FXPMGQBQ,12.0,Tpnsfksa,U,Teleflex,Hgpumwuqbliaxrpntmcsxnvcmxabeldwjxffqcdsegsbkuscvivvfhyfrbidp,,546.0,1.0,UT,F,fnn5409,0.0,Canada,494658.0,3.0,M,1044080.0,1-512-260-1322
amdjsgmjxqb,twrvkrmmqqmwrtmtveufndrvhanuooopsykqzrruaojrgifvpdqvv,Hayward,XOMGOFGONNJDBNHB,23.0,qtxchdqcum,O,CVS Caremark,Ywrveeartzzsiy,,555.0,8.0,ID,m,amd5410,0.0,United States of America,495992.0,,S,1471669.0,1-449-721-1511
zjfawxpsoicvvnevojnazmy,dvxgvoklmamcqkpstanxdrxvaakmedtgluoaxdbgsnnjuoudz,Frederick,Mezflreqtqp,29.0,pmrmmxs,O,Cigna,Aieicenpgejgiihhs,S,342.0,0.0,Newfoundland,M,zjf5411,2.0,,291374.0,0.0,M,2789064.0,1-947-543-5903
Rpfcpxmkplzpuovyawuicouvwlneze,Wkwinrmdpqrbnlfcedpgthpjnttiqizgaapjxshwliuegyrih,Irving,Oetno,91.0,retdjxbgmxe,O,Source Interlink Cos.,Kgdljknslmzqwlrdynvwcjqlvmoaerafsituewvbowccfphzmwnqkjduxa,,563.0,0.0,WI,F,Rpf5412,2.0,United States of America,233847.0,2.0,M,3701486.0,1-668-939-4626
Jtljqr,Dqkfwvqazvslbjtxevgnllewoecpggkphmfvrxchtukmtuvbboipkfgjentysnzazufmfvny,Inglewood,Inrgfzxmagdzpbrrukd,18.0,Cbzrysxph,U,Hudson City Bancorp,nzghajgdjzfqulqonahhw,q,586.0,5.0,British Columbia,,Jtl5413,1.0,,31909.0,4.0,M,3339518.0,1-279-773-4266
xujdbxolvovsdatjjcfxvaz,USCXINVV,Flint,Fzuanaylodejvjhnejzwklisest,94.0,,O,,EGEGVVMOTRXLKZYFEJCPRNUQTWSGWSWKYXOWLTWLKPOXCINUXZRZVFQIEKSLZ,,800.0,2.0,RI,,xuj5414,2.0,United States of America,413568.0,2.0,W,778590.0,
RZCHXJCSGUXSTHIRFEJDC,JRVIIKWJMQQVCKEBVTBWTBKNWMNYJYSXTTTETWIKMUGESBPITPBISBHTKPQMVBCZCXLRECETSUIZZEMU,Jersey City,Brhnidauhdhilzytjuelwtetrx,32.0,Rybjbo,U,Alliant Techsystems,Pbxmapxpkrbsgqixx,,630.0,0.0,MS,F,RZC5415,3.0,Canada,370653.0,0.0,M,211400.0,1-788-748-0312
ogsrpdnwpwadljvqzwimioclafwdfn,Skpoxkuwvfoilmgxkjmz,Raleigh,QZHCTPYVREEENGNHSEVTEYIVQA,82.0,Woqrw,U,TJX,Chlaxklztrdlkzdnmvus,K,315.0,0.0,ME,M,ogs5416,5.0,Canada,34919.0,2.0,M,2076564.0,1-087-561-4519
Bmhyyskvg,FESEAREAMWPDRXPXZJTVNRSPASGSEOOVXDJCIUJFQSCFHUROTIZMD,Des Moines,Xioicmxvcukbdg,,GQTXOOZKB,R,Costco Wholesale,XNMEPUNLKYAPSWSTLWFGNOZQUPKPAMSJFB,F,726.0,3.0,OH,,Bmh5417,4.0,Canada,384605.0,1.0,D,3625553.0,1-938-625-9297
Tabwanaq,Dgeavqezk,Hollywood,Kymjlyvl,83.0,Thflvgy,O,Cablevision Systems,HTFAFKLRQSTUBFJPJNGEVTYFMZTWYOBUJVFSDSLOVXGTWYMQIBFSBBJRXGGZQKWWHSSMAAQVNWYUIL,,707.0,1.0,AK,m,Tab5418,2.0,United States of America,7652.0,2.0,M,2472184.0,1-635-563-0464
esgybqep,jjebjfmvepnmeuccoiiw,Worcester,Eihglvowdcevmuxzu,79.0,WAFCBXUGQF,O,Fidelity National Information,Figbwxgvwdsfavnlrotecjjrkxalkcheuthakfhkegvtlxgnnqj,,703.0,7.0,DC,,esg5419,4.0,United States of America,224137.0,1.0,W,38001.0,1-723-572-2121
Eehnf,ZHBDLQKRSBSPHSUZFJTMTBDPEYUCLVMSHOXPHXXHJIKKL,Overland Park,Wwtgqpwjlnssgrvuis,23.0,AXANOU,O,Gardner Denver,Tnzdwkbrohrnbgznckgxqos,,707.0,10.0,SC,M,Eeh5420,2.0,United States of America,118621.0,1.0,U,3707935.0,
Lfnpninfqehgebkixaablglsytwmll,Kmmysilerhckxhlhiaewvmoxauiqo,Louisville,PIQCJTNBQMWXJBGKXUUGQHLZAQKVS,31.0,Yiofarng,R,NV Energy,Nmhuvsovgquycaxuvwtaicbblytuaeoplgdwtnhcynqorrgcyxampmbqrjnscfoosutglywd,,,10.0,SD,,Lfn5421,,United States of America,4091.0,5.0,M,2848964.0,1-299-847-8906
Djgmq,uoqdnnoxphydnxiraaebsrcfjaxiwlfvrexurcolrkx,Boston,OVUHCFAOTCJN,52.0,Rvnrw,O,Sherwin-Williams,AEIROPJVAGAIDUYBPTQCM,,612.0,0.0,SC,,Djg5422,4.0,United States of America,321761.0,0.0,U,2565058.0,1-734-209-5295
Fonoccys,Qgicouidpmjqliuisdtajljdbtfuyseimopgockcihmitowqeskd,New York,Vdeaydhrtljzwwimbbmilpp,41.0,Cpqzwmslaict,O,Freddie Mac,Oqsgdrmbry,e,546.0,1.0,MS,,Fon5423,3.0,United States of America,192629.0,1.0,W,2050797.0,1-745-158-5268
XWUCOXVHUSZGGBLA,Iuaxcwduduwqejqbtvbsd,Warwick,vvclzcjmonxtfgr,32.0,QZBUCJ,O,Time Warner,DGWIGAUZQSROUQCYOUTGHBXTREVPTGKEXHGQOHHGIXXEZAZNLMQNQHTUDIDOFXXXJCGZTKWVPC,Q,797.0,3.0,TX,f,XWU5424,4.0,United States of America,330326.0,1.0,S,2052036.0,1-793-394-0887
NBOQHTAXKINNKHFETFCU,jenvikbjsdnsvzpildqvrxulnrlvfrfgvfbikpkkswichfjtllnckew,Savannah,LVMQBRVPVXZPQVDEABNINUBSLADE,37.0,gyigyehw,O,CommScope,fvdvfsxhbwyeenlbsrzuuqbqieubbbjqtnseogydmkhvvdsrlxsxyptmch,t,570.0,7.0,MN,,NBO5425,2.0,Canada,93980.0,4.0,M,708356.0,
TTEIHAGBIYZ,Zywrxtmdxsgcckrbnqfrwulxmxb,Newport News,Eqjomwfb,60.0,fdkwrel,O,NYSE Euronext,Qweoxuqdsagsnyhrvaflzrchclvhmimzlfqiiphnxtjcotqqyjivfrurwqvsepnjprlpyuc,,364.0,9.0,AL,F,TTE5426,5.0,United States of America,72079.0,5.0,S,2770988.0,1-844-194-8732
Zlrcpzk,RRXSVAHJWUDSSPCAJQRHQRHVRKDWDOBCQNEWFCHHGZBVLWXUG,Garden Grove,Wdgpqxopqpajzdsgplcjdwropliqf,69.0,KHSRMUPGXKOD,R,Kellogg,,V,305.0,9.0,NH,M,Zlr5427,5.0,Canada,213425.0,,S,2861918.0,
Vxzmoxrgxdbacktimjmj,XHQKWWPPEODAPQHDZGSNNXIJIUOVNMTVVIOTSGBAEJMEDNTBJATPSZZAAVCDSKQQFGQCGNKM,Lancaster,Dfeag,92.0,VUWINDWYXHU,O,MDU Resources Group,SULXFTCFNGCDWNLRHBCCOYQYFTKDWSGTWKVTXJTJRKXYMFWTATRIWSOOQWIAYOMAHZ,,302.0,10.0,MA,,Vxz5428,2.0,United States of America,409903.0,2.0,M,,1-392-172-4484
nayelblee,bmmshriuenkzkdhszirpxexxdzvnuniafzhyfuhxyozwnfqxvpkvwumhvwfkouwmetbsnspa,Baton Rouge,tabpvoi,1.0,DIJOYGU,,Pacific Life,,,714.0,9.0,Saskatchewan,,nay5429,2.0,United States of America,202089.0,2.0,M,647555.0,1-197-619-1607
Rvcylphdxyiblzmljdxiekxwzu,vwjqpxkllin,Pasadena,zezwflxblhfhscmz,92.0,Jduzeerebvk,O,Phoenix,Gvudrpcmbmzjlncneqttrdlyovgtzaotuoccfkyxzpczhmpcsjfhauljmyyfsawne,x,585.0,6.0,WI,F,Rvc5430,2.0,United States of America,,0.0,S,808503.0,1-507-695-2073
Hkonfhjdvcgfxrqiujodmkgmzgefp,pxyirwdubyrquhkcmehcktnshdtvymyejabsalrfgfiovpcake,Long Beach,Hrtgskrbaxnsxkouhxnsyguudi,44.0,Rlxbk,O,CVR Energy,Tuychcehoovfndgbvnpiewqdhapegkqkxuwmbpyjirjtfbamugvhflncpzofjmrahqbjhw,E,387.0,4.0,MD,,Hko5431,,United States of America,411765.0,5.0,D,1801625.0,1-947-679-3907
Ejypnmptdahdoqojcqnnorooifzav,Zansbimupnaxflmwlsneqekagq,Anaheim,uclpshfhpchamyoznfwibxs,,VFRFXNFATLA,O,Joy Global,EDMNGHLAJPRFNRAIDDZVMKIKDETWEXFDLSTTDFQFSNJIPVHJAFZ,r,846.0,10.0,DE,,Ejy5432,2.0,United States of America,482731.0,1.0,S,2399278.0,1-996-881-5076
Etuyltniiwnfhovhcgvpx,Smqtikhoacoilumqqvudsgluikdprapghywokihebveifxavgxeihuwxsglfhdjjrevef,Billings,Dwyaglt,56.0,Lrsiysffabk,O,Pantry,Vwksxsuwieoykfrqrkkbvwboppahzlrvycikndpakkkewlenxog,,549.0,0.0,WV,,Etu5433,1.0,United States of America,41032.0,2.0,W,870485.0,1-150-020-0640
DJHCRWWSCMPMR,Bbckxwjnkpyphr,Erie,TYNNNWQYDBEMEQAHCTEWYQRCHL,67.0,Zoaagohirlt,,Dick's Sporting Goods,Pdabjblzweoaizlxmjsqhjkd,,655.0,3.0,NV,,DJH5434,5.0,United States of America,243426.0,3.0,D,2942331.0,
Qahwyafzljxdxarlhickpyz,Bmuxvqorflhlgiooslwtjnpzstjifjblivifwzavhjxrndruiljbxda,Newark,igggneeof,62.0,,O,Psychiatric Solutions,QYALERAEXLIJKDNGOPKQAMDXJIUQISPWYOZJTFKZHLUKWNUXGMNKQEZBLMTXSCRUAQYWH,Q,347.0,2.0,Quebec,m,Qah5435,3.0,United States of America,437953.0,2.0,S,692674.0,1-779-275-3016
Eldumutnlr,ziaafwtvgkfxyqkwdckmuysnjomqaumjvsdjfjkuyebpuicdvfornpbrblxbrvmgjrbvhroumkumpf,Louisville,szcupl,41.0,FYYBSEUPQ,O,,Ghhcvbsbacjgrsvhxjes,,546.0,10.0,AR,,Eld5436,3.0,United States of America,190863.0,4.0,W,2940057.0,1-431-869-5143
Oidyxkpqlnwjlfvwrgonzfvuskv,rxghmochbrajcaxvbnbchkkmkcxzkxpimwxfsdxfzcvxbi,Chula Vista,GGPTXYZTMZHOQQDHPPQ,100.0,NHDPVJDU,O,Lockheed Martin,RIZIXZQBCLDVMRNPWILKILWLQJWLHLYXBTWCIDBQGZNRZXEILRIZGRVDMHVRF,L,629.0,4.0,MN,m,Oid5437,0.0,Canada,445633.0,2.0,S,1128272.0,1-785-845-0432
UDWJILQAZXZ,Ihdiztmmynafjqffugrjzypcgtrdpdphbzkw,Tulsa,Bqeaokjxnusmquvxynkxzskoxobxhu,18.0,khuvfy,U,Lincoln Electric Holdings,Bizgpttdebctaschtzhjnejvjagzyqhw,B,488.0,4.0,NH,m,UDW5438,5.0,United States of America,224741.0,5.0,S,1650427.0,1-759-255-1310
BLHGDAGZKWIB,VZLHTYIZXFUEWHXTQJHDBLIGIRKMVJATIMPSHMRGOZUBQSQJUZWCOHSSZRMFLELSUXAQMHMJMSYOMR,Charleston,TQKUBMAOAOBTVEGU,26.0,BVLXJBJGDF,U,Scholastic,tcagvpgldpubgidskzxtvdmtaf,,743.0,,IN,f,BLH5439,3.0,United States of America,371108.0,,D,2568550.0,1-539-380-4170
Tzauvnfmzabchfrrqyf,Yshjlnvlbklkxeywgnugivnqvhnvwchlsa,Laredo,Smrjs,100.0,qhlbgsgrx,U,Allegheny Energy,Nlifjodbndyrueqdvszuvormyhyvmxiacktdkiztjisnztfwlndkvxmfoucbqxjlwi,N,629.0,7.0,MT,M,Tza5440,4.0,United States of America,278877.0,3.0,U,1341079.0,1-908-845-5200
Guhsh,Euxiczvgbnwyfplrpwhw,Norfolk,TMITVJWQ,72.0,,O,Donaldson,Dtgzjclpwwtmhfmrvfarzdggkejldsvunmqdxessa,E,,6.0,AZ,,Guh5441,2.0,United States of America,85839.0,5.0,W,1046252.0,1-497-234-0646
lqfkpobjvckiqwgtoreissx,,Lafayette,osyddtd,20.0,,O,,Pqmhclfzyatnvoyftbundxmdqhhumlyblinwyohkhfxfmpawvjbrkuxeuczkghqx,h,436.0,8.0,FL,m,lqf5442,3.0,United States of America,366930.0,0.0,S,3902708.0,1-633-185-7270
HCHZWMJQMEWZZWDKIGJKEWRUJ,,Virginia Beach,Bcqdzfujgm,64.0,AAOVYXPNIW,,Bristol-Myers Squibb,Ufeqrypwffjmfqraazvzyxdldejlhqoywuppjqrnypcrqmsbx,z,307.0,,HI,,HCH5443,4.0,Canada,16046.0,5.0,W,3849338.0,1-961-728-7298
bqnkjfonxjjfwrroquiqk,Wefdkssqiaftgrlflxzuwiccjlfegwjdniprjldzawwcwxqwjseb,Garden Grove,RUTKY,16.0,,O,Southern Union,lygiwpwpqdsmcpbynpdmawwppnvoloubqbfffcwwfipezctlpqbgcxzd,z,698.0,4.0,MO,,bqn5444,1.0,United States of America,68650.0,2.0,U,1239592.0,1-725-426-7239
