prospect_gncd,prospect_pstlcd,prospect_nmbrchldrn,prospect_ddrssln2,prospect_ddrssln1,prospect_gndr,prospect_nmbrcrdtcrds,prospect_ct,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_phn,prospect_lstnm,prospect_nmbrcrs,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_wnrrntflg
YNQ11073,Sdbjahcq,4.0,agdefaiamwcroqefbliojsswwgsjuvysruwgfuspqzlrmrkkeywjuooegnzqmblbbxnttizzvevjlmx,SIDNDTPTSXPHYUWVDHYUUKOUTCJYTQNUEWIHEXOPEEFGZDNFZMTEVUGPZMFKAFMEKZWEJNWPDUS,,2.0,Spokane,2819096.0,G,Intel,772.0,1-034-106-7628,YNQPHXK,3.0,491744.0,D,20.0,O
Vjk11074,Fsebtosvwbs,2.0,ERALCPDB,KXJVDHSMMYCGIEWCNSKTZZBJXWHPXGVYVLJPQPBQEZTSXMOAGIMSWHIMPPVGGSWMXCXQRLCME,F,1.0,Seattle,54769.0,,Pactiv,645.0,1-959-479-4793,Vjkjsdtegcqd,2.0,83108.0,M,68.0,O
Fvy11075,Fxbosela,0.0,Nczojcwsvylqucjndhfpgogxcszurbedcclnnxrqhrcrbumelyspom,Ywzwlpbgzbghelopewanvqikjghhuyisdotluwjjvgipyj,,4.0,Abilene,2967206.0,T,IDT,,1-515-718-5794,Fvyfuaf,,440602.0,M,38.0,R
Aat11076,Qnpxm,4.0,RAHKFTN,Pmjnwwngrcatmarwmbelfpaqvslskrpzqrrrsrjmhrjsisdiwwnva,f,5.0,Madison,3051103.0,,Hershey,677.0,1-535-793-1910,Aatxxwvepeeaxnltpl,5.0,171670.0,W,66.0,O
YVU11077,Psitbcd,5.0,Oxkisleb,,f,6.0,Fort Wayne,1829584.0,l,W.W. Grainger,503.0,1-454-338-9785,YVUWVRPTDLQX,3.0,347875.0,S,34.0,O
WTG11078,hhvyvkqoc,5.0,xlcktdlpqtmezrkvnrikvtfqfkqtzzttpiqjseffwriyiesmrfnzohu,Ebotlsdizdwpngsjwhamnpupydoxchweyncftfvqwf,,6.0,Lexington,18097.0,,Robert Half International,594.0,1-700-212-6458,WTGVPTBFNQFOBHTISNNVF,0.0,375968.0,S,40.0,R
Jxt11079,evageqkyoiev,4.0,lqenbdiosmaxgdxkmwkhntmxwyqwbibzjtvvhztshqxdp,QBNQFXXRMFCUTGUURVETALACFKLSQNWCUEAWAFVKBKSGHTYYYGDITFCNNJTWROFXAZZXVHOPF,M,7.0,Fairbanks,2822716.0,R,Agilent Technologies,321.0,1-582-981-0119,Jxtrgbraex,0.0,429326.0,S,98.0,O
Ecb11080,Lslukfrd,3.0,Mksghqvfrdjvtasbgdxnoucuzqt,JBNBNGJVUWOFLBUHTTCAIHUYRXPVTRLMSJVQRWDYEEVPQW,M,8.0,Omaha,3668879.0,,Health Net,706.0,1-487-223-8432,Ecbejvfab,5.0,225958.0,M,53.0,O
Rmh11081,,2.0,jjbyfhzbioaxosipsjoggbfaeamppdznrxortpeoksajqvtwaazdocfhahl,AUHCKPGZXMFPDTJIJFHXCCTJMKTTMVCOIOFVYLQVHWJTJRRZHJETVFNQMWYLAMYVXVJSZLRUF,m,7.0,Elizabeth,517433.0,v,Best Buy,408.0,1-858-021-1895,Rmhuqstbdwnhxszxnosinrithvtxe,0.0,112101.0,S,68.0,O
yrk11082,Jxxcggbstor,4.0,yobuewzpivtpboxrijsmzazmnrzdrmzhktofwusqvwrxmqizewibfhjxskwxtdxsoheocbnrxsdi,juqmgqlhcypuiavpqmtlpsmcpcwrrvyrxsetpdwsmtua,,9.0,Charleston,3645398.0,,RadioShack,499.0,1-157-653-7284,yrkrhqnuzsrefopvklgjubofyginbm,1.0,34685.0,M,34.0,O
prm11083,lulqy,2.0,ibrehvufdrigacfmdmttm,Ctpmrdzzricaikxvobpmeaeunvkzcindmbywsoojpmlovtstwbv,,8.0,Casper,392064.0,,Baker Hughes,688.0,1-887-627-5203,prmcdvlmzxnpcqv,4.0,278951.0,M,55.0,O
Eew11084,jvhym,5.0,DVZYRAF,OWWIWCDEEDWQVBUOSYQEPWZCKKZYMNKQAKLIKAORZDAHZDZQUKGVZBSOEOQTAVP,M,1.0,Huntsville,713401.0,,Allergan,619.0,1-507-296-1529,Eewngmgbocesgfdzdryufmugci,2.0,441073.0,U,61.0,U
fka11085,Jcxyuqt,0.0,Meftqhvqlmqbbmpew,IWLMIA,M,3.0,Torrance,3259486.0,z,MGIC Investment,709.0,1-076-968-5698,fkayyfym,1.0,50524.0,M,92.0,O
MPR11086,,1.0,Qsqqfgqihyjtvsaitjrvog,CLEXISTBTLZHXHQRLCJUNJTRYQENZJGVHBCADEBHAEWBZN,M,10.0,Wilmington,3937473.0,R,MasterCard,722.0,1-878-781-3161,MPRLFDWDAXYLSEMTRBRHYVDKFT,0.0,249921.0,M,59.0,O
Kui11087,pvmfgds,3.0,Wkvukozkedfwfulewbnjwassnswitabaspdyvixkotlvo,XQWPIAPSBQMXW,,4.0,McAllen,2743146.0,,Jones Apparel Group,729.0,1-500-629-5924,Kuiwxikjhhg,3.0,119125.0,S,42.0,O
BQJ11088,OUJAJV,2.0,Uvhkxcshrqmzng,rfqhlhnsbesbqmeeinalhhjpnoakvcrrmzvfelsflo,f,8.0,Rockford,1950959.0,d,Atlas America,626.0,1-881-757-8162,BQJTZNTMEMXRDBFINNGMO,3.0,177045.0,U,47.0,U
sgr11089,wpemnwp,3.0,Jplyngclozsouvkq,RHISTOQILUDBBBBCDUECWXHRRKMIQYYDUSVJUO,f,1.0,Honolulu,2491256.0,t,Key Energy Services,630.0,1-702-112-7175,sgrdtwwlrvlotbcewgupjcttimfs,3.0,126033.0,S,29.0,O
FUK11090,Fmnzxomkdl,3.0,Oljswqqkzifkdvlzuwjlrnpvcrmddxtkzsyhdwyshgs,bcjqclwisiawdfnrljajzbkwjgklwolhfwkdb,m,,Baltimore,1561027.0,z,New York Times,763.0,1-326-495-2884,FUKECOXHNUTBFOUASWJDVX,2.0,,W,,O
Csu11091,,0.0,,bacpb,f,6.0,Lancaster,2110041.0,d,Coca-Cola,817.0,1-992-297-2714,Csutaorcrkqwbifmfil,2.0,257089.0,M,88.0,U
wdi11092,Zmecgndtehg,4.0,hmmdylzfeppapupxmeteawdonkjvadpgb,Bnjrcpuavbfcrfrcyxwhxpwytdgwzynsvrkijuyi,m,10.0,Topeka,2468521.0,W,Mutual Life Insurance,466.0,1-473-021-3049,wdiqfkssjtpz,1.0,260579.0,M,56.0,O
wxi11093,Euvraoa,1.0,fikxtyaquammsbgjoymnrbtshevqicjrdtcfpmjtmbpgbxcneizwrwpcxjexyymmuvce,Zgxfqrvqowdomtwudwpcineqqgqprhvuhnfeduemadcmcvpnniiflchpsf,,7.0,Concord,,,Int. Flavors & Fragrances,761.0,1-842-348-8655,wxisdpflnkkugkgtqpoons,5.0,394216.0,M,31.0,O
ldd11094,tturhdszvy,1.0,Oqqswbvspqwcmqohmrwsqnixpngsdjpzkwcklgwkhadgobaptcrbvqexvlnri,HUFVKWIEXRJMDXJNIXHKQHEBCDIHMBKFBXYFYGBHTKBWJPBJGMGDPMYIQWQJKQTXWQWFXHSM,m,0.0,Burlington,2748773.0,i,Jones Financial,387.0,1-756-008-5545,lddsrowjevgmqtqjxzuxadvhxc,5.0,74207.0,U,37.0,R
uvf11095,Lapauantp,3.0,LLCEIZVCQRPUDQYSOEOJRD,YHTJKTLJLOPMMMIQIZRUKOUGWFHFOOGTUOWLAMJYHUBDVDSOHAKHPQXWNANUXNUH,m,,Milwaukee,2699979.0,A,DTE Energy,447.0,1-417-985-9141,uvfhvisixxjlggvqfjdjzmjrwjwquu,0.0,40241.0,M,,U
tmj11096,SPHHBD,0.0,bnjssgtucbcvaltntyitjwjbgrjlp,GEFQRJIWAQMGOSKTPWJHAEADKAEUQNHUPXRPOEQWTTRGFTVDAMFZJIZFKR,,1.0,Brownsville,3964610.0,F,Silgan Holdings,366.0,1-011-040-5607,tmjjfbswxxvbgmspeycqcc,0.0,313015.0,U,52.0,R
AXG11097,Dbgjxrmkoaox,4.0,Yfiinuzvvsdwbpvbyswbhplalqtugchoasqmjqairtgymfzehufjeajmiazlcufmiyfkconhbwn,NIWBLHIPASUCLVI,f,5.0,Garden Grove,918583.0,,Halliburton,391.0,1-856-569-9363,AXGDZDDOHVAAD,1.0,,M,21.0,O
jav11098,,5.0,Xicodkmqrcvaqvuolemhcljvukxbxxojmqirgqsifufxqqdbduyslv,Rzvlaxkmnamfxdfukyxhmqeqvrcyxxrsxilmqnjldhpspnkzai,m,1.0,Biloxi,594191.0,,PPL,345.0,1-826-034-0495,javwvojtgiswlhak,2.0,223362.0,W,53.0,O
QBA11099,Yfrwbr,,GEFPACGORJYCOLXGYMEDGMBJOSAJVLC,Cklosnrgmvymanmspnrqsmzixsysvlvkgvyjwpswmjzqfrcrlsbossnb,,,Providence,,X,Pulte Homes,345.0,1-981-604-9450,QBAWZGUOLXCWLVWOR,,,M,59.0,R
Swl11100,LVDEPWRMRFJM,2.0,Hmwugmqoibjxvhemhgvewl,Ilkkwlhtntmxtucafzredhlrt,,10.0,Paterson,2928846.0,,Wesco International,747.0,1-282-607-0041,Swlzlrqdtb,,80364.0,M,68.0,O
mcy11101,Ihzfpkfsojcu,1.0,PEKCKXAZEPLNTQBGWDXTQZOTVLEXYPMMRKMOKMMMULLDBMTVIPXRZJVMFZLFZ,ZKVJZNTXKCZQUJNSGDIJIKUUKFPKCTHBH,,10.0,Chula Vista,1024745.0,e,Gap,,1-561-520-7660,mcykjafmdipsnhvmgihuhpmundpmj,3.0,353992.0,S,43.0,
Lna11102,MNGVO,5.0,fqoxqxmtnlbypeqnetfehoedkau,Cjwtphtbkzsylgzbfhjitoelfwfcfizecikixubbqnr,M,5.0,Calgary,2149154.0,,Unitrin,456.0,1-066-368-1833,Lnanflk,5.0,8475.0,W,100.0,R
CTD11103,jfgnkqucaul,3.0,Ucaifkagakyx,JNVIREQCRESTDKWOCUPOMGPHLHIABMKZTTNUCHDOYDXBAUVMMDOMJEJVTIOGXGFYMEQS,,8.0,Brownsville,1307780.0,,Ruddick,763.0,1-738-190-9411,CTDJVBXGDWUGMHXFFHYARFMNNHKJ,3.0,224275.0,S,20.0,R
Fhm11104,Lsfbltx,5.0,TQHPJFHOEVASLWCWXBVCLPSYIQTRHYXETVNDIPVOCDZSSZNVSTXMPTFLADMKYRNYXLSQKAYU,Tkbfeexjgdsdnwwetyrwhqho,m,0.0,El Monte,340371.0,R,Omnicom Group,500.0,1-689-137-5077,Fhmzuxptiawejswazprtxmcn,2.0,234064.0,M,61.0,O
Fhv11105,Scvqikybmgod,3.0,,Ckswcebbbjboelyjmedslgvibyjaophfoktgoxoyvldnmbowomfvcciujyohxaomoxgvyfkcxepufb,,2.0,Iqaluit,3684185.0,A,Wyndham Worldwide,432.0,1-920-243-6705,Fhvocetajvajhfptaxywybzjmuar,5.0,121158.0,M,6.0,O
Pdp11106,Glcahi,0.0,Scfhqsnabeiecioahgybunanonfixvuyvnuhgsvcnkxjkswlwvbvbmnuglgmfesrxnuk,Gexizmssnpdmcwuyxlyjboolablsirmbcvbmykbaorlzeksdrycyilfwdbngoaugqcovgikqgpqfb,,,El Paso,3165241.0,X,Anixter International,663.0,1-023-068-8853,Pdpix,5.0,28310.0,M,63.0,O
Ygr11107,Nrgicqelq,0.0,Avyijbcwuerwrtqqxnfb,Vijtzrceicfbredppgkdydxgkdsfbcorjwtcfeopcqdbqlpqchhsjrvbemesytsinjy,m,8.0,Newark,1865871.0,o,,337.0,1-988-274-6796,Ygremfh,2.0,298272.0,U,0.0,R
Yzy11108,Qvawwypvax,2.0,wqpqbfmiprltzyqguafwofkytxrd,Ckqthjabrglkzqeju,m,4.0,Oklahoma City,3213054.0,W,Albemarle,543.0,1-617-877-7837,Yzyrcmtzxhnt,3.0,317296.0,M,14.0,R
Luw11109,WWMWLBM,4.0,Pbhikwtcdimnzhqwkeatenymfkpugnylxcqjmbqhutsuedqlwuqrqpasenuggpvv,qouoivuxbpjkwlcysfdmcuigpiucsyrladkoncshnauhqwcsgjns,,9.0,Irvine,1020481.0,,Graham Packaging,442.0,1-496-801-3031,Luwkknigyyjcndjflaohgaenms,1.0,281222.0,D,29.0,O
Xzt11110,Sboybdyetjbx,3.0,Iwasuummihncecty,WAHKVONCTHJGGELAQCDKODJEUCFGP,,7.0,Missoula,1691509.0,s,AmerisourceBergen,378.0,1-444-702-0376,Xztuxchnyhhii,1.0,197666.0,M,40.0,O
LDH11111,Tmplsep,3.0,Yiyxygmaxijxxgjwgwxjkbwfiewegmnyfduutqjmrdcctktqgsupvj,Rqcfiergvedueisolhobouuxumrtgxqwggvrobtqpnrpdvhlwmfppirieq,f,7.0,Virginia Beach,,,,759.0,1-539-782-5522,LDHFZWZSKCRZPMIWNRL,4.0,341656.0,S,73.0,O
Vrl11112,Tseih,0.0,Yphwxpibgnwazwuznyrkumadrvssyoqlqonobpdeetrdqpvzpxprckdhxhyedhofzd,Pfiiwkyxcfomjvrjpcioblmgzxbxqzlesfhddhwmototit,,9.0,Santa Clara,454531.0,e,Scotts Miracle-Gro,434.0,1-766-118-2941,Vrltbbvnqgpdthljnmfvhzwx,4.0,99711.0,S,69.0,O
KGS11113,Rmwhfs,5.0,HCJSURPNTGTZMYCVPPFXUFIRUCGNGICOEVJGXZHTKWFTEGLXFKWSVOMLHJXFNFJSCGRVAPAGCBOTSC,VKMPHU,,0.0,San Bernardino,3240581.0,,Amazon.com,752.0,1-029-755-0775,KGSHKXTMRAIU,1.0,401966.0,U,55.0,O
IZN11114,UUDOOBDFFP,5.0,DOMNUOSOUQ,Gfgvdkyhqybrsadcnrwcdecmboegzxbqapebpveltqnmghysckdhjiejooswffyhgnefdgmxfrkyzjeh,,4.0,Huntington,2853467.0,,CC Media Holdings,743.0,,IZNMWWGQ,4.0,110307.0,M,28.0,
Rbe11115,RTCIOWJH,1.0,EUDCQNRJWRUJGKRKNHDOTUWWRFFDZCKKNGTBKJFFRDKRRPMLSNP,wmjvoqfjrrcwdrzddbrwscfnxxnboskvcdyekbvdqlfigsxwwxgyidmpzsozwwagsehtddtabdsiea,F,1.0,Regina,314768.0,P,AFLAC,790.0,1-203-432-5236,Rbecnxliqqaaumwqmwnfkj,1.0,412114.0,W,50.0,O
Mdy11116,Imfxtb,4.0,kmslvlxdklfprbwwlavmxvdfv,STZTPCHMRPKEVMGYRPUPCJQQDFYAZCHYOCDGHEGHDGEIEQE,,6.0,Des Moines,2437574.0,z,Omnicom Group,536.0,1-624-435-2301,Mdylhcjqmdjpirjkfzvrbbncl,0.0,,M,84.0,R
OTC11117,hcaakval,,qkafkavgdodqfvrsefankkmmdvquromexcpmdzllqtdaxmsbuqmh,kpibzxjs,,9.0,Lansing,1717413.0,,Vought Aircraft Industries,428.0,1-247-055-8115,OTCIQHOWEVFZTWUIRISRFFIS,2.0,471546.0,U,,O
Nda11118,Xnhrhfxeclt,2.0,mjhtdpqmcdxno,Nstxxvlwjmttnmzlkpunwbhwgnikkgxoplwuuhr,F,4.0,Dover,1874989.0,h,Emerson Electric,713.0,1-432-772-4099,Ndaicjefcponj,1.0,486274.0,W,23.0,O
Xqm11119,Tzpftchyten,1.0,Bnfeugnaksalekkrgksgovptnjtjjhjvnqitxdvkfikffregakxmoxzumfsemsvdprwwmvmjxtfl,fwnnzjxigtbupllaenajwxkujnibdvsiinkhmviievgmnnrsmdwyuisndyqapihjmz,,6.0,Abilene,309312.0,H,Colgate-Palmolive,665.0,1-471-763-2607,Xqmpaegovrngyxvsgr,,79994.0,U,22.0,R
RIL11120,Twwqcoiwo,2.0,Fjcdpkhrxddcengxnoijmcwvqqjgusnmoqshthjhtgfjkoknqsec,Ybrxtzcldcsdynnntuycl,M,2.0,Huntington,,,Norfolk Southern,546.0,1-695-698-2782,RILWJXIOCSBEHOF,5.0,244104.0,M,29.0,O
Sio11121,QFWPL,0.0,pqnlgyanuifg,BFPEDLLCYMSSSYUJDEIFOKULIFQLMHPMNSLPCX,f,1.0,Berkeley,2661265.0,,MDU Resources Group,437.0,1-182-018-8364,Siovhlnojxbzaawxjdv,4.0,399499.0,W,36.0,O
gum11122,FOMKY,1.0,Crqhnatcqwavehvwoyuwwuatkrqhiptbjeomcwzgpinoe,Akhucejiejjlmvwxjptiwdtwnrwludmrsmjrudcthblhybwjazvvtd,,7.0,Chandler,1182674.0,,Regal Entertainment Group,410.0,1-222-269-4854,gumps,4.0,344741.0,W,70.0,R
Kod11123,NYCBOCF,1.0,bzpehfyggyzhgjbkxvbzb,friblnndjxsdgcjjufkfrczgqmigyxeczradoyvtybfkgniwvoqlfajkrqdxyo,f,9.0,Simi Valley,61292.0,V,Toro,456.0,1-650-613-7174,Kodkmx,5.0,449148.0,M,12.0,O
uar11124,OIPBIRCT,5.0,Rlzoypckxjqfxmhbabxwqjurevhjbuqdbafaeltnzdxipchay,TZVHLPZKDWYJWUVMJILVNMVAAAJQJRB,M,9.0,Dallas,898736.0,N,Molina Healthcare,724.0,1-610-860-8907,uaruqbexvvhqnoghkirdqypws,4.0,249694.0,M,79.0,O
bce11125,dehtyqwngwnm,3.0,HIJANWTQYPXHUUCDLKXKHCJSLGPZPCIGXIKCOMWSALUQ,ueocwcubtencogkrfiszcsquosrrmsgy,f,0.0,Hull,374849.0,L,TravelCenters of America,518.0,1-080-177-0308,bcejojywrwuo,3.0,93623.0,,13.0,R
HDS11126,XCDFRIBEN,0.0,odlgcoskkumabrjwpdepofduicqmacpomcbslirwqtibtjtafpksspqdzbsigzhnknbhaivftlrnvv,OKPVTNMAHXVLHUOGSBZWASGADMVJMZOJUPHLWUVHTGJ,,7.0,Austin,2144139.0,n,Smurfit-Stone Container,382.0,1-020-838-8629,HDSGXUNUDGMUBWKGNCWXWPCRGJTTG,4.0,223509.0,D,40.0,O
Bvd11127,knpydlub,4.0,Mmujiyuzhthttjdzhcpzscceynojugvlsqjwrafqhwxhgnbplvimjlwbrfylml,zilbwmbqgbldrngqiafmtodgjylznxqwhhwchzglqfjp,m,9.0,Alexandria,441843.0,g,VeraSun Energy,705.0,1-654-610-9840,Bvdmzdhuirutfkgntuzueapkhvth,2.0,166933.0,D,56.0,O
Awc11128,Hcplwecd,5.0,ixaibaciqjoccdiyymboxkqvgamoeviffrtcgmwbtlfaaiwampqvpzgpbynxvtrnrlehwcudjjjfck,msnlaqrrqinttwglwf,f,2.0,Hollywood,154199.0,y,Universal Forest Products,784.0,1-783-573-2799,Awchgyjaxd,,265644.0,M,66.0,O
Avv11129,rmicydov,4.0,wmtgcvegfutasqkszeoaulbjlkrjkrjkomkvidhwhbzeastgvlhvnsuahqtphcwzaq,Vswpykpkyaawahpvogvblewjmrsusfxqpjsmelmxcrdtkmnvdrjtkedfz,F,1.0,Glendale,3132143.0,,Neiman Marcus,519.0,1-908-304-1407,Avvtutuolqlkhciagbjwgbued,4.0,131437.0,S,95.0,O
DGX11130,Jouzskxoumkb,5.0,Hfvecvkpeadopukqhnekskevccunucoafapogbmiidwrtvlhhudfxfpkbzvsmpxwbjpyzjfbomnuq,bvbgwrgcdjxjtlxiygahowqaonzbhtemgtvrlpuatkjnvpelfjxdrnrdqcfbopmk,f,,Fort Wayne,2291849.0,L,E*Trade Financial,338.0,1-755-225-6753,DGXAMZLRGQIXLSVATYNISY,1.0,29592.0,U,49.0,O
fdq11131,glldqotezp,2.0,PDKSRFCFCETITFJXWYUPVUSYWHHWJCRJZSYMM,wtflqzmolwyrudragsyteeaedpnyasoos,M,8.0,Montreal,2497077.0,,,401.0,1-697-091-3210,fdqwhxqhsddbeiqdrxbjbma,2.0,402152.0,M,31.0,O
Jzb11132,Twzjxdmvkiqo,0.0,,Mzsbcwtvwowhizemlihqimdzuvhqxfptyxlokemznldvejbfprubbhbywjupkqgvoarlkpqxgjocr,,2.0,Missoula,583079.0,P,United Services Automobile,840.0,1-991-841-5198,Jzbesebvydmsdgafuh,0.0,271037.0,U,30.0,O
Xuw11133,fvnkqmyle,1.0,exkbfaharrdttetedetheeobpxajmcaznjojdyryffbfnwsxmgcpeyj,EIKDLNCWYBLOCEQWSODGRXWGRWOTEEXWUWDZNEWN,,6.0,Gary,1720237.0,,M&T Bank Corp.,566.0,1-070-487-9396,Xuwxvtrmyibxproixqukpo,5.0,285131.0,M,16.0,R
nnj11134,Lvuixb,1.0,bxeduweuwphtwcwhlgwndpfboxibjjfwdjorbyryzccoepjzh,vmhgelzvpmstj,,1.0,Oshawa,793265.0,,Universal,508.0,1-238-035-2522,nnjfpxvzuajxeeolh,3.0,102943.0,U,14.0,R
ssn11135,Bnwopmzfs,2.0,vkpuyvwxewgbgcwdplfushzjjbacipdcitajzqnda,XNMYFNZWWREWGGMOYKDYXWVLFVGXMXPHKQSGYFRQCOAYOIZVLSSRGRYAEQHBEIS,,0.0,North Las Vegas,,I,USG,825.0,1-824-267-4839,ssnvfewoyilmvg,2.0,233412.0,U,79.0,O
Xgj11136,Mtfcf,0.0,Sayyzsiwhxyjwzescaxunxnrlmqanuwwwbgyccrfbsmyslwuhwdgnwpmjzhxvjn,Nshtvwnywkdbgtamjkkyefobtovqcauzhedipdxlsbajlwkaisjkgakhmrvni,m,2.0,Fayetteville,1633385.0,T,Zions Bancorp.,404.0,1-060-152-9205,Xgjmcs,3.0,454152.0,M,20.0,U
KBP11137,agdkewyusoe,1.0,WPVGKTQZVWSMBWHOZFTGYELNIFQGHYMTZNOPGVHFGQIKZCJOGXXCOTIPYZLKVMSTDERGQH,impeokpwnelguedwkxvloq,M,,London,3995280.0,v,PHH,554.0,1-018-762-8415,KBPGTSB,4.0,414089.0,U,85.0,O
YMB11138,OZHKONEGE,3.0,SNBYDYPDGUECULXBAL,Xzvkmmvudewrjfwixvuicypcxnsumlwlggisvihgczmojydgjknlyrmqissvcw,,2.0,Milwaukee,625139.0,,Berkshire Hathaway,807.0,1-871-929-7228,YMBFYQKDVTRQB,0.0,471238.0,D,17.0,O
Hph11139,kzxygsxvgvb,0.0,eahbnhvefxnethyxjjstnsbcfrkuzjeayiukhzlthhjlqylambqas,Pawylynknvsqgbzcefxixbdsbmwpbkbwycvzdvlrzmh,,8.0,Oxnard,2833410.0,H,Mattel,357.0,1-276-126-1453,Hphhbjnkcxwpcaba,5.0,94103.0,M,16.0,R
Uah11140,Lxustjho,0.0,zntmmgbqjndpfwcausseebjzcukwtpcdmvddmgulzn,QGGPYAPOPDAPSMHBNIARUAZYIOLHXBYOHVEKKWIZVTR,,7.0,Victoria,1656365.0,y,Flowserve,577.0,1-714-737-4687,Uahdgmetexdalsctnxtefwzmiuqi,2.0,424349.0,M,94.0,O
QVG11141,RPASTKKAI,,Qvqkrfvmkxpnkljqmfdcjxskvoovvvpduwpzlxoonkj,Tozmewreywuonpmu,,10.0,Warren,2377665.0,Q,ArvinMeritor,,1-917-113-8529,QVGQFXXQNLNYZYELLBNBELRE,,433663.0,M,85.0,O
MTX11142,Rlgdvrxa,0.0,tlugnthmeqfqolgbxgkhcdxdwayqdawwhpeghfnrgemevoittfnssp,Ikbflhkzv,f,0.0,Cheyenne,1238464.0,,BlackRock,639.0,1-501-406-1681,MTXGRQNFQIUCP,5.0,233605.0,U,48.0,
Twp11143,vdrwcjbvvyhz,2.0,yvyohumnpraajrw,Qfapfftdilqmfxkivfhmuflfulcyodbwxtsljootppgnfuxwzkowfrsuk,F,9.0,Sunnyvale,1627161.0,,Emerson Electric,620.0,1-605-487-8920,Twpqlrayqspaevctznbmqzjkpe,5.0,227596.0,U,26.0,R
Rfj11144,VLAEBKBA,3.0,Civygzajrdlrh,Lljdlldqonxagkayomdxkocqwohonrhkdqobirxpectvrqqeczpwgfqdprb,F,4.0,Eugene,52805.0,,Aramark,690.0,1-469-765-2896,Rfjhsihwolxzuvinqnpf,4.0,8426.0,S,68.0,R
Sdl11145,Visftl,,YZQCSHASVPTTLLANODFZUDBFHHPWGJNCUV,AYXIMTXCHMYLYLXXAUWXWXGLZYKXFKDJCBSSJJMBVKJKTPRRCGQFDNWMWNMIMWZTWVVYLHE,,0.0,Salem,2942915.0,,Ashland,375.0,1-032-636-1468,Sdlcnxufpralccfvt,0.0,493298.0,M,66.0,O
Teo11146,Hbtnvbzyuep,4.0,Drfjctlnwxswlatzpeawkfgeikaatmmlhvkfjqxgelmrgfscbavbrkiygv,ltvlrvwomwwplnoknavudkfkeksowzimeuphvxgfmyxdmbpjtpjccgyasqmgfkui,,9.0,Denver,99902.0,,3M,365.0,1-953-691-9317,Teoaowodkinqbpqnfhsyxtce,0.0,224667.0,U,5.0,O
Nit11147,crhepouslmt,3.0,xjvjbkppikwualixdlsyjidaubvadsipegcm,USXSEQCKRYTNILQAOULAEQURPMNHUNKBAPECEUCFRLVSBZJXULAXLWFRHRHFDWSJMBZKIDBIAVWEM,,10.0,St. Petersburg,347527.0,,,321.0,1-776-725-3446,Nitdkbpuplemxtkqauzey,5.0,389774.0,D,,O
Ffm11148,Myvxtjg,,HWGZYEHJDCGSIYRZMXYWXGFLVKXALQRROLRSVJFCWCUYNDAYEECADNBY,KKCUSTLGFLGJKYKIUVARENRAXEPF,,5.0,Cheyenne,2938993.0,,Shaw Group,737.0,1-292-318-0400,Ffmgepdsxvm,0.0,90681.0,D,78.0,O
XGA11149,mjezhevlc,2.0,YVTSUSZOFGVSAAUV,Zhshiivlxfsswzzeqtpjipaknzcwcsodb,,1.0,Miami,3508797.0,,Northrop Grumman,424.0,1-723-289-3585,XGAFREVJCNQODUAFTYSEXRU,2.0,391271.0,,88.0,O
Rlp11150,Rjfdmtdegu,0.0,HQORTUGTOWWONTGATLBROVLEULOHJWATNYCZXNHSKLTUYNNVDDTOGZAMIQZCHDVCBTZQ,Zyuvbisksccnozbjhkbk,,2.0,San Antonio,1753916.0,,Principal Financial,558.0,1-656-754-8115,Rlpfqnznma,3.0,326600.0,W,21.0,O
Srh11151,Kmuxwxcn,3.0,Hysmlvhymupjnmxjbujqpwbvirdaoksnwhndeodjhjchmgkjtcjgegtjfsbqkielwdyxsmpbtftoau,TABFGTICEXNMVXVOAKCLIYTCSENWAPQHPYKNBXKMMOFQWLBPGAKNESLZQGAIADDRSPVBXGXZGW,,7.0,Waco,1126659.0,D,Atmos Energy,784.0,1-258-946-1316,Srhnhgjpvcbv,0.0,300707.0,M,94.0,O
Gwi11152,idaegspqxph,4.0,UXTACOQCHIVPLCDQCFPCLXZTDJUCCSXKNQXHZXPBZUMVMROGWMOV,Aiigymbqgqix,,1.0,Arlington,2743465.0,,SkyWest,685.0,1-517-276-5758,Gwinfwjellujzltwxapemhsu,2.0,4644.0,M,27.0,O
vij11153,Rlvxnkojz,3.0,Mqxjqvdqdeemeusxbooquqzbymsfzikit,Mcvcpdkifoxvsbkmiamrdkpkbcs,,6.0,Cheyenne,3074514.0,,Cracker Barrel Old Country,761.0,1-549-697-9256,vijkfuxyinng,4.0,172476.0,M,50.0,U
Zmd11154,owbzfwa,4.0,Qozkpggevqihsrt,,F,0.0,Portland,3134876.0,J,Brightpoint,506.0,1-052-043-7511,Zmdxiukfhfgkalxcomcboufrumirm,0.0,452117.0,W,53.0,O
Rqo11155,fwwxvcgbup,2.0,Xyponfnim,Drchvtgigxleqvrshcsbtsrszxjuyfybrjgmbwhgex,,9.0,Saint John,2214185.0,,Health Net,471.0,1-131-650-8974,Rqomvugellhwexznhfid,0.0,326880.0,M,23.0,O
VEW11156,indubf,5.0,Dfxzdbfscsjzqczzigjikg,Lwtvcqprxjvrecwqiihahtop,F,2.0,Burlington,3278947.0,,W.R. Berkley,816.0,1-921-938-3921,VEWSMZFCF,3.0,419937.0,U,27.0,R
