Age,Country,AgencyID,NetWorth,Income,FirstName,NumberChildren,LastName,AddressLine1,NumberCars,OwnOrRentFlag,City,Gender,MiddleInitial,CreditRating,AddressLine2,State,Employer,MaritalStatus,Phone,NumberCreditCards,PostalCode
2.0,United States of America,top6593,105391.0,23432.0,Qnfrcorfsyepgxljbskl,,topjstjakdyaytidpesrz,EOTCYYTPPKQDYYEXFCULHBQBEHXVMCWIBXHSOMIOXNCHRSIRJOPCWDLSKFECNRYYAABVEJNADYMI,0.0,O,Coral Springs,F,K,354.0,MVQIGWMRQPVQMATYMIJPDKYRXHO,NE,Target,S,1-897-776-8345,10.0,XZJZUCQVOOE
0.0,United States of America,Vdq6594,3268329.0,157435.0,dhmmu,1.0,Vdqgvcpigptjgtwxbhcclzgvmr,cmxnknffxigtmnwoedndnpnejgmzpbiushgezrfbplg,0.0,R,Buffalo,,r,465.0,Wfajqqvwikuzhidhpwoeiqixnzzktljmfsutxejxrkgkbhajczkyacqpk,Ontario,Baxter International,U,,0.0,Dfles
52.0,United States of America,Uhv6595,3695605.0,213611.0,Bdypdxdsyhohckem,4.0,Uhvllkyotcdbiacscqscwf,Klvvvwjxnwcrvxmbkgjuaalfdpy,0.0,R,Mount Pearl,F,,314.0,ommfe,WA,,U,1-578-613-7126,1.0,UROJQJVEBBY
49.0,United States of America,eey6596,3204480.0,316483.0,gqvhsp,3.0,eeygcejgvkagps,MHIKMXJNBCNTGXDCFPCWUWQIZRLTVFLLWBOWYFXEBMIDLGEJFLRORVVNMVNFDXJKCPZNAZJATJZKMCG,3.0,O,Winston-Salem,,,716.0,FQGSVHEIUOXTGCUINTNDGJZNHZWWMSBOWETV,WA,Polo Ralph Lauren,M,1-652-136-8837,7.0,STQVH
60.0,Canada,vjy6597,2402613.0,152321.0,mwpzdrtlsorlvmaqlpnwlv,0.0,vjywemuesoeivw,LVKGCMPOGXZJVHJNHESQOWSWSSON,4.0,R,Warren,,,812.0,QMLGVBENVLOO,NC,Piedmont Natural Gas,S,1-970-744-1232,9.0,nmphwybfufdx
79.0,United States of America,FPA6598,1849977.0,12653.0,Inrfqacbdcguybdbjkzrumyorpihnd,1.0,FPAWNACFBCUBZDL,UPEQTIKAHOTKUCPKXZJVWLKJKFDCAIOIYVHGLFYVVYTSFWOLAKBUGH,5.0,R,Burlington,,,,MWVQMHKTNSSKJBVMESEZRBPTASFAFOUFQBRDAQXGNEICMCXFSMMGRBMMYNTLKNAUPHYDHWBOMM,WA,Lincoln National,M,1-287-297-2481,9.0,Nvtyotkqyxm
96.0,United States of America,SVQ6599,2300759.0,89961.0,Mfhhmrxxrtrqiqg,2.0,SVQACWHURLSMDCRVEVDPSQCHAFNYO,Zeglpcnjehmfwrfzee,1.0,R,Frederick,F,,366.0,RNESBZOTCHSFXW,KS,Career Education,U,1-234-389-8861,0.0,UTNJICXOWSDM
40.0,United States of America,FVY6600,648330.0,452581.0,Mevqzjdcwylkbmmdrzwumilhljhq,,FVYZCUYAFIVVJPGUSHV,Rjwbqknjjcyywslbmrcdojpyrwwxssbbblkcrycwhloxzmztgiodtmxotktcccmbkexqmwvpwbnsbcoe,5.0,O,Knoxville,M,G,393.0,Fwkuwapwxbdkaedqalqijlewynep,NC,Cenveo,D,1-114-197-2868,1.0,
22.0,Canada,hxc6601,3659166.0,25161.0,Akgvdmlr,4.0,hxcou,Znffouqfoqgmfkdwhmeltafp,2.0,O,Oklahoma City,,C,532.0,bqodlgvwuinuzqvnzqbmtwqyaropbwhpj,MT,Varian Medical Systems,W,1-921-477-1085,1.0,ecannobdact
25.0,,naj6602,2772144.0,273781.0,Xncxuaiqyu,4.0,najjdcxinpkfqirwlqkpwddroeyue,Oqghrrhnztvparvuunfpkhlukgundwqpjvhrfpacjbsawwrgtsoeeroumhjooiuajdyhljwaxebazd,3.0,O,Springfield,f,,474.0,Wlouvpxemadvcpklamrtkpyubyvcsebqnrcevlevhkoqmsveeyq,CT,,M,1-174-987-5502,,SYDKCJEOJ
56.0,Canada,Mtf6603,2608642.0,317671.0,OSDTEAVUKOSFDB,5.0,Mtfsijmqtruptvhddryfpqaim,Sujncxokpq,1.0,O,Fayetteville,M,O,682.0,PLYDEEHUJIPGMUXQNOZLQSREC,AK,M&T Bank Corp.,U,1-453-253-9373,,Daytclkmi
37.0,United States of America,Wld6604,3473269.0,247234.0,WEHTVW,0.0,Wldaheauc,mjbfgdtyvsinxqmqrueqzwrfflrnunztiaitfzhzc,4.0,O,Hollywood,F,s,329.0,Vpnhfmpioiuklbjovfksscgbcudjrdrnsy,ND,Henry Schein,D,1-511-755-8322,,Obcspanywsm
71.0,United States of America,Ndj6605,3802783.0,422125.0,FPLOSTG,5.0,Ndjeuxjzkbuvwlrfjyjyjzhkio,KPTTJUDZIDTDMXQDDFMWQISJEEFKETGBRCILQFIR,5.0,O,Raleigh,,,,Pytjrpvxhfqgvqiiojnuebyirkalemcteqfxmgttdctymghdevvlcjnipjkfeurbk,CO,Office Depot,D,1-098-270-0444,8.0,Xbwlqeksyf
93.0,United States of America,Ubl6606,1323249.0,312534.0,Oxqrccxockfypuaknqosfsl,3.0,Ublgsvemqfgufzmilc,Oucxzusohuevvjsfrbgumgmfpkwcwlxokandpnzcywkinpfkcfdaogcnhcgyoqzsahxbpgunr,4.0,O,Frederick,M,,646.0,,SD,Yum Brands,U,1-567-858-7192,3.0,GYKDB
56.0,United States of America,Pql6607,1450969.0,141467.0,DSUPYCLQUIEB,0.0,Pqlqykdjfz,Odwunhtdutlamydbcaqqzdibrupnar,4.0,R,Mobile,F,p,596.0,cqiupgripngthbbtdkuukpvetwmedlkmzeyqlhlvkhaqqanlgdrvhvvfwjjlpctjhjm,ID,Snap-On,M,1-964-098-7165,4.0,zvoakyrxiywp
14.0,United States of America,Hib6608,2578497.0,188107.0,dipvw,2.0,Hibkqznqxfnwy,Jxspeceayxhitahadjfazjnybiakawzxosbvmtpefmlyxgsqdngaymeiwoauqlb,4.0,R,McAllen,,R,755.0,DKXFGNAEHPAQIGGMSNQJWQWMVRNDCTVTDYOHKFKQJNOP,SC,,U,1-590-679-3952,0.0,OWVYXSL
19.0,United States of America,Uxh6609,3381919.0,194699.0,IDJTLFSJD,0.0,Uxhtqxkw,xkfpckzhtufvcu,1.0,O,Santa Fe,,,676.0,Nudvhkrbpdmtjifxmepsschvvqgseekhpaaxsqydfp,DE,MGIC Investment,W,1-545-387-2838,9.0,YDHDCH
84.0,United States of America,Vvv6610,2050148.0,205965.0,Uoxmwvcopbvdqfgblz,2.0,Vvvtcddmyguezxfeguebioja,Ajwiyowvaikldfsowemhmncnvtrhvfsqqi,1.0,O,Columbus,,y,556.0,Wlvybamrkmydtnarzuexntwaeorbgoniiqponugwdcptknsbvanelbqeklbicwvnaqkiakuwq,New Brunswick,Goodrich,M,1-865-361-9395,8.0,
,United States of America,pbq6611,3181175.0,186288.0,Trasbppydpvbavptsgsmlgd,1.0,pbqnmll,Kwnwdvcwnrkghcroyhwqnhmhcjalfvmgtyjkxbnknxkuexmgcpcbibfgwy,1.0,R,Beaumont,m,X,808.0,Cafktgcrfnayg,NC,Tyson Foods,W,1-627-048-9825,4.0,imijaz
75.0,Canada,Fep6612,,138135.0,Xipogxq,2.0,Fepzkpvzipfuajnwrwfmbcwei,FSFBSAHGADITRKXXVQWJRXWRKAVPXNAFAEGINWAGMAPQ,2.0,O,St. Petersburg,F,,319.0,Rhgedaikcwwxqogtjfqnvxqdibkwtenowghlvxlbceqocmrqlwauepgnwhfvwfsaqewgzryvkppif,CO,PC Connection,S,1-194-563-7466,8.0,Vckwcqkmhhz
37.0,United States of America,Dsw6613,3489556.0,473037.0,ECVANXVPKMZFFLPXBDWFZMILUG,0.0,Dswowffaaghbrvkwvohhthrf,dyvrlwbfyuktkrkdtuhtri,4.0,O,Cleveland,m,D,642.0,hfjlhvncepyztubvacfizpltmoqfpvymfaorcrzucjtcbjsmrrik,FL,Arrow Electronics,D,,1.0,muaxani
36.0,United States of America,Oaj6614,3068464.0,88362.0,Cydnympfcyfhvvaaotsqvdifk,1.0,Oajevlhtshbcrkuzfgcg,mmsfiphxztw,3.0,O,Wichita,,,846.0,ABQEJTHGWIWTRBFFVPIROGWDMCZJNDBMMALPNUWXKJCKPNYLYZOAZECJQRMU,RI,Jacobs Engineering Group,M,1-217-791-0681,9.0,acltiljjs
63.0,United States of America,FHD6615,3070839.0,337231.0,Raejtspojommd,,FHDZRCVOZT,HWKEJGUKSUOUHIUSMZIMTBNHYJBPT,4.0,O,Dallas,,R,381.0,Prhpjqfgumghifilurnzyanlucporljqluoupnhvirfqllptbqyhhvvnmckogieizf,TX,Eastman Kodak,U,1-125-135-1979,8.0,jwgqd
14.0,United States of America,Ivs6616,2909454.0,373517.0,ojltenrhenedlioubuzlhiayc,1.0,Ivselfxsmpbsjgwutucqldarym,xxrtrhw,1.0,O,Aurora,,,433.0,Nnrqkwkyuinlztifsbxlwoowkmscqsfhnwuybvljwzadhlmeuhvmafqrmnhkckwwfzrobbvbeg,SD,Eastman Kodak,M,1-925-166-5334,4.0,Ecxzysnpjb
69.0,Canada,Hmt6617,613690.0,129905.0,Lctrntofkawvksczrwvuf,0.0,Hmtbfqjpp,Hnpseskmrpunpndfhhiwejxghpwgsbeqootjrlwogakfpxjy,0.0,O,Santa Ana,m,E,476.0,Gtmjqgdbgimxowdwhcxsooefcwbnwhhglwvktvovgtbwgrngwxgmwjogfffwouai,MN,M&F Worldwide,U,1-231-450-8508,2.0,XCJYETRI
47.0,United States of America,Twc6618,1015510.0,473702.0,Crajbbdjjmidg,5.0,Twcrtzyxocoaq,nlmcokrwywqjgmzntqixheptoebywbzgqezygpqycr,,O,Springfield,M,,775.0,YCBUMITDAMOOFSQORNTZFNRKHB,OK,Family Insurance Group,U,1-597-521-0680,0.0,EILRRQNBWDIE
98.0,Canada,Oux6619,28291.0,393393.0,ltlketdbigt,2.0,Ouxxnfvyhyy,jaeqrufukqcbipapyuobqkaekcxafihux,3.0,R,Irvine,,,831.0,JEDQREROIJMNVKKYNTOLOYBQDINADFFGCMFIXDAFESKKJDHOXSCKFFGCT,AL,Pepco Holdings,M,1-561-717-5646,9.0,VUOFZHHG
,United States of America,omc6620,3014807.0,113951.0,STKSJRYYVVJBFMKXSACLLYXEMOX,,omcwigjwkmdtblp,Wkzmbgglvtfhbu,,U,Anchorage,m,,730.0,lxwkkkyhuttlelwudbqghcwgwhjaezregbxpyaesevcaqbjbwiukiq,ID,Auto-Owners Insurance,D,1-836-113-4994,7.0,Bzmdrhtjn
40.0,United States of America,SXJ6621,2351943.0,202089.0,Lplfdjjjbgbobakp,5.0,SXJWUZJMFNMV,VYSGSROXDUHRUTAAQSQGPTHEJQWVF,4.0,O,Lakewood,,V,754.0,,CT,Charles Schwab,U,1-839-907-9366,2.0,qrzjrcrdm
68.0,United States of America,Eev6622,2072853.0,19387.0,ixszuhpkdexlhahwqxodquc,3.0,Eevjwcjacmccripdqgraubvkzcr,Udeogdwhbwaqjqkleirlassluegsitpcuohvvepvsvsqiidppuuzynrfiwnuubluct,5.0,R,Detroit,,,526.0,Qgprbxfysvfjjozfoijqmhcpgzutuwtftrnblgnfduxc,AR,KB Home,M,1-887-727-2388,,smaxgzbjf
40.0,United States of America,Xfy6623,2955458.0,387047.0,Ljeegiklytjgqwc,5.0,Xfyfnpfjsvwqazvmhnxvjearxh,Wlhzlpdnqtbyvpintxnbcshpwyihgggsypzaucu,2.0,,Toledo,m,,406.0,DCVNJHDUUIVKGSPPVTWPGNQUPIVUW,DE,Owens Corning,,1-210-662-3847,3.0,AXQPNZ
29.0,Canada,AJW6624,173446.0,117536.0,UEOGPJCNZGR,0.0,AJWRKPNN,LEFREXCVQHNIJHJDPPFHRRRJSCFUDTIIMLNF,3.0,O,Edmonton,M,,437.0,rcxfvfmzgsvmoxvrjjstgarksriqvefqyedjlgsliujb,Nova Scotia,Quanta Services,S,1-756-331-3875,2.0,Tvldbbb
9.0,United States of America,DXF6625,1014645.0,358182.0,Vgrhfuzhfnfxk,0.0,DXFPXHVGZZ,Fpgwndfszxfsesappwielocygpodwhxhadbtxxpmlsaujlemlijsezjtkjjslkxhwwglp,5.0,O,Long Beach,f,I,765.0,cpeinatvrlzhkb,AR,KBR,D,1-058-967-3014,5.0,Mpdmcdxyywd
80.0,United States of America,Rib6626,1325055.0,469973.0,Ilinjytikanegr,4.0,Ribbdsuiiisnkksxmjks,olkamzwwetwfaxzftrfrlnmprgnbum,3.0,O,Inglewood,m,O,672.0,qxczrhsrfpvopyawcoshlkrgfuxzqtkacrjvcpkxbufqelqrvpwhrrikgbkpsnyfpqjfffcbwpmh,Saskatchewan,Exterran Holdings,U,1-959-968-3958,5.0,PTZNUSKY
35.0,United States of America,Qfj6627,3543993.0,411114.0,Afkrkmkhtpgqkkggbmhxkvjboewpv,2.0,Qfjvhinlvziijxyghozmcuulixi,Xvhdjcmbeegpkklbnlyghhfjemukpcbpni,2.0,O,Mobile,f,,690.0,Audnfzzlldthtvcfylfgdxqolhlqqbzzolxxvwvqgrfywcfppamoccat,DE,Starbucks,D,1-192-357-3267,7.0,adfnjwf
35.0,United States of America,Oxa6628,3550412.0,384190.0,Cniujyvwmhjtmtzmrfyhx,1.0,Oxarvkmaeefnwvjm,kdfsuigufhhw,0.0,O,Jacksonville,e,,637.0,svalyqqvliduhunewefyisnoshfvosehcezdjkryalg,Manitoba,ABM Industries,S,1-574-279-7477,8.0,ljqlimw
79.0,United States of America,HCJ6629,568687.0,390948.0,Axgbc,2.0,HCJSXXSECWMIFKOPCLHZOXWTNKWJBZ,jouxfxedtbjjbeyhxddbmwhxckejvivwupfiukwxvbfqmpizcdzaqumbegavbhnryidzhsgfp,0.0,,Fargo,f,,342.0,viqhvxtswefygaraxrgyzmbwdufoclfsjbbirhzracvjrxrvvauvodcmarghfenffll,Newfoundland,Harley-Davidson,M,1-812-268-4131,9.0,Qeyhypxgl
80.0,United States of America,DSR6630,1860895.0,69133.0,bvcmxuhkohsrnbkbnyiqsnnge,5.0,DSRAKOTEFIGOE,OYCHYLYTDOUDRQYAAABMZNECVKXPKSTEXAFRGAXCPJELVBVKVNBOYAQDYCLOMJL,4.0,O,Bakersfield,F,h,303.0,Cforegvmtimqrjrrahrdgxpdlgeawxkahrzuw,LA,Electronic Arts,U,1-269-704-2143,7.0,VHLAGASILRIW
16.0,United States of America,maa6631,2171358.0,196169.0,Udobxgckdsylqdohl,,maavxadliiwaa,Qzepfbcaikwgffhjnyhmscmmdwxeuglscifqomypwaitdxcyhguaumjrcxevrefuqzbiuwxvl,3.0,O,Los Angeles,,C,,Iqdyhtkdwvywbslthctrmghxwmviaimtjs,Newfoundland,Pfizer,M,1-265-276-3752,8.0,STNAKOWYVTDT
3.0,United States of America,Gkt6632,3585600.0,21927.0,lomwmqnrrhmaobafussgz,5.0,Gktlobmqtmnouuoigteg,Zppbxwsocxoqbxlnntobonzxxuvwjbskivneyzzliauhcpmoxv,5.0,R,Denver,M,,,slhmzhwexsenmdneowbhkgsbalmquoonuuuyvgaylelxcbxflxexuwipg,MO,Sonic Automotive,,1-014-924-6915,5.0,evzsihstpc
44.0,United States of America,Wtp6633,1792564.0,127808.0,pwboy,2.0,Wtpnnfjhimv,NFASWVIOBNGQCQCKUJZSSCJZJUISSLNOIOWRVYTYVXKQNVFUS,4.0,O,Halifax,,S,386.0,CCURHQHFFDGRHZUSGIOROVDNCRHELLVEHXZQAJAUT,Newfoundland,OfficeMax,D,,8.0,Trwdkmsd
59.0,Canada,Fdt6634,3808732.0,234305.0,Xhathvjwdljeaq,1.0,Fdtifgemsa,Iafvunwinanmfzqhszvplrjxbmoomsgjkzsyhnljnshnajrlajmpwxycnotpguzskemncyswnqllxyx,,O,Peoria,,F,386.0,,OK,Williams-Sonoma,U,1-031-843-8564,7.0,Eapnmesyhra
20.0,United States of America,Mis6635,2240823.0,359101.0,Cqttbgxgfwul,0.0,Mispyukvlqllchsapxacbvtrkdsey,LOWUPVSNYVRSRDD,4.0,O,Sioux Falls,,,354.0,Jjpxotjggl,Manitoba,Polo Ralph Lauren,D,1-580-986-5616,5.0,Vscws
46.0,United States of America,YVX6636,2387243.0,346580.0,Tmfxlarpokrnhype,2.0,YVXJVKTGKFZDEHECXDOW,Msggwgmsj,4.0,U,Worcester,,,788.0,SOKSJKPOHRSDHHRLAQFGJBLIWKYMJRUTGYXAKJAYPPOTEVWBTHCXFNWVOTKSRLMMJIYKYDGAJOIO,MS,Merrill Lynch,U,1-322-106-4331,4.0,plunenrs
5.0,United States of America,viu6637,3737670.0,300653.0,eszauxjkifmwz,5.0,viuuxkvjwdcieglsuyqwxsiyi,,3.0,,Chattanooga,,,594.0,owhhkj,Manitoba,Level 3 Communications,S,1-224-988-4270,8.0,Djwnoi
3.0,United States of America,OKP6638,2124997.0,420992.0,RUXYLEU,1.0,OKPOVMLWJHEOXTPLXSBKMRBVWA,,3.0,O,Salinas,,j,530.0,RMICBTBFNLFBREURJTXIQWCIAAKVMLEEDHNWPDXYGJCWIPXQCKIYRJXDSFXUKTIYRVQGI,FL,Oneok,S,1-805-058-1109,10.0,Wlukny
43.0,United States of America,Bwc6639,1149966.0,25754.0,Lsiqkgbwdigdbqamzwulfqeps,1.0,Bwculhdqszgnc,PCESCVQLPZEANVZGNIKJOCNQUSPAPOMAFNIPXESXHSMNDLFSXJLPFGCWAT,1.0,O,Erie,f,,668.0,Seilsrjb,WV,Roper Industries,M,1-169-644-0187,9.0,JXMBZQSHSLB
6.0,,FPL6640,3578827.0,234572.0,vaemrymytvknge,3.0,FPLLHE,JXQWCBJFNKI,3.0,O,Cincinnati,,Q,760.0,Hhvfzxqaiygdfohyhymjwbowmnpsiarolsemrchcgrvgaqgfqxfvjrxbyxurbbh,British Columbia,Brown-Forman,M,1-977-833-3192,4.0,Dkoucbnt
96.0,United States of America,UOF6641,636308.0,368294.0,Jpbfgyfdlmldm,1.0,UOFYAJBVWYHFJTFHMAICD,Dcqrufphaytkokevkscmipbxzjwgxzkmqi,1.0,U,Yonkers,m,j,465.0,Peebfbkukvsqamngbggrrlbzcokyxtvefbsvmnooxfpnwvggfjvngy,WV,,S,1-001-595-0929,2.0,Mrvgdnku
89.0,United States of America,Agv6642,2546954.0,218743.0,IXOAJRPDQQ,4.0,Agvfjvfrhfakdlw,Wpzkvwvzzrmgrgcpiwnprtcvjjfmzpvwyfnmscrhxtz,5.0,U,Warwick,f,H,609.0,,NY,Northeast Utilities,S,1-324-060-0124,5.0,Dmtmlrukgzpz
43.0,United States of America,dyx6643,315969.0,96687.0,Vdknqmihogsksehivhzmtxtvadekr,2.0,dyxsrhvzxylpyu,roxddzejbhukeqtzopdnpnrjdrmrmrlfrobouonanyzdntxfyvjkcoaqumeztbbflagahkeipc,1.0,R,Salinas,,,523.0,Gjwdizgfvslaqvrfvs,IN,TIAA-CREF,M,1-340-774-7243,9.0,dyltgoozw
58.0,United States of America,Gjx6644,2240517.0,76027.0,LPKYFUYIXXVCBBP,1.0,Gjxaojtakwqtlwzfbsxw,Udrzgbxdbsyaxrk,5.0,R,Pittsburgh,,,777.0,Zxdsuhggoliylltovxgepkzpdebetdhwvjkauqlgqjjamhohfnsxtswrweccfmdxqhkuiwnaoga,MT,Old Republic International,W,1-008-714-6159,3.0,Pzgtghvl
55.0,Canada,HGR6645,631542.0,409593.0,ZMCBHBKWF,4.0,HGRGFXZUNJIRTBOY,ugtblwhsvqtioxloujuul,0.0,O,Shreveport,,,799.0,Sfabxqqkertphljodthkwmrlpghnbownrihjsddgkdgkrqrchxrismwhogpmwsnlttkqux,WY,Emerson Electric,M,1-500-677-1362,9.0,Uxowpsdgrgwe
55.0,Canada,Mit6646,556876.0,315990.0,AOCXU,3.0,Mitlexongeikvrfddvzj,Fmpfwdonxdfnfnceflcduaqvqvlnddkyfjhlohfazjgzidcwnudzea,1.0,O,Durham,,,665.0,SOUOXBGCZPNGIFJVERBRRTKVVSWJXIRKGEXZDTRFMWKLKXQSCSCUFCQSTEXHNIID,IL,Jo Ann Stores,U,1-733-303-0028,1.0,AXILWRCHMI
91.0,United States of America,Mik6647,584573.0,169046.0,CQJLWIJJTOBWRVRMSZDXMNIAPKY,1.0,Mikysx,Hxuqhjsccsmqhnjodtailsterzmnnmwpflfyezxtclubr,4.0,,Newark,F,,785.0,FHUDUPJUEOGNSJGAJFPGVKKJUGLBILAXZDKXURLLC,WV,Whole Foods Market,M,1-205-195-3666,8.0,Aqlkjtkkca
95.0,Canada,QIM6648,3885054.0,336256.0,nforppdjwlmkolhzfqelobc,4.0,QIMUERLMIDDCENQMTBNXQ,IHUGBLHMFEEJPMCUBOVSSGIWGJBMQRRZFXHKIEARNVPTJASORAW,0.0,O,Pittsburgh,,,848.0,ihbnbcchhhawgtphkdizgpuuvhmqvjtgemspbbivfxrpiutf,TN,Catalyst Health Solutions,D,1-717-335-7059,5.0,EOJBB
68.0,,Gkd6649,578748.0,291981.0,Opnupzggfuylowjsd,1.0,Gkdvtxr,Cwvdev,2.0,O,Los Angeles,M,,497.0,HKISNEVNAWWB,NM,Jones Apparel Group,D,1-798-030-7385,0.0,sdewycaik
45.0,United States of America,Wvo6650,1897913.0,31292.0,bfrlvliooagtdfgdd,4.0,Wvohaqjsvr,Bsasjpakhtzihcaocfpostparyicxbliruvowdxfz,2.0,O,Charleston,M,,732.0,ankzlhbifmtqptfrbruyebdiretbdngtoclcxq,British Columbia,Cognizant Technology Solutions,M,1-580-644-8367,10.0,IWRNSRBPC
28.0,United States of America,Iep6651,2442366.0,315516.0,Wssbkqnopquecumcuxnz,1.0,Iepluh,DYYWSXYPGLSPLGHUILMWIQUMNESJTUMXMTFQRREOWXTENJMLHCJHDAEALTQERQCIFSNOW,4.0,O,Scottsdale,f,T,,EAVYOUWNMYLWLSKSPROSUVIIEHCRSCTLPMNNTZWCOOCDMGOJLVIKL,NY,Boise Cascade Holdings,D,1-546-365-3586,3.0,vkqggipse
11.0,United States of America,Jeu6652,,450290.0,itiychhjsjaxwztvajhsvxmei,3.0,Jeuehuuwvnegpl,JISUVJFTBRUDPFONBZGPZGHA,,O,Inglewood,f,,432.0,ysspedblunklsgimmcsdqcspvutfznyhypwjxtyojztbcaibecxesgfxjjuf,VT,Waste Management,S,1-733-649-5562,4.0,WYCJOBXQNI
40.0,Canada,xcv6653,340515.0,225918.0,Ejswoquavtjgvwyyvqwvupbu,3.0,xcvjutbjwhthnruftjazlblnv,XKZRKBJBCKOKKYXGJPHUDONLRMHCMJWZJKQLWEBWEULFBEMDMSLYKQBUOMLIPPIUYJEVY,0.0,R,Wilmington,,N,304.0,asvyejciiriiqmstysnthymdrb,CA,Guess,W,1-754-001-5916,5.0,Migcnjjpdo
66.0,United States of America,Qcu6654,2062903.0,424060.0,Qguopnwuqwimkmq,0.0,Qcucsrhdhjeuelopajzvmqtlxck,Tsonepxcfajvebqgrvbnhqyuiiwrjmvyjtajvbdufrolapdgrnoigpkyylwaxpdwpm,0.0,O,Calgary,,,615.0,ikuazfanjoqfguqvyspkaoteslvb,KS,Stryker,U,1-665-464-9246,7.0,xrnnwpa
68.0,Canada,eml6655,2993212.0,33060.0,JWWNSY,3.0,emlpmyfgmscikihvupecynsi,Ukfqpvlhpqtlgarawdymnntivdcyrcxfuvfedevgacgxlwkdea,0.0,O,Brownsville,,,323.0,HLSIAQTMSXEESLWHUCLACEPUZCNNTACUPXUQSGTUW,ID,Mutual of America Life,M,1-028-221-1699,,Wioouwid
3.0,Canada,iax6656,3736503.0,408340.0,kvwvwkkcqsslgnmol,1.0,iaxecnuoezlzvewrzmhzb,Jrtkaafxcopfbmiisveelknddnudbphkdagducndgopfihdreavuvkuqlfstd,1.0,O,Providence,,,370.0,gthugmvljhfdtgqmoiplesykx,AZ,SLM,W,1-647-041-1576,2.0,Syfhkpry
1.0,United States of America,Jmp6657,2316887.0,483568.0,Ogmlsd,5.0,Jmpktmsqlnqkizkzskiljdxyfhmmr,Etbmsdbimmfqnpbrrrltpuzzkiljmfczsdimeoyfw,4.0,R,Elizabeth,F,F,683.0,liiqbrpxhlurnzghucjtktamoc,DC,Curtiss-Wright,U,1-608-737-2405,8.0,bfgmeyucp
44.0,United States of America,gqx6658,1210292.0,307497.0,Suiatoip,1.0,gqxcxbzidllcyien,dddcqnxoupidzhsfrtgskhfudcleilvgbgwnutlaiqyoxltpmkrfwxluzlhrh,0.0,O,Mesa,F,,807.0,UIYSSMPRVPICQMWUKXZSHGMRSLVYTNAYIASZVBP,ND,Ameren,S,1-756-332-5346,8.0,GFSKGRPCB
21.0,United States of America,PVJ6659,2913485.0,174845.0,KFOLQLSGNJJCQWVCYZUMIJZPJMNH,5.0,PVJRSMHYBKNWCDJMTOSVAY,bfxlzcabewffpdravt,,R,North Las Vegas,m,r,471.0,Gedsvnjtfswvnxhthsdczgmnvchkgloxsaxhzfutbqfptauwgmryhkunljvbleetwdrblqgaqd,IA,CarMax,M,,4.0,NVODEFZDEFGO
51.0,United States of America,faa6660,3459298.0,241072.0,Qeuvib,5.0,faatfikczshx,tsqxalylskfqiyrber,3.0,O,Washington,M,F,417.0,Hudoxhrtwoxmyiqmmxqeolswkzecbimervmjpn,PA,Adams Resources & Energy,M,1-996-390-5334,10.0,SOBYROJY
62.0,United States of America,Jug6661,3738467.0,238957.0,Xujmhbeco,5.0,Jugggwzbmxurdim,NLDPBCODJUSMMDROVPELTKMLLFQJDOEJSIPETKOJOIPQTHYHFAQWWEUGVVJ,2.0,O,Richmond,M,J,368.0,Zvdqnel,OH,Consol Energy,D,1-979-570-6046,1.0,QBZAC
81.0,Canada,LPB6662,1936040.0,157464.0,Dnofhfyjzvjottocuhxxwp,4.0,LPBFAIZNMZ,Kgieeqxymonrbmbfxaghclanqhdomgowdmgrazswqafautywhfm,5.0,O,Brownsville,,,751.0,YDMMWIIXASARJEWVSVCVTKUDQXQFQUFDFQMSDUIUABEDHZCLWISLNJJRQIVBSILGQQLPPLGEF,New Brunswick,Calpine,S,1-745-953-1822,1.0,txwmqvubyni
48.0,United States of America,Ysb6663,2620563.0,469523.0,JTKQPKDJGQXQCKK,0.0,Ysbxehkmcu,IFAHSXTMZIEBXUTLXEVFFSUILBYCVDIMM,0.0,O,Jacksonville,,,806.0,AQPKCNROLNLAFYCYXNIDLLNOK,MI,Boeing,M,1-197-415-1861,6.0,CBEBVK
22.0,United States of America,BQA6664,2516768.0,45780.0,dubvdwfaokhsydbijubdfouivzfgw,1.0,BQAWNTK,Uzichzxzucvpdvenqmilvcplpytlbrguvfyf,5.0,O,Sterling Heights,,U,831.0,QKQOBMAJIL,HI,W.R. Grace,S,1-098-794-6855,4.0,Xaqgpix
,United States of America,CYL6665,3706443.0,123207.0,ISQWIOGDOGYTULXX,2.0,CYLDPYDZWRDTCHEGNB,Tdfqqrimlosddluxxsapihqcqsmkfqzlwbgavrrmvjnlsspjmamsmqxufzaywzfbgzevckjkpoxts,5.0,R,Columbus,,,446.0,Imwzleioesibnqxixcxonwactmptkxwbotiijffwtitvtphsmbjndmwdpgecaslhmoeysqgrpuoyltb,NH,TRW Automotive Holdings,M,1-473-016-7803,1.0,Txnailyid
85.0,,Oef6666,3762386.0,170299.0,Xaxgbfwsydeni,5.0,Oefoeuhowkbr,Ionuce,2.0,O,Coral Springs,M,,792.0,Geduxxhrxqkvusshfpxwqjmoochnuqfwwatxtdoheobrm,Newfoundland,American Eagle Outfitters,S,1-026-673-4569,0.0,GOAMOPNINVM
