prospect_AgID,prospect_Ge,prospect_MidInit,prospect_Emp,prospect_St,prospect_A,prospect_AddL2,prospect_OORFl,prospect_In,prospect_Ci,prospect_NuCa,prospect_NumCreCar,prospect_NWor,prospect_MaSta,prospect_FirN,prospect_Coun,prospect_Ph,prospect_NumChil,prospect_CrRat
Gwz8641,,q,Lender Processing Services,UT,22.0,ajnfiwnvw,O,361491.0,North Las Vegas,5.0,1.0,,U,mpcytf,Canada,1-205-807-4212,3.0,365.0
cha8642,M,,Walt Disney,AK,1.0,Xduhvzckgmrnwxmwbxtesqorumb,O,,Dayton,5.0,2.0,1084486.0,D,Grdhfmgdelmcqixbvforlegjntngi,United States of America,1-747-125-6020,5.0,790.0
ski8643,,,Williams-Sonoma,UT,72.0,weywavrlxrgenfqxgugfyttznzjqsdulhuywomfcgxfgjwungvrjjeutpkvtw,O,147834.0,Provo,3.0,,1079320.0,S,Tcabndkdyq,Canada,1-630-670-6165,1.0,408.0
Pts8644,,,Pall,OR,74.0,wrmrqmketarmkzxzwccxmniozt,O,133569.0,Stamford,2.0,5.0,714914.0,U,Rzmwoxumoqgwxktjnav,,1-696-606-9301,4.0,499.0
Kyd8645,,f,Safeway,OK,63.0,Ivzrjyelsyyopdfvfikiyfyfbiwhcdxwcsetarihdupcbwhokrhtcwxhhcvvrxi,R,399901.0,Mobile,1.0,7.0,681347.0,M,uulpcbvhletdz,United States of America,1-228-334-8435,2.0,708.0
XVE8646,,,Goodyear Tire & Rubber,ID,19.0,Layvbomgracufexzd,O,204417.0,Vallejo,5.0,10.0,2316964.0,D,Lxxtsochmwtdwkcrigzbjfnexuuffb,United States of America,,2.0,690.0
Gln8647,,,Celgene,NE,88.0,Uxxexlvrcubkengebtbanndixpktslfzraruajjxqddxp,O,433420.0,Idaho Falls,3.0,4.0,690842.0,U,bfhxocluuovlnqsklmwbsu,United States of America,1-311-782-0987,2.0,690.0
xzq8648,,,Targa Resources,AZ,7.0,KGDHBBRUTHVAAIBXENTVGRGVRLXUPYEVMXKXAHJALLXIOHYLQRK,R,276253.0,Oxnard,4.0,2.0,2169282.0,U,Wyzcpiopxfvsbnwd,United States of America,1-204-228-2576,5.0,365.0
Bme8649,m,b,Principal Financial,IA,89.0,Xvljtrgmoghdzzrildcxceplcixgiaqybdgxqvfhyaueefdqsi,R,381418.0,Warwick,5.0,3.0,3731300.0,M,AQRATLFENPKMCXSEOEKNX,United States of America,,5.0,603.0
Tfu8650,m,,NYSE Euronext,OK,32.0,ygbsv,R,2348.0,Greensboro,5.0,7.0,1654506.0,U,Adztlpujtfztjcx,United States of America,1-554-216-5900,5.0,844.0
Acu8651,,,Charles Schwab,NY,14.0,Fzxqrvbxqdsaqcrabzhnocbveulwyvgkjdjpazianzadqdpntwjukkwsonaz,R,169615.0,Chattanooga,2.0,6.0,3625783.0,S,Hafjpswhjkppiefkbha,United States of America,1-534-526-7325,5.0,400.0
MET8652,F,P,Robert Half International,IL,66.0,orsnyiihotfvhmfdzmtrkgcvwxeharbreofldpmbuihlykfvpaedlzglyeglgvjfgjfek,R,106946.0,Madison,1.0,10.0,1981626.0,D,Csukiexyhustwsziwdgnoqa,Canada,1-379-175-2676,4.0,599.0
DXL8653,M,,Virgin Media,HI,51.0,Ksnithqzjqxlokpsjwwzngsuedckakdsyaqzifupgantyhdppplhwsenaelbsot,O,236679.0,Kitchener,3.0,,2075234.0,M,HJLWMCBWUEHIVBWH,,1-292-920-0664,5.0,721.0
CML8654,,,Foot Locker,Ontario,34.0,Zujfazleitjekpocjjpmqhqoqyofvdhvttayjeylkjirnsephs,O,81599.0,Dayton,0.0,0.0,265619.0,D,HSCSOBMLBHUDDHGQGAKRTFVOHYNT,Canada,,,703.0
hvs8655,F,,FPL Group,SC,49.0,lakdsoxjbzsjqjvehwgsjcqugfwdaxlxfokueqixlvoqblhnjkbikyfqcdiphpbsxvbi,O,270045.0,Dover,3.0,7.0,1085675.0,M,Fyzdobohotdc,Canada,1-729-142-7718,4.0,828.0
ZVM8656,,,Textron,VA,23.0,Hzywbiqygwlrnohiatrllskv,U,,Windsor,3.0,0.0,3561728.0,M,Otwjbqept,United States of America,1-561-470-2093,4.0,704.0
stc8657,,w,Coach,NE,7.0,DPYJCCDPHO,O,206028.0,Pittsburgh,3.0,3.0,1700081.0,W,KMQMSYAPUQ,United States of America,1-802-635-5439,5.0,304.0
udc8658,F,l,Burlington Northern Santa Fe,DC,23.0,,O,193676.0,Rapid City,3.0,3.0,1531899.0,W,Leeykzjpslwwtxbpyxmllbxpxpil,Canada,1-085-501-4523,0.0,802.0
Ywz8659,M,l,Key Energy Services,NC,21.0,zxcrsopzchqsadcjjwq,R,,St. Louis,4.0,3.0,2241976.0,S,OEEEYZXL,United States of America,1-118-667-3641,4.0,
BRN8660,F,,Constellation Brands,WY,58.0,dggpzmzpoum,O,,Montreal,,10.0,2613956.0,M,WUQHRMOXWTDNGTURLGMHYVFATIA,United States of America,1-277-090-7072,3.0,549.0
uic8661,,I,Vanguard Health Systems,Prince Edward Island,46.0,INKHSPYRKWHTIKCZDPOABWSNNMVQWQRJGXFSWFFLPYXKBLNRBCHMNFBYQX,O,,Garden Grove,,9.0,3938637.0,M,LCBPHAASSMS,United States of America,1-604-976-8273,4.0,328.0
owp8662,,E,Dominion Resources,ME,71.0,Ikqnjubsnvxuckkbbv,O,70188.0,Laredo,5.0,5.0,3419279.0,U,lktvmldpgsmmsbdfepzoe,Canada,1-126-740-5799,3.0,580.0
UTA8663,m,d,Werner Enterprises,VT,79.0,bgpryahdncugupykvnwiltegpdwjllfaujdmktfaycgvrfsirhbnyulybxkwipgdbxwjaslxmhkmv,,104516.0,Yellow Knife,2.0,10.0,425069.0,D,Rmgugvbjqwnuaglivctrx,United States of America,1-198-361-8831,0.0,630.0
cak8664,M,A,Walgreen,Quebec,89.0,OKCZMHYBJVQLTXTVALXOGIEKJTXNTSQSESOZQYOQDOTT,R,299276.0,Buffalo,2.0,4.0,2747347.0,S,YQPSL,United States of America,1-124-558-6862,1.0,607.0
QSW8665,,,Aon,IA,42.0,Aaorjtyiaxuzkobeqggordqhbrmjhzysefmni,O,346240.0,Inglewood,,5.0,3853851.0,S,Rzittd,United States of America,1-230-409-0929,0.0,787.0
Bst8666,,,Chemtura,Nova Scotia,96.0,wcqlitbrteylgxyyoxfzwynyuonmrsqvpzsxmpfznkkkvpspsmvqevtuddheiwti,U,394524.0,Jackson,,7.0,505520.0,U,DGBBK,Canada,1-085-296-6065,2.0,356.0
exb8667,,g,Delta Air Lines,British Columbia,16.0,Myxpbmrbtcaihnivcfovnykdsrkeleoqjgvmafqoziepqpqxhaiiheeliabcolddlmebrsvigjemow,O,247595.0,Buffalo,5.0,4.0,1347208.0,U,cqeunqyvf,United States of America,,3.0,593.0
IXN8668,,S,Children's Place Retail Stores,MI,58.0,Ailwxbmkptukn,O,441473.0,Colorado Springs,2.0,3.0,2324716.0,U,Pyaoorbaioaclliunpzdbquwhaeac,United States of America,1-316-728-0218,1.0,449.0
Gik8669,,X,Century Aluminum,Saskatchewan,,Tdaqclbycrmripbtepwjcvybdjjbhwgdwycklougeccbjopr,O,279929.0,Santa Clara,0.0,0.0,3076472.0,,owsnbpxswhlauvlvnlffz,Canada,1-604-092-1658,3.0,782.0
zis8670,F,,Nicor,WY,43.0,suyslzxeddstbdnzen,O,421060.0,Warren,1.0,5.0,2733940.0,,UIIRNUTFTALMXDUYUTI,United States of America,1-860-872-9403,3.0,705.0
dcw8671,f,Y,Ryder System,ID,35.0,OTLPMICKSESZBYBSEKCNFMQVTHBFYYKEYLUHUUPJKAFJXYGRFL,O,407803.0,West Covina,4.0,9.0,2485282.0,D,YIRFKCHZUXKQHON,United States of America,1-131-871-5621,5.0,
ame8672,M,,DTE Energy,FL,63.0,Edvkghlobpfyweerencfbfbymrocarkmiyiwdszjlftvfzbhhsxvnuwmvjcrklquheprefktcv,O,384831.0,Baton Rouge,3.0,,343843.0,M,KZSVEYDROLINM,United States of America,1-478-866-2041,0.0,474.0
Nvt8673,f,,,NH,78.0,Qobaozkxfklgsvkxpdpyrvliboiebdgtrucwimntaitadrrogfg,O,467196.0,Anaheim,2.0,7.0,,M,FQJVOEXZY,United States of America,1-267-577-8436,0.0,406.0
Wpg8674,,D,Dr Pepper Snapple Group,WY,79.0,Hofhaoxfcjlbljazynmkcwwafumwuidswhhaqlzsolpwgeapamokspzdortbbuoqrabuheb,O,282344.0,Anchorage,2.0,0.0,866773.0,U,Cwybwiigezvrvgnzxdha,,1-889-409-1975,4.0,400.0
Gcv8675,m,t,Vornado Realty Trust,NJ,34.0,Emlzo,O,242400.0,Sandy,0.0,5.0,2727185.0,M,vccrwrafdhgquuwqc,United States of America,1-277-613-0038,0.0,593.0
xxu8676,,p,Sysco,Saskatchewan,3.0,Bqygdgvozxooxhxzqpkreiatjcszflqcqbpdvczgzdgiwnthhlzgxuwxxtcdlwzmmyewxzuchuqffj,O,403347.0,Savannah,0.0,8.0,1597163.0,M,Odenliartanveclueqhrfeaeslfpts,United States of America,1-161-099-3879,4.0,496.0
xqv8677,m,W,Auto-Owners Insurance,Prince Edward Island,90.0,Xzzbstekfpgu,O,297557.0,Cleveland,,7.0,3310285.0,M,Sufickginbhdklojpgjtwckywwu,United States of America,1-532-661-8795,0.0,396.0
Rte8678,,,,TX,91.0,MDQNHPJFLBVWCAMUDTASXPSAX,O,361968.0,Washington,2.0,7.0,3752212.0,M,Ytdxfcnvkfufutnpcss,United States of America,1-790-105-6683,5.0,666.0
yeg8679,m,,HCC Insurance Holdings,WY,4.0,ZBFXXVPESFFCSJ,O,371594.0,Glendale,1.0,8.0,1637216.0,S,Tbmvj,United States of America,,3.0,339.0
Tiz8680,,,Dick's Sporting Goods,NJ,47.0,XITIRHWVYIKGFBTFUPNYCYPKDCLRJDZ,O,180774.0,Corona,2.0,7.0,1554195.0,M,CUVHYXOSDDHPPSDYOQUXTZERCP,United States of America,1-517-247-1982,4.0,580.0
RXK8681,f,s,Iron Mountain,OH,91.0,Ubsfilzwtrxhqssjgnkllemupndwcmvrkbbwfczdlivvjyatcpdyiyjtoqvcfklt,O,115346.0,Austin,0.0,10.0,,M,Fsxfdhoeykwx,United States of America,1-124-907-2076,5.0,488.0
XMW8682,m,,Hess,HI,93.0,Ahhdlmnefcjovebtjdfxgaiwantpguc,U,414519.0,Stamford,3.0,4.0,3243516.0,M,Txhbispkqqdiwdimvyoaowpsdtf,United States of America,1-426-308-8028,2.0,472.0
Etl8683,,,Danaher,CO,44.0,Ivjrhwxvxyoevhptfbcnsbawxmrobbfkiueljroym,R,328886.0,Vancouver,1.0,,1575746.0,M,Cpdihpwmeykeyxih,United States of America,1-308-924-6128,2.0,625.0
URB8684,f,,Barnes & Noble,KY,35.0,HGRQRVRFPFRKTKRAYEHTXHZCJXAIVWCCMDSUIMUXXJDQMSFOQQWOEDNXPXG,O,,Escondido,1.0,5.0,1420362.0,U,Jzmmqgwngvjf,United States of America,1-566-614-5439,5.0,731.0
Aad8685,M,O,3M,WA,89.0,rigrldrewdqepabbzoctxkudocmjmytlhvqhknbscwupoaviyywcdxdothlytfoua,O,155341.0,Augusta,1.0,10.0,2265704.0,M,Tnejoljbhfseoaequbqkcsct,United States of America,1-900-742-0811,0.0,597.0
Efu8686,m,M,Smurfit-Stone Container,KS,90.0,Seqveoqznjgoxkifsupcsuaubetxceojmyima,U,403188.0,Nashua,4.0,0.0,806681.0,M,BNYCWSMYVN,United States of America,1-362-535-4147,2.0,789.0
eeu8687,,j,AptarGroup,NH,81.0,ucswwutiaqhqefzrvomlssokpjsuqgvruaawpvmtssucxilydjnvflvkjt,O,44208.0,Buffalo,4.0,1.0,3913762.0,S,XPTFCOYVKGPDDVSPDKWKJETJV,United States of America,1-088-611-4747,5.0,745.0
Vnm8688,,,Graphic Packaging Holding,IA,2.0,uxapqyegkd,O,409011.0,Madison,3.0,2.0,193717.0,S,QBZBNKMKFWMJHOF,United States of America,1-057-920-6008,0.0,750.0
RVP8689,F,F,Maxim Integrated Products,MD,54.0,lgtmjntipgqbpkjspwtuupujzmjjndnlqwqibzkrdmpufmxjqd,O,,Lowell,4.0,3.0,1013981.0,M,donevtolsjsqmxdwutlmoavj,,,0.0,533.0
Por8690,M,,Timken,WI,84.0,CDRIXNFPSXDPNIIQXTGJLUTEBLIZMDTPPKLQBMBWBESDOBBWQWXETEINTGICHRWJWSHDPTNFXSDFB,R,45538.0,Fullerton,1.0,5.0,2230529.0,M,QSNCNOXHTTUISM,,1-130-549-6143,4.0,717.0
Vun8691,,,Tech Data,FL,46.0,Pskjozcisuirkpqgpvqoxzgtcvflyzqftjd,,296979.0,West Covina,2.0,1.0,755031.0,S,Dizfoztwmzdtnbn,United States of America,1-608-744-7160,3.0,561.0
CMZ8692,,j,Bank of New York Mellon Corp.,MI,85.0,Sukrnocfyofmkkjhrxaezxcysaxxpddwyd,O,33341.0,Casper,1.0,0.0,3551603.0,W,Jabvixzqwlrmcvrabooxifgxjfer,United States of America,1-298-926-9454,5.0,410.0
xfv8693,M,U,Enterprise GP Holdings,NV,17.0,Elwmrdcqkikfrscajbshbbwyijdbfeksbqlvqroekhorswnfgtjdfjmlwzttwurhl,R,386181.0,Columbia,1.0,,77595.0,U,Aelrkjecqbjhu,United States of America,1-911-587-8459,4.0,802.0
eni8694,,T,Spartan Stores,KS,56.0,HZYIQQTQOVXELXFACAZOETCOBCDKLSCGR,O,329659.0,Macon,,4.0,1126008.0,W,XBQUYTXUBBJXEHUQU,United States of America,1-149-575-5771,5.0,548.0
Bot8695,F,,ON Semiconductor,KY,30.0,pzzxeaqvekekhsvxghbybzlebuyxqijhrhkvqvjigdmgkmqxfjcufqnb,O,336056.0,Peoria,3.0,2.0,3638975.0,M,vemtwplnkidzhrqedntpkfmcfbioiu,United States of America,1-795-875-8204,4.0,830.0
Vfg8696,f,,,NH,4.0,Exgtqlemgqnahvzunkvpqhagdxfaweglqvlphuet,R,441771.0,Bellevue,4.0,3.0,3761180.0,S,Ckkyymeswoq,Canada,1-512-001-8308,,461.0
nhl8697,,,Carlisle,Manitoba,21.0,yylidipunpaaaqvaviqrtznakvaqfaduibnpspmqkoeafcyvprllwjnk,O,373903.0,Iqaluit,5.0,7.0,3437967.0,S,cajkgef,United States of America,1-514-315-6199,4.0,550.0
Xip8698,,,Modine Manufacturing,CA,43.0,Dcepvydjnien,O,63737.0,Savannah,5.0,3.0,1796117.0,,RZHQJSPZMBPTIEBDFRZNAI,United States of America,1-567-741-9888,4.0,658.0
CIH8699,F,u,Marriott International,HI,55.0,Dharkvjmeoldahikezcfyjlceoexlfdzaenfigkfagneos,O,123182.0,Milwaukee,3.0,10.0,3140997.0,D,XSFVJNNDXDLJ,United States of America,1-986-658-4714,4.0,792.0
cdm8700,,p,Asbury Automotive Group,RI,59.0,Hpadrfbmajwpgcnvtzapgjolzttmjnrcjfguqokdcgak,O,53537.0,Fargo,5.0,4.0,3616733.0,M,VYDUSTVSXJ,Canada,1-981-528-4850,5.0,641.0
jxk8701,M,Z,CH2M Hill,AK,9.0,Pitsugztwnjifbqiacldrtldfz,O,91206.0,Eugene,4.0,4.0,2447031.0,U,LHPFH,United States of America,1-726-949-0017,2.0,590.0
Rfp8702,,,Cigna,Saskatchewan,62.0,FXMJCVHWBLJDFKNHJLPLAWNNRFJOSDPMAABBGSYSFWDXOGGWTPCUXZUACCGWJV,R,326428.0,Mount Pearl,5.0,8.0,2243112.0,M,Hkzqyyjusjhmjmgyxjnqdwmwm,Canada,1-457-463-6333,,393.0
Zcj8703,,O,Priceline.com,Newfoundland,53.0,Dwypkefnwoywntbehqmvepvhldpzfwetmdddmqhh,O,302934.0,Des Moines,2.0,3.0,2775156.0,U,Rhzijsfxajejox,Canada,1-474-956-2555,3.0,796.0
Xzt8704,,Z,Hub Group,OK,80.0,qnefnwfrblzmxetqmpijjpeptrkewwrrjygewygkhvldmaawiflwx,O,358087.0,West Valley,4.0,8.0,,W,oprioqqgzmlogusobkeevtubzfip,United States of America,1-983-965-1357,4.0,476.0
vnr8705,m,,Century Aluminum,NM,70.0,xtfqfrgxopqjcuxyndcypmarkogemhdyiax,U,102441.0,Whitehorse,5.0,4.0,3983183.0,M,Dupmuuwceopnihvllqf,United States of America,1-371-971-8422,1.0,482.0
Lco8706,,K,Southwest Gas,PA,,XOIAQJUGWLWPOEJTBRNNQPTSUC,O,328772.0,Vancouver,5.0,6.0,94738.0,S,Jeclljufjcndcgcicv,United States of America,1-197-386-7002,1.0,607.0
Qxv8707,,b,Wal-Mart Stores,MO,25.0,Wjjvdarzdsyjabjqzdexngdampllkmluuddraofueejfopwslrshsighkxqobdzzmg,O,46302.0,Des Moines,0.0,10.0,407560.0,S,rufxwjlcthehrvisrtvzkcm,United States of America,,0.0,661.0
Zkn8708,,,CHS,AK,67.0,gkncamovwugdkguazjrgvlrphxaf,O,483159.0,Elizabeth,3.0,7.0,89739.0,S,qermzmeuinxofmvfnrmdqa,,1-741-916-1995,5.0,555.0
zth8709,,R,BJ's Wholesale Club,MD,44.0,PPYXEEVRSTQPSSXPVLNDSFGYKNHWYKIKCJZHCRRSWGYSY,O,390647.0,Lowell,3.0,7.0,3345102.0,U,AGXJCUOAFBHQC,,1-840-399-2919,3.0,517.0
lbi8710,,,Goldman Sachs Group,CT,93.0,vhblxdcmmkninzprzdbmnqgomzdz,R,409796.0,Washington,0.0,1.0,336067.0,W,Pmibejfdilhkf,United States of America,1-855-202-0449,0.0,618.0
HAT8711,,a,Pride International,NJ,13.0,,O,115895.0,Ontario,1.0,3.0,1616585.0,,Elcnhegdhmredfjmfdixutgaqb,United States of America,1-911-293-0750,4.0,821.0
Hjg8712,,j,LKQ,SC,64.0,Uipdlbdheqtqouxhljpddunadfseurquzzpfedhmedecekxxmv,O,368247.0,Santa Ana,3.0,9.0,1332431.0,S,Yqskbobwwnefismwsucubgjkf,United States of America,,3.0,678.0
Jjj8713,f,,,WY,19.0,dmfilckpjhxbstweigjwpwapgxsujsbhfgudsueltsnsqukpnggweeaign,O,166111.0,Hayward,5.0,1.0,3448599.0,M,Nsytiyvpx,United States of America,1-439-163-0429,2.0,513.0
Yhm8714,E,G,Furniture Brands International,RI,1.0,ehuqkcqxaebgpczgnqhofyqvgfbgrptunwrvlfivmvfbfpwalgehunxyiqcdleaobchmlhsdm,R,128617.0,Grand Rapids,3.0,3.0,3593769.0,M,Wlwbgpram,Canada,1-407-919-7219,2.0,435.0
ELU8715,,j,Ameriprise Financial,TN,57.0,Vtaswrlhaaoewrdahpddraihsiztptm,,115558.0,Hollywood,5.0,4.0,874749.0,S,EWGPMYEBUGBIBXQURMCFQXKLKOM,United States of America,,1.0,716.0
Iql8716,,C,Hawaiian Electric Industries,OK,82.0,Rnnftowcjwgfbhbgapfjjpjwnxvdfphzqdgdbxwqzcxcquqvqzjfyvvnhvikyuluchwwsxetl,O,25.0,Las Cruces,0.0,6.0,3033101.0,M,Qlivmkhowkmnoeq,United States of America,1-452-687-1866,0.0,834.0
RFW8717,,,AptarGroup,AK,72.0,ywyjwgdjcbomxtqnngvbujpnctyjpyfmmhottkgtzphtwpwcjvwyohaxcfb,O,106163.0,Carrollton,3.0,6.0,1469644.0,D,Mddxnqs,,1-275-391-6536,1.0,595.0
HAD8718,,e,Constellation Brands,OR,93.0,Kcysuavc,O,498676.0,Newport News,2.0,0.0,2763782.0,M,Tvfrpbbe,Canada,1-211-844-6025,5.0,783.0
Twn8719,,p,,Saskatchewan,80.0,QZSMENASODDKNPTMXASRQVLRXLCWWFCIGNQWNQLXKEWYXSQJZBRFWWD,O,392898.0,Windsor,3.0,5.0,3182270.0,U,Lpqew,Canada,1-774-451-1517,3.0,800.0
KTK8720,,,Iasis Healthcare,LA,25.0,Qjdrmfwloqoqppeaamiagoxhqiwcwjqipbokxwfmjbrih,R,,Charlottetown,1.0,,3336163.0,M,Njztl,United States of America,1-826-516-2456,1.0,777.0
Ffc8721,M,,NII Holdings,WY,80.0,Fudtaepdkrpnlra,U,176625.0,Montreal,5.0,3.0,3669939.0,U,twyuqaobukecbamjdcknrqmoobp,United States of America,1-769-735-3164,5.0,337.0
MFO8722,f,,CarMax,MA,92.0,Pxtanzseszinipjvsd,,206504.0,Saskatoon,,3.0,3074498.0,S,Whgpbitgxhv,United States of America,1-655-509-0238,2.0,481.0
Okt8723,,,Hubbell,IL,66.0,Loncifqhyoobzcxlnxmlbiedehonnjxbhbvpvzxsggrdgyrmwwxfvgbwvlp,O,381330.0,Huntington Beach,5.0,4.0,3295287.0,D,Zgshxhltrzbwhuexgleoza,United States of America,1-535-841-7219,5.0,620.0
Rsi8724,,,United Services Automobile,OH,58.0,Mrmxxtyxmzcgovwixsyrcipgnymcgteugphhilozovfplvhnhfcbudb,O,139408.0,Little Rock,5.0,4.0,363539.0,U,Ihpvfbqphxokyxybrdwax,,1-900-851-9005,1.0,671.0
hxh8725,,,Berkshire Hathaway,NH,77.0,Jhexsktmbjbfjexlq,O,342850.0,Austin,5.0,4.0,3823179.0,M,qbhuiccpnmfqrvqiebexujigz,United States of America,1-028-752-2687,1.0,551.0
hmz8726,,,United Services Automobile,UT,29.0,Dappqlgmburslylroaxennpdbbzonkvlt,O,110105.0,Stockton,5.0,,1445701.0,S,hwran,United States of America,1-381-245-1446,3.0,493.0
Upa8727,,O,Home Depot,Manitoba,67.0,CCOAECCJKMVVKZEWFCBLIKJ,O,311268.0,Minneapolis,0.0,2.0,369743.0,,Bnquawnwdvgqvesagav,United States of America,1-429-602-7716,4.0,328.0
ksj8728,M,t,Mirant,NY,82.0,Eynnrxlldtaripprtvjqqvhvg,O,306801.0,Garland,,1.0,3576300.0,S,Dutimcpvdnmftr,United States of America,,1.0,763.0
Evg8729,,,Hudson City Bancorp,MI,50.0,qublxjrwljdupiwmcjnuteqrkuggon,O,350324.0,St. Paul,0.0,6.0,2433627.0,M,hhaacfiqsboqgnr,United States of America,1-099-486-3382,3.0,319.0
Tqo8730,,,NRG Energy,Manitoba,44.0,,O,377700.0,Miami,5.0,2.0,258321.0,U,emijsqfjmgjrjwtjhwdouxtib,United States of America,1-049-912-9587,4.0,457.0
Fap8731,,g,PC Connection,Quebec,52.0,LUPPTVEZOMDDHSY,R,429696.0,Newark,1.0,10.0,2175149.0,W,Eqjjvgsbncfcazieghcgueytt,United States of America,1-780-616-5514,4.0,490.0
Fiu8732,,,Amerigroup,ME,58.0,Tlsvijjtyrfguuldnzuznauhkajhgqirxnzhebdwpfggtfbmpikrjpjvspdqhbzdhzqvm,O,356449.0,Newark,2.0,0.0,3577781.0,M,Ecvwdgvwiyv,United States of America,1-305-187-1767,1.0,519.0
QLC8733,,m,Puget Energy,ID,56.0,QLKLFBGRCGXNJRFIBQTBQFKAEKWOO,O,451900.0,Pasadena,4.0,0.0,1685246.0,,zlwjexwygdeirjwmkecbvzcphfuae,United States of America,1-965-343-3373,,306.0
Guc8734,m,,TravelCenters of America,CO,74.0,LNRFLNOELSWMNHVDAQVIMDEOGYMGICPRBRBILTTQKUJXKVFFWCU,O,195452.0,Vancouver,1.0,8.0,2294288.0,M,Lgcnccdjf,,1-382-135-6945,0.0,337.0
QMX8735,,O,Bed Bath & Beyond,IA,59.0,,O,434630.0,Oshawa,4.0,4.0,2711390.0,W,Jbfzqcfa,United States of America,1-223-603-6648,1.0,724.0
Jin8736,,,Merck,MO,9.0,Uicuqosheuxlofsylgputqiwvfnfwccihvgfysff,O,304825.0,Scottsdale,2.0,0.0,,M,Refcdumxsufhsdqrleoozbpt,United States of America,1-875-548-0615,0.0,641.0
Gpe8737,,,,Newfoundland,58.0,UUKSSSNKLODDTLXENFKSOFLQKFSBIJIZGGNHHENWCTHAOAUZQTLANDLRGI,O,410522.0,Phoenix,2.0,0.0,904453.0,U,Mcugsippraqdhnrycrqttqgz,Canada,1-707-940-5935,1.0,517.0
Beb8738,f,,Avis Budget Group,AZ,57.0,Rfkznckodftgkkxbzw,O,177656.0,Las Vegas,0.0,10.0,,M,TLUVWUJIAB,Canada,1-309-343-2740,2.0,840.0
Qvd8739,m,D,Alaska Air Group,Prince Edward Island,77.0,kpbghib,O,327392.0,Casper,5.0,3.0,3786307.0,,JXFWOATISMRNNDMFNGUQODUFSNPLXX,United States of America,1-842-949-8321,5.0,351.0
TFD8740,f,,New Jersey Resources,KY,58.0,Evmkjjpxihtkwedgjfcvxdsdxiljjmkadfjvpgyu,O,420139.0,Iqaluit,0.0,7.0,2234199.0,W,ukunhworoddnjwqdndxwanmsyrk,United States of America,1-006-046-7891,,685.0
Zve8741,,,Manitowoc,VA,10.0,Ieykqmlmtqiaxjovdqhokesm,O,252638.0,Mesa,3.0,5.0,1847503.0,M,vekbntlq,United States of America,1-113-873-5730,0.0,664.0
DGI8742,,A,UnitedHealth Group,Alberta,32.0,XSCNHYHSNCNNHSTKWGMINRXMPLDJMUWBALDPJRTUNHZAIOMXWRGQOUK,O,372907.0,Thousand Oaks,2.0,5.0,2809593.0,U,Hueml,United States of America,1-426-021-1454,5.0,425.0
Jsr8743,,,Domtar,ID,91.0,ggacivmdzibelgyewlrwbmwhfvfnusopczmltcfssdrgtqejvavxipuphuamaazg,O,59849.0,London,5.0,7.0,1647811.0,U,YNVHGERLNPNFYQYUPIROWQKA,Canada,1-807-747-7300,2.0,342.0
rgw8744,,B,Zale,New Brunswick,46.0,,O,360417.0,Columbus,5.0,0.0,3454244.0,M,vlwnxoidilgukuxrpkyddm,United States of America,1-136-083-7561,3.0,829.0
Vfs8745,,B,Steelcase,Ontario,55.0,Shnvkdpgqqxvcfshgmvqgphopfnljxonwjanfbsrbemwuobjiqtnkkbefyiwfvjecuyjile,O,100780.0,Lexington,4.0,2.0,66981.0,W,Lcnednsealqecgsgxdddaczcb,United States of America,1-447-474-4758,1.0,841.0
Tua8746,f,o,Travelers Cos.,VT,28.0,Zqcatonfwibmdipgsmjwwdvrkmsic,O,,Ann Arbor,1.0,3.0,1664718.0,U,dqmhvebbyqgrxoa,United States of America,1-040-016-2827,4.0,795.0
OLU8747,,,Windstream,DC,50.0,HIJXARSJBSS,O,160302.0,Tacoma,2.0,10.0,2956944.0,U,sbdnwvxkguvevkoox,United States of America,1-223-807-1417,4.0,
Irb8748,f,P,UGI,AL,32.0,Hnxjwfvikrjeqlyfvpm,O,79693.0,Sioux Falls,0.0,8.0,202849.0,S,Tyrbcxfyvgyedispsvbgqnwczg,United States of America,1-119-946-1179,0.0,374.0
zkc8749,F,,Electronic Arts,AL,93.0,Hlvwojgwmhynwjrzdlatxzrogopjttvfdkepibwybhhqiejsbz,O,218561.0,Virginia Beach,4.0,9.0,106692.0,S,Ecymnygm,United States of America,1-847-936-3645,5.0,359.0
Bjq8750,m,b,Liberty Mutual Insurance Group,MI,1.0,Pvrhmmuhxuppmcc,O,195890.0,Savannah,3.0,8.0,2767324.0,M,ujhapppsrvokegjoacknz,United States of America,1-754-660-6519,4.0,769.0
HCX8751,,,Chevron,KS,73.0,Puunhfkjrwybcnltzaowgugmqnntvpddyiooqxkxinugscvvrgvkhoofgpzsxxxexlagqpbgxnkdry,O,312488.0,Irvine,0.0,8.0,615774.0,M,Aaszdjkk,United States of America,1-051-107-6178,3.0,655.0
NTS8752,,,National Semiconductor,MT,39.0,cvtwimmlzysetfkwrzqohakqbcoyepusitotk,O,100374.0,Austin,4.0,6.0,1891656.0,M,Dvwuwe,United States of America,1-374-556-0777,1.0,
Uez8753,,,Chubb,UT,15.0,Kyvoujdtbzgfmsrjafpuwoqwafptkhgegubmibxjrkmxlinmfjnxihaql,O,271957.0,Anchorage,5.0,5.0,1984498.0,M,xlocjbnhusnnuzacvcq,United States of America,1-549-388-6080,,472.0
