prospect_mddlntl,prospect_frstnm,prospect_g,prospect_ct,prospect_ntwrth,prospect_pstlcd,prospect_gndr,prospect_lstnm,prospect_mrtlstts,prospect_ddrssln1,prospect_nmbrcrs,prospect_nmbrcrdtcrds,prospect_mplr,prospect_nmbrchldrn,prospect_ncm,prospect_crdtrtng,prospect_ddrssln2,prospect_gncd,prospect_phn,prospect_stt,prospect_wnrrntflg,prospect_cntr
,fwsldqhawbkanbtakaxymotoybmj,68.0,Richmond,2432203.0,Eywjuqicgy,F,SOPUPTMEE,M,Tujquohzfjiiayacd,3.0,5.0,DRS Technologies,,148327.0,391.0,YTFGAEDNDFFGTYYRCHQSVIYSLEISDPOCSMJDQYONORWIJQIRMAHB,SOP12111,1-574-952-0150,VA,R,United States of America
,Xsshhyydcovyhfjcgdbpgkhmg,14.0,Plano,2842485.0,CCIRO,F,Mkggnasflhqnggamehpzlmpksnu,M,Kbvbmuxtvonznxoxzyborbdccdzhhyg,1.0,4.0,Bon-Ton Stores,5.0,37769.0,534.0,Xyosbngmatpapxpulvqukquiznncotszuyaaqmyukiwipyaj,Mkg12112,1-631-620-6420,WA,R,United States of America
h,Jswjfuvtkxn,72.0,Knoxville,2546571.0,REVGDCJ,f,Gvybqbjabashoujhptsbxtci,M,Ycwrfailupagsaxqkflkzzahhfhnbjaexzxeycrzbfruvfwndxqkxamighkidtiimszgcanhuxlb,1.0,2.0,Leggett & Platt,5.0,283863.0,617.0,Uqdkkgfyqisczdfm,Gvy12113,1-740-703-9223,WI,R,Canada
,zfmmlbikw,78.0,Macon,3261879.0,Mghfzmkyqia,,SIWBKIGWIHWTWSTIHHWRSLEBWZGPMG,M,Niniscwzedzbavfdxxlcbfsqjnyshxjbxbpcrrozoyuziybotplotjjqygxquffxrwst,2.0,6.0,Brightpoint,4.0,337519.0,328.0,PFTGUGNEWGJSBOKWZIESHEXOOHPTIJXHHXWYBNVKWVALSFWEXOXCONRGWXT,SIW12114,1-206-874-4326,KS,O,United States of America
,DYTWHTKOGHQTBADHAHTMOXDZLJM,3.0,Wichita,322556.0,,,QWGRXNPIBPNEZLEJS,M,,1.0,7.0,CA,4.0,467014.0,833.0,Hoidqfufff,QWG12115,1-735-773-9256,AL,O,United States of America
,Aggptnrqomvxumyptoakwwnupnydbw,12.0,Naperville,1610620.0,Bcsmcx,f,OJMOHJMZTEUPIPKLTIYLSUVHTDXA,S,DQXAQLXWNVIAFHFBQTIWRYUURRQVTCEUOPMFBNKMDRIPZLUSSEBTFGNVBPDTNPIQEMDEZ,2.0,3.0,Alpha Natural Resources,1.0,103375.0,645.0,CKRLWPDOQKWANTHYXJRBROXNHBROTBTJQQSGNEASAYESJONONP,OJM12116,1-137-831-3062,WA,R,United States of America
Q,Bajimiixmcfdvd,10.0,Greensboro,2681291.0,,,Yojlimkemmrjgjcb,M,Rwyfyoxdirokbmbkgailxwtkzznucbequnavehecxljxjzywcckgapatrsjaisockhhx,0.0,3.0,First Data,4.0,247670.0,844.0,IZIDWBJYGZZXCRNKKOSSGI,Yoj12117,1-810-342-0216,IL,O,United States of America
,Mtomqvszngjxkctubdnqbvnlsryq,59.0,Garden Grove,2353329.0,Eqohfirzkin,,HBTCSVCULOI,S,Ieuriiawbijctaotlmuxjlbkjycblgjcmulmmbsliwtrejcrhgfitsdtsybschmirdvzennyjs,5.0,10.0,Liberty Global,2.0,392781.0,671.0,VUCHGDOLQREKMIQPTIDQPWJFUCHWYUCFVEEPRAYWFRABZKXFSJPRLCVANLLQTKBXNRHUVID,HBT12118,1-833-369-1083,FL,R,Canada
,kpcutggicaxfaeleusgrskxfkki,,Provo,2725811.0,nsopzt,f,kiazcuwgfjdaptwp,M,LILVDOROQDSAFQPFCATPAJBTURRBOYVWNMAMZVVJOBURQJQECVBPYEU,1.0,5.0,Cabela's,3.0,480434.0,817.0,qppnmwnzirugpdkktksfqygrnwmzqcqbvfpawglkutlllqrktllwmqkdjaqcoqh,kia12119,1-235-004-5395,AK,R,United States of America
,Tuaniszyamjnxyjomtlblg,9.0,Vallejo,2668471.0,Wuawjup,,Rtvcuxpidpetbqfmptioofoe,W,,2.0,4.0,Pinnacle West Capital,5.0,86199.0,620.0,Hppgsahgdfpmburfrpkpcgebcuuhjslgqefocotlvkbhfpfohnopdvdm,Rtv12120,1-594-896-3131,WI,O,United States of America
T,Nwogfksoxdhmujfas,94.0,Ann Arbor,3682098.0,jsksxbykmn,F,Hplccjueiaolzndujhchg,M,Nnroeipcjis,2.0,2.0,Genzyme,3.0,222806.0,429.0,AINLQOPOQBDVUSHGHSTOTHJPWTDXJFVNMNCGTCPSFUQGLRTDUCXA,Hpl12121,1-995-032-1896,IA,O,United States of America
,Cpspse,4.0,Salt Lake City,3516986.0,Nhodrkdc,M,QZLLFGJ,M,Omszwbebgtxswhdqxcscxqjcxqcrbycuvlimql,3.0,5.0,Urban Outfitters,2.0,244544.0,825.0,GHZBHGXSXFWCYGGGUVYDYXOOFLPFKN,QZL12122,,OH,U,Canada
T,Pemjmxfpwgry,48.0,Fremont,3838476.0,Ldolxuu,M,Otqgcahkkigxxadphaeqbwopq,M,heovrilicrmqcjjkviwupfnxvgijmlpudmimbhktwaeys,3.0,8.0,EMC,1.0,139979.0,640.0,,Otq12123,1-020-568-9790,OK,O,United States of America
E,Vjofrnatqlqvhmlltt,28.0,Sydney,2455264.0,KRWMJRIS,,Nxfpunjuwnyuiwtblcywnrdammuo,U,Lpzttpmfaldbcswvtgwwsyknhhuwvwjjtzdemxfdilbwmp,3.0,7.0,,0.0,346354.0,811.0,Vuakvxpxcneojwhsqdohibjblrbgdkvuydljfwfrnkldhcldiykrpfue,Nxf12124,1-542-921-5852,MT,O,United States of America
k,Ozymyg,,Jacksonville,2182834.0,FAMOKFKU,,ctvmhenfxnjiqwumicvadddk,D,ZODBNFCIMCJQUNNRRSKNL,3.0,2.0,Granite Construction,1.0,206774.0,800.0,bppzrxdsiuthxitrjyveiauwlxnjeonbxahnvjsimpongrxbvietvknfinychomejfuqhvbuecladao,ctv12125,1-935-866-0238,MI,O,United States of America
U,YWZYECKKRBRYLDZJSWHHINHMEIVVQ,72.0,Abilene,,Acouckuguxb,,YPJTNZIBVGBNRQXKESXBHS,W,Gmsftdturfycrrgmaabulgdsvufrybbcigerhtqtobbjldpcphmsdxxkzivvgnldprvpv,5.0,1.0,Spartan Stores,1.0,130172.0,729.0,lrrorgynqspts,YPJ12126,1-811-057-5137,GA,,
,JTZXSW,44.0,Simi Valley,3884284.0,FACVIMNCK,,Bgtbaxdernanksuhvjgyijinbogx,W,mbflrtkpymquafznxbgjfxcbupxit,3.0,0.0,BJ Services,4.0,280226.0,307.0,JJYIWLROYPMRTGPLESNOEGMJQOMCAHLNRRGZWPAFUGOELVLHTCHLKJGK,Bgt12127,1-221-123-3996,KY,O,United States of America
S,Upyxgp,72.0,Waco,2209434.0,,f,Fnhhksdjchymzpbfrmabpz,S,imiblpamudntfltmrnzuesoubfrbcgzqudqrfrvjgmrdtvccsfzjobnqpvlqeqadcwmsixkrwupqrj,2.0,4.0,Mercury General,1.0,63475.0,,Eyvcqrtfyzhhuubshpwoygjiqwtxrtprtwc,Fnh12128,1-197-827-8106,OR,O,United States of America
x,xuqyeg,99.0,Kitchener,2414926.0,Itnktlsi,,Unrhltsdzdslvhptigedpvrrna,M,xubasykvuaktnjyxixdasuvmkgzstqxbnenrgywfsfdnkfthvpxtjokahlmxovxtaceukbcjojoqya,2.0,4.0,Spartan Stores,,311880.0,373.0,vvvpwtdomecekksh,Unr12129,,GA,O,
A,Yamedqcfoqbzjgjcvilwbkxpqa,78.0,Ottawa,2907681.0,Njlxlqgbkk,,WKIIUQE,W,MBKUCKMRSHAWAKDRKKJJCFEL,3.0,3.0,eBay,0.0,315343.0,398.0,,WKI12130,1-401-861-1239,Quebec,,United States of America
,Nfnjokescimrxlrbnmxd,54.0,Dawson City,1291166.0,Hswngvdpqkm,,nwpoalnckawoxgzmhjvq,U,LALVDMCIGKRLCJNNSKMGNBZQWT,5.0,8.0,Smurfit-Stone Container,4.0,259887.0,339.0,OZGQDQDWDVVMPIHVSLLFMEVFVIHPBCRYPCXWPPRLRTLLTHWHCCIQZSLWWXPT,nwp12131,1-381-289-0385,KS,O,United States of America
K,Kdvufqhtndwwwxrwcehljxt,83.0,Ontario,2484005.0,dhkts,f,Rlgsziboovurnzijsypuwqtctx,U,ZHLDHWLDLIWMKPOGMC,3.0,7.0,Owens & Minor,4.0,325001.0,405.0,FLTJGNGJGGWOBUIAUGNWZMYYHHXZWZPDLLENFBHFF,Rlg12132,,RI,O,United States of America
,PTQCHAZIDZGTHHFFIBTUKDQN,6.0,Columbus,2396834.0,qmexomzuidv,m,Zrwgcefvhxvoslalavteyotg,M,,5.0,9.0,Public Storage,5.0,247507.0,816.0,Totcvefgfntvjvvskiegkaiprkuohpskuqxavvfshqhkmxnrooheucyqjghaixlfqyyctkir,Zrw12133,1-260-986-8550,GA,O,United States of America
,Cannbbbnhlgekarehkxp,100.0,Dallas,2652096.0,Xewaxmnqv,,Pphpifnasujipyilvmiewnqimg,M,jsypzxvrctrboqoulhqf,4.0,9.0,Enterprise GP Holdings,3.0,253224.0,476.0,xxddrstexhkkendwxdevckqrfrcsbggbeepizicj,Pph12134,1-434-971-1193,WY,R,United States of America
,Rdpkgummtrpalqewmi,44.0,Santa Clara,1125088.0,XKJVCPO,,aljjpqzsxywqywtljxtsnxpcjhsl,D,OUEBSFLENIAICKFZOFFKLBEOBQTUKXHUQNGJRHIPZWHRXH,0.0,6.0,Mosaic,4.0,177585.0,363.0,Yakzzjaordhdtuvkgcbcwtemhgjznbenyhicqxrrb,alj12135,1-517-900-6192,KY,O,United States of America
b,Csfipnaudtqlwyloaoohlpco,52.0,Springfield,854877.0,Jcsokcqg,,Fyigvkthasqpsftuhv,D,tecbxggwmsdsqzyspozdwopjvvlmalwqvpctmepwxhtsibqsszvoajbtbcyomrhpnncxpwfzda,4.0,6.0,StanCorp Financial,2.0,463742.0,671.0,TQXLNBXSZRR,Fyi12136,1-964-437-1901,TX,O,United States of America
,QVSRTMHBJZHURAEJNLGHRBRDANVG,64.0,Grand Rapids,862001.0,Lwijvbekuy,f,Fkwxmroqaknfifisdimlose,M,Ibnclapsbtlzqcdfowdadzowmdbl,5.0,2.0,Sun Healthcare Group,1.0,164698.0,583.0,Wzgfpgctkpbswojeomeoituhnvzuezzpgevaqdhmwqbhhcs,Fkw12137,1-982-643-5269,WI,O,United States of America
a,Erhwcxvpqtifnrkyil,7.0,Victoria,2588680.0,Zhbrypaqnjt,,TFXJUDHJETFGITJOOHB,W,wbstwxpawktbhnhuzjniarhnctkobgvicouwhybndivcjvofkpfcoobridafbyjr,3.0,9.0,CME Group,3.0,228318.0,300.0,ASJUXUZWVDAJWQSSOFUYCSJTNFBWXXLHIAXXNFVZWSGHADWCGGTNXDDVAGMDTBVRREFLYSSDRQDJXIM,TFX12138,1-420-731-9523,KY,O,United States of America
d,MMCOEZOULPUARYPHAGKZRNOB,71.0,Colorado Springs,1892012.0,Miivmiobnvvb,,Admzfahbpyfe,D,Icjuirjujzxjqsjigdgttftuqlslxnqiptjmwkihjxuniz,3.0,,Illinois Tool Works,0.0,169050.0,474.0,yuhkqedufssqloodwaksukarxgjldglbkmgqtsrpzouxzcvdytmueiwltjstmpsdnhz,Adm12139,1-781-250-1042,AR,O,United States of America
,lmnlqabojqmwuppxipkrgs,47.0,Fort Lauderdale,801567.0,CUBAPC,F,uuokpalmjnk,M,TUWSA,0.0,4.0,Airtran Holdings,3.0,292150.0,538.0,nmhdpsdrkdxxearszwqivisuipoeoliihplgltgcanodepnkgvaibhezwkshdjjp,uuo12140,,Alberta,O,United States of America
,RBYHVLWWVNQUXUCAUMV,88.0,Las Cruces,3287721.0,Ipnmdmyrd,M,sgmonwkhjiyjxut,W,ryisbrsfankaynypwqqfsqhgmsrhignadsjkpnrjwhixwmgchjmedxtyuyggqwzbukqiiabgvnqpi,,4.0,Quest Diagnostics,2.0,151913.0,436.0,,sgm12141,1-842-162-6896,WY,O,United States of America
N,mhkgjtsoewjy,94.0,Livonia,88021.0,Kiagizkscx,,Kjmvfcmwfcnvrnzpz,D,GJELJZFQVFEPLCBFQNPBNMWHPRHYCXACCSQQFLCPVFCDTXROMDWXX,4.0,5.0,Cytec Industries,4.0,364796.0,748.0,cyencmekfwkdnguawqmofxwpwsmznhodyqorptcw,Kjm12142,1-719-706-9782,Prince Edward Island,O,United States of America
t,Hwhshjc,18.0,Lincoln,568032.0,abrytw,,GXGRHDDHZRMXAFV,M,BQSRXXALMRNZXZOQTGNFNADRDTJCAHASLKPGCPSMIP,5.0,6.0,Office Depot,4.0,429821.0,565.0,owcqeiuuknwmvbiqolaciekgtedduawejpabbfwwyalqrgldcopgunrb,GXG12143,1-352-053-7203,MA,O,United States of America
G,PLBHIJRZWDMJXXFNXR,46.0,Erie,2735974.0,Tnjcczcu,,Sdjhfmhrrte,U,JVZFMYFCEAOGQLXKBDFKAVYKORCLUHUUTARTKPJHUOESCOIKREOOUPJANNMDGFPRSSQWSFVHWXB,5.0,10.0,UGI,3.0,449214.0,705.0,HZISPXHPKNVVXQHTIOIUSWNMQNXDV,Sdj12144,1-855-550-0447,KY,O,United States of America
i,Afknmszddbwfv,20.0,San Francisco,696134.0,Dszixjhxodl,f,Lozfphovlbngxpgmusedbftxwy,W,Ezjlxapquuobwpjhxudlaxmqdcnhwfzikcxadjfjebykg,5.0,5.0,Western Digital,4.0,339610.0,380.0,kajumgwpddbfmbhhoinqomiwkevvohyvdqkhiaixdghklvnabvqflqlxixgkundhftpvs,Loz12145,1-137-299-0371,UT,R,Canada
,Jbgaciovowmiyuxxgqik,,Baltimore,88412.0,,,Nacvibuh,S,TCOAVGYGKILXGFMTTUTSQTTRXPLXJFYIDWQDLSKJCSRR,4.0,9.0,Harsco,5.0,237377.0,345.0,Mlaxsxghjyqdkzpiztiluawmhjsuxwjgeebppicinfackuvxbxab,Nac12146,1-427-546-9288,AR,O,Canada
,mdmmdmcidezqevft,,Memphis,1454138.0,uvooegn,,Fqizqub,S,Xjxdsvvicbfkiudleuqymtrwstnkoewiwilccehloojkgrowwofnzhbgpewtrvygxczifqcnkttmd,1.0,5.0,JohnsonDiversey,4.0,475686.0,645.0,Yiipmqqjdulowejiabcxfbfzkyoffetuuossgjpbpxuzqfqxgwlsadoqskjyc,Fqi12147,1-504-699-8459,KS,O,Canada
R,MUPRZFZTJ,,Chattanooga,1428639.0,DTWYTA,F,CRQULGFVWWYLL,M,Upfvayisiskatkdqftnmelcmjnhruhzovdtdqlgaolfplfiftqrvgsgelbgnjbezfmpertye,,8.0,Tenet Healthcare,3.0,191091.0,352.0,Ukdxmzdwpetlnjdwxywsljxlgjqrahrdjylurjvfaqxzilpxublvhrgwzee,CRQ12148,1-388-829-8256,Manitoba,R,United States of America
m,Xcvdmilbavgwdlenhnnenpixwsbfzn,,Raleigh,2304481.0,OENEYJMR,M,Tzcapczg,S,Kvsyvgshrhojzrcmmtfthxvcpbgqdjfwlheetvgnxyisja,3.0,,Expeditors International,3.0,220348.0,567.0,Dgwtixioawyjeduuggeosqznwlqefukddu,Tzc12149,1-141-692-3611,Manitoba,O,United States of America
C,misjd,17.0,Wichita,3893183.0,Drtovw,,Jakckjdqlssxoxwlq,,Jfwogktgwqajtbxclawp,2.0,10.0,National Fuel Gas,1.0,435505.0,313.0,QWFYPVEXIAPXBDGTXAROGSSCVSYOTJRZTGYGRSFKQGCBFUXX,Jak12150,1-026-287-3810,NJ,O,United States of America
,Liyrnvaivujbvxdvgipicm,68.0,Moncton,1607865.0,Enhcrowjricj,,Jgddqrrtqh,U,Wbtxlnbzrxydmwtiaoxvbsroqwxrhlvmmvyrus,1.0,5.0,Weis Markets,4.0,280932.0,807.0,Hllpogngbukgnappsiasdmsiz,Jgd12151,1-306-925-6057,CT,R,United States of America
O,Yorgcobajulmnwgcojl,85.0,Grand Prairie,3414101.0,ONFOVKR,,Dvmagxgsbneupeezkyyrveezndyi,M,Bbqqbqislhjqsnlefidbqzmhsuohyewaicyktfvvayssqe,3.0,0.0,Wendy's/Arby's Group,2.0,327810.0,466.0,ZJHMI,Dvm12152,1-467-400-4081,PA,R,United States of America
f,Srnbvmshsjydkriotpnxqpytbvb,97.0,Burlington,2867011.0,VMFQMJZJLPMX,,PURMKGND,M,ihkpfeisyqseyqeqpzzqwafmuuacdmdpcihjndmiuqcdotkmxqcbwcqxwpfacyisvjvnedduudv,3.0,5.0,BJ Services,3.0,75821.0,647.0,jcnswdcvcgpfuqwggbh,PUR12153,1-050-793-7970,OR,O,United States of America
,Dfnfhypvukx,75.0,North Las Vegas,1645548.0,inmtnx,f,MMJNLOBWTCVUGFIEQLSIDXUPPC,S,coeqohnpsswprjgtc,1.0,9.0,Micron Technology,3.0,119582.0,355.0,Byklrwktjrzuhbqirvqimkwukzqwejufztrqyafjjpofsgrazhk,MMJ12154,1-553-034-5903,NY,,United States of America
,umoziiqjxnspaaqwigunvdwdjalxs,36.0,Idaho Falls,2377996.0,Lfrbtxwbww,,Csgjkfdxlvycytisgr,U,Bhmlzkhfyepryohuttbtphgaopj,3.0,4.0,Itron,2.0,313216.0,706.0,VSBBKQXNBBPZLDEJCWPRBJCBVHPJVEYNWPDDFBFLJTBIZNQRGJNEWGNE,Csg12155,1-817-126-8157,TN,R,United States of America
,Olhdivjpyntfb,41.0,Torrance,3125159.0,zwcmgftpwp,,Cvjmidriunvhuckwzjkiymhi,U,Wodhvxprhsgjgbqosdmggyzlbmqvkrjoqjfrm,2.0,0.0,Ryder System,5.0,424113.0,443.0,Korcrbvjzbprgbsoeuputcmipyabavfb,Cvj12156,1-003-471-9749,WA,O,Canada
,Xlrpfbmrponfelilvo,89.0,Tacoma,826741.0,Ullofphqslxv,f,Lnkoagqvyljozddseqsgusrefsavj,M,ZNULWVLNFO,,1.0,Amerco,4.0,417431.0,700.0,Dsnbhcmxwbhnlsndpgguahtnmtzvalucxm,Lnk12157,1-248-716-8827,MO,O,United States of America
d,Mtkiijsdltkznaxirtgsgbzlnv,22.0,Kitchener,3128957.0,xerqwv,f,UAMPYMRXP,,JMRXJMUCIXKRYGPSPRYAHCIXQVSETQSWXV,5.0,8.0,Genworth Financial,0.0,378283.0,512.0,Fmbxyllyhrgviwpqeuk,UAM12158,1-819-424-5965,DC,R,United States of America
C,skajprkijifuvpud,95.0,Mobile,,JUZVHUUPS,,ctrtbllrsiwyfoct,M,Zbjdu,3.0,5.0,Volt Information Sciences,0.0,13373.0,697.0,XOKRHSOVRAJ,ctr12159,1-620-431-4668,NH,O,United States of America
,Xqkidxgtlsunyrmwqroyfq,95.0,Hull,3061874.0,arkqi,,FGJISLMADJBKDAOCKJBBVGGBQ,D,Usorswanlvbzhwvbyypsxubpjuyfuuxamduzldemyqvwdiyxurfajn,5.0,5.0,Hub Group,3.0,359390.0,692.0,Jcxrtjajtwjtfynkdxnwudcjqmgkxmyhgkayvznsgcuqimawnipiuhmmrkfldregmypea,FGJ12160,1-498-800-0740,VA,U,United States of America
,ywbzctehbjdkpznagzngro,70.0,Tallahassee,1707138.0,QQJRD,m,EBPNAARLUEHEVZRQZPALMTXBYBR,S,Gdkkxiyajatcmhynzwtotioivxgdghulmnvltmxzxbumsn,,7.0,Synnex,1.0,448200.0,581.0,Idrqvyupbhcca,EBP12161,1-574-121-9163,NY,O,United States of America
C,Qyqmzkcbxbtjakuhyacrxvs,81.0,Livonia,2725590.0,tentrjenu,,MOCFZMUHHUFYVDRORXJP,U,yzjplejdfwqykfphfiqzph,4.0,1.0,Newmont Mining,3.0,41787.0,606.0,Nnddoofgdphpvscpencgyhjsoomukdsltthpgsavpppprkyhfcsjjssbjlnynm,MOC12162,1-349-832-1674,MD,O,Canada
T,lrkskdrrgooifbeknwbmlrorafdta,99.0,Charleston,3664671.0,OWVHDBE,m,Bfirjfaqqcbgizxtst,S,pmuwuooabafgcepvcbgmbugdcsjicrcaglgtwwkcfgyiiixhszxgplncycopp,2.0,6.0,Broadridge Financial Solutions,0.0,439628.0,841.0,ZWXIZVDPUPQUTCLONMLCRQSIMFAPZQFQHSGLBCCIJOMZINEANVVTQBHEWCOIKTRDAVRRQIZD,Bfi12163,1-831-173-9794,British Columbia,O,United States of America
l,Ppehjjvhqjnw,14.0,Oklahoma City,2954390.0,Ynsybjq,,ifdhtgxwoqzgkxfol,S,Hiqolqluiojobsqaroekwhexlcsaikjen,1.0,3.0,Loews,1.0,226497.0,345.0,Yuptngmeracfowbohkliclnznwnhzilwsmcqbqsxh,ifd12164,1-767-162-5204,Saskatchewan,O,United States of America
,Fmhgyrayswlxzpnegzsialrxyduwqk,61.0,Fargo,3320686.0,PENOAYNTHF,,Ppoemyefhptnejk,U,Nsndsqlowngymflrhekijhagqlcaideexpfuwjfworjwsphqtcwfvztgldwnubkbqlayhspmsw,4.0,7.0,Westlake Chemical,1.0,419362.0,815.0,BMZQFXZOAJPHOENEZSGIKSIMQPFWMZHOOXEFOLBRATUTOJICHYEQVPSLNENFJWTKSAO,Ppo12165,1-034-435-7817,DC,,United States of America
W,cshtilyzpzpekubhqquyfrls,4.0,Lewiston,2510644.0,JJVUEU,a,VAWCQMJXCSDHUVWBBOOTKRFXVUAS,W,LZSXEVILCFEWIEHYMTSZNOWUCQNFRTEGVWZLXDTGVPDYRFKGT,0.0,4.0,Knight,0.0,,493.0,gxyumxnkwuibmdrtwjewhifci,VAW12166,1-759-853-2502,ID,,United States of America
J,qckenlsjbkmgakrbtznfpyk,36.0,Shreveport,3385082.0,Xexjvzbyb,N,jfkewzzqgyhcdlei,M,Tyuxsdjjq,5.0,10.0,Sanmina-SCI,5.0,392174.0,410.0,,jfk12167,1-524-581-5528,IA,O,Canada
P,EZDKMI,,Mount Pearl,1044167.0,EVCSEQQUXXV,,Ypbgnxwhrxuykxubqegtybcjimtzt,S,zlsigcjflipmscvafggqwovzvuwuheoauablpjweztvuwekdpaqtiihdsayaiamtvjudcdpzuqvixnox,3.0,9.0,Pfizer,0.0,398086.0,654.0,Hhdzbhwmslgazssxrwczw,Ypb12168,1-814-294-4284,MD,O,United States of America
J,Pcrhxl,74.0,Paterson,2053401.0,xavkogot,F,Pwgxpxykcthe,,OFZEHFGTDJTINBABQDCCXMGSRJWNIMNAFJQR,4.0,1.0,NVR,3.0,140074.0,313.0,PRHPBPUWRJOJNZUIJAHIFQJAUSGAHAKWLBLQRBYUORDUWX,Pwg12169,1-788-442-1263,AK,O,United States of America
,rtffajogswdfc,48.0,Springfield,3998395.0,Mhfhofccvjdc,M,mjlobyzbiwxh,M,Dxxynkofkmubvtskilhgpovkzhonvkbzhjyoounflhgvpplpnfgju,0.0,6.0,Flowers Foods,1.0,260257.0,450.0,aagihwrgfwvousuvi,mjl12170,1-305-155-2326,NH,O,United States of America
F,magwhqxtfhmsgbaqnwcwbt,100.0,Chicago,687154.0,KKSYJWAGHYPN,M,rijuqqgbzmhuxxkcqmbjuf,D,WXFDRJLRSDZZVTCKZSMILJDWUWFWTIHSYXHASWEAWSGLXLRFSAEAAISVHNLTZII,1.0,9.0,Hershey,0.0,4449.0,530.0,idmqslvcnjbmegedccjgnfxwlnyvwfqbzezkafuripcmfbppayhfoldiv,rij12171,1-008-071-9759,ND,,United States of America
,Skqzrarkig,74.0,Amarillo,3197576.0,Jarogruldykl,f,givizdhwwqnmjqxlzfqqef,M,,3.0,10.0,IDT,3.0,467856.0,320.0,jprbsjjaktwixklbmeqeghxuzqfbxeeswqjrx,giv12172,1-138-504-2450,ME,O,United States of America
,Dyvro,,Halifax,1726254.0,Mrrbdrm,,jjihudptniukmmkklhku,W,Cbhvtzihlhhxuodtycpjokvjxepotpvfmjywzqgbbrkpjccxuvpz,0.0,9.0,Amerigroup,5.0,,341.0,Ihywijpjsdfkgribztbpdwapycjjcmcmflhwzbuhqtsvsssvtwsua,jji12173,1-729-923-1333,UT,O,United States of America
U,Nvnbsmfdvoeynhcmkn,59.0,Garland,1486212.0,CBLOFJSLQ,f,JIQZTXBOXWQACMFBP,M,pwafzfusqmkp,5.0,1.0,GMAC,4.0,19579.0,677.0,Peuzxr,JIQ12174,1-639-229-2818,IN,O,United States of America
q,Klpspdbhhulvjxnrzuoliq,99.0,Las Vegas,1602219.0,Lljdjwdanok,,hvbkfqczdsegufwaoiblafm,M,Facgfqrimtxgaimgzftjwbdupagpnkucvkcyblslnfaicwysgbi,1.0,8.0,PHH,3.0,245205.0,308.0,Giaickadqpdymbrikzaxindfzucqhitrjxwfklwrxbukkwhtspmpxnluxutpvuupidtocflblooe,hvb12175,1-767-093-3943,OH,O,United States of America
R,caaapzatnvht,86.0,Hampton,122043.0,JOAUYJRTQ,m,AFLAPPWIIVHFWTMLSUVVXBB,W,Gkkeijkckxmaztfyetmpxgbljxdmkiexbaqcmptsmngxyadlv,2.0,,Sally Beauty Holdings,0.0,,634.0,Ympcexoszedbqnkkaichxlvqxpcrkqfdrpwxjocevxaoyfwdeoenjagjjuzqlcdgihvyjuymfqjd,AFL12176,1-810-988-8153,Prince Edward Island,O,United States of America
,ZHMPPDAWSX,89.0,Tampa,440671.0,Jomsgjwfiibu,,VMAFOHAOVKLPT,W,,1.0,3.0,Pulte Homes,0.0,40659.0,777.0,UBRMKFDLLKNLI,VMA12177,1-769-486-5691,British Columbia,O,United States of America
,aeihbwxaivxbbyqtjkrvsntxzk,84.0,Bakersfield,442887.0,Eespef,f,filbmxgj,D,sooolxmqjjoijzimatpxvyjtgugalgmysrpregsglpogx,1.0,6.0,General Electric,2.0,154901.0,626.0,Cpsfksimfsthxyhfx,fil12178,1-496-917-2301,Nova Scotia,U,United States of America
,Nwgsjo,10.0,Santa Clarita,904205.0,arenym,M,Gecltzvfbecbfyo,D,Rhrsoyabwqayzhjlakejpen,5.0,5.0,Emcor Group,0.0,,568.0,WKEEKBNGLIXY,Gec12179,1-445-362-4479,AK,O,United States of America
H,HJJDVDQFODVXASRGQQGTSRZ,6.0,Idaho Falls,1492878.0,Zqvffkesckz,M,ECWJKSOKRTMNLNBJDW,S,oqwhbccthiuesjgxzhhdzvvmncljwponorgfyddeajguzqt,2.0,10.0,Southern,3.0,193974.0,759.0,,ECW12180,1-658-301-5633,AZ,O,United States of America
,hrcpzbusuvaodmqsd,,Casper,,,f,Hepfionkosnqkgtp,M,TZDSGNHMCREONHXBSSLIEKJUTHVSCYUSQCORXKBEQYTPHRESMGQQEAILGICYOQZRDNPDJNGZMPFMG,3.0,0.0,Sonoco Products,4.0,201912.0,411.0,,Hep12181,1-569-944-9830,PA,U,United States of America
w,YHXTQBOVLIQMMKQICX,38.0,New Haven,258320.0,qbymve,M,IDIMUSSZUIAKREUOJFEXWV,U,Mqkommzbprwjijnrnnjweawvvpmdcvmzaqgzbgcmj,1.0,8.0,Chesapeake Energy,2.0,166582.0,420.0,,IDI12182,1-787-301-7176,WY,U,United States of America
M,Agfgexnznvupehkfsjgcqaga,96.0,Sherbrooke,156148.0,Dykmqxb,,eljfbvjqn,M,oromxfqrulgjgjppdiqltovanbpuwdazykcrfinprttof,0.0,9.0,National Fuel Gas,,483696.0,811.0,,elj12183,1-605-496-0661,OH,O,United States of America
P,shzol,18.0,Edmonton,3787797.0,gfhrm,m,Jwfnhxtrreunqznhaeliwbeylucdb,M,NMIVNMQA,2.0,8.0,,,466472.0,779.0,Bxldunjctcqqnvemgvvzajnaeznhwugxvpoesalyscxbwgrtg,Jwf12184,1-175-541-6752,NV,O,United States of America
