AgID,OwORFl,LaNa,Ci,CreRa,Inc,MiInit,Empl,Ph,A,Cou,AddLi1,NumChi,PosC,NumCreCar,Sta,NuC,MaSt,NeWor
ibu6935,O,ibumulqhjfgkvwmzkahrl,Regina,705.0,426663.0,,,1-709-075-5444,40.0,United States of America,Kgvpftqzegfypehjvcaaifjkcsafwckgplcesivkcslmsvpelioednqesqmg,5.0,iccydguq,8.0,Manitoba,4.0,D,2725331.0
wmb6936,O,wmbujwgdrpdykwywregv,McAllen,491.0,207234.0,,Graphic Packaging Holding,1-905-890-4507,78.0,United States of America,,2.0,Evhtlzm,4.0,British Columbia,5.0,S,1773937.0
sig6937,O,sigpltlftdfsxoqiidmaia,Albuquerque,629.0,30262.0,B,Stryker,1-202-781-1303,20.0,United States of America,zessysflngoosm,4.0,dbelrq,9.0,AZ,1.0,S,231977.0
Ffo6938,U,Ffotyosnltilpvqhwlmpzfxmxzkuup,Mount Pearl,396.0,135432.0,,Delphi,1-800-502-7867,81.0,United States of America,Xoyfgezgjhvuh,,Jzezbououwy,0.0,NM,2.0,M,104885.0
qdk6939,R,qdkcioen,Knoxville,594.0,50974.0,P,Alliance One International,1-720-920-1278,66.0,United States of America,Vbtjadvyquqnyu,3.0,Tvqczvnoeqf,9.0,SC,4.0,W,3577724.0
EPZ6940,R,EPZCLNXHRWYVVRZSGTXVDBRFEXPW,Anchorage,672.0,140634.0,,,1-760-702-5584,38.0,United States of America,Ydzxrvkyobxdcsylngkhssqflcxzorbwwhppgccxhpyuncbkkkuqplvvnyosutoi,1.0,zhnubawic,1.0,CA,3.0,U,2184591.0
xxo6941,O,xxodswi,Saint John,535.0,370316.0,,MetroPCS Communications,1-709-819-1298,90.0,Canada,KCOPBXSPPSKMXPEDSOIYIJADWKPZVQGEOSIOGDQMGOLOMQNJBKTYL,3.0,Gfzvazejhvhn,9.0,OR,5.0,S,1962593.0
fdy6942,O,fdylypqu,Warwick,781.0,467005.0,,Teleflex,1-056-039-3730,28.0,United States of America,Nsotszovv,2.0,Dfllaw,0.0,NY,0.0,M,1030333.0
Qxm6943,R,Qxmkodmihnx,Missoula,748.0,48073.0,T,,1-293-117-7154,47.0,United States of America,Znzrzslbjuxmecsqrjaecwca,2.0,tdsgeasymk,3.0,OK,5.0,D,48753.0
Fqu6944,R,Fquwvledmzzydbvpztdyhwozf,Virginia Beach,411.0,416969.0,,HealthSpring,1-598-278-0540,,United States of America,Unktgjpegantuojqovpkbosvfeafmrmwyyuwatqvlxllmxnugftxcfvgvqzavfemqtp,5.0,Rzekr,7.0,KY,2.0,S,1984848.0
Pov6945,O,Povrhdxjot,Bellevue,652.0,208983.0,,Bon-Ton Stores,1-506-741-1577,7.0,United States of America,Bwgwxttqafxrcxqbleihnqgxmmpbtpovkjzvpsnbkox,5.0,Yaowupo,7.0,FL,2.0,S,3575457.0
Rkc6946,O,Rkcbjmtxuydlvtjfsjjb,Fullerton,387.0,113821.0,,NiSource,1-915-331-1211,38.0,Canada,Jokxpokiyoksxvotvcamwwoxklysiwltlnwislpyussmgidbqcerovocrkdbwozsmdkn,0.0,bphqrcaqa,,Prince Edward Island,4.0,D,482607.0
CUM6947,O,CUMGMJHWRVTHWXUCQPBSKNFY,Raleigh,814.0,16092.0,h,SLM,1-890-202-3481,67.0,United States of America,LWHWXUWKQCQJKQYUDCHH,4.0,SFKDSN,7.0,MO,3.0,M,1250442.0
Qwv6948,O,Qwveupufjexvoxvvq,Iqaluit,420.0,467894.0,,Hartford Financial Services,1-005-025-9080,91.0,United States of America,xbgbwfrmosnankhjwoccfvspgyrwecsvvhyzjbmvzsphrnbbycteylkg,4.0,Bkixhydml,5.0,Manitoba,1.0,U,323239.0
WTC6949,R,WTCZNEWY,Provo,473.0,72175.0,,Abbott Laboratories,,61.0,United States of America,Nubbadlahygenvxcmxrzomzwvepbxmknclfreuadnyp,4.0,ncalcet,0.0,AK,4.0,D,2406897.0
XJA6950,O,XJANJJWMOXTRKQGBIATTXJSGQSADD,Irving,578.0,463101.0,,Fannie Mae,1-993-952-9487,77.0,United States of America,cvoiwfmyrcqvvugnslaufjdvlhlqtmd,5.0,Cwmlbghbeexo,7.0,HI,2.0,M,3323503.0
Vws6951,,Vwsesrcuq,Regina,527.0,418312.0,G,Spectra Energy,1-725-763-2596,93.0,United States of America,Vbmfkrqyljfhfydbesqpgixirwertd,3.0,Ifstorwqgm,2.0,VT,2.0,M,3765194.0
MCH6952,O,MCHBKDPDMMFNVJDOH,Frederick,421.0,198966.0,k,Constellation Brands,1-599-882-3984,0.0,United States of America,Uzhadvrvpbnldcbrsigppyhph,4.0,qawibeer,5.0,MI,4.0,M,2638366.0
KNU6953,O,KNUOAHFQQZRGNRFPDHMBGMRXATWB,Cheyenne,599.0,348927.0,,R.R. Donnelley & Sons,1-230-706-4091,55.0,United States of America,ESPAJWBOPZWULUMJJUCSNVBRMVMIYFAGIUHRWNBYINSWQEJVMVQHQESXFXWWDWVIGQRQEWWOIOPGIMW,2.0,Mmhtwqe,4.0,OR,4.0,D,1943684.0
PKT6954,O,PKTMBTXNOLXAHGLXLG,Erie,,,,Whirlpool,1-707-812-1204,31.0,United States of America,,2.0,WCZLVDAVQRWY,6.0,NM,4.0,U,2442101.0
Tyg6955,,Tyglsbtarlgwkpuhjqozjvmgt,Lowell,657.0,250157.0,,IMS Health,1-488-748-5480,79.0,United States of America,Mggrmetapcogrmlkostucqgauktlfkgtccwiglifzhhidekziuuhtvqkgbdnnma,,bgfgpbgmnp,0.0,WV,4.0,M,1816420.0
Yic6956,O,Yiciqcdwfbg,Cincinnati,470.0,173334.0,C,ITT,1-083-383-1536,23.0,United States of America,Ctspizhrdgwizhlssbjgqlbfuykjxtbjzddnullaljwxqbdcmqmfnzdmkp,2.0,IVVWOIALN,9.0,AR,5.0,S,1226867.0
jsh6957,R,jshiijookcu,Frederick,830.0,,,CF Industries Holdings,1-122-521-5702,50.0,United States of America,RFBZCIQVLEWQVKOLUDDJUQDCQVVKSUTFFHCHTMCBJMCTIZW,5.0,Tubbvfe,10.0,Quebec,3.0,M,1069873.0
xdi6958,O,xdiijlthefgsovhkznlsikale,Regina,412.0,111806.0,Q,Wendy's/Arby's Group,1-241-100-3660,45.0,United States of America,ihcmhscizgztacmmqpteebunhfyacaqniyqn,2.0,Ztjbhv,1.0,DE,0.0,U,216260.0
Wqt6959,,Wqttlsigln,El Monte,685.0,393259.0,,Atmos Energy,1-540-350-6821,100.0,United States of America,Epxxtiuotbiqki,2.0,Msnnk,1.0,VA,2.0,S,2090349.0
Ifg6960,O,Ifgmwkkk,El Monte,500.0,115686.0,,Darden Restaurants,1-878-884-2107,52.0,,,3.0,Fqogspfa,0.0,British Columbia,5.0,W,3320253.0
Khw6961,O,Khwqttrxxrcpuqjcgrurgkjvpfrud,Philadelphia,784.0,347602.0,R,FMC Technologies,1-818-359-3551,87.0,United States of America,Gepoyiwkidcvnevkh,5.0,okzwqqqs,10.0,ME,3.0,U,3512378.0
Msf6962,R,Msfsmwkll,Sacramento,737.0,7364.0,T,Darden Restaurants,1-066-127-7407,81.0,United States of America,Wmberltkyonwgsotrnjguodqlretp,2.0,Btnfxdt,3.0,WV,1.0,,905135.0
Sdf6963,R,Sdfzadlgbnynhqla,New Haven,380.0,482695.0,,Enbridge Energy Partners,1-719-427-8295,59.0,United States of America,Ipnbwmaghaqzfahayjqtcwelflxkssnnpegehmvgajqxmeg,2.0,Xkodqacrxmy,4.0,DE,5.0,M,1941058.0
bmo6964,O,bmodl,Bismarck,497.0,200858.0,,Molex,,26.0,Canada,WFQOPASGVZDARAGHARKWPSBEGLCQXBQRXLIJSXUTCWN,2.0,Uwawrvvnjes,1.0,NH,4.0,,3530821.0
Afx6965,O,Afxzqxklaukbikjvzddw,Mesquite,631.0,129419.0,T,Kimberly-Clark,1-771-905-8662,86.0,United States of America,zrvkdxgccxixyruxbqhdejgzwxolfmvctfmuhjbvjdevcipbxtnwq,0.0,Ximvhe,,SC,,W,3166731.0
MCJ6966,O,MCJZOKLZLNEELCCXXOISSVM,Rapid City,360.0,480171.0,g,,1-808-443-8807,80.0,United States of America,zjsfssyoiiqmnxvhhgbpbnkkmsobaqqsjebb,0.0,Isrgyyegrmvj,8.0,IN,1.0,,735551.0
Ued6967,O,Uedzxvpjjyxrfuipui,Waterbury,797.0,361126.0,W,O'Reilly Automotive,1-301-223-0913,6.0,United States of America,,0.0,Slcfsyk,,Nova Scotia,0.0,S,3099840.0
Gfl6968,O,Gfljkegzwrlshwthzaljitwlosma,Tucson,558.0,148738.0,r,Western Digital,1-243-045-9443,21.0,United States of America,xckjyvuvescgowgigkxzwcsziujfuchhsmjjzvwbheynutckjfukj,0.0,Zkquwqn,3.0,Ontario,2.0,M,2463515.0
eio6969,O,eiodtzihrsawtwpqfrtgxgn,Iqaluit,483.0,240269.0,,Holly,1-590-027-0463,89.0,United States of America,Osuzhtfpbzydmoqjozkxbphimdupiixwhxpwtwxjnw,2.0,xjrnrfnkm,1.0,Manitoba,5.0,M,1998903.0
pgz6970,U,pgzpljrfugqkdjd,Rancho Cucamonga,321.0,77744.0,,Omnicare,1-704-940-1413,2.0,United States of America,repahtdemfnkuqwrmnvuyvjnje,0.0,qvtpccrdbkum,1.0,OR,5.0,M,3337367.0
Lim6971,O,Limvopkicxeesbozkkwco,Madison,674.0,380806.0,W,Trinity Industries,1-525-706-7328,76.0,United States of America,wsobxmwghpdpuuzhmitbhy,4.0,Xxbrds,1.0,WV,0.0,M,385153.0
Hqu6972,O,Hquncbnxqevcmwbrtcbfa,San Jose,414.0,16594.0,,A.O. Smith,1-997-726-5442,6.0,United States of America,Jqfczsotmcizgcioygfkfpbxfdybmsxxswsodudgmajrwqrwacylutyubxuk,4.0,mqbtwajh,4.0,KS,2.0,D,1521867.0
PEL6973,O,PELCKSTSYCEFVMEEYYHWVGQMNKPG,Missoula,792.0,215085.0,,H&R Block,1-747-879-7670,100.0,United States of America,Nytycthicjmvbgbeti,4.0,fgmduawedoo,5.0,SD,4.0,S,3933455.0
Etv6974,O,Etvjnddkvls,Sioux Falls,393.0,,z,Boyd Gaming,1-647-185-1074,88.0,United States of America,Cnydimamxqikwphwpouwmjfuhoo,4.0,Atrspfwphh,7.0,AL,1.0,W,1786928.0
grs6975,R,grstvtspfjgeyy,Jersey City,488.0,455911.0,J,Amphenol,1-049-612-1725,64.0,United States of America,zbvozmqsmznunxzzvclgewjwfadplxbjkmbkwll,3.0,Uqqxgwockv,3.0,British Columbia,1.0,S,3885193.0
QDJ6976,O,QDJJGMMRBTBUPWDVYZKVSVCFVGK,Regina,779.0,179667.0,E,Newell Rubbermaid,1-448-409-6488,2.0,United States of America,Xeghnulewomunilgrbnaeoyoecsflqnwsvevfcqmoonzpcbpepupavibsqwmtdvvbtzltbosixhst,0.0,Amqklxvnw,9.0,AK,0.0,D,1949055.0
fxr6977,O,fxrjstqsbmivk,Little Rock,535.0,379492.0,,Apple,,33.0,United States of America,Axfugkgckxwnoulpyopyefkkdvqrqcemlo,5.0,Rkdubr,2.0,IA,3.0,M,3044238.0
tgx6978,O,tgxelzcunqhjkfexz,St. Louis,,50397.0,,Schering-Plough,1-437-601-0276,74.0,United States of America,rauqdgwcpihjxnpfollvbuzz,3.0,NAWPFLVED,6.0,NH,0.0,D,627763.0
Voz6979,O,Vozhiktyskbkhxrnpxrl,Amarillo,711.0,144461.0,J,BMC Software,1-850-179-1401,18.0,United States of America,wekwhmmagniwobhvjjniyvfcxiamwkveuepqycblsqghzvmnddtxvugywyhofruku,5.0,ZBFNL,8.0,OH,,M,1059497.0
Gpf6980,O,Gpfobqylo,Montpelier,418.0,98283.0,C,EMC,1-067-484-0148,64.0,United States of America,xwmpqhrmgwagwrvhezthmadfadguaxudnejsrz,0.0,Qgpkm,10.0,IA,5.0,,3914203.0
Erf6981,O,Erfckockjieazndijcxuvjxzoxqm,Pittsburgh,327.0,114500.0,,Crown Holdings,1-500-201-6152,60.0,United States of America,XGIKPPWIKJUZLUKGDNGNDLQHCWKWSD,0.0,wdhdjkchan,5.0,AZ,2.0,U,442154.0
Ven6982,O,Venplkcjiprjualymqrerkozp,Miami,664.0,494208.0,,Applied Materials,1-253-033-2778,18.0,United States of America,Ltynhetacefjpuradmelnymksfaufvblvmvmpluopypjuojinjr,2.0,Hndjjakre,10.0,Manitoba,3.0,S,2122983.0
Csn6983,U,Csntwxlefckdcqqsdytq,El Paso,381.0,455509.0,,Gannett,1-083-021-4078,56.0,Canada,Hgxvxbcqgpwtraopqihbpnuspczvgudqjfvfnnagikxbkwgsmlznwtjpwaygehlmrqcnqjhb,5.0,tjrlipmx,9.0,IL,4.0,W,2165682.0
Qnn6984,R,Qnnfwabnbeofvjddtqtehgua,Grand Rapids,565.0,267209.0,K,Eastman Kodak,1-933-328-5639,41.0,United States of America,sadgoayeztogbjaolxpfowsjpyln,2.0,Mccpxchphy,7.0,NJ,3.0,M,1823977.0
nco6985,R,ncokpdoklwgelmv,Boise,674.0,340024.0,W,Philip Morris International,1-154-868-7042,88.0,United States of America,uwzckvpyxayysdxsxskypoiopojcxhwfbpwxywkbix,2.0,jalrj,8.0,NC,4.0,U,2792287.0
Mbt6986,R,Mbtpewrbrfjfjfswndajargg,Wichita,468.0,271646.0,U,Legg Mason,1-070-541-6890,12.0,United States of America,SOONHPRFFQYTRFPSIZXGEWCKDUOXSJYDOMIVDMLDBHBCRBZAWBJCEPD,5.0,ENCIBTXQZAT,,AR,0.0,M,2023087.0
OAC6987,R,OACGZBEONANEQFD,Durham,380.0,101452.0,r,,1-346-453-0825,17.0,United States of America,ZAOMGYVEYKTGADZDFJMYARYVUCXUYSPNNGHJVTJLSWSRFPLNKVMVHGLOIFHFLSGLHHTJCBSDM,4.0,PRAWIMBQEM,0.0,NY,0.0,M,2685685.0
Cfm6988,O,Cfmjelduilmwhoxjvj,Livonia,433.0,61247.0,h,Hubbell,,14.0,United States of America,,2.0,,10.0,Quebec,5.0,U,2042413.0
Eqd6989,O,Eqdkuh,New York,732.0,474501.0,Z,Bank of America Corp.,1-881-361-8012,23.0,United States of America,Qvwzdpfpdoanzywptkqqjcwjvgmfsnwpwcimapssbbrwxiryblbnqlbmchdsvhwlwsyzwcomhgocixn,2.0,Aphclsvb,,MI,4.0,M,2135228.0
EUV6990,O,EUVMOIMXDYOKOWJJP,Virginia Beach,749.0,147074.0,x,Men's Wearhouse,1-219-464-8008,6.0,United States of America,yychnqwztkhlxdpoafgvnlgjzhkovumhapzshbkkejqwrmwzuheuphglhefrtt,0.0,gwpwfnsb,9.0,AL,3.0,M,1175276.0
Vmw6991,O,Vmwkeotoccx,Fort Wayne,599.0,144854.0,Q,Torchmark,1-173-248-5827,98.0,Canada,LAXFWIIGMOZVWEHQMUZTDSJRKERNOIDHDGHXZWLOIWEUOKBU,4.0,xmpjktcp,5.0,ME,4.0,M,
Cvm6992,O,Cvmajmhk,Denver,346.0,452589.0,N,Expeditors International,1-251-564-0591,85.0,United States of America,WBJOXMXRPNAVLWMHTVCC,2.0,Cxiuqvgg,,WV,1.0,U,1414595.0
Dti6993,O,Dtiyr,Overland Park,560.0,221841.0,,Total System Services,1-278-015-4196,5.0,Canada,nagrjtwvggbbrryliznztffnertfkkght,4.0,Inlrwu,9.0,WV,,U,2027905.0
Sre6994,U,Sreujv,Edmonton,710.0,251649.0,,Pulte Homes,1-453-144-2924,16.0,United States of America,jcwbvdudhjdspukwxxutznvo,,OPOUDJGJV,9.0,MS,4.0,M,2988464.0
Loe6995,O,Loeincdcgdyt,Flint,730.0,20403.0,,Eastman Chemical,1-485-935-8876,76.0,United States of America,Ayavdbxsaxgxyiqsjcjgqjadugmpiydnbgffbdfygqtkrjsuwsit,0.0,Lxjhn,10.0,NC,5.0,D,557165.0
Ovo6996,U,Ovorfggxan,Charleston,523.0,387880.0,t,Convergys,1-587-682-4506,18.0,United States of America,Vmjjxuzgrnklspjgzvcksdotijgjnslzmnytpeuaiujkymjydfswmyis,4.0,Bfxxfgggpxib,0.0,IN,0.0,M,3073221.0
oyi6997,R,oyiaybjupdzfbpcuex,Philadelphia,555.0,411056.0,K,Perot Systems,1-653-535-5551,37.0,United States of America,Vmeiosvgsldtsozxyhyolejfoxrqojpfdixkqgirmplqobakyggscbyqqrclwmbllwxhwsjekodbrl,5.0,rxpyxhro,8.0,MT,1.0,M,2572593.0
qpb6998,O,qpbvcurihbeeiyttaw,Boise,478.0,,,Fiserv,1-880-186-7924,59.0,United States of America,Nnqxkiplsginixjzfirtuaiwmuraksaenhjzuvcmerlpgkzzvhrmmujdkjgtxvlqvaqejjksdaonr,4.0,Wbxjtfvbah,4.0,Prince Edward Island,,M,3295125.0
FZC6999,O,FZCIYAWPWJSWPVAVBGRQ,Frederick,491.0,,x,Lender Processing Services,1-529-566-7690,64.0,United States of America,AARMTQAQTHIQVBFU,0.0,Ykvltbaeni,8.0,New Brunswick,2.0,U,3961429.0
cbb7000,,cbbtcxvdclwddzgqc,Paterson,462.0,224337.0,W,Oracle,1-625-672-1557,61.0,United States of America,Sxxlmttanzlhvxikgiruzpsbwriqrvcwguzgjguflgudvbkyakgnjnhnytcqujlklrpn,5.0,Nwdmq,7.0,NV,4.0,M,106917.0
Afw7001,U,Afwwloxdzamnfvvfkmm,Ontario,524.0,14671.0,V,Sonoco Products,1-243-718-0464,88.0,Canada,,2.0,Xwqdk,3.0,HI,0.0,U,1840762.0
fnw7002,R,fnwfvphcebxvzevjxqidcunecsfu,Corona,665.0,124093.0,L,AMR,1-661-726-1271,87.0,United States of America,BWONMTBUHHMEFHJERHQWKODKWADLJTXRQDPIDLEIHWNUXAHSDHWBKUZLTQFBGQ,5.0,Mnntmchia,1.0,VT,5.0,M,
Ojo7003,O,Ojoifvkxxfdgky,Edmonton,312.0,475839.0,,DTE Energy,1-235-454-1647,90.0,Canada,Plhsomjfbpubikjaoqerfxfoqkcgwdusgiablvjkxazzigwnhsym,2.0,DJGIX,1.0,CO,4.0,M,2386448.0
Cjl7004,O,Cjlwheulncowfutquskiu,Memphis,690.0,159890.0,A,Atlas America,1-982-682-1879,10.0,Canada,QXZPGLMDSZRHIVHTYJQYYTYBXMAURJCYEYHNYOSQQGPMXZAKUJCCRUNCLSXICKZOGXVQYLNYES,5.0,bibtrjp,7.0,SD,3.0,U,56741.0
byl7005,O,bylhghkqernxhlilcfecymb,Salt Lake City,503.0,267362.0,T,Hovnanian Enterprises,1-595-739-9187,51.0,United States of America,Biixcqkyhlegqkvczwibvhatadjshoofqlhefumgvrnnkwrjbvzuimpevfofirq,5.0,Menaltnsiv,6.0,KS,3.0,D,3637782.0
Vgj7006,R,Vgjqwfsqjqbgrcjiowcbxliusuli,Mount Pearl,402.0,41973.0,i,Mirant,1-513-398-3857,41.0,,Scjayjwvvtrn,3.0,Hdshv,8.0,IA,4.0,S,1067958.0
abr7007,O,abrmszgbpvdihsotjl,Rockford,415.0,233854.0,,H.J. Heinz,1-004-707-0708,0.0,,Stjkhysjbqryepcrpbivrlkptvoywvhymlqrntojrrxldrcfrufqwvjikqaefbjctkvougfwuqgcufxz,4.0,HETFULY,10.0,CO,4.0,M,
AQV7008,U,AQVXGDYQEVKEBSBPRGSYOJSFGR,Whitehorse,512.0,479955.0,U,KBR,1-240-180-4983,94.0,,Oiqlrrfryhidkmsrfxxjbwzi,4.0,Kbxisswtnxf,2.0,CO,,U,1022582.0
Cqw7009,O,Cqwanvntnwwlqqpqaspqmbld,Regina,679.0,404736.0,W,American Express,1-769-157-3801,9.0,United States of America,wvmmbvgsvsfyltqdmzetqsjtubomrlmxsoisgnidlwfbxqwlvyxzt,3.0,VVKLVUSEU,9.0,British Columbia,4.0,M,2592831.0
HLF7010,O,HLFEG,Louisville,838.0,24399.0,T,Hewlett-Packard,1-595-820-8335,31.0,United States of America,Qxyrtmxdsahuhxqvsndg,3.0,Ofosivbitqn,,SD,0.0,U,1112131.0
Bnr7011,O,Bnrjcosimexlvqxyklfjbopk,San Bernardino,376.0,482100.0,,Scholastic,1-562-939-1788,1.0,Canada,Onrwaqobxoxbnk,3.0,utdsdsg,4.0,IL,3.0,,3718588.0
TAC7012,O,TACBYNKWIFUIBIMO,Sunnyvale,591.0,344807.0,D,Delta Air Lines,1-808-493-7184,66.0,United States of America,Jqkhtfqxurqxslztnrgxdulbtrntfflo,0.0,iszotohli,10.0,AL,0.0,S,2011117.0
TZE7013,O,TZEMZNHVVGUTOYD,Rockford,385.0,147226.0,x,Stryker,1-136-051-9083,43.0,United States of America,XRQGWZSWXDVWTDMNZNZMBASZUYOKSMFTYLVQNMQSITUEJUVOPXIKWMSZBWAKFZCKUHMNGRAFI,0.0,btofklzzak,9.0,SC,5.0,U,1513187.0
Glo7014,O,Gloglydorgjfta,Fargo,477.0,142114.0,v,Pride International,1-793-665-0397,92.0,United States of America,ccoemttxwlxhyrdbkeknnmhniife,2.0,SFRMDYJ,5.0,MI,3.0,U,949386.0
Ijt7015,R,Ijtoee,Providence,506.0,188356.0,,J.M. Smucker,1-170-593-8432,98.0,United States of America,Zclrgjhzeugrifkwqmfaanla,5.0,Nhlgdxedbpme,0.0,Nova Scotia,3.0,W,3470844.0
NUU7016,O,NUUHT,Eugene,456.0,219871.0,P,L-3 Communications,1-712-672-3620,41.0,United States of America,ispiowuftszumlfnrzqzrrzjshtbhmmtyo,2.0,jjvatl,7.0,AR,2.0,S,1076377.0
Sie7017,O,Sievevhhxrxsuxcaalwigmqc,Missoula,733.0,338513.0,S,FPL Group,1-509-245-8672,43.0,United States of America,Idraupdohglddjqagkpujpbfnynqyihzhbydgkfccnxoyaselqomdwukqv,5.0,Pxnpjy,3.0,ND,2.0,U,3596579.0
Kvg7018,,Kvgarlqmsxllbdbrdinzbrkveikwq,Laredo,581.0,332469.0,B,MGM Mirage,1-076-165-7343,46.0,,kcboujdymorcwyfpjclizc,4.0,YBDSLXBNJ,3.0,ME,5.0,M,3322084.0
Arc7019,O,Arckdqt,Pembroke Pines,591.0,181344.0,,Monsanto,1-182-462-7767,58.0,United States of America,Fnagwohay,2.0,pqkzbpr,4.0,Quebec,4.0,W,3270577.0
QYG7020,O,QYGYHNYKOZFWOEMWVRICX,Sherbrooke,614.0,366762.0,,Wells Fargo,1-353-462-6466,56.0,United States of America,mufbpmquxrodopczxrlybfxnprzqeuktiwjchemjldreseqzkcazh,2.0,Kxvfoesvd,6.0,NE,2.0,S,39932.0
KII7021,O,KIIIPWBWRTTDAUXSWQFDOEHWMZ,Arlington,333.0,52738.0,,Annaly Capital Management,1-733-227-8926,98.0,United States of America,Lowmsdwvreyvlmabgtlaontaiigaz,1.0,AWDXIC,3.0,ME,1.0,,1241610.0
DOP7022,O,DOPYERNWYQPTRO,Victoria,371.0,5969.0,,Lennox International,1-011-471-2533,75.0,United States of America,Sfakklflsrerafqafeolxhdmxbwuykwhieyuoozebjoqfdosycspftyeojlirqobkwmdwscjlr,4.0,Ibllvheq,3.0,KY,4.0,S,
Pre7023,O,Preodeazsqndldmjjzz,Saint John,451.0,306043.0,,Terex,1-087-465-0332,54.0,United States of America,Drokseksuukrmxovxsavuvcdaknzmuwqhim,3.0,,3.0,TN,0.0,M,1795283.0
gyt7024,U,gytqdjwefzpckcopbgjp,Laredo,674.0,240804.0,,CVS Caremark,,45.0,United States of America,,3.0,vcnrim,4.0,TN,3.0,D,2810603.0
uaa7025,O,uaabup,McAllen,587.0,159548.0,g,Kindred Healthcare,1-630-266-2908,65.0,United States of America,Awdzwtutpppsevrbtcicecdcffnqhxbbesarabqyrroemmxtxyzbulatbkakeytj,2.0,Jqfiwtpgz,9.0,ID,1.0,M,3361751.0
Gjm7026,R,Gjmlclh,Escondido,487.0,151751.0,S,Walt Disney,1-684-445-7138,45.0,United States of America,YLQENFLNIGQZSM,3.0,SPFFBNS,10.0,NV,3.0,W,171742.0
qyq7027,O,qyqvxaa,Allentown,758.0,186696.0,,Sanmina-SCI,1-801-406-5241,50.0,United States of America,Wpxornadxxivuwp,,qkffektow,9.0,Alberta,2.0,U,3145101.0
PUK7028,O,PUKJI,Oklahoma City,334.0,155814.0,T,Burlington Northern Santa Fe,1-589-146-5300,84.0,United States of America,Bjufegrgiossahyjqhzrrctycawqysyozgncigdgbdntuv,4.0,Flnfff,1.0,KS,2.0,U,2733522.0
wga7029,U,wgazw,Columbia,775.0,370956.0,t,Macy's,1-400-028-9246,28.0,Canada,qlgogqlqjbgaonwkglginpbmdgiqcgfgaq,5.0,Ektjrxyla,8.0,UT,3.0,M,837561.0
EEJ7030,R,EEJCCEXKGDDJHCQJPHGUNLONIHIM,Long Beach,572.0,327838.0,o,FMC Technologies,1-728-772-4171,92.0,United States of America,lqaxhruqexchtsjoyqasnyxtv,3.0,Ttnzx,8.0,MD,,S,3501076.0
Cnk7031,O,Cnkyjfathldmdlsdsnxovbv,McAllen,613.0,126204.0,s,,1-844-058-0461,86.0,United States of America,ehigmkiuqoiqmfryfzfgefojeicqghisjzpsko,2.0,,,British Columbia,3.0,W,982399.0
WON7032,R,WONWFASSHXXSSEESIXGSNKU,Bellevue,541.0,469448.0,A,Idearc,1-357-553-7820,3.0,United States of America,BORIVVMBNAKTNJXUCBNEFQUUPDTGGFTOIRLCQDSFTMCYPIJ,5.0,tjokrjfa,7.0,MN,1.0,M,3623625.0
mlv7033,U,mlvtgnezbqa,Syracuse,697.0,244561.0,,Time Warner,1-767-274-3926,53.0,United States of America,DTFGDVY,2.0,eizenp,8.0,Saskatchewan,1.0,M,791579.0
VKG7034,R,VKGTDHRBSZYBBSBWGSFSJ,Cedar Rapids,536.0,278963.0,,Precision Castparts,1-840-473-7262,27.0,United States of America,WTNQUPTSGVSFRIAHVGQB,,EYMSGAPCSH,1.0,AZ,0.0,U,3111741.0
jte7035,O,jteziadhsmfvtsjwrwkn,Philadelphia,660.0,200033.0,,Aleris International,1-470-334-5965,41.0,United States of America,ykivtdeaqbfblrkgiabuagulhkkykhahzxe,4.0,Hdzmbywahe,1.0,SD,1.0,M,1951875.0
Tsn7036,O,Tsnksxywsrohwolfmej,Anchorage,600.0,463746.0,y,Eastman Chemical,1-350-963-6182,62.0,United States of America,Ykyjfgvnogtiuwivdzgohjlorgopkcagowvujdtyrkfqutmgnwzescqeqjvnohaccyliwbcijksuifi,3.0,BRKINTERSGW,10.0,TN,0.0,M,418452.0
Uut7037,O,Uutpgou,Albuquerque,490.0,235957.0,,Aventine Renewable Energy,1-953-788-4141,75.0,United States of America,Ljevegdyqyenunqbvkmkyxopgwkigmyohxvnwmhdtj,1.0,Mtrpybzoshzv,2.0,Ontario,4.0,M,2065926.0
MHM7038,O,MHMRPAFKTSQMNNSOQOVAVMIP,Corona,511.0,335883.0,J,Molina Healthcare,1-107-305-0685,13.0,United States of America,Frgswakaavdtdkefdbbwmpdpiuvtsmhnzpfwmcqeoekvmmqyh,4.0,,8.0,VT,3.0,M,156965.0
Aif7039,O,Aifcgxbdltdpktemmobmppa,Tempe,,187904.0,b,Enersys,1-344-153-4745,58.0,United States of America,Irilys,5.0,OAURSRE,10.0,KY,3.0,,354455.0
JKJ7040,O,JKJZPYKEKRRBVNZEXT,El Monte,638.0,436025.0,,,1-340-167-6004,89.0,United States of America,Hmbehikgyvlvrkwdjlmkhdspvbscpianljjmitkq,5.0,Dnkchfngrkf,5.0,WY,3.0,,2824689.0
gwl7041,R,gwljbbccdppum,Santa Fe,,478549.0,n,NRG Energy,1-456-552-6537,30.0,United States of America,Ljrbyjcifuita,5.0,Fausssffe,8.0,DE,4.0,S,43333.0
