prospect_gncd,prospect_nmbrcrdtcrds,prospect_nmbrcrs,prospect_stt,prospect_frstnm,prospect_g,prospect_phn,prospect_ncm,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
SRA12449,7.0,1.0,WA,Mtshhxqbtgsubcszafjphueiz,50.0,1-350-932-7991,285226.0,4.0,M,377.0,O,Nacco Industries,978388.0
Lav12450,0.0,1.0,AZ,Jzlmcyetmejrxodzrffv,63.0,1-951-004-2363,90545.0,0.0,M,749.0,O,Occidental Petroleum,2730068.0
Hbp12451,1.0,0.0,UT,yglxudbgbbnjcctz,69.0,1-414-817-0783,483667.0,,W,662.0,R,Hudson City Bancorp,2866093.0
ujh12452,9.0,5.0,ND,Qwnpujgfjnqafmtnoar,1.0,1-530-716-1092,162969.0,5.0,U,364.0,R,Ford Motor,210992.0
ZOP12453,6.0,3.0,MS,OTJDPSKKSEYLWBWJCJPHR,68.0,1-684-783-1718,175356.0,1.0,M,679.0,O,URS,3000419.0
Uwv12454,5.0,0.0,NE,zavcsxxwdehgoohrzgunbbar,75.0,1-587-072-6671,400852.0,4.0,M,627.0,O,LSI,1221300.0
Rza12455,0.0,2.0,WV,Oxxglnuyvkwzjqfnyqnenjuvltv,93.0,1-600-489-1136,183441.0,2.0,W,304.0,O,BlackRock,2257345.0
hof12456,9.0,0.0,British Columbia,Exwjtuwihsixyx,,1-018-092-7488,278772.0,5.0,,740.0,O,Berkshire Hathaway,3123600.0
Vms12457,9.0,,MN,tchujapeopqhlcoacpzm,60.0,1-318-776-3976,,,M,781.0,O,PepsiCo,840391.0
Svu12458,7.0,3.0,Nova Scotia,XVWPMXFLL,65.0,1-706-298-3116,499389.0,1.0,M,365.0,O,,1073099.0
TVP12459,9.0,1.0,CA,Dvgkpsahqc,74.0,,188605.0,3.0,D,780.0,O,Goldman Sachs Group,1546917.0
Que12460,6.0,1.0,IL,Hescngoapvzbtkdawwclzqexqdfa,65.0,1-735-498-8002,1992.0,4.0,D,739.0,R,,
gai12461,5.0,5.0,MN,JJUBVKKGJ,80.0,1-729-885-9852,310718.0,3.0,M,357.0,U,,3988446.0
Fof12462,4.0,4.0,WA,YGXCNKSMZVMTILWOHG,92.0,1-835-029-2381,121122.0,3.0,U,667.0,O,Estee Lauder,931589.0
Kbl12463,7.0,2.0,MS,KDDWACDWJKYKUWFMHO,22.0,1-025-065-3754,66785.0,2.0,D,463.0,U,Washington Post,1187661.0
fev12464,10.0,0.0,MD,ZDEHMKB,88.0,1-289-896-1616,222723.0,1.0,U,740.0,R,Dynegy,
HID12465,9.0,1.0,AZ,Vustbs,52.0,1-708-291-6763,475452.0,2.0,S,412.0,O,Westar Energy,429737.0
WOX12466,9.0,0.0,Quebec,edqhg,87.0,1-025-157-7366,146946.0,0.0,M,,R,Land O'Lakes,
lue12467,6.0,2.0,AR,ngwqkgeszf,72.0,1-639-992-8031,407106.0,,M,584.0,R,Air Products & Chemicals,98587.0
LXZ12468,,0.0,Saskatchewan,Htcskqxtlybumlaijymgn,83.0,1-917-192-5144,328470.0,0.0,S,586.0,R,Centene,2322018.0
Sje12469,10.0,5.0,MA,Tnatblkjnwogoluvj,93.0,1-125-856-3374,128628.0,4.0,M,398.0,O,Exxon Mobil,338648.0
Nsz12470,5.0,3.0,FL,yrqqa,87.0,1-941-723-6142,261883.0,0.0,U,690.0,O,Viacom,1868366.0
MCW12471,,5.0,MN,gvvigjyfbfvihjoxwsrwoid,56.0,1-183-598-6427,95440.0,4.0,M,,O,Perrigo,139799.0
dzf12472,10.0,4.0,VT,Nxudabaqafpacrym,26.0,1-071-101-2775,327567.0,2.0,M,388.0,O,Simon Property Group,3607501.0
ags12473,1.0,3.0,NM,Usglcgclvgadgeojisr,17.0,1-514-775-4721,356713.0,0.0,M,540.0,O,Watson Wyatt Worldwide,1464723.0
Zlp12474,1.0,3.0,WA,Bveuwoujeobgvuxcxlep,54.0,1-033-750-0396,493437.0,2.0,D,768.0,O,Pepsi Bottling,370946.0
Pud12475,5.0,3.0,Ontario,Mdqoryk,20.0,1-443-497-6190,439177.0,2.0,U,324.0,R,Laclede Group,1829102.0
LCV12476,10.0,0.0,TN,qfjuqvfdrl,80.0,1-032-939-2484,277333.0,3.0,U,656.0,R,Core-Mark Holding,561809.0
ucu12477,1.0,1.0,FL,INEUOROYBPYQ,34.0,1-286-135-0732,437002.0,5.0,M,610.0,O,Bucyrus International,3649216.0
peq12478,5.0,4.0,SC,Zqysibylwbrmsvq,16.0,1-966-480-5000,417551.0,3.0,U,492.0,O,Chiquita Brands International,369200.0
gaa12479,7.0,,TX,Kxvdwdmnnrqernwhbbojsclqwch,23.0,1-205-512-3286,75928.0,2.0,U,664.0,O,Dr Pepper Snapple Group,1649206.0
Ers12480,4.0,2.0,UT,JZRXGSPBLP,6.0,1-966-642-0939,161520.0,0.0,U,588.0,O,SanDisk,3901306.0
rci12481,3.0,5.0,TX,oqgjwpemnolcllzabwqfufnvj,58.0,1-316-212-7377,96642.0,2.0,S,419.0,O,Neiman Marcus,931513.0
Cdt12482,1.0,2.0,AZ,tyronprgdzerz,44.0,1-354-234-9076,20571.0,0.0,D,789.0,U,Service Corp. International,1236486.0
MRU12483,3.0,0.0,WY,Vnuglk,86.0,1-770-002-1030,269449.0,2.0,W,662.0,O,VeraSun Energy,3642785.0
Uum12484,5.0,,DC,hcafzuyan,60.0,1-384-437-5360,2632.0,2.0,S,634.0,O,Darden Restaurants,
Btw12485,1.0,1.0,LA,Yguooyfxbmpofqnwuqcl,32.0,1-946-623-6684,308506.0,1.0,M,568.0,R,Brinker International,1742482.0
pjm12486,2.0,2.0,MT,Busqpochpnifkk,24.0,1-537-928-2858,141012.0,3.0,M,422.0,R,World Fuel Services,2484247.0
Wpk12487,7.0,1.0,VT,hfetj,66.0,1-179-589-7338,206064.0,3.0,U,704.0,O,Sealed Air,1667821.0
Ddk12488,5.0,3.0,SC,Aiecpws,84.0,1-496-718-2293,269407.0,3.0,M,416.0,O,Commercial Metals,912280.0
Luy12489,8.0,3.0,WY,aejmnqqxvqniexhyxacaseewr,53.0,1-376-175-5949,142996.0,3.0,M,395.0,R,Boeing,3202439.0
Krc12490,3.0,0.0,New Brunswick,ZZJVFBRWOUD,71.0,1-984-709-9305,187614.0,4.0,,730.0,R,Southwest Airlines,1256308.0
UQO12491,7.0,3.0,MN,lswqcysuaskozzajkvxdwcjst,48.0,1-167-779-7493,54669.0,0.0,U,428.0,O,Sally Beauty Holdings,929428.0
OMX12492,8.0,,UT,HBCDCBAUNDQYGDRP,71.0,1-536-441-0318,293903.0,2.0,M,676.0,O,Herman Miller,2860591.0
ZVW12493,10.0,4.0,PA,Onzwbcrhtvfmi,61.0,1-786-900-5172,119959.0,0.0,S,549.0,O,Western Union,1121081.0
Ojd12494,,2.0,NE,Vntbhivevqftrodclsesktyenhs,37.0,1-915-312-9932,443612.0,0.0,M,486.0,O,Liberty Media,1983203.0
Gvn12495,6.0,0.0,AK,FCUJRBZZYUUGBTHRRPSXGMBXIVWVMJ,28.0,1-528-401-7907,405101.0,4.0,U,569.0,O,Kinetic Concepts,805316.0
KHD12496,6.0,0.0,ME,Xderkeikq,51.0,1-637-398-4100,97526.0,1.0,S,616.0,O,WellCare Health Plans,2277805.0
fxn12497,8.0,4.0,KY,IBNMEVHQMCJVTSHVVQDVTGSZFIWJ,21.0,1-364-905-2502,253381.0,1.0,W,667.0,U,US Airways Group,1591558.0
tps12498,9.0,5.0,TX,TWWUWQ,20.0,1-084-466-8021,473646.0,4.0,S,624.0,O,Xcel Energy,1534910.0
Qru12499,3.0,1.0,LA,altrutnsnbitxyb,78.0,1-869-444-4321,405616.0,4.0,S,327.0,,OGE Energy,750335.0
xzv12500,4.0,3.0,HI,Grvwxjxpkhpt,11.0,1-462-864-8065,117435.0,0.0,S,692.0,R,Terra Industries,
CGX12501,7.0,,NM,Xhrkj,36.0,1-847-010-4297,330036.0,,S,799.0,R,Freddie Mac,2995650.0
Xmv12502,8.0,5.0,Manitoba,Ulfoojljexmdgfldvfsxuax,25.0,1-953-535-2061,465971.0,2.0,M,,R,,3211155.0
RAJ12503,2.0,1.0,Newfoundland,Mjifsrejtjpvvjtp,6.0,1-873-670-0117,,4.0,U,566.0,O,Psychiatric Solutions,1733226.0
Pxp12504,9.0,5.0,FL,YGTPLWRQBIP,81.0,1-229-066-6443,44127.0,1.0,S,449.0,O,AT&T,1845664.0
Eau12505,8.0,5.0,MS,lxhpzbqukngsih,77.0,1-067-005-2129,499967.0,4.0,M,796.0,R,Cytec Industries,2019272.0
fdn12506,10.0,5.0,MA,Bucrffnuktgqxrdupcjoeo,72.0,1-902-690-7751,267267.0,4.0,M,810.0,O,CSX,2763821.0
Tja12507,2.0,3.0,MD,ymhfilc,92.0,1-606-793-9726,75246.0,2.0,S,559.0,U,Penn National Gaming,673099.0
Gre12508,9.0,4.0,ME,Kjfwjdlelhyunfztixiwtgolmyemu,48.0,1-133-102-7371,491781.0,2.0,S,349.0,R,,2859607.0
cni12509,7.0,4.0,OK,Bpzaukbiedksnviggvpangrfti,93.0,1-105-353-9323,417524.0,1.0,,571.0,O,Arch Coal,699330.0
ujj12510,1.0,1.0,OH,Wiuhijb,37.0,1-247-295-5648,213338.0,1.0,M,,O,Ingles Markets,1520421.0
wau12511,8.0,0.0,OK,sghjvwddtldwnyvwhhmps,80.0,1-733-142-4779,38473.0,2.0,M,313.0,R,Tellabs,3157974.0
Ngs12512,2.0,3.0,RI,HCGLRFNQEO,38.0,1-387-391-1016,140233.0,0.0,M,788.0,R,Northwestern Mutual,1710452.0
bln12513,4.0,2.0,AR,Cssnjroitfqelzbqepnkgzgxn,53.0,1-743-285-0172,411764.0,,S,696.0,U,Arkansas Best,3650044.0
wgc12514,,1.0,DC,Rckycmyobmqw,,1-511-447-9313,62825.0,1.0,M,326.0,O,Brown Shoe,1699252.0
Bbw12515,10.0,0.0,CO,CSYLBNPKDA,34.0,1-380-042-5144,61501.0,0.0,M,786.0,R,Nucor,1220738.0
Lsq12516,0.0,2.0,IA,Kzsmfn,93.0,1-418-063-0769,174483.0,2.0,D,511.0,U,Torchmark,227602.0
bwc12517,8.0,5.0,AR,Vlgmiqw,13.0,1-986-530-8223,421990.0,3.0,S,458.0,U,SunTrust Banks,1570909.0
Fbn12518,6.0,4.0,CA,Nvgxycg,13.0,1-554-524-4186,255851.0,4.0,D,628.0,U,Leap Wireless International,3261890.0
Qme12519,10.0,0.0,IA,Uzmpbwrkgwzxjacgsgyixio,27.0,1-534-259-6548,331338.0,1.0,D,804.0,O,R.H. Donnelley,2617995.0
wqv12520,3.0,1.0,SC,ekkglhetg,80.0,1-370-627-7212,481496.0,,W,737.0,R,Penn National Gaming,2050516.0
ACV12521,8.0,3.0,ND,Enngwcmjmcajowsh,30.0,1-431-788-7495,96414.0,1.0,U,600.0,O,Regal-Beloit,1397858.0
Xaz12522,4.0,3.0,OK,Kjwvxnaoqscfnlgv,72.0,1-348-674-6627,470266.0,0.0,M,594.0,U,BE Aerospace,3898741.0
Slh12523,6.0,4.0,OH,ajnhzf,39.0,1-733-936-7500,280395.0,2.0,M,365.0,R,Vishay Intertechnology,225847.0
jnr12524,6.0,4.0,OH,LWSCBC,4.0,,42303.0,1.0,M,,R,Toll Brothers,2391953.0
qvj12525,8.0,3.0,ND,tkscqdzumsulsbfouyuogrehssb,93.0,1-140-017-6437,431228.0,3.0,M,798.0,R,,
Dik12526,3.0,4.0,NH,WPRHFMYAY,1.0,1-193-080-0972,353645.0,3.0,M,819.0,R,Coca-Cola Enterprises,230782.0
Ape12527,2.0,5.0,CO,NAMCEVBHQU,40.0,1-093-258-5951,19317.0,5.0,D,839.0,O,Regis,390480.0
Xgb12528,7.0,3.0,Ontario,Acrdwfosbcxsvcqgfjdqobanchqba,1.0,1-179-235-5487,61455.0,,M,510.0,,Pantry,1101594.0
kvh12529,6.0,0.0,TN,wiifyi,98.0,1-575-385-0737,114896.0,1.0,M,671.0,R,Warnaco Group,
kku12530,4.0,5.0,ID,ettqkwypepxnrxcxpvjiaobvrepfmr,79.0,1-010-111-4374,473766.0,0.0,W,364.0,U,American Financial Group,934296.0
OPK12531,1.0,5.0,Saskatchewan,qhqgogpxwqrrqpbtp,81.0,1-575-206-4660,34056.0,1.0,M,318.0,U,Sally Beauty Holdings,3637162.0
Szp12532,6.0,4.0,FL,oekftqcgplqaiist,6.0,,90972.0,4.0,U,580.0,O,TECO Energy,3030586.0
Mad12533,1.0,5.0,Prince Edward Island,KRLFDLWFTPTFWH,33.0,1-297-818-5943,448288.0,4.0,U,434.0,O,Supervalu,1093828.0
Krb12534,6.0,0.0,NV,bssloslvh,96.0,1-803-488-9986,75260.0,3.0,U,379.0,O,Walt Disney,2796235.0
KOZ12535,8.0,1.0,MO,WXALRCPWMCDOFTLNUMWB,41.0,1-272-099-8070,341909.0,1.0,M,431.0,O,DST Systems,2003365.0
CRK12536,9.0,3.0,MN,QRONSXM,93.0,,456108.0,2.0,M,691.0,U,AmerisourceBergen,2700893.0
Svm12537,0.0,0.0,TX,Fiuyxpvsyqqtsysxghvucptl,46.0,1-550-948-9043,229737.0,2.0,S,449.0,O,Comerica,33134.0
Ooc12538,5.0,3.0,MA,rqinaxiqiqpqapxwy,80.0,1-614-303-6724,,3.0,,698.0,O,Entergy,3868119.0
hdt12539,8.0,3.0,DE,hwokrkfeecyrowcsejuoyeeczxyg,61.0,1-131-405-0281,349506.0,5.0,D,484.0,O,Saks,2723792.0
Boi12540,6.0,4.0,MO,xzhdfixpdznhgdawkucpa,27.0,1-364-181-6394,207655.0,2.0,U,596.0,,Tenet Healthcare,3635105.0
WYW12541,8.0,2.0,WI,Patdcxdoghlu,23.0,1-965-202-5922,17267.0,0.0,U,577.0,R,Leggett & Platt,717095.0
Esa12542,8.0,4.0,CO,REOPYMVTZLXAAMVYEZMR,56.0,1-687-760-7376,288427.0,4.0,,690.0,O,Noble Energy,2084525.0
dpl12543,1.0,1.0,Saskatchewan,Xvmhjpz,89.0,1-368-745-6799,121824.0,,U,599.0,O,ITT,2698363.0
BHM12544,0.0,3.0,KS,IVWFFHKTCEQJJAFSXR,63.0,1-872-473-8530,293039.0,0.0,M,316.0,O,Raymond James Financial,3529434.0
jku12545,5.0,3.0,Saskatchewan,OJVJMUCN,27.0,1-337-320-2588,23229.0,4.0,U,320.0,O,Forest Laboratories,2779987.0
YKB12546,10.0,5.0,TN,bfpgezxuciobssmivuhxwsxtmkoech,59.0,1-704-546-5417,115051.0,2.0,M,456.0,U,Penn National Gaming,2096946.0
Ice12547,3.0,3.0,British Columbia,driaknhbxetxzhggsgejtvt,,1-328-196-0974,64989.0,0.0,U,481.0,O,PPG Industries,2188192.0
fuw12548,,4.0,AR,vgrwayhpfttwpnisytrrvrifxjp,84.0,1-270-805-4632,262418.0,2.0,U,582.0,O,A.O. Smith,680319.0
Ogp12549,1.0,2.0,AR,Pyxld,30.0,1-280-816-4805,136172.0,3.0,M,453.0,R,3M,1344062.0
eok12550,4.0,2.0,CA,wowqtzcmzzdbdlneqfumliuivcs,17.0,1-982-768-5694,240764.0,5.0,,646.0,O,Harman International Ind.,
Rrb12551,,,New Brunswick,iievncaieoseubbcvxebh,20.0,1-103-192-7830,173889.0,5.0,M,651.0,O,National Life Group,3689334.0
ODX12552,2.0,5.0,OR,XSHOHCAQI,76.0,1-685-975-7924,237431.0,5.0,M,333.0,O,HealthSpring,663420.0
yqg12553,10.0,5.0,KY,rhdgbyucwigux,43.0,1-387-567-9830,222483.0,1.0,U,510.0,O,Raymond James Financial,3645026.0
Rzg12554,5.0,0.0,Quebec,osekjdeuefubsfehbdkemaqbmvu,69.0,1-587-845-4139,363575.0,2.0,M,492.0,O,Buckeye GP Holdings,637399.0
Kxu12555,5.0,1.0,Quebec,Dsddsegoncudplxqszkwbj,64.0,1-860-969-3607,,0.0,M,453.0,O,VWR Funding,3744513.0
mkg12556,1.0,1.0,AZ,aqfyujpklqpzogipmuwnqtnvdxcy,83.0,,196206.0,3.0,M,484.0,R,Allegheny Energy,3848272.0
fuc12557,9.0,5.0,OR,ughgzmwhjmetmyfb,41.0,1-933-345-2566,116233.0,1.0,M,413.0,O,Sunrise Senior Living,922728.0
Ocg12558,1.0,5.0,WY,jibttziwzdiqf,68.0,1-467-921-5407,267953.0,3.0,M,471.0,O,Leggett & Platt,3841021.0
Fen12559,6.0,1.0,Prince Edward Island,WXGIHA,34.0,1-961-606-6959,393024.0,3.0,M,792.0,R,General Dynamics,238188.0
Cjv12560,9.0,3.0,PA,Fnbxrycutmgoaqytitfrswck,45.0,1-935-868-1362,194321.0,2.0,M,541.0,R,New York Life Insurance,884907.0
xmz12561,0.0,3.0,MD,Kfxuvcuuninovjgya,87.0,1-677-758-5460,443012.0,4.0,M,765.0,O,Cognizant Technology Solutions,1215255.0
Oky12562,4.0,4.0,Manitoba,Rzmxltpiaikuvxpqadbepydja,13.0,1-339-420-0168,6750.0,3.0,D,822.0,O,Constellation Brands,3256683.0
Ink12563,9.0,5.0,OK,zdxrdogpd,30.0,1-069-509-5793,173849.0,4.0,M,519.0,U,PepsiCo,3497183.0
Lhu12564,9.0,0.0,Quebec,Rroswqaolekqdhzkwlpaclbrphqok,54.0,1-616-110-0392,220663.0,,U,675.0,O,Landstar System,1940279.0
UPF12565,4.0,1.0,Saskatchewan,ardtghle,7.0,1-171-308-3721,333897.0,4.0,U,526.0,,Con-way,1334267.0
Vpi12566,0.0,5.0,NJ,uqoesaaifbwkwyv,69.0,1-781-083-5004,495261.0,2.0,U,580.0,O,Realogy,1283474.0
mks12567,7.0,1.0,Nova Scotia,DVONPWYYIDOMZOIMFCRDUPA,35.0,1-260-948-6361,435356.0,0.0,U,,O,Coventry Health Care,3171044.0
Gmk12568,1.0,4.0,CT,skuipvctigcmc,97.0,1-711-403-7256,37181.0,3.0,M,434.0,R,Mattel,2738348.0
pwy12569,10.0,1.0,MD,PQSBGUBPE,3.0,1-856-013-3004,493106.0,2.0,M,639.0,,AMR,2910703.0
Srq12570,1.0,5.0,AK,Demwzwrgcrctksqbigijkn,58.0,1-709-196-2778,351010.0,1.0,M,561.0,O,United Rentals,890057.0
zdu12571,,1.0,DC,kpttaspoqcwqhxx,24.0,1-638-443-1241,85203.0,1.0,M,,R,Best Buy,2767971.0
Wor12572,7.0,1.0,Prince Edward Island,Vgjuuulymlctpblkzghindnjys,34.0,,229137.0,1.0,W,541.0,O,Del Monte Foods,2522336.0
ZDH12573,7.0,0.0,ID,Ruffpuwxa,67.0,1-856-225-9774,200050.0,5.0,W,,O,American Express,3187303.0
Hcv12574,10.0,0.0,AR,lzgwrzdqabwkvoiejrhvdmsxz,79.0,1-601-381-6725,457321.0,2.0,U,605.0,R,Solutia,1559844.0
Lsl12575,9.0,1.0,AZ,Skczdxjckfkxgpwzdedxp,74.0,1-441-614-1929,190888.0,4.0,S,825.0,O,American Financial Group,3192558.0
CXQ12576,4.0,2.0,NJ,Dfnoeermninmbatbsnipyf,3.0,1-191-529-0727,474457.0,1.0,M,694.0,R,Kinetic Concepts,1048198.0
Ckq12577,5.0,3.0,OH,OUKJUKLTWAWXKWXKGRCWXGCW,81.0,1-098-201-7686,459802.0,3.0,S,459.0,O,Fidelity National Financial,1234705.0
LUB12578,8.0,,AK,Rtihbcc,4.0,1-986-127-4826,67361.0,3.0,M,663.0,O,Integrys Energy Group,3425721.0
Gls12579,4.0,3.0,NC,HJMRRTCBDLXVGAVERQSFD,33.0,1-836-919-5452,101866.0,5.0,S,690.0,O,Affinia Group Intermediate,2306517.0
Ucd12580,5.0,3.0,VA,YALFFLGZFH,49.0,1-808-977-5202,208048.0,0.0,U,526.0,O,Unisys,3615643.0
Ydx12581,4.0,5.0,British Columbia,EXULUBBPTT,82.0,1-984-443-7171,251378.0,,,515.0,O,Lear,1669939.0
Oji12582,6.0,2.0,FL,HJVSWFCNTBZBWNFYOXFBAWWJCRBL,,1-724-782-2985,108855.0,2.0,D,,U,Cablevision Systems,3237041.0
BLG12583,6.0,1.0,AR,tnibkwth,62.0,1-700-741-9921,357919.0,5.0,S,337.0,R,Schering-Plough,2961346.0
srv12584,6.0,5.0,PA,Ftiqiwwmov,100.0,1-422-378-0147,329957.0,3.0,M,470.0,U,Consolidated Edison,477384.0
fhh12585,4.0,0.0,ME,Xwueuezanbsaevtrvi,79.0,1-437-033-1468,412329.0,5.0,M,711.0,O,Jones Lang LaSalle,742273.0
lud12586,4.0,3.0,ME,CJBDHCHKH,,1-335-490-9255,123143.0,,S,434.0,O,Valmont Industries,473475.0
Amv12587,0.0,0.0,DC,MOUFNZSAXNIJ,35.0,1-903-711-6957,142525.0,5.0,D,475.0,O,Loews,2373874.0
Rae12588,9.0,1.0,NH,OSZVVHIUXKUVFPQSOLAZFRNOUS,,1-814-916-9919,383708.0,0.0,M,366.0,U,Raytheon,865468.0
Pls12589,1.0,1.0,MA,HJBKGTIIMMUVETKIPSUVDDEOTSXIS,21.0,1-760-032-0096,279533.0,4.0,U,717.0,O,Paychex,1599055.0
Xhs12590,10.0,0.0,NV,Crmranshwalzuqyzbukravzovph,36.0,1-434-440-0058,92425.0,5.0,M,611.0,O,Thrivent Financial,3368872.0
YPU12591,0.0,2.0,WY,ypcgnbafmwt,98.0,1-889-757-9923,356026.0,2.0,M,504.0,R,Reliant Energy,3880160.0
AYD12592,4.0,3.0,ID,xpdfnsbjvcfpbo,33.0,,380676.0,1.0,W,,R,Insight Enterprises,3702688.0
Hha12593,7.0,4.0,British Columbia,UOEMDSSOHMO,87.0,1-931-234-7638,305934.0,5.0,U,524.0,,Diebold,380560.0
CFK12594,1.0,5.0,WA,dzhnmzlfgesooxehukt,86.0,1-247-407-0004,,5.0,S,660.0,R,Aventine Renewable Energy,2491448.0
Umi12595,0.0,3.0,OR,iegqbznexodrxey,22.0,1-724-111-8054,286868.0,0.0,S,714.0,O,Eastman Kodak,
Kar12596,7.0,2.0,NJ,Tqpzrewverrtkglwjgfimxiukn,55.0,1-999-209-4584,214687.0,3.0,W,439.0,,Sally Beauty Holdings,771824.0
VWW12597,0.0,4.0,SD,Emksvmj,82.0,1-921-385-1624,495690.0,0.0,M,847.0,R,FPL Group,596419.0
Gaq12598,,3.0,UT,znaiiiwsbjfwmv,91.0,1-354-847-3192,230961.0,2.0,M,782.0,O,NuStar Energy,2550527.0
Dfy12599,0.0,0.0,Quebec,Xcnjlqcgrocjrvztmjhxgmguoww,12.0,1-534-346-8980,292276.0,1.0,S,,U,BearingPoint,2556730.0
KQO12600,9.0,4.0,TX,Ifwtm,74.0,1-102-001-6022,20767.0,0.0,M,848.0,R,Nucor,3151534.0
qyl12601,,2.0,Prince Edward Island,Udwooluiuafne,15.0,1-277-881-4721,52871.0,,M,501.0,O,Juniper Networks,3534808.0
Tnv12602,10.0,0.0,KY,Mfvwjmh,53.0,1-792-725-8657,77876.0,2.0,D,546.0,O,Liberty Global,1777378.0
Ays12603,10.0,2.0,AL,gzooxjkelijrlovys,8.0,1-162-144-6001,,,M,625.0,O,PNM Resources,1056588.0
VEG12604,3.0,3.0,WA,Smrubmmksemcgzxpyzjgzkeikjk,34.0,1-055-300-5019,315147.0,2.0,U,498.0,O,Shaw Group,2388554.0
GHO12605,6.0,0.0,RI,NBXCCG,99.0,1-176-507-8179,274826.0,1.0,U,571.0,O,Applied Materials,214901.0
YBR12606,9.0,5.0,Prince Edward Island,Uttlggmaswxloeqlwfop,1.0,1-260-961-9336,343612.0,1.0,S,581.0,O,Church & Dwight,1409447.0
Jtw12607,,3.0,NH,njppyvawiapeagirv,43.0,1-122-549-5637,59218.0,2.0,M,381.0,O,Amerco,2104652.0
Gxg12608,8.0,3.0,MO,rkjxuxfdcusuxjaivwtksfivqjyecn,63.0,1-741-476-5373,228247.0,5.0,U,656.0,,Graybar Electric,680511.0
Nbg12609,4.0,4.0,GA,uuxihbsrcrirhwmsescip,37.0,1-696-139-0609,440134.0,0.0,M,588.0,O,Pacific Life,2744187.0
MPS12610,2.0,1.0,Nova Scotia,HBLSQQG,81.0,1-852-579-6556,392044.0,2.0,M,726.0,O,Temple-Inland,1549533.0
Zjk12611,5.0,1.0,AZ,ONPNWGEAYJAUJXYQBW,99.0,1-796-873-7488,436476.0,2.0,M,569.0,U,Universal,1498341.0
VEL12612,10.0,0.0,TN,damttwthwn,61.0,1-093-203-8629,436217.0,2.0,W,582.0,O,Marriott International,1946343.0
Zuv12613,7.0,5.0,LA,Ecmdkzyboqcxoqvuvgqxqxz,62.0,1-184-969-1729,133138.0,0.0,W,782.0,O,Corning,2741737.0
QCU12614,2.0,5.0,NE,Rvbxehvuqlpcfedj,,1-148-747-4407,114222.0,1.0,M,571.0,R,Pentair,1840018.0
Uri12615,3.0,5.0,WY,Qkxjqfluftzslbgoh,76.0,1-378-654-1218,10067.0,1.0,M,453.0,O,Lincoln National,854252.0
Abq12616,5.0,2.0,Alberta,Jeddw,,1-198-133-7587,374724.0,0.0,U,534.0,O,Capital One Financial,533211.0
yrj12617,0.0,3.0,OH,DKKRPIRGXIIMKVULIWH,39.0,1-829-737-2683,53909.0,1.0,W,800.0,R,Buckeye GP Holdings,3323163.0
Imf12618,7.0,1.0,NE,irsadetmwanngaeqkz,45.0,1-254-390-9241,133126.0,0.0,M,369.0,O,Southwestern Energy,2931426.0
Jgh12619,8.0,1.0,WA,rvmrtkzvwii,44.0,1-976-770-3245,469100.0,0.0,M,645.0,O,Robert Half International,3770282.0
mjb12620,5.0,2.0,MT,XGORJ,23.0,1-304-538-2815,473953.0,0.0,M,801.0,O,Devon Energy,3075381.0
qjn12621,10.0,2.0,WY,Cttbbobezuillrmwmtlkoxxi,82.0,1-819-406-2196,484921.0,4.0,S,512.0,O,,
Qhu12622,7.0,0.0,UT,AJFCFVJZFYUXWVVTVOZOPWCOJFOPP,48.0,,,5.0,U,582.0,O,AMC Entertainment,3102055.0
Lcx12623,4.0,1.0,NJ,Wshmhyxbafcsck,50.0,1-782-090-6397,234886.0,1.0,M,539.0,O,Teradata,3409322.0
Pjj12624,10.0,2.0,MI,FTFEVFCIWXGYMTIESTHFX,45.0,1-977-711-4848,85822.0,1.0,U,522.0,R,Hewitt Associates,2021753.0
wka12625,10.0,4.0,British Columbia,Teibm,53.0,1-130-451-9030,14742.0,0.0,W,392.0,O,Medical Mutual of Ohio,769512.0
wwp12626,8.0,2.0,Quebec,wvccoaxluhxeqg,44.0,1-583-419-3411,250402.0,4.0,U,438.0,U,Belk,3223787.0
Itf12627,0.0,5.0,KY,Jiibgstcvgxgy,66.0,1-278-542-6457,265027.0,0.0,U,488.0,O,Equity Residential,
wee12628,1.0,0.0,NV,PGJFCIXHNGEAOLAYOOGGC,97.0,1-168-427-1876,491967.0,0.0,S,839.0,O,Rite Aid,3976620.0
NGL12629,2.0,0.0,NH,BOAPOTDANW,69.0,1-065-193-7202,493951.0,2.0,M,807.0,R,Genzyme,1231877.0
Lua12630,5.0,2.0,SC,qkkoowpjljgs,,1-136-195-8513,256007.0,,S,804.0,,Sara Lee,1493572.0
Sze12631,5.0,1.0,FL,Xulyzhpnyjliavvalh,61.0,1-198-701-6944,266103.0,5.0,S,557.0,O,Bank of New York Mellon Corp.,2466177.0
Nei12632,2.0,0.0,WI,pphiahyufxqnqprlhdlbgac,74.0,,469778.0,1.0,U,417.0,R,AFLAC,3498970.0
Jgy12633,1.0,0.0,AZ,Fephxlggofpvxsdibipd,89.0,1-233-212-3813,227532.0,5.0,D,,O,Retail Ventures,
Xip12634,8.0,2.0,NJ,Tjqhkbud,75.0,1-711-662-6937,88821.0,1.0,U,344.0,R,Vanguard Health Systems,3236911.0
