gncd,nmbrcrs,crdtrtng,phn,nmbrcrdtcrds,mrtlstts,ddrssln1,wnrrntflg,ct,ntwrth,mddlntl,stt,cntr,ncm,nmbrchldrn,g,mplr
GZF7769,0.0,,1-451-759-9810,7.0,M,wthdmiklkrmpehhesijjsosfnbbtwrkptpjeberqarbebpaxnsfytrrffiq,O,Akron,1510144.0,,AZ,United States of America,145698.0,0.0,93.0,UGI
bvm7770,4.0,806.0,1-817-806-2866,5.0,W,BEHVNHFDWNXVBIXJDKMNWBNSWJ,U,Tulsa,925182.0,E,New Brunswick,Canada,492640.0,5.0,94.0,Forest Laboratories
zju7771,1.0,,1-890-845-4416,9.0,U,AMNWIYMNCYNXARCDOFLLZNAWHBMIKHEKOVNEDUSEPVWNQKBRNJKXXYVZDCRJDQAOYNTPRKYZFFTUHFVN,O,Tucson,2566330.0,R,Ontario,Canada,266405.0,0.0,82.0,Boston Scientific
DYV7772,,731.0,1-684-966-9733,1.0,,Xpdccyitytbdookefcfdradfqjufyjrvpsnbpfyrqndpkkhevgtrrdpdapdnmmxszomsaeoj,O,Irvine,3668461.0,i,HI,United States of America,307897.0,3.0,42.0,Worthington Industries
Gpk7773,4.0,441.0,1-692-342-0156,9.0,M,Ejmbilovwjqqndtacppgfewankfmeg,U,Wichita,2348645.0,,MS,United States of America,53713.0,2.0,,McCormick
Lit7774,4.0,339.0,1-187-607-6141,7.0,D,Fkniqtnqfjmzgh,O,Inglewood,616526.0,N,Saskatchewan,United States of America,70637.0,1.0,12.0,Southwestern Energy
BZG7775,3.0,822.0,1-228-353-9628,7.0,S,lvefzdwcguyoqgmpkpqndboipbbmkubhdaais,R,Costa Mesa,1828046.0,C,Quebec,United States of America,384754.0,0.0,36.0,CC Media Holdings
Mld7776,2.0,487.0,1-421-032-5998,8.0,U,Npvgqcckweeraettcvaidwgyvcrmpomnxqfeahpnbzkunqnt,O,Baltimore,1296407.0,u,MN,United States of America,411913.0,3.0,,Jones Financial
Ujq7777,1.0,664.0,1-368-920-5554,,U,Yluzwconxheuizyvifnzfutw,O,Escondido,903552.0,,NV,United States of America,499162.0,5.0,4.0,Whirlpool
Bmf7778,3.0,392.0,1-904-895-6967,3.0,M,qnvhzntrhqdidztuzcsbfhjvppqinjkxbkueknjpotufhklmcuuldtazsnrudrpshkrqxwidkxaky,O,Lexington,230058.0,,Manitoba,United States of America,86635.0,2.0,79.0,Patterson
Jvz7779,2.0,655.0,1-477-094-9023,10.0,D,Aoegamomtzhynnwisnmrdhzsiumbfwvncqrvmqlmpkmuynwsmqefnklroqixahnwqiqfh,U,Warren,301320.0,h,NC,Canada,228058.0,3.0,97.0,Rent A Center
ORQ7780,2.0,380.0,1-912-621-2838,3.0,U,YCYXOORYULMDGWVDNZFWRRWUTRLNXWHRKFSYAMIYDVKQLGMCRMH,O,Berkeley,2286525.0,K,CT,Canada,172125.0,5.0,37.0,Ryder System
Puv7781,0.0,651.0,1-088-248-7795,1.0,,Wfhwgsdugpoankasqrlzatlmwmibgkgjjcyt,U,Salinas,1482250.0,I,NV,United States of America,241263.0,0.0,92.0,Sysco
DAJ7782,3.0,,1-596-039-1994,6.0,U,Suyrqysxxkxvzrsqpblubcohuvvctcobyjoxsmclhsyythahqfnsgumohynahljqybiqrestbyuzlhoa,R,Brownsville,3123257.0,L,VT,United States of America,99175.0,2.0,78.0,Entergy
Iaf7783,3.0,652.0,,0.0,U,Ibbdukjufnykowgvqxqsbnsnjsne,O,Fresno,944918.0,H,HI,United States of America,198444.0,,48.0,
EJP7784,4.0,338.0,1-235-024-0569,9.0,U,Jkvuhngyoysbzwdfucxdrjslvzeoaznfzniugnjzkz,O,Ontario,2050110.0,,New Brunswick,United States of America,250333.0,4.0,0.0,Telephone & Data Systems
Bla7785,0.0,779.0,1-138-843-5480,0.0,W,,O,Omaha,2077778.0,A,MI,United States of America,,5.0,89.0,W.R. Berkley
Yhe7786,0.0,786.0,1-637-845-9250,5.0,W,IIHPCROPUSWPKNEAAHHJGUREFCQVIOFJGNZUAZUOIBSBDTMSKZZZTFJDPNXC,O,Huntsville,1793821.0,,MD,Canada,173782.0,4.0,47.0,
Nfl7787,2.0,458.0,1-459-090-7413,6.0,M,CMDLERWALOTLTPIPCNKKBHPXFNQJXIMSUYITXACUZYNP,O,Hay River,1847011.0,,WI,Canada,225849.0,1.0,2.0,Cognizant Technology Solutions
Lrd7788,,806.0,1-488-723-0835,6.0,M,pyfdzdqzhqamiawpilyhedtudt,O,Austin,104018.0,,MT,United States of America,205194.0,0.0,18.0,Popular
Ojh7789,3.0,466.0,1-354-637-6196,1.0,U,Wandcgpllnpeziagozurrtdiclmgxbocwdjvlogunxbrokvbfd,U,Winnipeg,113431.0,,TN,United States of America,40273.0,3.0,98.0,CSX
Gaj7790,2.0,801.0,1-444-824-0484,2.0,U,IZVHOKOQGCNOCUJK,R,Lexington,1721394.0,,MD,Canada,388923.0,3.0,79.0,ITT
MHU7791,5.0,334.0,1-045-308-4672,0.0,S,Flzcybpcggbhrfdnvtdancrxmvpwpprqxnggzwvngecqtudfeclfipqtuqtpcdxgmdizajlkbguv,O,Rockford,3905265.0,,SC,United States of America,213273.0,4.0,90.0,BJ's Wholesale Club
Luu7792,5.0,568.0,1-704-419-7623,6.0,S,Fzpqeuhonxyapezeiannclaurhnmscmojdjfojazglajv,O,Waterbury,3710742.0,,Prince Edward Island,United States of America,499304.0,2.0,54.0,Cooper-Standard Holdings
Bbh7793,5.0,338.0,,5.0,M,Jxvqojvdbecisuumssuaiukyftwdwwigubsjpzduhaorwvqxsxjirgndrjyqkdmoucypdodnt,O,Bellevue,2289382.0,,AR,Canada,439546.0,1.0,56.0,Insight Enterprises
VGQ7794,5.0,421.0,1-126-402-8195,8.0,M,Lngduxznsqabphefoepyclwftoyszijwgbniklzag,R,Lubbock,2123750.0,,Newfoundland,United States of America,74548.0,0.0,61.0,National Oilwell Varco
Jtm7795,4.0,312.0,,0.0,M,lfkarwqljrblftlttidcwtaduuonhwg,O,Manchester,1222348.0,,NV,United States of America,472023.0,0.0,20.0,Newell Rubbermaid
WUW7796,2.0,361.0,1-348-201-5638,,M,MXLLHMHGXS,O,San Jose,1746167.0,v,OK,United States of America,155245.0,1.0,95.0,Supervalu
ojd7797,4.0,626.0,1-878-085-2397,5.0,S,atktzrwteqlojnugqwatdinmftmbkevonkfijfhnqwfbubkaevsqezk,O,Virginia Beach,602321.0,F,NV,United States of America,95133.0,3.0,42.0,Amazon.com
Cvb7798,,,1-807-513-3749,4.0,U,VYALNGFIOBUP,O,Indianapolis,,,ND,United States of America,208626.0,3.0,30.0,IMS Health
rso7799,1.0,445.0,1-308-751-4811,3.0,M,RKOVGSQLNLATINZVBFPWZTEXSTELUPAUJCG,O,Jackson,3509965.0,,Nova Scotia,Canada,338937.0,2.0,61.0,Holly
Tpj7800,5.0,347.0,1-824-374-6093,9.0,W,Bjjsjycpabvknyxhqxxoelzmmcjqcndtqwwxoxlqljecleh,R,Jacksonville,1270225.0,,FL,,75897.0,1.0,27.0,General Motors
VEO7801,1.0,617.0,1-711-107-1977,4.0,,ETIDZXYCPHGEEIXKLWRNZGLRVWVGRZJELIENUZKBGUIFNZZUQTRXCAABGDGOEWHRZXLK,U,Omaha,2882457.0,f,MI,United States of America,354986.0,4.0,31.0,General Dynamics
Nrs7802,3.0,830.0,1-392-137-4125,8.0,S,,O,Toronto,2828480.0,y,IA,United States of America,19973.0,0.0,40.0,Embarq
Wcv7803,4.0,,1-520-247-4473,10.0,U,,R,Buffalo,2709790.0,,NV,United States of America,47920.0,4.0,58.0,Murphy Oil
Hxm7804,3.0,452.0,1-715-269-6830,0.0,M,ecpnpohubcapglldexzigaeerftrswfmswlkuobxvujhxxixgchfyelkhznxx,R,Fort Collins,3065674.0,r,FL,,6804.0,0.0,58.0,Southwest Airlines
Ktb7805,,536.0,1-102-018-6502,7.0,U,,U,McAllen,1493447.0,,MT,United States of America,210120.0,3.0,45.0,Weyerhaeuser
Ejs7806,3.0,536.0,1-446-372-5314,4.0,M,Qaqdvfyiquxdoefattljlninzhzzppddwfrgqvpm,O,Yonkers,642765.0,,New Brunswick,,316764.0,5.0,9.0,Lender Processing Services
Sff7807,,681.0,1-291-287-5870,0.0,M,tzvfblxisoqxjumpaybybvpaiwquajcrjqp,O,Mobile,3843812.0,W,MN,Canada,325753.0,3.0,46.0,General Dynamics
elc7808,,516.0,1-730-343-2879,,M,vlzifpieqgasjdmxqlbbpbfmjtimtnsfdgjlbvkuincvokfdpqaxucrqgeoeswiwjhqfr,R,Baton Rouge,2373701.0,,Saskatchewan,United States of America,159571.0,3.0,4.0,Western Refining
FSO7809,5.0,428.0,1-717-739-3758,8.0,S,inxduxddrdjfapenvrlnricgtpdcqnqbehjsglgozswfqtenmmm,R,Philadelphia,1365627.0,A,TN,Canada,236485.0,4.0,50.0,Asbury Automotive Group
Pal7810,3.0,783.0,1-910-876-8455,8.0,M,vquobcrgsqcsexfoecthwutcwepqwenszkagfhkrmkkhatfpjrdquzwiereomkkibnikqfmsgel,R,Irving,1769029.0,r,TX,Canada,496074.0,,78.0,
Pqm7811,3.0,307.0,1-211-658-8931,5.0,S,Vlxppdfoluhlyfqxgrjlwtyololdkzsfvxitmpbybfue,O,Fullerton,2554799.0,,WA,United States of America,85.0,0.0,14.0,Regal-Beloit
Qrs7812,,846.0,1-617-977-0368,9.0,,hsvombqfrmeskfvymxwclkrjhkrggqxyyjrry,O,Newport News,1241189.0,X,AL,United States of America,112434.0,3.0,21.0,Enersys
OLZ7813,1.0,582.0,,8.0,M,Fmrkhlvgvlasgqggmihwxwtmbuzrvimvkmuoydqvewtinrnoohheovhpdvcuswkvmqpxcwtqxmkqhav,U,Hayward,2432197.0,,ID,United States of America,469546.0,1.0,69.0,Dominion Resources
Cgr7814,4.0,500.0,1-526-226-5832,10.0,D,Vgxqlfakntefvimcaeqqtcjtsybxddknqmqxdfx,O,Fairbanks,3417367.0,g,AK,United States of America,378681.0,5.0,29.0,TRW Automotive Holdings
yov7815,2.0,802.0,1-831-841-8863,6.0,M,Mtirsflwxspwviarhgkmchav,O,Warren,573323.0,V,Alberta,United States of America,202225.0,4.0,82.0,New York Life Insurance
TVK7816,2.0,710.0,1-724-757-6864,8.0,U,Vtyeyybm,O,Coral Springs,1544205.0,G,NY,United States of America,83672.0,1.0,79.0,CSX
irn7817,0.0,407.0,1-628-017-0065,2.0,S,JSDHCZRKXALVWUL,O,Winston-Salem,2717331.0,a,WA,United States of America,354744.0,,59.0,PPG Industries
Yik7818,0.0,410.0,1-412-700-9835,8.0,M,XHYAIUXQTSJBDXRFONBPXBUUDHMFWHHVEMUYUHYR,U,Sioux Falls,639791.0,,MS,,163223.0,,87.0,TD Ameritrade
eix7819,4.0,539.0,1-458-534-5021,2.0,S,Kvxcufunidcgopbaowpacbmjhbvnnlvedltiazhtdtmlbhsqepnrscycnovgjwhljgxxdmu,U,Nashville,,y,LA,United States of America,323691.0,,2.0,Pepco Holdings
SSY7820,0.0,,1-212-399-4585,2.0,U,BUOBXNJXGOQGWEGZBGDERZTYNKP,O,Virginia Beach,1224394.0,,NC,United States of America,469771.0,0.0,55.0,Textron
Ema7821,3.0,828.0,1-925-811-3251,5.0,W,Wopupqljkhiqzwigtlabdjjegwqjnevykvwrytc,O,West Covina,3884652.0,p,AR,United States of America,186923.0,4.0,41.0,Chemtura
yoa7822,2.0,501.0,1-255-979-0567,9.0,,Vgmlhcuwwiwanaibtlshdmcthncrrgbifprpypbtuikidxczjwmhlwgw,,Torrance,3632849.0,q,Prince Edward Island,United States of America,274143.0,5.0,9.0,United Rentals
FGB7823,2.0,415.0,1-235-290-4774,7.0,M,UJRXALEIPMHWAJHEKIFUWIMYIMUTJCQPEPJWSDDRHVOABKZ,O,Thousand Oaks,3423972.0,j,LA,Canada,85347.0,0.0,86.0,Donaldson
ctr7824,5.0,625.0,1-789-903-0856,8.0,,KGGTXTYJEAESMWGWNBZLNWWBSXOFHWTVNUOSHDDZUYP,O,Fayetteville,334439.0,,WA,United States of America,23172.0,2.0,39.0,Polo Ralph Lauren
GDL7825,1.0,355.0,1-241-378-5340,9.0,S,Pppftlxgiguubndlxvjcedstkecwfazcbqjtwgpnefowwweqfminxgiuniqppgilxhvpvuxj,R,Tucson,,,NC,Canada,26217.0,0.0,,Universal American
Uqb7826,0.0,634.0,1-619-130-5337,10.0,M,,R,Grand Rapids,2733760.0,P,RI,Canada,125930.0,2.0,80.0,Convergys
sdj7827,0.0,604.0,1-068-004-0614,6.0,M,Jrhrjeuxshngstuvlhvamsukqndoasunrfibkbldvakllnmzsxhqdwuhbfzhndkxpxidttbossoc,O,Livonia,3813673.0,F,SD,Canada,416195.0,5.0,5.0,Spectra Energy
ETA7828,3.0,691.0,1-746-214-7798,2.0,U,CRPZRQGXNKNSYNLIBTQPYYMQXPKDOTG,O,London,2996284.0,K,ID,Canada,257406.0,0.0,91.0,Estee Lauder
DCN7829,3.0,,1-824-437-0300,0.0,S,Qexxtcmmwrsoofwmooyqznhkavqcpswdvyhvktwcnoiplj,O,Pomona,2682187.0,l,NJ,United States of America,315271.0,5.0,18.0,Washington Post
Lsa7830,5.0,687.0,1-867-461-4349,4.0,M,Qyjrlladrsfpefdmbaqlhrouw,R,Oshawa,3831798.0,c,Saskatchewan,United States of America,497258.0,2.0,91.0,Curtiss-Wright
Ypj7831,1.0,324.0,1-753-206-7932,,W,RRWMEIGMEGOBHMOBBQCDUSOGLHZOQPLSALQCLPAPSGLKITHADFBCCRBYPDWNTK,O,Topeka,760428.0,M,MN,United States of America,248158.0,5.0,81.0,Ford Motor
Ilp7832,1.0,386.0,1-098-863-1605,6.0,S,AVLSMUKRZINRXOHXUNLMBATXXHUXETQZUOMFJHGGYNKZDPENGXGYVLINVMYWBMRXTLVWODENQCJANG,O,Raleigh,2952394.0,f,GA,Canada,189605.0,2.0,55.0,MDU Resources Group
JKM7833,1.0,566.0,1-093-144-9837,8.0,M,VLXJDMNLYMSTRLXAUWYCOMEJZYAYAIJSFHLMNTXIMQEEAZTUMXVUKVXIRYTDCABB,O,Tallahassee,765248.0,,MN,Canada,238398.0,3.0,28.0,Sun Microsystems
gfw7834,1.0,799.0,,1.0,U,szbcgtgnxscsyjupsbkjektqyftqidhcoorcyibgvnoiembtqdxltjvbgsjwfedoes,O,Independence,3439491.0,,TX,United States of America,421306.0,2.0,63.0,Quanta Services
EHV7835,,630.0,1-263-424-8969,5.0,M,Iktnlehktnmuskpkopjpjjaicgcagyltoouupazhxirhsgsxiscn,O,San Bernardino,2334173.0,,NM,,180787.0,3.0,47.0,Beazer Homes USA
Tkf7836,2.0,371.0,1-745-878-9056,8.0,M,Cukwfgypyrijkuzbxrtsahvaioiegbotmckpjmdxlundmev,O,Inglewood,3812091.0,,NE,United States of America,395340.0,1.0,21.0,Coventry Health Care
Dgm7837,0.0,407.0,1-397-946-9623,3.0,M,,O,Huntington Beach,2269485.0,I,MT,United States of America,234030.0,3.0,65.0,Chesapeake Energy
Mps7838,0.0,525.0,1-120-520-1560,9.0,U,AWBXDDJLVERQHZVLTJCMSDTKGOSHNPVHAQHZAECUVSTFFLSNGHMSEWZTHIKU,O,Des Moines,1737147.0,,CO,United States of America,210405.0,5.0,65.0,Great Atlantic & Pacific Tea
Ftk7839,5.0,,1-230-771-4862,,M,psejbbfxohilrjhpbyfkzjimaududpaoihntymrgzyxwmeynjgcvlsavyrfutoqqzjinpbok,O,Hampton,3394079.0,q,KY,Canada,353446.0,3.0,42.0,Estee Lauder
XZD7840,2.0,377.0,1-478-181-4878,2.0,S,KAUBEPASVNALAXRDGCXSJOGUHEMUWMBFKLDEJUAJYTXLDFRTQKUQIBALJHTKUA,O,Lancaster,1684124.0,j,OK,Canada,497613.0,1.0,42.0,AptarGroup
Val7841,1.0,812.0,1-112-169-5136,8.0,U,,R,Lexington,835757.0,,KY,United States of America,183090.0,1.0,41.0,Pacer International
gxo7842,0.0,755.0,1-339-657-1052,6.0,U,Jmafzabzauirzfrhioziasfbxhnvzdjvmkafsahnlruiibfqsqdhndnwxwrsumqrrubotcb,,Windsor,600778.0,,KS,United States of America,164669.0,4.0,41.0,Enersys
AMA7843,0.0,651.0,1-950-536-1586,8.0,M,Zpwiluucfewmtk,O,Casper,1276528.0,f,MD,United States of America,357404.0,4.0,9.0,Ryder System
ufa7844,4.0,761.0,1-562-334-7089,0.0,S,Mplzfpvnvkxymqizogvkdchdfftxosirkkbjtocqteowweefyzeegcbskyoruenqmpl,O,Idaho Falls,165037.0,e,WY,United States of America,252335.0,3.0,38.0,
Eig7845,,446.0,1-166-177-5281,5.0,D,STQHFBACLDBEYTYJBGMFCBGRGIETVEMVHMJBT,O,Sunnyvale,2757243.0,,VT,United States of America,365804.0,4.0,,MetLife
mgi7846,5.0,455.0,1-609-761-7221,3.0,M,Gdpootuqpmnwnwtkiibcrvhpjxpcgbcnknfoggsubtywtbvggakonigtrdjlmszuoiykqzgygu,U,Colorado Springs,1551248.0,,AR,United States of America,880.0,2.0,37.0,Great Atlantic & Pacific Tea
Wzn7847,1.0,659.0,1-129-125-9035,3.0,S,Inywxbttusbjkizhzvkfqsxybhwqpnstdwzwnpkfwsi,O,Carrollton,1321056.0,F,NE,Canada,318789.0,3.0,80.0,Google
Zft7848,5.0,713.0,1-936-540-4054,7.0,U,Abypfhxexjdokdqapphuckejvpsgusaezvucpfbkscfqjmwjhkvrbhprvdbqniptbrjakrywulxhb,O,Tempe,3534970.0,,NC,United States of America,345038.0,4.0,2.0,
Ump7849,3.0,495.0,1-690-233-8236,1.0,W,Nvdaqhiqhhypshcuakzmrpkbgoprvftfccshqxqvbiwrwijkxoyvivgam,U,Fort Wayne,1894764.0,L,VA,United States of America,132395.0,3.0,87.0,Werner Enterprises
XCW7850,1.0,626.0,1-789-837-7238,6.0,M,Rnnqlqyiehacjgdiumohgrfbojqmjo,O,Paterson,1066589.0,,NV,United States of America,,2.0,7.0,Bristol-Myers Squibb
Vjc7851,5.0,335.0,1-129-134-1820,9.0,M,BSZDTYUSUJY,U,Santa Rosa,3583968.0,b,MI,United States of America,,3.0,17.0,Dr Pepper Snapple Group
Wov7852,0.0,504.0,1-613-597-5717,1.0,D,demslsvriohohkhqijtkxcmeqhnfwwyffflkzgufmebrglttjpieckrpkjqrpi,R,Brownsville,2685074.0,,ID,Canada,431628.0,,41.0,Valspar
Mjl7853,1.0,507.0,1-207-263-3980,8.0,S,guynwrbdzrfnvrsaqfqapcxcsl,O,Durham,406002.0,T,OR,United States of America,,0.0,31.0,Fifth Third Bancorp
Xqn7854,1.0,739.0,1-833-808-2289,,D,Jhzjlsdhqmcntoiykowqqkvzsfvhgbpcbhhfftexmdinfftsovbwmeugimpteookdltvqwt,O,Grand Rapids,3551514.0,,OR,United States of America,,1.0,81.0,Winn-Dixie Stores
Lsp7855,4.0,775.0,1-383-304-3979,2.0,M,QIXDBRFXUKMQY,O,Idaho Falls,3048132.0,O,NJ,United States of America,,3.0,72.0,Henry Schein
sjw7856,1.0,486.0,1-982-376-7085,8.0,S,GCCIHBEBAUAXQKDKMTTJQICOXAGGOOTXOMNFCZUKKHWRWXQLXQNOYCQFERWNCHXQTFBJI,O,Norfolk,1444829.0,,AZ,United States of America,242718.0,3.0,29.0,Sanmina-SCI
oae7857,0.0,665.0,1-817-038-9599,6.0,M,fohmaqriumgkicnmpjrlylodgrgbavlthzh,O,Lexington,577156.0,,Manitoba,,89847.0,1.0,31.0,Pentair
Slm7858,3.0,743.0,1-532-467-7887,7.0,M,Gcgandfueazxkhsjtljzrcqvggnluahlzvpkrtjs,R,Warwick,1633874.0,,NY,United States of America,200377.0,0.0,57.0,Northwestern Mutual
Pea7859,2.0,,1-954-558-4116,1.0,U,NQVOORLTYLVDKHXRTYNBWMGJIBLBPPYYUBXSCMBMCAATTALRFHGIWBXD,,Lansing,616351.0,,TX,United States of America,247008.0,3.0,67.0,AmerisourceBergen
Knu7860,0.0,433.0,1-050-997-0064,5.0,U,XPOUXGGNQTZWHXMANBVDFBGWJBYMQHILBJAAPCIZA,O,Albuquerque,1768202.0,V,AZ,United States of America,258784.0,0.0,95.0,Virgin Media
Qtg7861,5.0,611.0,1-491-566-7949,3.0,W,IYSTOKMPYWRCNBAYFPQUV,,Orlando,1298890.0,,MO,Canada,86676.0,1.0,22.0,Waste Management
Dcq7862,3.0,813.0,1-938-251-5007,8.0,M,MMFHFLQWWJHEWDIGNGBMXEYBVEISRKRWHJESSSVGQOTUEYETFSMMFODMOGZANVZSKEQUEDGXNJNCRV,O,Lincoln,1491737.0,v,RI,United States of America,158860.0,5.0,28.0,Pepsi Bottling
Bie7863,5.0,441.0,1-197-300-6114,9.0,M,Teaqtsj,O,St. Petersburg,2985049.0,,MI,United States of America,440716.0,1.0,62.0,
Cii7864,3.0,443.0,1-992-031-4213,5.0,S,Hcvalcnfszz,O,Newport News,2705761.0,,OR,United States of America,233026.0,2.0,40.0,Windstream
Lpv7865,,374.0,1-712-665-4502,1.0,U,MNAPGSQLMQDXFRHJZPVJGUFMOUWRIXXA,R,Overland Park,1281210.0,,WI,United States of America,158271.0,3.0,,Praxair
QCT7866,4.0,309.0,1-683-204-0166,7.0,U,hsbowomruvqkuijkxxcvrmuooafkxljixzano,O,Wichita,483590.0,i,MS,United States of America,,1.0,12.0,Smith International
yvf7867,3.0,315.0,1-935-790-1838,9.0,,,O,Missoula,2262741.0,,PA,Canada,131086.0,3.0,52.0,Flowserve
RKS7868,4.0,555.0,1-364-543-4378,9.0,,JOGEFIFDYFWBCBFKVDIDNVKKIXBLHPMQNVRQIKLSLXFIQBLZHBBGMHKTAEEHSDEDFSF,R,Kitchener,1063286.0,T,ID,United States of America,65639.0,2.0,67.0,Tyson Foods
Ksb7869,0.0,850.0,1-115-023-7573,5.0,M,oejarvzjntflhfligibuojcujtddnleiitlxibwirhrnptmvauvbvmfstjbemfadar,O,Toledo,3558240.0,P,NC,United States of America,140132.0,1.0,51.0,W.R. Grace
LMY7870,2.0,411.0,1-266-642-9644,6.0,M,PAWLRLBNUNRKRTDKKJTTXIZNQSENEZBPPOCKHBENWVDPBVYPGINL,R,Cleveland,,N,WV,United States of America,102589.0,3.0,41.0,McGraw-Hill
lkp7871,5.0,428.0,1-257-904-6002,4.0,M,Rtikunxvjtusiscesyxlkgdqnbpiheyuvymma,,Hull,940857.0,X,VA,United States of America,128650.0,4.0,,Vectren
Aeo7872,2.0,585.0,1-498-061-0053,3.0,M,usmbfnfifhroqwxtefxgsncysudwqaotwvlrneegpbgidwbfxfnuwgvxjuicojnqlpldbpvfqato,O,Oxnard,3849116.0,,TN,Canada,356899.0,4.0,79.0,R.H. Donnelley
hpq7873,0.0,506.0,1-280-297-7178,3.0,M,Breskmlioyeomihprfmqnojlc,U,Evansville,3423528.0,J,ME,United States of America,307676.0,0.0,41.0,RPM International
Hqh7874,1.0,471.0,1-352-753-0683,6.0,U,Lscjxgy,O,Amarillo,3486382.0,A,SD,United States of America,,5.0,93.0,Urban Outfitters
pzx7875,0.0,501.0,1-103-066-5056,8.0,W,Siutkdwlhjrexxb,R,Lancaster,2855254.0,Q,NY,United States of America,207454.0,3.0,9.0,Loews
Znq7876,0.0,,1-287-844-6042,10.0,M,Avqybjbihisvqveracnxaqqnajmwezhfbzcdsmwqfwnfpnmkdepasjch,O,Spokane,2381485.0,,OR,Canada,145543.0,5.0,54.0,Idearc
Fty7877,3.0,645.0,1-124-039-8872,3.0,D,Oaswogszzjucsksfidrzmnecnpi,O,Augusta,3621231.0,,LA,United States of America,430752.0,3.0,79.0,Loews
tqv7878,1.0,783.0,1-243-980-3130,1.0,U,Npcbegtuhiehvfzjeumlfi,O,Halifax,3366913.0,H,Newfoundland,United States of America,203884.0,3.0,22.0,NTK Holdings
Cpf7879,0.0,646.0,1-763-235-5180,5.0,M,Oxqsmzocrdcvgbyxe,R,Miami,,,KY,United States of America,357917.0,3.0,,Ecolab
HHE7880,1.0,429.0,1-602-584-7562,5.0,M,WWWEOJTHMDQAGFPHNCCPINPYVXNVRPID,O,El Monte,,Y,MT,United States of America,59041.0,1.0,57.0,Constellation Energy
Gkw7881,5.0,671.0,1-985-663-8604,8.0,S,xwfnbghvzubeljuckasdjjtcnxotjh,R,Springfield,3689007.0,,Manitoba,United States of America,440657.0,,73.0,Owens & Minor
rfg7882,3.0,416.0,1-224-594-9781,7.0,S,ZGPUBTNIEUQDDF,R,Manchester,2839770.0,,KY,United States of America,152922.0,0.0,42.0,Coventry Health Care
Kfp7883,0.0,340.0,1-048-255-0392,3.0,S,Zfoagiqxqkthavikmgcxkw,R,Warwick,2797542.0,A,Manitoba,United States of America,375311.0,4.0,33.0,Casey's General Stores
Wej7884,3.0,345.0,1-994-250-5987,,U,WETQDSKPDNSLQNJRFOEETEHTVNRLZDACIBEUOTGNNNORWPQNKLXXWAWWBFIYGJPYOTKVDXY,O,Scottsdale,657646.0,,NC,United States of America,326382.0,4.0,51.0,Embarq
XBD7885,1.0,475.0,1-752-387-8618,4.0,M,ETCCFEDNKSNPRJXATYRDQLOKDLXRZJTIKLHVQYYKSS,O,Hartford,300475.0,F,British Columbia,United States of America,102543.0,2.0,86.0,MGIC Investment
kdp7886,1.0,510.0,1-336-761-2623,10.0,U,Vqixcjmmssxzoshvmoh,O,Syracuse,317213.0,K,NE,United States of America,8999.0,1.0,60.0,Campbell Soup
QJU7887,0.0,821.0,1-673-756-4923,4.0,M,JLNGOFUVJSGPLLKSORFSWEHLFUVOBWXGZFJDXSAEQVYUHHDCEZCPHKTOANTSLSHXDSRFLNLRQWETNTU,O,St. Catharines,780316.0,O,AR,United States of America,423210.0,3.0,52.0,Idearc
Nyz7888,2.0,455.0,1-539-338-8755,,U,Xlsdzehoykiexcntxvgwpklcqfpsltcsdgjewxqsiqtduahinocngjarcqsxwuxlyrvmldbfqndt,O,Victoria,1287221.0,R,AZ,Canada,252935.0,1.0,22.0,Nalco Holding
owf7889,4.0,492.0,1-701-246-6780,4.0,M,bgdkwahikqrebhjurieoopnlagiyayhyvztsnrmicoltrxzkougwhefds,O,Oklahoma City,3763532.0,,ME,United States of America,,0.0,99.0,Molina Healthcare
Fon7890,5.0,563.0,1-105-287-2906,6.0,U,Vfsfyqslulgrgssqvhfkxunwyhbdaorfnahewaotuczuloxyltmhvtvslgabjfgph,O,Inglewood,2470297.0,h,IA,United States of America,344133.0,0.0,92.0,Western Digital
LHB7891,,358.0,1-066-105-2383,9.0,S,Xqsnaftoxpapclfoizvovxtutwfcfzwwypdqrxlixzkmxnxi,O,Cleveland,1005779.0,,British Columbia,United States of America,476719.0,1.0,75.0,WellPoint
Zps7892,,754.0,1-888-677-5979,0.0,M,Eujznhplhdtrxnmgpxflknmru,O,Erie,3636355.0,,NV,United States of America,340848.0,2.0,99.0,
INX7893,1.0,773.0,1-629-616-6366,5.0,W,Plysdxcwuumpxesxiigycpqpygbdzwwynztgqsalyeerluppkrtkwztvsebzdfuxxoejling,R,Las Cruces,2881527.0,,MS,,67595.0,0.0,30.0,Whirlpool
Lsn7894,3.0,784.0,1-512-964-7715,3.0,U,WPQIFCLOABBTPQIEPDWCCQ,O,Portland,433677.0,,OR,United States of America,65319.0,,45.0,Plains Exploration
WSD7895,3.0,523.0,1-522-191-0965,,W,Ljsvkijzrssfoqpwfyvhkuesuxjyvbaexqigz,O,Grand Prairie,1299931.0,C,MO,United States of America,110011.0,2.0,21.0,DirecTV Group
Dbf7896,3.0,314.0,1-562-988-5731,5.0,U,EWJDISWPIJZASLRCOTZZJMTERAOMGFKSLAPMAGIQXRTXISBEMZINNRBMP,R,Iqaluit,,,MI,United States of America,451614.0,2.0,48.0,3M
