prospect_gncd,prospect_phn,prospect_ncm,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Tlj7386,1-989-640-6035,174675.0,4.0,1.0,U,64.0,481.0,O,Lear,1.0,1984675.0
Gmq7387,1-707-782-7133,198273.0,2.0,4.0,U,85.0,609.0,O,Boise Cascade Holdings,5.0,2500442.0
Axu7388,1-709-149-0007,474105.0,2.0,5.0,M,0.0,795.0,O,AGL Resources,1.0,1082435.0
slv7389,1-250-422-1215,30830.0,5.0,1.0,M,,817.0,O,Mylan,8.0,3584410.0
Wvp7390,1-350-507-9531,420450.0,0.0,4.0,M,60.0,688.0,O,Lennar,9.0,2049719.0
Njj7391,1-166-958-2960,1498.0,,1.0,,10.0,421.0,R,,3.0,1488299.0
lko7392,1-829-156-7142,415613.0,5.0,2.0,D,7.0,782.0,O,Marathon Oil,0.0,255663.0
ezv7393,1-913-763-5041,403284.0,1.0,3.0,M,7.0,330.0,O,AT&T,0.0,
Jok7394,1-950-087-7180,386167.0,2.0,1.0,M,22.0,582.0,O,Tellabs,5.0,3070659.0
Vzx7395,1-561-613-6765,292639.0,5.0,2.0,M,12.0,323.0,O,J.B. Hunt Transport Services,10.0,3824946.0
ZFE7396,1-653-425-5379,172418.0,1.0,1.0,M,40.0,744.0,O,Sanderson Farms,1.0,2906540.0
Sql7397,1-407-348-0391,354308.0,5.0,2.0,,60.0,813.0,U,Northern Trust Corp.,0.0,
ljs7398,1-299-903-7350,217802.0,1.0,4.0,M,81.0,606.0,O,YRC Worldwide,5.0,698307.0
Zzm7399,1-873-736-6567,146200.0,5.0,1.0,M,10.0,453.0,U,Jones Lang LaSalle,0.0,2301266.0
osx7400,1-367-827-4513,45892.0,4.0,5.0,W,11.0,833.0,O,Omnicom Group,1.0,3075663.0
Vwu7401,1-894-365-0931,309314.0,2.0,1.0,D,95.0,376.0,O,El Paso,5.0,272387.0
Abp7402,1-281-417-8267,370046.0,2.0,0.0,M,8.0,538.0,R,Consol Energy,5.0,118864.0
WBM7403,1-037-570-9352,10429.0,2.0,4.0,,7.0,705.0,O,Western Refining,6.0,1005467.0
RPF7404,1-241-002-5421,46849.0,3.0,0.0,M,22.0,314.0,O,Frontier Oil,2.0,1297042.0
wme7405,1-482-688-6524,,2.0,5.0,W,85.0,402.0,O,Hill-Rom Holdings,0.0,1411144.0
AZI7406,1-416-824-3772,307198.0,0.0,3.0,S,9.0,591.0,O,Automatic Data Processing,4.0,1032902.0
Hxe7407,1-144-011-8528,271040.0,0.0,5.0,U,52.0,598.0,O,Ferro,6.0,2127373.0
Wws7408,1-257-084-2687,426800.0,1.0,2.0,M,49.0,541.0,O,Molina Healthcare,6.0,1244998.0
Quf7409,1-567-038-8613,327407.0,1.0,1.0,S,62.0,417.0,U,eBay,1.0,3426028.0
Fce7410,1-478-221-0175,87300.0,2.0,3.0,,75.0,658.0,R,IMS Health,0.0,1444650.0
Xap7411,,475890.0,5.0,4.0,M,58.0,419.0,U,Polaris Industries,10.0,3092238.0
mmg7412,1-113-890-0174,489098.0,3.0,4.0,M,1.0,,U,New York Life Insurance,5.0,3148010.0
Vth7413,1-950-134-5979,214166.0,4.0,2.0,S,71.0,702.0,O,NBTY,3.0,1371259.0
Uaw7414,1-067-822-4493,452108.0,,2.0,,,573.0,O,Activision Blizzard,1.0,3065717.0
Foa7415,1-427-263-4229,433674.0,1.0,0.0,S,,330.0,R,,4.0,3018014.0
GYP7416,1-721-850-1937,329521.0,3.0,1.0,M,1.0,355.0,O,Applied Materials,4.0,626573.0
ted7417,1-196-016-3477,210246.0,4.0,5.0,S,55.0,645.0,R,Precision Castparts,1.0,1497077.0
Kdh7418,1-476-266-9400,128787.0,3.0,3.0,U,91.0,467.0,O,Ferro,5.0,3919306.0
Ugv7419,1-897-763-5401,225816.0,1.0,3.0,M,13.0,732.0,O,Energy Transfer Equity,0.0,1590861.0
imy7420,,127499.0,5.0,,U,17.0,636.0,O,Praxair,2.0,3554044.0
fle7421,1-718-627-0146,281660.0,3.0,3.0,S,37.0,482.0,O,Fleetwood Enterprises,6.0,743399.0
BDO7422,1-181-601-2150,158359.0,3.0,3.0,,35.0,414.0,O,Harley-Davidson,4.0,2723539.0
Uvs7423,1-798-811-3705,272078.0,3.0,3.0,M,95.0,568.0,O,Peter Kiewit Sons',2.0,2108195.0
Ynk7424,1-276-942-7879,344626.0,0.0,5.0,U,46.0,397.0,O,Barnes & Noble,9.0,2123273.0
nex7425,,100480.0,0.0,0.0,M,26.0,471.0,O,IMS Health,6.0,2697929.0
Hvp7426,1-706-353-7542,,,2.0,M,66.0,,O,Dick's Sporting Goods,6.0,1242693.0
Dvr7427,1-320-927-9768,484505.0,4.0,2.0,S,89.0,,O,Johnson & Johnson,10.0,1935494.0
Lce7428,1-315-051-1180,351592.0,4.0,0.0,M,19.0,799.0,O,Windstream,6.0,3437768.0
Ryw7429,1-317-468-7397,412712.0,5.0,2.0,U,48.0,,O,Dow Chemical,6.0,3328669.0
ZZD7430,1-634-280-6312,212246.0,4.0,4.0,M,63.0,531.0,U,Wyeth,7.0,262379.0
Qep7431,1-675-895-7448,18728.0,4.0,5.0,M,,840.0,O,Blockbuster,10.0,3414148.0
Ckc7432,1-380-354-2358,,5.0,0.0,S,36.0,770.0,O,Vectren,7.0,2006457.0
Uty7433,1-494-852-4882,328032.0,0.0,1.0,M,30.0,694.0,O,BearingPoint,4.0,1285910.0
nlh7434,1-027-509-2538,340001.0,0.0,4.0,S,52.0,311.0,U,Exxon Mobil,5.0,760977.0
Oht7435,,450418.0,5.0,0.0,W,21.0,729.0,R,J.B. Hunt Transport Services,3.0,2965150.0
Umo7436,1-398-718-8920,140094.0,3.0,3.0,M,73.0,537.0,O,BearingPoint,9.0,3241791.0
NXP7437,1-388-670-6575,84981.0,4.0,,D,,465.0,O,National Oilwell Varco,7.0,1464902.0
njd7438,1-520-887-0892,396495.0,0.0,,D,96.0,365.0,O,Whole Foods Market,5.0,878906.0
Hqx7439,1-059-895-7403,93028.0,0.0,5.0,U,,411.0,O,Service Corp. International,7.0,1072809.0
OUQ7440,1-162-603-2385,329493.0,2.0,2.0,M,34.0,757.0,U,ProLogis,10.0,2928246.0
wsj7441,1-125-506-1856,,3.0,3.0,,58.0,791.0,R,Autoliv,1.0,
Slg7442,1-209-995-1631,27414.0,5.0,,U,2.0,514.0,O,Synnex,8.0,3908043.0
Hnd7443,1-549-808-9199,23129.0,4.0,3.0,M,25.0,593.0,U,,9.0,1834374.0
QJH7444,1-998-809-4005,375674.0,5.0,2.0,W,60.0,830.0,O,LSI,7.0,3577081.0
Snu7445,1-860-619-6858,418823.0,4.0,0.0,M,36.0,341.0,O,PSS World Medical,2.0,2180372.0
Nzd7446,,190236.0,2.0,1.0,M,30.0,664.0,,Computer Sciences,0.0,2941342.0
MKM7447,1-072-105-7970,294269.0,,5.0,M,67.0,716.0,O,Hanesbrands,5.0,3737602.0
Jjh7448,1-271-305-3258,334576.0,,3.0,W,99.0,675.0,O,Polo Ralph Lauren,10.0,279746.0
Ugc7449,1-644-133-6646,24578.0,3.0,0.0,D,87.0,385.0,O,VWR Funding,2.0,
Htd7450,1-686-577-3393,339136.0,0.0,5.0,U,31.0,463.0,O,CenterPoint Energy,1.0,2934411.0
Njm7451,1-751-603-6724,436564.0,5.0,0.0,M,38.0,475.0,R,Interactive Brokers Group,10.0,1072764.0
RFV7452,1-165-260-4814,436205.0,,4.0,M,30.0,694.0,O,Intuit,10.0,2887437.0
QUC7453,1-308-709-8447,255890.0,0.0,5.0,D,53.0,576.0,O,Deere,5.0,3967580.0
Dxr7454,1-727-872-6375,426423.0,4.0,0.0,S,4.0,,O,BJ Services,3.0,1998657.0
rgn7455,1-706-494-6884,396889.0,4.0,,S,13.0,759.0,O,Advanced Micro Devices,5.0,1057902.0
Tde7456,1-597-951-3189,143520.0,2.0,4.0,,9.0,350.0,O,Amphenol,10.0,2925623.0
IUD7457,1-673-331-1431,34032.0,,4.0,M,81.0,458.0,O,Lender Processing Services,5.0,1024958.0
vbb7458,1-634-669-6027,162817.0,2.0,2.0,M,65.0,518.0,U,Rockwell Automation,8.0,2020170.0
Phs7459,1-465-080-3614,358821.0,5.0,0.0,U,27.0,510.0,O,Fluor,4.0,2199857.0
MAH7460,1-724-288-5789,485654.0,3.0,3.0,M,58.0,332.0,R,Harris,9.0,2782133.0
Rex7461,1-545-811-2626,157411.0,4.0,4.0,M,18.0,493.0,O,Moody's,1.0,310622.0
alf7462,1-953-604-8654,462754.0,0.0,4.0,M,22.0,333.0,O,Eagle Rock Energy Partners,1.0,1537699.0
NDK7463,1-818-399-3550,50927.0,2.0,5.0,U,36.0,597.0,O,Protective Life,8.0,299371.0
HLU7464,,70904.0,1.0,3.0,U,4.0,850.0,R,Bucyrus International,5.0,3044896.0
ELI7465,1-993-306-4505,388974.0,2.0,3.0,M,37.0,640.0,O,MPS Group,4.0,266215.0
Bna7466,1-928-677-8114,469601.0,1.0,5.0,W,,686.0,U,LandAmerica Financial Group,10.0,1601162.0
fuz7467,1-346-310-5195,95764.0,0.0,0.0,M,74.0,396.0,O,Rohm & Haas,8.0,2238203.0
Nno7468,1-102-731-1173,92668.0,1.0,3.0,M,85.0,782.0,U,LSI,10.0,3613970.0
QMI7469,1-005-400-6128,290601.0,2.0,1.0,M,94.0,,R,Hayes Lemmerz,7.0,
Rqf7470,1-058-840-5423,319374.0,1.0,0.0,U,,525.0,O,Lennar,10.0,3054829.0
kyj7471,1-466-867-8128,113581.0,1.0,3.0,,14.0,431.0,R,DirecTV Group,1.0,187945.0
Hea7472,1-181-981-9416,232683.0,5.0,1.0,M,99.0,825.0,O,Amgen,8.0,3446418.0
WJA7473,1-522-992-3431,263859.0,4.0,2.0,M,16.0,627.0,O,Donaldson,10.0,892518.0
Nja7474,1-358-238-8621,60763.0,0.0,0.0,U,100.0,492.0,U,Vulcan Materials,9.0,2562796.0
LLS7475,1-707-643-5865,291346.0,5.0,0.0,U,57.0,586.0,U,Tech Data,7.0,1824369.0
Vuo7476,1-056-124-3840,156503.0,1.0,4.0,U,91.0,715.0,O,TRW Automotive Holdings,2.0,3112350.0
Ysq7477,1-605-821-4441,374654.0,,5.0,U,7.0,760.0,R,R.H. Donnelley,4.0,1018722.0
Vmc7478,1-436-720-8067,124585.0,1.0,3.0,U,64.0,580.0,O,Raytheon,2.0,3821956.0
YJJ7479,1-059-871-2081,71849.0,1.0,1.0,U,97.0,557.0,O,Spectrum Brands,2.0,2536846.0
vqe7480,1-872-495-9744,44339.0,3.0,5.0,U,78.0,657.0,O,Nicor,2.0,513770.0
KJX7481,1-307-586-9976,102397.0,1.0,2.0,S,52.0,,O,TJX,9.0,3256074.0
Tmc7482,1-928-697-1345,258758.0,1.0,3.0,W,61.0,495.0,O,BE Aerospace,2.0,3596683.0
AJF7483,1-439-051-3661,321304.0,0.0,5.0,D,14.0,457.0,O,Alliant Techsystems,10.0,2882795.0
ZNC7484,1-461-267-7667,493634.0,5.0,3.0,W,28.0,671.0,O,Anadarko Petroleum,0.0,138858.0
Kfd7485,1-524-326-6087,499767.0,3.0,1.0,S,65.0,605.0,,,7.0,3681039.0
nkx7486,1-646-096-9856,136836.0,4.0,1.0,,4.0,,O,FMC Technologies,8.0,
Idr7487,1-392-175-0599,222375.0,5.0,1.0,S,92.0,544.0,O,Principal Financial,3.0,
QXJ7488,1-237-584-2004,293821.0,2.0,4.0,S,58.0,522.0,R,,7.0,1483396.0
Aif7489,1-370-536-8188,378846.0,1.0,2.0,M,,684.0,R,Virgin Media,,800913.0
qcp7490,1-519-707-4174,26852.0,5.0,1.0,U,8.0,707.0,O,Solutia,5.0,3791205.0
gsi7491,1-563-902-4853,279375.0,1.0,4.0,M,89.0,378.0,O,Ferro,3.0,3303914.0
Mkb7492,,75737.0,4.0,0.0,U,60.0,645.0,O,Northrop Grumman,,3051718.0
mgd7493,1-402-251-3906,469868.0,3.0,0.0,U,66.0,565.0,R,NVR,4.0,88326.0
eqc7494,1-489-157-2805,,3.0,3.0,M,40.0,546.0,O,Wal-Mart Stores,8.0,61887.0
mnt7495,1-670-483-4125,156037.0,1.0,0.0,S,73.0,610.0,O,Xilinx,4.0,3950297.0
Fqe7496,1-094-464-5608,214544.0,5.0,5.0,S,49.0,487.0,O,,1.0,2707657.0
Cpo7497,1-751-447-3946,317432.0,4.0,4.0,M,34.0,,O,E.W. Scripps,8.0,
RSS7498,1-938-677-8812,270572.0,4.0,1.0,M,93.0,527.0,O,,0.0,
CJS7499,1-603-293-9664,88237.0,3.0,4.0,W,17.0,367.0,O,U.S. Bancorp,5.0,3673023.0
Viy7500,1-393-588-0703,496538.0,2.0,1.0,S,8.0,572.0,,Alliance Data Systems,5.0,1622303.0
Iok7501,1-637-119-9996,94490.0,3.0,,U,7.0,580.0,U,FM Global,,321776.0
tia7502,1-560-405-0048,7037.0,4.0,4.0,S,48.0,683.0,R,MGIC Investment,2.0,2292324.0
AOI7503,1-261-306-5079,419269.0,1.0,5.0,M,14.0,411.0,O,Ross Stores,2.0,969707.0
PJQ7504,1-642-299-6655,76681.0,4.0,5.0,W,29.0,818.0,U,,9.0,3899461.0
SDV7505,,209116.0,2.0,4.0,U,69.0,370.0,R,Alliance One International,7.0,3749223.0
Hga7506,1-388-257-4273,212203.0,0.0,0.0,U,47.0,833.0,O,Sally Beauty Holdings,6.0,3658531.0
Beo7507,,42018.0,5.0,5.0,M,0.0,536.0,U,Wisconsin Energy,2.0,1738460.0
Qum7508,1-632-118-1891,90446.0,0.0,0.0,S,46.0,775.0,R,Carpenter Technology,0.0,3307296.0
Hud7509,1-853-806-4986,16274.0,1.0,1.0,M,6.0,765.0,R,Liberty Mutual Insurance Group,3.0,1816419.0
jba7510,1-220-687-2027,22215.0,5.0,2.0,M,22.0,555.0,O,Black & Decker,6.0,2599250.0
dgc7511,,210038.0,5.0,1.0,M,72.0,,O,Interstate Bakeries,3.0,490443.0
lql7512,1-268-630-3843,307402.0,4.0,5.0,M,40.0,318.0,O,eBay,9.0,3348923.0
Wsk7513,1-915-548-9541,,4.0,1.0,D,8.0,613.0,R,Boise,4.0,331799.0
Ffs7514,1-536-880-0961,432425.0,4.0,1.0,U,10.0,786.0,R,MDU Resources Group,4.0,1167013.0
Kvv7515,1-494-335-6022,122041.0,0.0,3.0,U,24.0,,O,Freescale Semiconductor,10.0,3960216.0
mpz7516,1-814-158-3550,302205.0,1.0,4.0,M,18.0,623.0,O,Superior Energy Services,5.0,242246.0
Jhc7517,1-420-580-0795,367555.0,1.0,1.0,S,79.0,845.0,O,Monsanto,1.0,1217660.0
dbq7518,1-924-305-1666,106025.0,4.0,5.0,M,36.0,645.0,U,Newfield Exploration,7.0,1229655.0
Xch7519,1-450-082-2122,106690.0,2.0,2.0,W,21.0,495.0,O,Loews,1.0,1157831.0
oir7520,1-573-009-1404,29373.0,2.0,2.0,M,4.0,371.0,O,Apache,8.0,
Fqb7521,1-603-897-9894,168189.0,2.0,3.0,S,72.0,462.0,R,Robert Half International,1.0,
qex7522,1-947-161-6502,264756.0,,,S,1.0,375.0,U,Viacom,7.0,3467922.0
Hpi7523,1-586-826-9847,44480.0,1.0,2.0,S,98.0,516.0,U,Robert Half International,10.0,46859.0
Fjd7524,1-217-243-2668,87207.0,1.0,5.0,,35.0,703.0,R,CSX,,2937668.0
Cgt7525,1-857-211-5728,238434.0,4.0,2.0,W,99.0,734.0,O,Country Financial Services,7.0,2388613.0
Lwx7526,1-089-966-6281,,0.0,2.0,M,49.0,469.0,U,Procter & Gamble,4.0,3116283.0
epy7527,,391354.0,3.0,0.0,S,72.0,595.0,O,Ingles Markets,2.0,2671950.0
Aff7528,1-231-342-6874,419165.0,3.0,0.0,U,41.0,410.0,O,Forest Laboratories,1.0,3899593.0
mfc7529,,396509.0,3.0,2.0,W,54.0,475.0,O,Dentsply International,10.0,2537332.0
Slf7530,1-602-637-1838,145161.0,0.0,2.0,,11.0,,R,RadioShack,2.0,733236.0
Cxu7531,1-003-982-8627,263206.0,2.0,5.0,W,0.0,519.0,O,Century Aluminum,3.0,
GZO7532,1-136-358-6852,190371.0,3.0,3.0,D,27.0,841.0,U,,5.0,3397276.0
DRW7533,1-123-528-2965,203968.0,3.0,1.0,U,95.0,540.0,O,FPL Group,6.0,2444257.0
set7534,1-136-565-2501,428323.0,1.0,3.0,U,35.0,540.0,R,Lockheed Martin,10.0,71520.0
Pyo7535,1-317-986-1984,159980.0,4.0,1.0,M,96.0,,O,Sanmina-SCI,6.0,1911091.0
FSH7536,1-265-603-1262,266852.0,0.0,0.0,W,96.0,424.0,O,Iron Mountain,6.0,988775.0
Tdx7537,,206973.0,5.0,5.0,M,49.0,623.0,R,OfficeMax,2.0,3919363.0
Sbn7538,1-156-668-6882,258221.0,5.0,1.0,S,,792.0,O,AMR,4.0,428918.0
Piq7539,1-164-648-3203,428508.0,4.0,4.0,S,27.0,718.0,O,Kohl's,6.0,58134.0
IXD7540,1-839-795-1027,,4.0,0.0,M,98.0,401.0,O,Cigna,6.0,3703767.0
wsn7541,1-958-412-4252,58953.0,4.0,5.0,M,,557.0,R,West,2.0,433859.0
Jkp7542,1-392-335-1020,409682.0,5.0,5.0,W,56.0,393.0,O,Monsanto,7.0,3002044.0
CCF7543,1-912-050-7605,340191.0,2.0,4.0,M,94.0,557.0,,Reliant Energy,10.0,1124168.0
ylj7544,1-075-551-9919,238216.0,4.0,5.0,U,98.0,465.0,O,Idearc,5.0,2081541.0
ZBB7545,1-013-611-2674,113171.0,0.0,1.0,M,8.0,,O,Neiman Marcus,6.0,1897076.0
fqe7546,1-656-865-7544,234797.0,5.0,,W,90.0,485.0,,O'Reilly Automotive,10.0,235172.0
Wpw7547,1-879-870-7379,225322.0,4.0,2.0,M,34.0,303.0,,Cliffs Natural Resources,2.0,639573.0
vpz7548,1-366-625-9813,192689.0,1.0,2.0,W,25.0,846.0,O,Health Management Associates,4.0,2667082.0
Yfz7549,1-359-462-7089,348685.0,5.0,4.0,,50.0,621.0,O,Chevron,1.0,2598634.0
dou7550,,401229.0,3.0,4.0,D,85.0,331.0,O,Exide Technologies,,1074671.0
FDJ7551,1-153-396-8333,38597.0,5.0,4.0,M,60.0,401.0,R,Convergys,9.0,2272997.0
ufu7552,1-144-623-1308,,2.0,2.0,S,95.0,644.0,R,Dominion Resources,0.0,702000.0
bbg7553,1-269-220-8046,161204.0,4.0,1.0,M,8.0,769.0,R,Sentry Insurance Group,5.0,1289800.0
Znk7554,1-052-524-0130,202650.0,3.0,4.0,M,31.0,481.0,O,Cintas,2.0,1007390.0
CGQ7555,1-335-871-6660,,1.0,2.0,U,51.0,732.0,O,Medtronic,7.0,124290.0
add7556,1-637-394-8083,492433.0,4.0,4.0,M,24.0,802.0,O,Pride International,2.0,1820002.0
Anw7557,1-706-795-4208,344858.0,2.0,4.0,M,78.0,329.0,O,A. Schulman,5.0,2200347.0
Hvt7558,1-622-347-5699,197290.0,5.0,0.0,W,56.0,839.0,R,Oneok,0.0,3669569.0
Yqj7559,1-042-017-9368,283654.0,2.0,,U,50.0,539.0,,Danaher,,2140537.0
Ztn7560,1-829-935-5979,317423.0,4.0,5.0,M,52.0,561.0,R,Del Monte Foods,4.0,3258909.0
bni7561,1-076-726-5283,399126.0,4.0,5.0,W,14.0,814.0,O,American Electric Power,2.0,1825422.0
swx7562,,398180.0,5.0,0.0,M,29.0,305.0,R,TJX,7.0,1845263.0
DSA7563,1-284-129-5920,,2.0,4.0,S,50.0,457.0,O,Philip Morris International,4.0,1463114.0
BXZ7564,1-128-308-8886,485429.0,4.0,1.0,U,67.0,349.0,O,Cincinnati Financial,8.0,2354683.0
pcz7565,1-145-469-5971,118018.0,2.0,0.0,M,22.0,590.0,O,Stryker,0.0,436677.0
Zqa7566,1-727-684-7767,309693.0,5.0,4.0,U,20.0,533.0,O,Kansas City Southern,0.0,2383335.0
Htl7567,1-776-201-2472,90718.0,4.0,0.0,W,75.0,686.0,O,IDT,9.0,2574739.0
afw7568,1-767-942-1278,280645.0,2.0,0.0,U,60.0,582.0,O,Vornado Realty Trust,10.0,1596838.0
Wna7569,1-723-062-7266,231559.0,,4.0,S,,807.0,O,Dollar General,0.0,591965.0
Mlh7570,,36898.0,3.0,5.0,S,48.0,819.0,O,Safeway,3.0,3071440.0
Gor7571,1-145-314-0862,396786.0,2.0,0.0,M,91.0,311.0,R,Apache,5.0,2683081.0
ENX7572,1-735-104-7772,344365.0,2.0,5.0,U,98.0,734.0,O,Lowe's,3.0,3850483.0
fgr7573,,1205.0,4.0,1.0,W,51.0,432.0,O,Lithia Motors,1.0,1870617.0
Ysh7574,1-518-116-1411,276666.0,5.0,0.0,S,22.0,394.0,O,CH2M Hill,3.0,1249534.0
Mos7575,1-696-359-4829,497953.0,0.0,0.0,U,57.0,658.0,O,Tellabs,1.0,3789880.0
czu7576,1-352-678-5471,156048.0,1.0,2.0,M,38.0,348.0,O,Phillips-Van Heusen,3.0,3874445.0
Ghr7577,1-906-600-9749,63617.0,1.0,5.0,M,68.0,598.0,O,Wells Fargo,8.0,437353.0
Rwk7578,1-093-018-2851,244849.0,2.0,2.0,U,93.0,505.0,O,Vornado Realty Trust,9.0,2669917.0
Uwi7579,1-302-096-9321,123585.0,4.0,3.0,S,48.0,839.0,R,New York Times,7.0,1466537.0
VXZ7580,1-915-044-3154,391134.0,1.0,1.0,S,96.0,672.0,U,Adobe Systems,2.0,991860.0
Ayk7581,1-040-274-3474,426759.0,5.0,5.0,M,58.0,696.0,O,Valmont Industries,3.0,
lho7582,1-678-397-2739,451737.0,5.0,3.0,W,63.0,448.0,O,UAL,5.0,1816368.0
rzi7583,1-679-345-9939,180822.0,2.0,1.0,S,18.0,549.0,O,AFLAC,9.0,565246.0
Wds7584,1-093-616-0613,205843.0,4.0,2.0,W,40.0,705.0,O,VeraSun Energy,0.0,1899339.0
Xsj7585,1-546-131-8988,470985.0,4.0,3.0,M,29.0,387.0,O,Magellan Health Services,6.0,3873239.0
Lux7586,1-477-186-7432,318225.0,2.0,1.0,U,21.0,359.0,,Emcor Group,7.0,767547.0
wxw7587,1-965-848-6954,326044.0,2.0,2.0,M,41.0,494.0,O,Peabody Energy,9.0,1027999.0
pfz7588,1-622-866-0937,,1.0,1.0,M,56.0,345.0,,State Farm Insurance Cos.,10.0,3428495.0
hlx7589,1-040-217-2014,187282.0,2.0,0.0,M,33.0,402.0,O,Humana,10.0,1827180.0
nyb7590,1-101-684-2373,,2.0,0.0,M,96.0,579.0,O,News Corp.,3.0,2070007.0
Ltt7591,1-386-426-5849,,2.0,0.0,,35.0,569.0,O,Torchmark,2.0,
gsz7592,1-598-816-0126,306946.0,0.0,4.0,W,40.0,745.0,O,Rock-Tenn,9.0,3596263.0
Kwp7593,1-770-379-7700,99663.0,0.0,,D,10.0,320.0,U,AGCO,1.0,3719999.0
AGM7594,,482013.0,2.0,4.0,M,59.0,591.0,R,,4.0,3058439.0
Ocn7595,1-628-245-6238,180476.0,1.0,0.0,M,70.0,,U,United Stationers,10.0,2592932.0
Cmw7596,1-813-787-2611,285682.0,4.0,5.0,M,69.0,417.0,,McCormick,5.0,1471273.0
Dit7597,1-362-897-1162,455032.0,0.0,5.0,M,96.0,338.0,R,National Life Group,8.0,
Rmm7598,1-952-919-4878,356141.0,3.0,,S,9.0,340.0,O,Hasbro,9.0,2410816.0
ekj7599,1-145-214-8009,165667.0,3.0,3.0,U,39.0,738.0,U,Tupperware Brands,5.0,1059543.0
wcq7600,1-328-944-9786,459767.0,0.0,2.0,S,31.0,597.0,O,Covance,7.0,379282.0
Klc7601,1-899-864-9421,106459.0,2.0,2.0,M,64.0,603.0,R,Interactive Brokers Group,4.0,3271265.0
Jrd7602,1-877-997-8896,51021.0,,1.0,D,38.0,662.0,U,SkyWest,5.0,1530364.0
GDQ7603,1-750-900-0823,494931.0,2.0,4.0,W,47.0,838.0,R,Best Buy,0.0,3731860.0
fnm7604,,429859.0,5.0,2.0,M,,791.0,O,Sears Holdings,9.0,2488858.0
Ymu7605,1-347-704-7823,,1.0,4.0,S,76.0,692.0,O,Frontier Oil,7.0,2301347.0
Pxj7606,1-228-976-2888,464086.0,0.0,3.0,W,60.0,673.0,O,Automatic Data Processing,8.0,1736571.0
Rsd7607,,207651.0,3.0,,U,73.0,331.0,O,,7.0,2399483.0
Qqh7608,1-760-429-1328,260418.0,4.0,,U,37.0,744.0,O,Comerica,2.0,2982744.0
udq7609,1-253-879-8833,,5.0,1.0,M,50.0,446.0,U,Baldor Electric,6.0,1611011.0
Ghl7610,1-401-256-3483,316963.0,0.0,4.0,M,0.0,,O,Commercial Metals,0.0,2999167.0
mtk7611,1-175-910-8245,84046.0,5.0,,W,,,O,,,
QIY7612,1-565-191-3419,368990.0,0.0,3.0,M,,723.0,O,Molina Healthcare,9.0,3307491.0
Ohz7613,1-921-688-5401,124382.0,2.0,0.0,S,81.0,348.0,O,Plains All American Pipeline,2.0,2057260.0
djg7614,1-925-155-0170,9263.0,2.0,0.0,M,52.0,666.0,O,Agilent Technologies,,53179.0
Iad7615,1-185-691-2951,334181.0,2.0,4.0,M,68.0,,U,AutoZone,3.0,690086.0
EMG7616,1-067-518-3854,314001.0,0.0,1.0,M,,844.0,R,,8.0,2025465.0
Hjn7617,1-188-554-1671,168309.0,1.0,4.0,M,36.0,766.0,O,Universal Health Services,8.0,695307.0
CYP7618,1-168-215-2223,322765.0,2.0,4.0,M,31.0,521.0,O,Time Warner,10.0,3238398.0
KPN7619,1-228-022-3056,311253.0,1.0,5.0,W,55.0,306.0,O,Sealed Air,7.0,1213578.0
Vbi7620,1-926-766-1124,140296.0,5.0,5.0,W,66.0,411.0,R,Sprint Nextel,9.0,103708.0
ehb7621,1-538-797-1948,439984.0,1.0,5.0,M,22.0,,O,,3.0,1086081.0
TMQ7622,1-627-234-0841,454011.0,5.0,0.0,U,51.0,702.0,O,Quiksilver,8.0,1349626.0
Lsb7623,1-876-492-0782,191541.0,1.0,5.0,S,26.0,842.0,R,Valspar,1.0,1083092.0
Dpz7624,1-436-946-7319,,2.0,1.0,U,100.0,528.0,R,Timken,0.0,1662799.0
Zuj7625,1-281-780-2897,,3.0,3.0,W,13.0,300.0,R,,5.0,3548540.0
Jqk7626,1-421-286-4139,269215.0,2.0,1.0,S,11.0,752.0,O,Occidental Petroleum,7.0,881414.0
ijb7627,1-908-354-2709,193126.0,0.0,4.0,M,62.0,303.0,O,,0.0,1712200.0
NMO7628,1-466-560-2530,462618.0,3.0,5.0,M,13.0,418.0,O,Massey Energy,10.0,847446.0
Tef7629,1-578-686-8082,212026.0,3.0,3.0,W,23.0,667.0,O,Weyerhaeuser,4.0,344294.0
Sdj7630,1-166-077-1436,371024.0,1.0,4.0,D,51.0,441.0,U,National Fuel Gas,7.0,1534879.0
Pbr7631,1-535-320-1881,235810.0,3.0,2.0,U,2.0,471.0,O,Pep Boys,0.0,3897101.0
Ice7632,1-633-495-6478,347270.0,2.0,,W,,701.0,O,Neiman Marcus,9.0,3064442.0
ZWG7633,1-398-680-0278,399212.0,5.0,2.0,D,82.0,323.0,R,BlackRock,1.0,2016524.0
Evw7634,1-185-976-7770,439561.0,4.0,5.0,M,94.0,846.0,O,McGraw-Hill,10.0,37745.0
Lhl7635,1-490-238-8219,29980.0,3.0,4.0,M,16.0,850.0,O,Family Dollar Stores,8.0,503752.0
LYB7636,1-891-741-2112,28693.0,2.0,5.0,M,43.0,,U,Teleflex,,2115180.0
Ijb7637,1-849-918-0984,106794.0,1.0,2.0,M,76.0,564.0,O,,3.0,839222.0
