gndr,ddrssln1,cntr,mddlntl,ncm,lstnm,nmbrcrdtcrds,phn,stt,wnrrntflg,ct,g,frstnm,mplr,pstlcd,nmbrchldrn,ddrssln2,crdtrtng,ntwrth,gncd,nmbrcrs,mrtlstts
,azbsojiehib,United States of America,x,27696.0,Godpsfflj,5.0,1-587-962-9613,AZ,R,Tacoma,91.0,Qvsjcfborukmhuznvx,Sally Beauty Holdings,Ifqtvkt,4.0,QUFUNULKGYWOQDYOFWVTGNKIYCGFZXGMC,647.0,1581397.0,God11550,1.0,M
,Pnhmz,Canada,k,413374.0,uxnpbqzsfo,4.0,1-505-580-1056,VT,R,Durham,23.0,hdefkmafcevoed,Google,Dqmgog,4.0,Ddlumrrjqwfbtbgldudhudl,528.0,2431542.0,uxn11551,5.0,M
,Dxjtkmtpitaygxumeeafoppxksnbjcdktzatknekrzbjz,United States of America,,286422.0,HKDZKDZM,0.0,1-699-197-0653,TN,O,Saint John,3.0,DAJTQBQPLMKZS,Baker Hughes,TJBPXRSV,1.0,OJQJXYGYVLNCHPFGPHVWH,568.0,299329.0,HKD11552,2.0,U
m,gdhvwhfnparluibd,United States of America,F,260038.0,tgovkzsanbhvmdobdlwsctkzbprb,3.0,1-267-593-5472,WI,U,Dawson City,51.0,VECUBNSDHKJZOHEIJ,,Bodluder,0.0,JAEKOBXKZCKTXJIAHTWPNWAAPYIFESFAWVNTVJWCBMAILGITHFJGSBFQVJPEJJZEMBATWW,562.0,2791638.0,tgo11553,4.0,U
F,Psggywpxmudgsadqaszwayiojwzay,Canada,Y,447447.0,kitknukmqah,7.0,1-937-573-2011,Newfoundland,U,Tallahassee,20.0,evwhppgojgqvms,Health Net,DSIBQWVAKO,0.0,Dttskosvwjftrvqq,511.0,388781.0,kit11554,4.0,U
M,RYGALSMMEACAEKPIHIAIDHIVVOAEOMIQVKFLBPBAQBJYXNEP,United States of America,,57109.0,vsqrwwjo,3.0,1-756-188-0150,OR,O,Huntsville,37.0,Ehnwgvwqopkbgtkqgqgbic,Danaher,cmqznjktf,5.0,Wyghnvnnpcdqamcdmajjyeknkipvfcamwfckhjczvdjyvxdowkwphxngdddwe,449.0,2668902.0,vsq11555,5.0,U
F,Mpiejlvmrntflsfl,United States of America,,,ljcgfppgad,0.0,1-326-886-3011,UT,O,Edmonton,92.0,Vobzztqjkevmifvql,Wyndham Worldwide,Klhij,2.0,EWNIBPLGHMUMQKVDHYXRTJKHCRSSUNGFUXMLOJTLSXKSFTQIJE,550.0,3190554.0,ljc11556,0.0,W
,Kuzofyrosjtkgduwxkikiwyvolwcgshcitzugdsfmmkjusino,United States of America,,43792.0,Fxrvwebfanekd,6.0,1-997-853-8154,VT,,Seattle,52.0,Igjbgcrohfjykr,Brunswick,dfhyhxh,5.0,fvxmytpaudkexkhjdhitqyeaqjlwrcvlykujpdwcafcjewjdl,396.0,1293547.0,Fxr11557,3.0,M
F,Hrnrqlafdapgslkancryztkigufdvbcdblepkz,,K,196969.0,Ioufiaavluroowevtfxofiwe,7.0,1-640-725-0120,TN,O,Garland,93.0,dpyhcesjopa,Medco Health Solutions,NCNPHKUPFV,5.0,Ypikktyownuxrzdsfsfijhbnluhmeyfmjzidqdi,589.0,2612244.0,Iou11558,3.0,D
M,niiqfdtotkobazqoeh,United States of America,F,30861.0,Nqnzlpxncqdd,8.0,,VT,,Washington,23.0,Xrgwzdwxrbnndnxxwpx,Career Education,WZBYTUHZX,0.0,zwhmzefjljxikyexrtlrrsrvhaqececbqexwmuhuwghmfougfcfhwpjpxgyehplszuky,487.0,2576027.0,Nqn11559,0.0,S
,Tsadfundshmsvmrcxsbriphjcnlpydxwcptgulzpntebnaxpghpjhoreglqp,United States of America,X,185299.0,Actzyshgogdafarwwbxmrazovxfw,,1-623-768-2392,NH,,Worcester,82.0,JNQUMGEUU,OM Group,NDCIXLVHKADR,3.0,gewmcfv,778.0,2578386.0,Act11560,0.0,M
,VHHKCLZIKLEGWSOUCDNETYMXHGNESBUJTUEHPHKYGXOJEPDHZDOKJYMFYWPTNHPHJT,United States of America,N,,Rlgfvqtkwlx,5.0,1-146-532-8204,NM,O,Madison,86.0,Mnxirsuztqohsyrhdtzduip,Helix Energy Solutions Group,OSOGY,2.0,ibixxldlrk,381.0,2493050.0,Rlg11561,3.0,M
,dkauycyhtdqtvlvtxttnrpmpqizclnqnmvltuv,United States of America,,353880.0,DYCUES,3.0,1-743-496-6434,MA,R,Garden Grove,19.0,rduyxmjokbprrdzfoz,Flowers Foods,qtxmxuewn,1.0,qrgtgbzhemfhbrqpykcacernidshrokjjtgifqxfmnsyawmdfrgdaqvwufljb,525.0,2917975.0,DYC11562,5.0,M
,Ekjvxd,United States of America,k,154696.0,Xjcjxuaxkvjueoxrudgh,0.0,1-187-323-0258,CO,O,Rochester,12.0,Bslaiokykqtvjbjmipnubjorvfbliv,Tiffany & Co,Xandhegbrsbn,2.0,Olubkujgbpkwguignwdcqnhsunkobjkglsrpdrkxblbqm,533.0,2906479.0,Xjc11563,2.0,M
M,RLSLPADPGDPJIDHJPILUAVGVRRCDHQTVBDKOOCMJGRNRKSZRNYCOHJXSAJWX,United States of America,,440722.0,eiwwfqletksmexlkpopxbpq,10.0,1-371-152-0530,OH,O,Denver,43.0,Ifpaj,Service Corp. International,uypfozng,,IERCSXL,441.0,3587993.0,eiw11564,1.0,M
M,Zfrwdqtpqqqqunafiagsktflkmerxeinsxbxafbhpbljins,United States of America,,95796.0,vgpahfbaecyxgybqrqvcpmbnmqq,10.0,1-884-899-1189,HI,O,Cedar Rapids,,NHVEFSWZEICVUIDO,Capital One Financial,pidalps,2.0,NRHSBAWWADPWHWFZPFJASZWBQSUFGCOXMJ,654.0,2923570.0,vgp11565,1.0,U
,Dhggnsupj,United States of America,k,142024.0,Nmogqxaryetfwifegntqrxshmiaujg,10.0,1-540-617-3307,WV,O,Quebec,18.0,Cgvwxlwpyixjgoxbusvjrhqoij,Enterprise GP Holdings,ANAPSK,1.0,Qacjqrsaavqkuznnjviyywabqhluxwafymzcqfrznccouxwngagnbjnsvuoxzyvbmpofdpww,831.0,1166317.0,Nmo11566,,
,Xgqjfuhekdrbslxyvtvzeqmpsrughxfkxumdau,Canada,,325256.0,UWGWTXGVPZVFOHAJWKDLZCEEZFQPU,8.0,1-894-818-0552,SD,O,Scottsdale,76.0,VGAVEZLMBPJAZHYWEG,McDonald's,yhbrsda,2.0,Tpjvzihuslnavbdjzdwnfwdql,499.0,3809341.0,UWG11567,2.0,M
,Qedoeurhkjcultxubroiiwmbnvovoiwpydoqjke,United States of America,,412470.0,VRHGWFHOWSMONFKMHQJBZEYTSTR,10.0,1-266-555-5621,SC,U,McAllen,82.0,Zuezphltchhjc,Dresser-Rand Group,,4.0,Efhghlmkvwnpqewewewtcqcnwjbeadsxdajtkfges,790.0,1993802.0,VRH11568,1.0,M
,Yhmwcsijkpbjceoflrcqztjyfaiqclwwsbme,Canada,,428497.0,STWVFCJSHOKFAQEIIDDRLMDOJSJM,7.0,1-252-297-7634,ME,O,Minneapolis,31.0,asbrgvvcjm,Kinetic Concepts,Dvarnhlxbd,2.0,Ilaxjmkjtp,320.0,2832224.0,STW11569,4.0,S
f,anhlrx,United States of America,e,252531.0,ecdfihklvirkffxgwkkbqjgbtd,0.0,1-912-592-2039,NJ,O,Sandy,86.0,Rpqfuhglmytscqjeovsandc,United States Steel,Mytwpycdbj,,Pcuzxbpvmbrpoxufdnmpngkzwyxscsjecol,477.0,3143638.0,ecd11570,2.0,M
f,Jwcqjjiisbbcaccxdphaipowerxyqclwjsfbjm,,q,458603.0,Udfqzghimsxsrgzuqqfr,7.0,1-253-031-2004,NY,U,Victoria,92.0,Aselltrgtpltxsnrdivsxhezt,FMC,Gmnxunh,4.0,DHDFDQIYTGPQHBKHURPFFMTWHZRJWKGWMLVPVYFWVEOZMOLFYTBDRVXZ,389.0,1115736.0,Udf11571,3.0,W
,HFTWCIUBJPXQQITSIJGBKVVISKTJXVIUDXXPAEEHCDQHVLII,United States of America,,351558.0,FVYOTIMDDQQSCEMGTIOQI,2.0,1-185-457-2535,FL,O,El Monte,78.0,Odxnam,Whirlpool,Kqtfruxjxs,2.0,xcocllpcnk,668.0,3991069.0,FVY11572,4.0,S
,pccpqsbmmgazitf,United States of America,d,311263.0,Cjuojjtdjqx,6.0,1-210-485-9754,MI,U,Montpelier,85.0,Afuswreqvmwdgngv,Publix Super Markets,Wcwyxjxnzfk,5.0,Tlycnlyegtwidwnelzd,618.0,2320948.0,Cju11573,4.0,S
f,Mbqkzvrypxdafjgrozchyatbhvfpurokxaqohxxjhfmn,Canada,,376089.0,qomjvuiluq,9.0,1-429-367-8419,MA,O,Warren,42.0,Bnkqzfdkpvhpihioosgwgdklu,Visa,Rfqevimkzd,4.0,UOPKWYLHYSFKBYCGRBCT,536.0,3216669.0,qom11574,0.0,M
,GTAYGEOAHSWWUEMRLKQKAJMLCBJPRNCJSXHGZIOCXPPOFKVBPKNBEJIOMTUNIYHMSFI,United States of America,,186687.0,RXKALDF,7.0,1-291-762-2339,AK,R,Thousand Oaks,72.0,IJKENUMOWUZYX,Comcast,ydspsato,5.0,zspkwrndeyoklhj,821.0,234280.0,RXK11575,,M
,vwbaktdfxouna,United States of America,,,Ivlciclqqkimmoiawxng,4.0,1-705-650-1719,Quebec,R,Costa Mesa,10.0,Xvoxaxegqcixxsjkjjdmuurnlw,CB Richard Ellis Group,Pojjohfc,1.0,SSUWRSWETSFGBMNKXGKHDDMFTMEFRYPOQKRCGDRCUSJSFSZEFAAUXNMRVDJZJQQRSJZAMFDZISBJILVO,595.0,2356309.0,Ivl11576,0.0,M
m,Ievlelamcshlsgiusnhttbmbjcbnlylzmufkquljjosexlyxqynl,United States of America,,387940.0,VUMVWLBQNIGFQDYXFJMGL,7.0,1-317-972-8376,NV,U,Lubbock,52.0,SLHUSTMNVMARUDMMQIPUWEDULTN,Weis Markets,ltlavcbkfew,0.0,Penuwautwhdozgjmfookfrvmytwmqaysnbb,848.0,3116901.0,VUM11577,0.0,M
F,rjmptdedzarkoalgbxmykbrschpnhfuixoxvu,Canada,,272661.0,gumxfhdohimxcvqsupkgxxegcwpol,7.0,1-169-322-6167,CT,R,Phoenix,35.0,awjtwo,Boyd Gaming,,4.0,CTTPVUHDUYTBGQAAXEKHXFPMESVUYFZAZCDRUNAKUHVPBRBJVPOPXUNHSXCUGAJNDNENPEPGEIQNGVHY,649.0,3860310.0,gum11578,0.0,M
,bhlmo,United States of America,N,463572.0,Vtnakfedqralmsqcjunhliqy,10.0,1-493-228-4403,TX,O,Corpus Christi,14.0,TEANUA,Analog Devices,qydawcck,0.0,Zmntiyqtndqfcvobtbjdcosaiyflqxvfmuniddcogzlrlfqbbwxahkgqgazmzglwgxkf,471.0,1414386.0,Vtn11579,3.0,M
F,ncbuqtcxvgglyrjvqirprjbspkczfmujugyyvptuneotqtjutg,United States of America,,153465.0,dpuahnzatt,8.0,1-728-016-5625,WI,O,Mesa,40.0,ksgoszhldybbtbfdemvsijzp,Coca-Cola Enterprises,Qhwqkbdyuoh,,SQVMDA,343.0,2050421.0,dpu11580,4.0,M
,bpohtbgokjmzgfyodusxemgggwbveodwsxwvltpuowzdicopxibyl,Canada,C,496975.0,JIXFDKKVMRGVZSGVGMZEC,7.0,1-074-869-5600,SD,R,Chandler,38.0,Cekdovxjduiair,Unitrin,mapprhsxxrsm,5.0,Lskcoreaekzoeiohowobwyhcikkgpdfpxirtzeorieyhcffvvutlzwdgpfm,754.0,140650.0,JIX11581,0.0,S
,VPUMBUWQQBMGIZXSB,United States of America,,13374.0,xsoqqnfmkbxjamfdndeaesimcf,1.0,,NM,O,Lancaster,100.0,xehcdxctuovot,Ameriprise Financial,KDRDGL,2.0,,789.0,492927.0,xso11582,2.0,M
F,mtubwvftlrgzztwkrglsirbwthtceycxkodducbkdcgluhbywtqtofbtbtdrmgvugibbvhfqxa,Canada,g,190604.0,UVJYBKYGLDI,7.0,1-268-106-6566,UT,O,Hollywood,26.0,HDMYKBM,Perini,Umthsen,4.0,Edyiaixgxeeviunniinekeupzejvfwcwssmmdesesrskqxptvngsizadmsfoeyai,719.0,3840409.0,UVJ11583,2.0,S
,Mdbevgkoqkyhgliyyuzpxfnyrevxubyvtwlexoyaiecituxklwkxlxlxlsnzaftpmihgqgzjchaceukx,United States of America,,133569.0,yopwovjdiwqhnrs,1.0,1-486-226-3687,NH,O,Salem,73.0,Tygzwegqrbqhsrtyahf,A.O. Smith,,4.0,JQZJKQFDIKQESKLZCBNMMMAMCLMEAETHXCIWEHEUFHMSAODLARSMYPQOEUJRP,779.0,3456740.0,yop11584,4.0,M
,Iljjhxjemwvptxikmvaunpszbathydvnzbpeparcbouuxgeaifd,,,209134.0,OOAANGCKB,1.0,1-457-317-0889,Newfoundland,O,Tallahassee,29.0,Ypiduarg,St. Jude Medical,Nudbueunc,4.0,Bsrswjguynjuafgvxiijwzdrnwajwbinxjemvqbjmmul,564.0,2741274.0,OOA11585,1.0,D
,YLSUYTDEFPWEPGAMNJCOURGXHSMVKQJPHASJVPYBGYUXTQHDM,United States of America,j,109120.0,DNNULLPVYXNCZPNRMQAINLUIVDFQ,6.0,1-736-844-9351,UT,O,Palmdale,37.0,Cyjsbhvxynczqyvvjtphumiw,Berry Plastics,UKUBOV,1.0,NVVFXBHMZSHKHTBDKJDUJJSAWSNJQTGWTZMRBVMIRBULIUBCVJWLSORSADJD,696.0,1910735.0,DNN11586,3.0,W
,Egxkizvluc,United States of America,,19826.0,Esonjkmmxhfsflimbhfjuh,8.0,1-934-945-3582,KY,O,Simi Valley,86.0,Kntdlxlvbgynuilepfmu,Aon,vtdviyae,5.0,hcllaz,803.0,2616785.0,Eso11587,0.0,M
,lpkeijbmgthiqgwktynkgmhxlpxhjcslpcruf,United States of America,,77453.0,Mrygbxacboxbczwqfxyhtss,3.0,1-343-216-6768,Ontario,O,West Covina,49.0,gxoloh,Borders Group,hfprywgz,4.0,dbwfqqgpxyevvgjofhlfwderwaxuaznnfrbwcnsodnhhqerrlntkusxuuimpssrrlnh,685.0,3033496.0,Mry11588,4.0,U
,Yzmgoxubbjlfekccgixypuaujzwzkoojsrxfo,United States of America,E,268861.0,ygpwkqvlnikwd,5.0,,LA,O,San Bernardino,25.0,Chnipenxxevvtktlsm,Polo Ralph Lauren,Gddlxvo,1.0,Btuek,307.0,2006707.0,ygp11589,3.0,M
f,Dptowxvhwqpxtqjirrspxwybckdwsbsqrnbehzeycyxndvtknqwpwdykew,United States of America,n,189690.0,FPWJHVCCGOIXANOHTPCZJBMCVFQ,0.0,1-814-231-5171,NC,U,Tempe,100.0,Stkampcjcavuutdhllkolj,Marathon Oil,UHGOFME,0.0,Gebwfur,561.0,1421589.0,FPW11590,5.0,M
,Mqmigkmjjcjcivvqoikbjujtdmwxhcwupseceebxbdueipykjeh,Canada,e,400123.0,Ipkwekknihiixyqjjrgtn,1.0,1-735-063-4369,AL,O,Irvine,74.0,Bfjicqokywngfnrsdhnfjhnmrjsz,Loews,RZVABGUOK,1.0,CPSVOIMGFAVZXJPFSYYJSZRGEPOPGFOQUABKNGYUBPZMYDAQMGZVNKQJPNUCDRKSQFNHPXDVBE,,490073.0,Ipk11591,2.0,D
,qenckqztftbyguslhrsiuuye,United States of America,X,226212.0,Zqtqddqvonlpvlwoycqvfhauxav,8.0,1-557-253-4661,PA,R,St. Petersburg,28.0,Iyrpcbrelzkwcajcomyj,Spectrum Brands,Gvhppo,2.0,NFULJSQIZQUNOAFUA,320.0,3720606.0,Zqt11592,0.0,U
f,Loveesoujzcmthbudewqeksfegtr,United States of America,,437305.0,Owsxl,5.0,1-381-612-1418,ID,O,Oklahoma City,26.0,Dkdttakao,Foot Locker,lkoipl,5.0,Vlhdtssnechvavbjyfqyhltutoftmmirjquseeshgqcndzhhsvmbodhsld,562.0,415111.0,Ows11593,0.0,
,CCUMVYNVHGXT,Canada,K,119322.0,ejwxalgrzwscpluygvgmcwli,4.0,1-685-117-8026,HI,O,Seattle,93.0,sylwswpcoxygaevjbbwqlodxte,Hanover Insurance Group,kttgkxtprrk,1.0,MEWANVGVUCTNJRXLVLNVAZYTVVNFF,677.0,2378099.0,ejw11594,5.0,M
,WDDJSHVNBZPAWKHCXXSXMSKCFQKNGYTDASCHNDJNLR,United States of America,,343047.0,DEQLBNT,5.0,1-658-460-2739,NM,U,St. Catharines,12.0,Ljuptoyma,Select Medical Holdings,jdrqss,1.0,Maauqfkkvzvrgqgledlsdtpadeupvdvgmshczzvablo,345.0,242686.0,DEQ11595,4.0,S
M,nhblbqtvhyjkh,Canada,m,36540.0,qurdiiqyarcrbrhwsenpgsgaiqjq,0.0,1-252-051-4326,NY,O,Santa Clarita,61.0,Maeokqbtrmbvosrvm,W.R. Grace,Dzqhwcxwtah,0.0,Vrlwcmxwdcwimiclgvdsoumkupzznxhenkbznkqsbbpdvlvicpke,679.0,1402162.0,qur11596,2.0,M
,Fbgmcvsnysoh,United States of America,b,179381.0,xabuceenfoxar,7.0,1-555-766-3524,New Brunswick,O,Lubbock,77.0,fcdipdcqamvuib,Warner Music Group,Jdnqgbobtm,,aedazptegxo,355.0,430652.0,xab11597,2.0,D
,UMGEZQGZYGSCDVKHPIDTKENOZTNFZMHCKLDBGGEESAIDTTNIFSWMGUAWNNTVRXFQPPZFM,United States of America,l,465320.0,VIRQPIVOCYTXTBSNWEHD,6.0,1-895-185-0746,Quebec,O,Henderson,49.0,Gjlvho,UAL,Hpkmfwg,2.0,irxhl,756.0,1101417.0,VIR11598,3.0,S
f,oqkadoauy,United States of America,,276536.0,YVXETU,4.0,,MA,,St. Catharines,23.0,Qfmjaggonjmpwcbquxtvcrql,,KQJTAE,0.0,,655.0,801294.0,YVX11599,5.0,U
,,United States of America,,122483.0,mbqcjomltvtzdfwvkjghxnkk,7.0,1-253-084-7064,MS,O,Birmingham,48.0,QVXYHKKSGDSSSGJTG,Kinetic Concepts,Fbkwfjknfnc,2.0,Bggwpvaqxtpborgazcznshudguwfphaspubheqafxtltyhwyoykvsesziujncjmu,377.0,1803773.0,mbq11600,0.0,M
,Mtooiwjtgusngeitfoijhxbmqyajklrmsgwzxjhmcjikj,United States of America,,343719.0,Rkwanwfrtrolvgslnuzz,3.0,1-749-001-6441,ND,U,Worcester,48.0,Xhgjblzagilmr,Mutual Life Insurance,Lycfz,0.0,Puwykrcyeoiizwvbnzyokxlllagvguccjw,802.0,2686713.0,Rkw11601,0.0,M
,Dviumyunujluvdxvnxikgmnuhrajynswfaaarsbgkatibukojrqzmrm,,,94100.0,Auxlixeldcgrg,0.0,1-277-123-8765,KS,,Hollywood,20.0,Ciodet,Alpha Natural Resources,kudimljhu,1.0,Irgtgkpsigoxhdgbgfxmphplzwpkrocxcmbpxzscgkdjuuiupl,485.0,,Aux11602,5.0,D
m,GYAHSVHZETOMIUPQUR,United States of America,,266895.0,Lanvlmaumwxmgwqnt,,1-078-210-7995,OK,O,Billings,21.0,Knisqvadxopgesamnai,R.R. Donnelley & Sons,VBCEGTETCG,0.0,trtzlirrvocycxkgvqfxvxtu,556.0,3147005.0,Lan11603,2.0,D
,Wxipm,United States of America,c,494928.0,cgtkgilsvyexcbg,9.0,1-217-485-7826,OK,O,Portland,48.0,Fiupafixfqtabgtsqrxyhqagqfg,Leap Wireless International,Wahqlqjpjdc,2.0,Qgmnbhpnppkevcmzuitcdvmiwbgyxtsxskvtiwopsggcomksgmutc,813.0,92052.0,cgt11604,4.0,M
F,Hsoinkdcpergxaofigukharxjfhzjphneqmnfmswkhjbisgprxptkdhqciptchgcpdaxgqijbgo,United States of America,,10974.0,Yhpkgzbxxmxjqehmyumsbrhkinnf,,1-203-837-8731,KY,O,Yonkers,81.0,wxzezcrnppgplmaakkfyfyf,Chubb,SOYXSN,4.0,,403.0,3022187.0,Yhp11605,1.0,S
,Jqifew,,,317292.0,ZCECVDMWOXQNGBHUDSHUUNWCFUL,,1-688-070-6264,FL,R,Jacksonville,100.0,NXQGIYDOWWCXYHLFHKPGRANHOKIOZ,Expeditors International,Ymwywbzohw,2.0,Sajcdy,722.0,2728157.0,ZCE11606,4.0,S
,IWMGOMMDFDEYHP,Canada,h,182329.0,Yeppjgznghkmspbcv,,1-736-129-6001,MA,O,Warren,85.0,ojwqussnrscuoqwkxahdovzbjm,Lender Processing Services,Omkslmpvky,2.0,pcaaaxbhgljsirpslb,496.0,2603581.0,Yep11607,3.0,M
F,oagngydcdeekedkqfmfqxkmblefprjagk,Canada,w,322283.0,Npfodm,0.0,1-587-126-6624,VA,O,Tempe,58.0,etjaxwqq,Gardner Denver,Bhiuejex,5.0,LWVKWEAWGGEGBAAOBOSOOTCQHU,753.0,866620.0,Npf11608,3.0,S
F,Pnsddajofzypzukowmldwxidnrdpdejgjvhkb,United States of America,j,308856.0,ovunposwijx,8.0,1-253-546-9150,DC,O,Detroit,13.0,IHXMVABEFWNP,Consol Energy,ciadlxhllq,5.0,Jlphtjwsalqwzzomvsbbjdtjjclqcoxgnrjf,755.0,607498.0,ovu11609,1.0,M
m,ototeaiqlewnthhtiltmmknpvmztwmzthhzchildmjiolegnqlwlwf,United States of America,,395339.0,sejhofxcnurwfppvcaaqwilyryeczb,1.0,1-528-415-4033,WI,U,Yellow Knife,46.0,Ozprywornpunvfxkiqcnubmlwka,General Dynamics,tftbg,2.0,Ecxdowatrlevywozmmpmdljwwqdhsdb,730.0,2525236.0,sej11610,1.0,U
f,Kptwddehaeoifxulmdhewgkzzomptuwscghxdvwmzlmjdsshczdubermcyfmmqyljbncymgyywxyefjo,United States of America,J,232654.0,Uionqaonpaiqv,7.0,1-257-011-0683,WY,O,Glendale,30.0,Idbghluxcqchoodklgzjidlgqith,VF,Tjfreyiv,0.0,Wmestwiynfvrpnjuiqdwkivaxjajdoytrkvgojjvmvwhzk,536.0,2105788.0,Uio11611,2.0,M
,Rjgocipkxwdzvwsyqndugcarjhmxigzesoffarepjautkxikmwvlmgxlpgckjgd,United States of America,U,256877.0,mwksjq,6.0,1-673-858-7207,SC,,Overland Park,88.0,Bqdhlubzqt,Pepsi Bottling,Jwdkz,,PFDPPCJLUISCVMZAPKYBU,357.0,413838.0,mwk11612,4.0,W
,UIFKRFHDIKICLBFDCDJMGZDTPMERDMNHUHAJVOOXMPWXIBGO,United States of America,a,169787.0,Mvlspgdhtfmagdmx,9.0,1-082-692-3311,MS,O,Warwick,83.0,Opxadcgdeghxmq,,ETYAXUYWWP,5.0,Vixgawqqnqgwwgrboxlemnssnbxpvnpmjxlxydehbce,498.0,1861550.0,Mvl11613,2.0,S
,mlyruecelcgaurjuwnjabnhtvlbhmdmbsc,United States of America,,230333.0,Hwkseazdmccssha,1.0,1-553-941-1814,NM,O,Moreno Valley,75.0,Lhgkgkqzmgsrvsxwnrs,Eastman Kodak,Trllsaoe,2.0,Pcwxshlnkg,411.0,1690505.0,Hwk11614,,U
,usdtlgafdwgsmwmqwfotvvfgowjoozwvcerdeaprfhtnfpqdgdvolvymffjdlunakvrjaozbxft,United States of America,O,216513.0,Smftpev,7.0,1-016-280-7954,SC,O,Baton Rouge,34.0,Ekengyhorcxbl,Volt Information Sciences,PPESHHDST,3.0,PPQODTEUSRLHURZQPFTMCLLBKDOHDIJXNCQZAKT,504.0,1490414.0,Smf11615,0.0,D
,Emgyyzyrlkoorcbynqhwfjvccxbekgbfchxkkftipvepvsecwlnqjrvculpfxfmybixxkqrebhabk,Canada,Q,324178.0,Bodxxghbcsjtrcjpfdeiujqkdgc,7.0,1-301-321-2634,IN,O,Mesquite,67.0,Zuapqqohsipnlabqzjnguvbmsj,Whole Foods Market,Lccaeuxuzva,5.0,Ozqcifztfimttgpcqsfmejerviktvzervijaccxicqpvgccmzcmfm,432.0,3093168.0,Bod11616,3.0,S
M,Hwpimhxsptvfxafekwelljrgmqclxghlpmsnvwlgnrqmguhglotx,United States of America,,148285.0,QQNJUECGLM,6.0,1-236-472-9787,WI,R,Stockton,50.0,CCAWGHO,JohnsonDiversey,Jvivg,0.0,Updtumtmctb,482.0,2095763.0,QQN11617,5.0,
,xlncemlucjjerpqbvrilualhflvfsa,United States of America,L,239613.0,JLXRDJYFTPXAMRSYSLCFGEZRBEXZ,2.0,1-312-946-5675,MO,O,Plano,14.0,QXFUKXAVNAYPOW,Sprint Nextel,dremkuit,4.0,VPFMBIPFWAUUMCGIYLPPLPEWHTNHCWREIMRZLXEVXSDILKJIEFUVR,423.0,131939.0,JLX11618,0.0,W
f,BMVFLFEVTRGDVVWWMTAMZDQBSYVABQQIGLCIEWHLSXUONIZZLWVPADULEOLQACVFWCNDYQIWOSE,United States of America,,205435.0,Hklexqwcewtcennedhyvr,,1-187-561-7284,IA,R,Evansville,20.0,Tlglkisyik,Hasbro,cpalxrcbj,2.0,Vpvqdzfiewodbmrrnqnbhptasppnoexbqraoknvngkuodeinfu,416.0,3039922.0,Hkl11619,5.0,M
F,Bihraftibkaaaoupsnptaw,United States of America,G,285561.0,ORNRAOUDFKZNZGINT,4.0,,Newfoundland,O,Mesquite,69.0,SCXAZCEYYZ,Mattel,,4.0,Tartkefwsjonipfltghniuhnholcxtngdoqauchjojdbtikjrszlvwgevypaibglalqxqxg,513.0,1463742.0,ORN11620,4.0,D
f,pdkxbfdbennwilcvtggnvekfloxzqhbkbihhznbhijgufgusuvunrkueo,United States of America,,184724.0,Qznrztckbsrboyudyuyumjaezgjueu,,1-922-960-2529,LA,,Mesquite,72.0,ctietdmggsetwfvegzwqsbwygdti,Cephalon,hwuzrons,5.0,gjftvtohtymtpf,434.0,1049466.0,Qzn11621,0.0,M
,Xwpoxfnddhgddppdqqoptkecmoqgnotjtmefkfmetxkegyksfhdw,Canada,p,475871.0,Tlcdewsqjnz,,1-581-044-8354,OR,R,Chesapeake,21.0,Hunonbpowk,Brown Shoe,zofrcgbizyn,1.0,NUPCTAXZMFGNORPZGENOWCUXJKJ,322.0,138783.0,Tlc11622,3.0,M
F,Pwztobnshuxgvsedzcpltrxlstmeyasmigglmvmyg,United States of America,,440579.0,WQUIBKVCHANCCFSNUQXFQP,10.0,1-136-361-8892,NY,O,Lansing,77.0,FXRZLWUNVFFK,,kxbowd,3.0,jgneoejpfxaruplbocxrmvepjaujksonfwpegbfatmuyxbzn,382.0,718651.0,WQU11623,3.0,S
m,mrtnmiktbeyvbvuembefcoungvdifhhibvikptbbxo,United States of America,z,72779.0,Iknrzmrfxhkw,3.0,1-781-190-0085,NJ,,Saskatoon,40.0,MQUTWSCIMHMCKFNVUEHBOQD,Vishay Intertechnology,Rzcfizqmh,5.0,Dbjfxsisiklokroannaxpvbzwmxydbghcrmrffcylejdbibdxlzik,328.0,920521.0,Ikn11624,0.0,S
,Pfyenlbqrynijvahfenrfdtggrxkiovkgaesxxagyyjuowyujoshkjntkolpyqf,United States of America,,48666.0,Htlrvirryfduesjreqjucrrp,9.0,1-436-676-2052,AZ,O,Macon,22.0,adgoqensqjsleekwszke,Brinker International,Evusov,2.0,khpcqfvpkftkdxihpaubdqcnnrxq,630.0,549247.0,Htl11625,4.0,S
,VJNMALNEHNYVHIVHIYSEUPMSJSSJICMKPNELXGXIXZKDTDYKLTRFZVUCOUMMQNF,United States of America,a,241031.0,kihpvmexeluhbhcjjdsnorqibghw,5.0,1-201-291-2778,IN,U,Simi Valley,64.0,Pajuqvxagoefgynodq,Cenveo,Svkwdds,0.0,CNIFIHEHAMLBDFZKASFPQFJIME,646.0,2270678.0,kih11626,1.0,S
