prospect_gncd,prospect_frstnm,prospect_ntwrth,prospect_mplr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln2,prospect_mrtlstts,prospect_gndr,prospect_phn,prospect_nmbrchldrn,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrs,prospect_stt,prospect_ncm,prospect_crdtrtng,prospect_wnrrntflg
Kli13826,Jugunjqnccigcnvxqahsjym,3347564.0,Airtran Holdings,2.0,Klizovvpmhckrkszjalthzqrian,JECDZPLSWKZDYWEPISWNGXOYVRMCGBV,W,m,1-267-415-6372,2.0,41.0,Mesa,United States of America,2.0,RI,269907.0,320.0,O
FLM13827,Sbtnx,2137206.0,AK Steel Holding,10.0,FLMFZOPGOHYQMHGJQUXEGT,Ystqiawvevkn,M,m,1-542-620-9069,,86.0,Columbia,United States of America,1.0,NV,266270.0,695.0,O
Zpa13828,Dammooesphcd,2154213.0,Omnicom Group,7.0,Zpaudirvejcbalarniunqful,cbmfrsh,U,m,1-370-137-9153,2.0,95.0,Sandy,United States of America,5.0,RI,149569.0,698.0,O
Yhd13829,Pkynrvhybdfedkivcjrwag,2053631.0,SunGard Data Systems,5.0,Yhduecmikhrecxtjdviuprmwpcmpe,triwdnzrhoasiggkingedlydesazcklhjtpwngeetljmzhfjforjbrbxc,M,,1-807-711-6468,,,Regina,United States of America,0.0,British Columbia,481941.0,370.0,O
TTJ13830,nrbjshgxucdwvdr,738924.0,Hanesbrands,3.0,TTJDRCXLUA,OLZXOITRNGJRNUSPPJXUUMHMAPGZCMLKWCQBRFXQSSYBBKMXPUEXWEHQKSLAZNDNHXTKUUJ,U,,1-435-878-0215,2.0,40.0,Macon,United States of America,1.0,ME,477016.0,687.0,O
CYJ13831,HGCFNDKXDFKSZCOATUDVER,475396.0,Radian Group,7.0,CYJPKLIWHEEHKVUSAPXDSPNWHAUTJU,ZVOCBTPSKTZJNDWRLCSUBDQNLTWTKTGNDTJRNLWFMPJXXLRYXOUQUMJCLRXEGSWBTL,M,F,1-777-865-4245,4.0,82.0,West Valley,United States of America,2.0,AL,48842.0,449.0,U
rqj13832,Artgswfrtvgklore,3618242.0,Pepsi Bottling,8.0,rqjzpjfemjblqsnmmgrusfmomzszo,Foilnojtcvdumdqokdczgwpmegjfokcptkigmokouleomxhwnwwvfgmusmuoyv,M,,1-482-720-1684,5.0,99.0,San Bernardino,United States of America,3.0,LA,174921.0,731.0,O
SEK13833,DNGEIVWOXBQCOJQLFWMLDHEFJM,1351204.0,Eaton,6.0,SEKXCYSGWGMIPCJABBLIXCYIH,yixdcqdssiokwxwxxdnuttxrpjwcjjpnqepcicbquouzcudxmokc,D,,1-643-281-6008,3.0,27.0,Hilo,,1.0,British Columbia,423174.0,660.0,U
ror13834,Owvdcumzwffodilgk,2728930.0,Target,9.0,rorzn,Wakglwleindrxmzloqvufvpezblsoiifmfkntogmknzglz,U,M,1-968-519-8711,0.0,11.0,Fort Lauderdale,United States of America,4.0,TN,476259.0,543.0,O
Hvi13835,Khkeqswi,197107.0,Mohawk Industries,2.0,Hviijurashxsc,Nohnbpevofnwhnos,U,m,1-513-165-5946,5.0,27.0,Santa Ana,Canada,4.0,FL,216855.0,477.0,O
kre13836,Dytgzxpmvgspsfakvbhhnivsiom,1689877.0,Raytheon,0.0,krejxryneciuozhugau,PSLYMRKKPHSYOIJLZNOOPLEXIDJGIYHABZTVGKBIUYH,U,F,1-836-797-9818,3.0,43.0,Bellevue,United States of America,1.0,NM,221539.0,424.0,R
cdh13837,YITVAHPB,1002443.0,Kellogg,6.0,cdhgzjpmlpnpcwmauoqficlwwdyomx,JEVQGFIPJZCKFQROMHIKEVGOKETPLLEUNSELBZJSHLATYGWFKJPIRTOLTHLTAPSQVRER,W,,1-527-012-6765,4.0,15.0,Las Cruces,,0.0,CA,440319.0,374.0,O
VFM13838,Lmpqnnuxtzfcwiaedgzblhxaucqgr,3043401.0,H.J. Heinz,2.0,VFMWGWELUVGVVTHAICWRSL,Cawgclahpkupnoghomkhzdrpdvumodvxtlednbqudmpnqxypsczbjosbxkwd,U,,1-634-414-2112,2.0,38.0,Evansville,United States of America,0.0,ME,100671.0,554.0,O
Vjx13839,FVSIMPPIOEEH,2424224.0,Plains Exploration,3.0,Vjxnxlhxupqvjy,RYGCIGBWKPJSNFOQHPNXQJ,M,M,1-685-331-2884,4.0,35.0,Sandy,United States of America,4.0,British Columbia,72474.0,662.0,R
Yqx13840,Bjvknuznosvvmzuufrszae,304403.0,Sanderson Farms,7.0,Yqxntcfwbrfgmuejxhktmgtnoxqmfm,Aummqkkstpnoxeadpvqhdhcjgxvhbukteibplmrtlegjis,S,,1-919-961-1235,3.0,85.0,Inglewood,,4.0,NM,424104.0,810.0,O
Ofo13841,Njnpll,3908546.0,American Greetings,1.0,Ofoaieykpebsymbugbiaxt,xyoqhurlhkhqczabozbasiddstabafeihwaawke,D,,1-418-862-8896,5.0,100.0,Corpus Christi,United States of America,1.0,TX,30842.0,757.0,O
HVF13842,BEYLBFQR,2738955.0,Burlington Northern Santa Fe,7.0,HVFJTQL,Ljbzkajiuefnkwwentvrczbzorncbsyrkskoopscx,U,m,1-502-768-2557,1.0,61.0,San Diego,United States of America,3.0,RI,243780.0,455.0,O
Srq13843,Iqefupvrfi,1836613.0,Chemtura,4.0,Srqzyzqhgdsqudmntld,AJEUWSSTVEGQZHMHRQKYSZRDZVGXPRNRIJVONMUWORDQODTJSKVFHVKRGEWYL,U,M,1-853-184-4208,0.0,8.0,Salem,United States of America,2.0,NH,362547.0,312.0,U
Aic13844,Gpekihwwtxnizbaoxiqgf,3596956.0,Community Health Systems,3.0,Aicrykeonpq,Ttqdigrnuisxwjplqwjqtqirmhrlducwnulksloaazc,D,,1-124-880-9275,5.0,25.0,Montreal,United States of America,3.0,DE,236126.0,685.0,O
nbj13845,Goqysmo,1353767.0,Host Hotels & Resorts,6.0,nbjphiyjwfvrirdgcgyaf,Uxfvxmsohfvutulhcdgttuxbjtodakauoewaukspxvjtkkynufravrdvsakcccjvtgwjkhmmnpy,U,M,1-013-005-7910,3.0,24.0,Brownsville,United States of America,,Saskatchewan,347120.0,830.0,
YQB13846,Igatzvrlamrvlpothdwwtlvhy,1405776.0,Illinois Tool Works,9.0,YQBOTHVIEZBPMHSRNBWIPNIUGG,GNQEGJLUPINZIDROVCGJQRBCIBTYNDAGXLCKSVMESCIQBWLQPYKX,M,,,2.0,86.0,Sioux Falls,United States of America,3.0,OH,868.0,650.0,O
zzx13847,Ummueops,2753450.0,Harman International Ind.,8.0,zzxoioncapbgvliorqa,ogkednqfbwsvgopdbxchfxetjsacormqkj,D,,1-830-331-5327,4.0,90.0,Provo,Canada,5.0,MA,279200.0,746.0,U
Lhq13848,Scydot,1037493.0,Sovereign Bancorp,6.0,Lhqskmrpqdtolrhhrix,uuutehxlmnxxcuqmdsvbsetiryqofsazbuvxbzrpehufftdxru,U,,1-420-672-0067,3.0,54.0,Vallejo,United States of America,3.0,VA,175083.0,623.0,O
bml13849,Znjcczoqcvrmfyxxp,1404675.0,Cisco Systems,3.0,bmlfbahjzpwjhrafucwq,NHJZAXHEKORMDGPDMLYKBATCXMRWVUERNQRQXSUG,W,,1-625-057-4129,0.0,,Boston,,4.0,AK,185027.0,,
UVW13850,Iqjssplgreyqhkatmighfh,3311852.0,Universal Health Services,6.0,UVWBTGUFBDYNB,Granpwgaekndfdiecnoitxzdpnwhmwhwimzubgsdadlfucztmduzierfmquqikfquigktp,M,m,1-941-600-3256,3.0,58.0,Billings,United States of America,0.0,NH,68884.0,373.0,O
agi13851,Xpigxvvt,3649479.0,Union Pacific,9.0,agiwkveykctr,Mniuwnjotbtpdtbvuipkhtpukxidwrhksukmxxtxdcehstdqbrhcmb,M,M,1-895-793-3070,,80.0,Lafayette,United States of America,3.0,FL,124932.0,771.0,R
EZC13852,zzfnfeakfaxomagojyoljvaprbd,1769731.0,Michael Foods,4.0,EZCGPDCXIFOMAIDL,gndhcwpzsgxxirpovcogwp,M,,1-851-231-3418,5.0,96.0,Pueblo,United States of America,3.0,WA,283248.0,420.0,O
Upg13853,RFLSKHAULGUYGRWAVBSJZNSHL,2574853.0,Universal,10.0,Upgjtmqvrmcesjvmakxxkpej,ilfixcizfhrcqimoavdwns,S,f,1-253-980-7375,1.0,45.0,Baton Rouge,United States of America,4.0,OR,121012.0,841.0,O
Apu13854,ANVGTYOQCDWTDDKPGANDXATYEUKZQL,3340167.0,Valmont Industries,9.0,Apujdtguoqyjzueerhxjjakbz,,M,,1-838-564-1834,5.0,,Kitchener,United States of America,4.0,SD,91635.0,617.0,U
Xlz13855,KQKAQUMETKD,2520574.0,Bio-Rad Laboratories,5.0,Xlzhnvawynqitkwjqiqffhyrxrpswe,FLWIECDRQAOLCXKGHUNULVPSSODJGKPZC,D,F,1-649-246-2341,3.0,89.0,Wichita,United States of America,3.0,RI,476857.0,447.0,R
Seg13856,Iqljhjeubaeaqt,2385232.0,Centex,5.0,Segbdutmxolxwij,Ndejsxrcwtdshggldlxokufhqqesbbisuqbbgbdisi,D,F,1-814-418-1816,4.0,55.0,New Haven,United States of America,2.0,ND,467484.0,386.0,O
Lox13857,MMRFSGTLXLFANZUGAFBH,2817751.0,Micron Technology,2.0,Loxzxpsvaolpdhgjcdrdepp,FJPPWSUZTETJWOC,M,,1-392-178-3860,4.0,27.0,Durham,United States of America,1.0,TX,225727.0,742.0,O
GYF13858,Veintbihkl,2981392.0,Nicor,0.0,GYFXIHONBNGCFYCWCEDTORJ,Yqeprcaahuzjqgzybeylddors,U,,1-058-746-3310,1.0,82.0,Santa Clarita,United States of America,0.0,MO,479617.0,810.0,O
lko13859,Wnafnusgwn,1902043.0,Valero Energy,3.0,lkoswphoxztkm,lirsrvflwxqlwgisiaukkiaxnugqnrkjsn,W,,1-998-309-9141,1.0,32.0,Erie,United States of America,3.0,Prince Edward Island,162089.0,365.0,O
Ecd13860,XUONUPSFFCRJYLJNZZWQVFQHQG,303332.0,Synovus Financial Corp.,9.0,Ecdkotyskgjl,Dfqzcwxnebsybprgkznkzfbxxnwajbesjgfgyltsqywbgggdv,W,,1-096-707-6449,3.0,50.0,Baltimore,United States of America,5.0,AR,256118.0,359.0,R
Hzt13861,VTPMCVUABLBELLBMOEXYZP,1108068.0,Lender Processing Services,8.0,Hztqmvnroiwzevfvnqdvkpnua,MLWJYNDFFJLVVLBQEOVAHJBSLPJTGKEWXIKAHTZBMDUCVQGVKVXQAVSBHINMLV,M,,1-566-853-1558,0.0,15.0,Warren,Canada,3.0,MA,86364.0,839.0,U
KQZ13862,HQHTEQPRZBOP,3978527.0,Citigroup,2.0,KQZWBW,,W,,1-632-105-7351,5.0,96.0,Atlanta,Canada,0.0,VA,366210.0,395.0,O
mgn13863,Bkcgwwnkelnrznosdejbndujqauqrn,1666903.0,Ford Motor,,mgnhovsukqdaolaqsfneswrxiym,WKNWGCIBPNIFONAAGOZYUHIBLOQHJBWHERBZLUWRJCQIQFECMSUXJQITFSSNSQAKOXGSANQEITEOYTP,M,,1-002-400-2756,,83.0,Mesa,United States of America,1.0,KY,217813.0,810.0,O
Qpf13864,Xmhvlppcdvwuupvbdfpad,1223638.0,CenturyTel,3.0,Qpfzjurivbuxmhunhfdkvdkle,Xlwoxpopoqhlumzkx,M,F,1-899-276-1413,1.0,1.0,Lubbock,Canada,1.0,AZ,148898.0,710.0,O
tpv13865,Lryrifekamredahyt,3394637.0,McClatchy,4.0,tpvwjbto,kwlwuwzlvwtkakvxdfusqzaxwrbltqksectanbthxvycl,U,,1-844-597-4425,4.0,70.0,Rochester,United States of America,5.0,CO,230173.0,432.0,O
Cej13866,rjtcjocdfufittfcrdprdqeqkwld,1571066.0,Huntsman,1.0,Cejtpksjpgcnyhnieqqc,Rvugieommmsuqadgdkbnvpmxolwbrspzzbjwxxkjnbymonphvzohgqyxzgdulmreasxqtyubt,W,,1-956-462-2765,2.0,11.0,Santa Clarita,United States of America,0.0,MO,79053.0,507.0,O
Vsa13867,ABOMMFWWE,3258564.0,Williams-Sonoma,0.0,Vsaottedaxvatwazfnovgnqseglobj,Wiracnlmlsqtcgadgcfmetymwskbwecpmeetw,S,f,1-532-313-7962,5.0,41.0,Sioux Falls,,1.0,CA,37098.0,317.0,O
Ckj13868,bvayshlveuzenvpjhoswc,1339505.0,Liberty Media,,Ckjkhungdhk,grjltolwvjydohvqcdphtywxjjgml,D,,1-317-532-5483,1.0,76.0,Fort Smith,Canada,1.0,RI,499224.0,532.0,O
Hzp13869,vugllrsnnbgbkfygcxqqzuerd,3737788.0,,6.0,Hzpeio,,W,m,1-668-237-6359,,71.0,Tallahassee,United States of America,1.0,CT,13542.0,756.0,U
hmx13870,Qnifobzacbqvigbebf,1453169.0,CUNA Mutual Group,8.0,hmxujsiwmkveg,yzwpbhpgtedzddgyhlsqsxlwntofgvsmyspmpqyrhnwbzgzzxlxkbfhvoaqwjid,W,,1-291-371-1184,4.0,75.0,Halifax,United States of America,4.0,ID,231092.0,513.0,R
Nic13871,COQWLBPOMHACQNUQTSWRHQFIOPH,571137.0,Dun & Bradstreet,5.0,Nicsjpvoq,Chdrsihodiplnmb,U,,1-207-564-7594,0.0,95.0,Berkeley,United States of America,2.0,RI,248011.0,437.0,O
fit13872,Meiuitsjrbooac,3402160.0,Rockwood Holdings,1.0,fitjbsfdjkmfngqneoryulo,IGEFTRFPLEJFQEJYOAWESVJQPBVVIBYQSQBZASBBWKNPNKIGYUXKILGZVMPGXLRASZIZMBK,,M,1-273-473-4375,,85.0,Bellevue,Canada,5.0,VT,215748.0,629.0,O
mdy13873,Mefyktvwhtbowkeygfsd,3334695.0,Dollar General,5.0,mdyxstkqfvhgsbocenyer,Frkjkjtlivrlrytwqmasvbfhvmioecxijuvscuvdepdomyxvvhfctabwuymiv,S,,1-744-888-7142,,3.0,Newport News,United States of America,3.0,LA,116724.0,362.0,R
qsq13874,wllyzyoramgd,3201315.0,GMAC,,qsqczywqtarbnmxnajgietgtf,Cfvsltujfnloqtroclkpeayxb,W,m,1-407-907-6808,4.0,36.0,Nashua,United States of America,2.0,IA,123180.0,773.0,O
ICQ13875,Eicnpdiqoctqthcb,,Imation,5.0,ICQXDWMXKQYCRNAKMGMKNCXDPFF,Sqdhpuipykjulkktnphemgijtnvpggqztzbyvtkycpmjpzhrkjdyzgkwgpymldoxzlaykrkeuzivqo,,f,1-228-215-5708,4.0,45.0,Chandler,,0.0,WY,158435.0,708.0,O
Nrn13876,Ydxwek,1137683.0,NCI Building Systems,8.0,Nrnetge,tmxsfngkeirskilvegwuixsilgcdgxmyvqrdrartxdkrhmdpmwmemtyruhr,M,,1-562-109-3919,3.0,29.0,Fort Worth,United States of America,0.0,GA,342174.0,399.0,O
Oob13877,QXVIOBOPEXFFRG,2468320.0,Wells Fargo,5.0,Oobglojexxpxpytjiodxqclom,Wwagkaktlapcwaprbxftvhc,U,f,1-003-328-2388,4.0,10.0,Peoria,United States of America,4.0,NH,325235.0,431.0,O
Mfm13878,nddsgcpnnbowjmqgpazqfjjkkegx,1144511.0,,7.0,Mfmptrsqsogmqshjzirxxfhhlyuu,ERWWQMAHLRINOAAUJKHRJRHY,M,,1-056-093-2106,3.0,40.0,Fontana,Canada,2.0,Alberta,99283.0,707.0,O
bjh13879,OLCLDYIOJEBXRURMKXELUNUZEHCAEW,1878561.0,Nvidia,8.0,bjhyrqacnktdqywxbq,Frarewkqxpmdnmmlrbxczsed,M,f,1-613-305-8441,3.0,82.0,Nashville,United States of America,4.0,UT,123911.0,809.0,O
Smp13880,Mfjhabruedyelm,1117712.0,Loews,5.0,Smppywyywgbfppcamhky,qlxpddw,S,,1-785-040-7215,5.0,0.0,Worcester,United States of America,,SC,,365.0,R
zig13881,Bsqzvdzwyrvqqxutcxpcyegd,2208094.0,Diebold,2.0,zigmdndcikdvckqj,gnnfafethuxebwxonpzmppmuzylyvjryyzrehtisopjjxxvsjgwngjbtjwhq,U,m,1-316-963-8630,4.0,,Ontario,,0.0,RI,37140.0,564.0,O
Afx13882,HTKTWNPYAJRUSWFJSIVQWLMSARDZ,3930399.0,Warner Music Group,7.0,Afxdumitkvrsbfxtzchkgffszonme,KETVFXEFJTOFIEBSZRDEW,S,,1-557-444-1891,,22.0,Milwaukee,United States of America,3.0,NV,60491.0,,O
AWC13883,GSFJTCJ,1642790.0,Macy's,6.0,AWCGBKWDDGVEDHRFWDZQ,Qssmnnfatffmbdwuwslkhdpfemlstfikbz,M,,1-900-937-7209,1.0,43.0,Corpus Christi,United States of America,0.0,LA,159544.0,705.0,R
SGN13884,Mcptuagxdqhlorlhmjiel,1652244.0,,7.0,SGNZJQQTHCIOSQUVE,KKKZFPPDJFUGDCHAQFSQHYECIFVSNEEEPRGKLHBRBJLJEPZNMNWYCRWCXFWKJSFOMMMQSQIDN,U,,1-441-454-5850,1.0,94.0,Independence,United States of America,2.0,NY,421633.0,623.0,R
Lgt13885,rmiicwvpdrhebxrwqf,61086.0,Domtar,1.0,Lgtvbvwwlkvze,covwamjkkmapoiv,U,,1-010-961-7500,3.0,95.0,Chattanooga,United States of America,3.0,MS,198190.0,483.0,O
Rsi13886,keoghnnoodtxnfrwthuhibfqb,706518.0,Genzyme,,Rsiyrusqsggtkmmwjkldvbxtm,Aggbgsiybkqqpegfoijjqutvnzshhwe,U,,1-436-424-9644,5.0,,Peoria,United States of America,3.0,NC,479885.0,481.0,O
XFK13887,Tbeeuhnbcyoufn,239290.0,Rockwood Holdings,5.0,XFKOHKCIYMCZEQQPFANDNFBT,Tihnlqbtltboeacjwxcmchyautapjlybmodwrlftsxskr,S,,1-761-337-9461,3.0,57.0,Brownsville,United States of America,2.0,VT,55221.0,756.0,O
glj13888,Ivrjmnqvvpicwaighsutayarvl,1347468.0,Valspar,7.0,gljbkcnykrzqutpmbhsdugjwqon,woxrqohmzwgtwuzawheuacjathta,M,,1-076-498-6635,3.0,55.0,Huntington Beach,United States of America,1.0,NJ,139869.0,685.0,O
Oiy13889,Gtkqpryhezxnojzpdiixknlcnlaixa,292525.0,PerkinElmer,4.0,Oiyndwwpk,Sexxucnwrjgsgstcpjndyfkzwdmrlkqwpivej,U,,1-264-314-3999,3.0,40.0,Wichita,United States of America,0.0,AZ,345394.0,401.0,O
ABZ13890,hlqqykkcmuozw,2166642.0,Vulcan Materials,9.0,ABZCAEFBIORGZ,,S,f,1-090-669-2268,2.0,85.0,El Paso,Canada,4.0,CA,355969.0,543.0,O
Dec13891,fcypaqzclvjeiviavkqfmndfuk,1524521.0,CHS,0.0,Decbgnodjg,ordhpcthdsmexpwfpxprobsicgzfdcsfwaqtummoewngxlleuvwx,U,,1-840-528-3656,5.0,,Vallejo,United States of America,4.0,VA,435739.0,787.0,O
Etc13892,Skfmesiwdaubwhkwsxwoylalckier,3897820.0,FMC Technologies,5.0,Etcmqr,GIEVBROSZFBXYNOIBZZFGVUCZWXLHLFEFTWKWXXNIWOWKE,M,,1-763-054-4193,1.0,71.0,Madison,United States of America,4.0,NY,262576.0,738.0,O
Fsd13893,byxtnuhth,252331.0,Iasis Healthcare,0.0,Fsdauf,Vzsortnoejfsqjabnceufjcdiiuxfbpecnxdpookyfeavcvxrqgsupiain,,,1-173-410-0586,4.0,76.0,Bakersfield,United States of America,0.0,LA,269136.0,526.0,R
vve13894,Vbaaafqiqifjxhhjx,2305499.0,CF Industries Holdings,3.0,vveerlsckbazepat,mdxpmkfkhotpvnghwusk,M,F,1-274-586-8158,2.0,24.0,Amarillo,United States of America,0.0,MS,230958.0,317.0,O
Zip13895,Sxkiddrbxxjmnnlazwtfodqym,,Windstream,0.0,Zipcuatjmkhjftknjaq,YULXLUIRPFEQAOWJQITULUILVFKMSAELAJ,M,F,1-558-297-6383,5.0,44.0,Hollywood,Canada,5.0,ME,342007.0,397.0,R
KSI13896,bmezynomseiae,,,0.0,KSINYOHZECFNYACUVMTBCAVAUR,Eikgpxzpdytwvazhqtyblofznjvitihxwslzqligndkivfehsndymcmufwbcwhsa,S,,1-291-044-5523,5.0,48.0,Minneapolis,,1.0,UT,26345.0,675.0,O
Bhw13897,Hbawhdpavkkclpxcueomjzhtwub,3676270.0,Blockbuster,4.0,Bhwitqzqsfizhcayjhp,Vlbwdxlbwwabrmudonxkdvmmuhhkeitsg,S,f,1-183-951-9025,3.0,,Newport News,Canada,0.0,OR,27830.0,376.0,O
fdw13898,SCWNLCWTVQOASCCJQPDMNUMNTSGPTV,95909.0,Andersons,1.0,fdwimsuct,Zlknbwnvwespiwylmpfxnhdkaekvkmscxorabatvkivaqwng,U,,1-714-359-4637,1.0,9.0,El Monte,United States of America,0.0,VA,463583.0,323.0,O
Vcp13899,VDFILPL,2457946.0,,4.0,Vcpuhbbnybfqvrkpxlkhvjukiy,OKGNHNAOIHACBTTWHAKSKVQMTLPCQDXPTQX,U,,1-576-313-6880,4.0,72.0,Peoria,Canada,0.0,OK,161771.0,697.0,O
Aqx13900,WJTMKZBKTBCAUFHKGHPCQGRLRK,678214.0,AutoZone,4.0,Aqxfvlsginmuhfrlw,Sigrnzovcyqaibegunovysmmnoudyshxuhhrxigxl,,,1-914-286-9927,5.0,76.0,Rochester,Canada,0.0,WY,257108.0,338.0,U
evl13901,Dxvtmypcgozmh,2566373.0,Boise,7.0,evlso,Tnkgfgqagckgkesossnugqzbepybrttzvzosimerflowcmot,M,,1-601-896-8789,3.0,41.0,Hilo,United States of America,4.0,CT,125381.0,742.0,O
Qfj13902,Mwosxwsgefitizn,3564386.0,Levi Strauss,0.0,Qfjjhqicfmbqplmjbrfuvxjnqvpnj,WPYKPDHGLPYTDXXFEHMBDNFGKHRDSXGBWKOGKIQMJLXFEWGGKQZROWN,M,m,1-603-145-1501,1.0,82.0,St. Louis,United States of America,4.0,NC,20690.0,526.0,U
Jqp13903,BHCYXBSWIT,1836313.0,CBS,4.0,Jqpnjhsc,NDKVANEIOUKNAQVNVDFKYTUKEXNOCEZTRAQMCR,M,,1-451-131-4187,0.0,92.0,Greensboro,Canada,5.0,DC,426868.0,584.0,O
elw13904,IWWZRQEEXYKQUDMOEG,288788.0,Del Monte Foods,9.0,elwtdifrbvnxbiyilbn,Wmjaqpufpsjlmnxifiww,M,F,1-170-284-8478,0.0,9.0,Lafayette,United States of America,3.0,NJ,334466.0,475.0,O
Gbk13905,kzqpwvptxbxfqqdakret,1255370.0,Limited Brands,6.0,Gbkvoeqfhkvmjiwzap,Gkhlydqyvaxqezbdcdxwrccbtyxxwkbjeiwbhgpgbhuhcgolhsfhxdgluerqm,S,,1-765-315-1369,1.0,20.0,Buffalo,United States of America,5.0,Ontario,366449.0,833.0,O
npz13906,Jxegrmwsnqmbrkjspxx,2964778.0,Burlington Coat Factory,4.0,npzlxylxxfatayceqswzwq,bmhvumnyfixswpwanavlomxoofgduigwqipskbbndgxuayngnuomlwtzjdzgghbmdfyj,S,f,1-423-923-0660,3.0,80.0,Oakland,,0.0,MA,450623.0,490.0,O
kpr13907,Oisyklqktwopflkbmboqwmm,,Rockwell Collins,9.0,kpraamer,Mrdfvhsvwezsaewsys,U,M,1-604-469-4942,2.0,58.0,Windsor,United States of America,0.0,IA,150074.0,633.0,O
YAD13908,Ioaaddzhjlrvkrqihmhbwxgoz,1482772.0,Citigroup,7.0,YADJRZLGVRFHH,Bpysahymoxjtwiszematxiajsmpegrjkrlfabqmpannfgctkonwvvwksjfqyzdbtqpbjuipf,D,,1-548-802-1910,2.0,30.0,Mesa,United States of America,,RI,189970.0,477.0,R
rpn13909,BEJJFMFUAYNPRPGEFJGY,2547874.0,Intel,0.0,rpnxikgdupmvqkfpxx,Eszypfjzoubcwkbgkldgtyezxhjfdhjbmthgnliohxtbmmkkwmonyvphjvaolowcxafzaw,M,F,1-400-448-4164,1.0,46.0,Oceanside,Canada,4.0,ND,396105.0,589.0,R
ztr13910,TSILIXQLOLGNKRCLRUVMVNVMEQWTJF,2846582.0,HCA,1.0,ztrfuufcccssnrzbgyiavpfgeo,RTIODLJYOFXNUVDMYOGFJAVRXQLDTBYLRNUYQDL,S,,1-032-348-5444,0.0,63.0,Tampa,,,British Columbia,54771.0,457.0,
ONK13911,MGLPDFQVDSELW,3966461.0,Coventry Health Care,4.0,ONKSNXKBHVPSNUGNC,Dexjomndfqwxqiidrgeopnzxyjxrgqhjp,D,f,1-450-738-1680,4.0,86.0,Baton Rouge,United States of America,,ME,464422.0,505.0,O
awx13912,Mqbhocum,380916.0,Plains Exploration,3.0,awxghrbjuvgtpecirjp,Eoscjsjqfvwlzkcbcafrzrmnhxzneszaiarelauyvmhpjimiqyczclgabdwehmqjket,U,,1-693-353-0047,1.0,43.0,Santa Ana,United States of America,4.0,SC,415517.0,476.0,O
Ryr13913,Fylzdbtspqidvbyc,1321135.0,FMC Technologies,10.0,Ryrhpvm,RDVLWBIRTRUHUNARR,M,F,1-302-308-1913,2.0,63.0,Winnipeg,United States of America,5.0,TN,110833.0,399.0,R
qah13914,OGMHQZQMHOTSLBXQGLH,396974.0,Valassis Communications,3.0,qahpnwsqgbzld,Dhixzmcnujciemwfqwnkfuroxuytruaerzlmavicsflwnibveujaochptjcsomwszkikedxutbnlzy,M,M,,1.0,83.0,Ottawa,United States of America,0.0,MT,180443.0,772.0,U
Jaj13915,EJHGHWKBALBKS,738013.0,PepsiAmericas,3.0,Jajiucjeiqvyvmlswaa,Bkdtsuhnhmbrqbqpmtdxvbe,D,M,1-681-087-9468,2.0,19.0,Biloxi,United States of America,5.0,Quebec,363506.0,410.0,O
Tzo13916,momllegdrtjctwrwwzfnqsgwrapgao,2308599.0,Sprint Nextel,2.0,Tzosfik,xtudhosmypdwlwtojvukminuoqwtcxjfrkqnedvas,U,,1-981-003-4317,5.0,46.0,Great Falls,United States of America,0.0,IA,58149.0,542.0,O
BTJ13917,Nzaecgyrugixbxwsrd,3981033.0,AmeriCredit,7.0,BTJQWS,FBXXMIVIOKXFZKPXVWXFRCRVLZPMLAEFJETIGANLSUSJQZMMJKHRPDXUMJMWFBSGTMNKLQVTVBHVTO,U,f,1-252-355-7571,1.0,73.0,Miami,Canada,3.0,OK,232020.0,780.0,R
Bay13918,jnyutftqnxldexfaazbtr,1163626.0,CB Richard Ellis Group,0.0,Bayeasoagjtiogwnxbocvooqf,uacfsjpdrdyzmdldsrcpi,M,m,1-836-273-6192,,43.0,Houston,United States of America,0.0,MN,316474.0,736.0,U
Ydg13919,Qkebzjqsnkevfgnuf,1061919.0,Insight Enterprises,1.0,Ydgunwewcxqozfrkedffbbreig,Jjsjjpemxwfuheuiisjdlhxn,D,F,1-606-434-4128,1.0,24.0,Saskatoon,United States of America,2.0,MA,261926.0,317.0,O
yzm13920,QBCLKSSFANFQNWBUCWBR,2084315.0,Weis Markets,2.0,yzmkkwgkdmvvppb,VDDTHPOKCZOHGKSXIAOENHENTSGODWSNREVDSHTUEGGFSIGVNMFBJKITJHJGSXJHHQWE,U,,1-183-030-1872,2.0,98.0,Lafayette,Canada,2.0,KY,233090.0,527.0,O
psa13921,XVGWAEVCMXMTHSYPXAXFLFVPLIPE,3971659.0,Macy's,8.0,psaturqqysonhgaqdzxj,Lstwuuhxosekhbpquntalafwu,S,,1-080-823-7999,1.0,76.0,San Bernardino,United States of America,5.0,MT,301863.0,688.0,O
Upi13922,VZEXRNDEVRSLIAIF,1808436.0,Western Union,6.0,Upilozqxxepnzbwufnenqqnoclgftr,Gyelclnbfvfomgkfivfsxllgbxvw,M,F,1-100-841-7504,3.0,88.0,Las Cruces,United States of America,4.0,OK,265532.0,743.0,O
XUA13923,VVCZIWBGGUDWEEBBDQQWPXPTTGN,2696965.0,United Natural Foods,0.0,XUAVO,vqfxlgtx,M,,1-786-279-2981,5.0,50.0,Springfield,Canada,0.0,Prince Edward Island,77998.0,499.0,U
