prospect_gncd,prospect_ddrssln2,prospect_ct,prospect_nmbrcrs,prospect_pstlcd,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_ddrssln1,prospect_frstnm,prospect_g,prospect_cntr,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
Xxu12684,cioabtrmpqlkcviewsuyzoekfaakuqhhksemdemfnv,Fresno,5.0,Inkmwlgoxhaq,,8.0,NBNRBXRTHAMGQCZKFAWCZUEHSUQEEQPCGZZTZHZQUTMNLDJFQGWKQPJBMMFIIKEELWJE,PTVZGMFFRHEUJLIITCXVKLJM,88.0,United States of America,1.0,M,809.0,O,Urban Outfitters,2806028.0
ZLP12685,Dcwigiwmcxghcf,Jacksonville,5.0,Jlncgficw,c,3.0,QJWZXKJDNONHTULITSTLRDGSMTOSPLLRKEHMNBWNLZAQVZMHFGRFZGSWIUUPHKJIEE,TBDMTNNMMVNBQVEL,3.0,,5.0,M,539.0,R,,2327223.0
Czi12686,Ohlsojpozespdcqekvvcnibnpruzatolsuunmwympoxshizairdhlhsphfteoevyegibhvknlkoux,Pomona,1.0,NTSCRYIO,,0.0,Rasnwoiudlxmclbnubukdazqqfwiawm,Zwvjj,5.0,Canada,2.0,U,398.0,O,Genuine Parts,3062863.0
Bzw12687,,Mount Pearl,5.0,vukkjubuy,D,4.0,bmvryypbggmobz,ythmqzyvbvkviewqepong,13.0,United States of America,4.0,U,500.0,O,National Semiconductor,3665104.0
ILX12688,Jwiuizitubpcddoxeycfroxfoojkvbhhdizfycuzgqcigyjwlclghuaimjjylwlpvhytofgwbrsd,Mesa,3.0,NEYQCZNH,,9.0,DKMLPVWAWLFUVMTKOTHOZBUJQNASOMWDNPPRQBUQLTMSXYNSXMSMGRKOOWPHTRMRPG,Nuhhfqmcrmabfapdxrpaufqasmg,19.0,,3.0,M,665.0,,Harris,1909287.0
Zbi12689,Zxeudougjdmlhptlxvjanaicwarxbsjiv,Baltimore,4.0,,,9.0,aqcxjwcwvcirkqqlxxjhbahmwjrqnqgsmvruohmwklrixxfexk,clvmmwwzqfou,98.0,United States of America,1.0,U,592.0,O,CommScope,2255175.0
dox12690,Slwpkevupfc,San Bernardino,1.0,AZESHAA,,1.0,Cpepawfap,Wtvedtillfnjrbqmlrsmlh,50.0,United States of America,5.0,S,842.0,O,,2252741.0
Upq12691,GPPJTQFW,Buffalo,0.0,Aztxzhrlu,,9.0,Gbbqwhhidftxacuguxtvsnpxhobvcqsmukknxgjkrbigsodlkmtgnbbv,qxchsdmamoizrpibosufwqdioy,52.0,United States of America,1.0,M,644.0,U,Duane Reade Holdings,1403297.0
GMB12692,Wuewkhfklrtiplltlphe,Topeka,3.0,Ktgvn,B,4.0,Bwyoxxvnyhklrsupqxxkyqkltiflljpgngoynddlnenyzfdvkukltk,Uwjorelmlgjprdokxyoxeh,38.0,Canada,4.0,S,787.0,O,UnitedHealth Group,2960380.0
pnz12693,Wmiuqazh,Santa Clarita,,uxgjdifkvagg,,0.0,Lvhpyffkklihdvtndhlvnwgvuxunbtyagkezbvrz,hrjwyvczmeijfhgkaxerlbcgyveurp,70.0,United States of America,0.0,U,847.0,O,Constellation Energy,472668.0
IYT12694,Oyyuxiiqbdgdppkxwgiapokuzbfzhkiysmhynscunjicefbcizaxlmzoocwd,Idaho Falls,5.0,Kkebchm,Y,2.0,eshls,Jbjgjrzreya,63.0,United States of America,4.0,U,375.0,O,State Farm Insurance Cos.,2767831.0
gck12695,Lgwmlvlawdvkpxbmjzxcmialg,Henderson,1.0,Qvuneiyv,S,5.0,Wowjlwhydmhdzhdrbsgnvmedozmqoddiynu,Btzinnhti,26.0,,2.0,M,696.0,R,Sanmina-SCI,1995301.0
qil12696,ruqfvymzadjeynwxgleivesrpfpnkicamhdngsqbixkkxacgfdemusjqladjkxuk,Edmonton,4.0,Xwuug,,1.0,onkusvtgnytxkjpotsmqmpzvwimemyjpajtcgqkjlptdjvikdbedmpy,NMHFCDDFGWKOQLSYGSP,98.0,United States of America,0.0,W,682.0,R,,1349377.0
Hvg12697,xmaiikayxpwdrfoxwikscwjbqmaruiftvvkvgpmmhsvslanzyywjujoirqheueaieolnpjc,Regina,5.0,Wwqpin,,2.0,Ignfxwkdapkfszssecq,Habilsk,46.0,United States of America,5.0,M,660.0,R,Eli Lilly,2818087.0
zpn12698,YKFBAJUFEJMLV,Baltimore,1.0,ulapnmffbm,,9.0,HELDAYIRTWCVICWVHUTPEVTCZEPQOJWJUHHCAFXBUSOIYMYJDJNFIENVTTLPOTEXIHENPIPOUVYEFXSH,Vtmkxegxwb,86.0,United States of America,4.0,M,510.0,O,Benchmark Electronics,210243.0
kiq12699,YUIBEPVSKBPNTEVJRZFV,Tampa,5.0,Mdzfkofx,X,6.0,KZXQKRXWHPCC,JZNKEBAGVUIMOCGRXXWDT,89.0,United States of America,3.0,M,841.0,O,Mettler-Toledo International,2718213.0
VCM12700,Aftnwupedtnk,Portland,2.0,Xvchzscwvmeq,,1.0,Tqbeyck,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,57.0,United States of America,4.0,M,643.0,O,United Parcel Service,2849177.0
blf12701,HYZKWQCZRMLMJSIAEINJLKDCJLLWMPLQIKNTQJENOIFCHTKTERDUEJDOPCKYXNVHUVQMDGJRZQPEYEU,Garland,1.0,IDQRWFGWJMPY,,7.0,jgfbhaccphblwkgfpeyhnyvnoyohwoarxzrhwapeczunpobiltbnexoaxjsyfhrsiitrdgxfggfnvxpn,lqpmasgluptkd,78.0,United States of America,1.0,M,440.0,O,Great Atlantic & Pacific Tea,1549264.0
UIJ12702,pzzfkomqgnyaxsitczgohkefgsvupqjebkhocfytwfvfyjclazbpjkyqnnsiaonfxnljfh,Honolulu,1.0,VQISTYASCPLK,e,4.0,Gqxgtfxhybhtinocnohcbktmxmslrwnzfwaumczdlpugr,Ncjadalfpdiyl,65.0,United States of America,5.0,W,594.0,O,Dr Pepper Snapple Group,1496844.0
Lzk12703,opfkwhiopmlbgbljboraqdigrwdmkxoswmopbheqxvbsrumzpwleafhatnrfcjiugussk,Cheyenne,4.0,Zoycv,,7.0,Cwljromtkhlzcjsofmjvrdjwwfxstrlrbdvaxyy,FZOILOCPSEQMCHJHBKKIODFHUKZJO,55.0,United States of America,0.0,D,547.0,O,Interactive Brokers Group,678317.0
wuu12704,chjftsivgtgexrobmbuubrxebrwckmxwizlbkeal,Las Vegas,0.0,JVAQREHRZM,,9.0,Zutkapqatgbqevxxmbqaddntuylvpwdppun,QWAAREQEFEEXEVCNMUCVUPUZNU,27.0,United States of America,1.0,M,633.0,U,Roper Industries,105179.0
QJQ12705,mjgwookezq,Thousand Oaks,3.0,AYQTQLLLKG,r,9.0,Ecsafoaxxoehelqmdgpdhjmp,Zveskxdpnuymce,100.0,United States of America,4.0,S,,U,Psychiatric Solutions,684657.0
TJU12706,Dhnsmcxvhhsiwtjecxhmd,Lowell,0.0,HMDKYTNVV,h,,Vbbopdwtmvlhsjbvkfvjnrlamjavkucrzdbvuhjmtnnaaogghhoquzgzggxlpgncioap,Bqmqqundy,47.0,United States of America,3.0,S,,,Int. Flavors & Fragrances,2361504.0
Prl12707,ZVJXS,Newport News,5.0,uwwfzqulxgdr,w,7.0,Inexnmiewbjjlciuvmllcpvmfxwgwev,Epyomfhzgqjqltpnmndvwcqhjma,7.0,United States of America,2.0,U,685.0,U,,2052489.0
YHN12708,WEHWVFPXPGHBNHOYMGDHIKPDUTZFSWXHOBNPZSUGBIFEDCMLDDXQTBVHXAZORHIBRPA,Missoula,3.0,Mfwdipvujrri,C,8.0,kdwkudbr,DDEXPNRBYEWKCEHA,,United States of America,1.0,M,360.0,O,Newell Rubbermaid,3078634.0
Tgg12709,Fzuopvmkorcn,Cedar Rapids,2.0,Udwnmqiddlwr,s,9.0,Jpfmsuurardloofvh,Ojvjbapmnvabgbosaiw,95.0,,2.0,M,470.0,O,Holly,3038032.0
Tqr12710,uvietebtfba,Columbus,3.0,Rpcpmwwbguqm,M,5.0,,ocvhuetb,41.0,United States of America,4.0,M,759.0,O,Bucyrus International,2330428.0
Avc12711,Ifuhxawyhoxiuqrctebdqnwzzhbrszxrunyexpqotljfnehgbqusyzibwvmeo,Gary,4.0,osjkvo,,10.0,,duhwlbf,2.0,United States of America,1.0,U,545.0,R,Continental Airlines,3308566.0
Rgd12712,tqufplrafafmjyaiomwnqeccbfufavcmcojbrjkxmbhxcxpiuxuekzcyjadvnwtsoeaspm,Grand Rapids,3.0,MMIAHIGLJ,,5.0,Ybduuofjffeyhlzvcbpbqxgmubswxeejpfbmgtdpdjwznv,nlvitipswaxefbwzh,77.0,United States of America,2.0,,776.0,,AptarGroup,3388085.0
cxe12713,Gledrehcfiphzqdwtnhmyjvaucqjbxjhcbcghlylkulwulobdqqpxrbbpecuaqclvfanpladovlxfwj,Fargo,2.0,Fawpwqtl,y,1.0,mejqbzvtrvrhkbslkywfqilecrbdzflwahvqjilwzrato,Rkuxt,58.0,United States of America,3.0,S,379.0,O,CACI International,2886502.0
xko12714,LHYWEQEIKEWVRBYCLNTDEOLDDRFRLDWRHDPUOSHSJUORLZCJPQRCNCPSEBLAFCGXVUTDXOL,Missoula,2.0,XEQQQTKLR,M,2.0,Nqbofpydqusxkdzxelehiqnt,Epkrveivcevncovguvdysd,43.0,Canada,1.0,D,335.0,O,Century Aluminum,1796249.0
Spj12715,Hvagigu,Calgary,5.0,Lxqmq,,3.0,salrphuaewdgrhygucwbxevptdlyfsqzsoeujfrflldloxhidht,uwqjbvh,61.0,United States of America,0.0,D,320.0,R,Gilead Sciences,2068390.0
pdn12716,Wrwheqcvbryuljpmfizvfzgyknoilxpkvtweieeollqvoxahvhfdpudhakmigbebwzxyowpdsawu,St. Petersburg,1.0,Hixsld,,3.0,EUUMSLNHXY,IVUJSLPNSCXREGPPHFCXORZ,47.0,United States of America,0.0,U,472.0,O,Frontier Oil,3240543.0
LFJ12717,GMYCHARDGLVZGYI,Bellevue,5.0,FCRYUMYBKTIF,,1.0,AFWOFNBWFNBFSFNIRLIFAJZKUPTKBPPYP,Dtrrkvekxbonglfuqfhmpsbnv,5.0,,2.0,U,744.0,R,Benchmark Electronics,2019533.0
XQN12718,Frotjokmvyqqqgezlsuxkabvvtwhlxrxgkkpmislqwsmficyaarwbcsmagvwcywktgbexmvdwekohvo,Naperville,3.0,YKTEQAL,,2.0,Wjsuqpakgarulwtlramb,Jrxmkxuk,67.0,United States of America,3.0,,662.0,R,MetroPCS Communications,1306688.0
Rrh12719,hcvbljrmcubcllgvnbejmusiagumixudbwftkzyixfqsldfewubcgnaju,Idaho Falls,1.0,Bysfp,,7.0,,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,31.0,United States of America,0.0,M,805.0,U,Laboratory Corp. of America,
Gru12720,Iqtdvwsudnbyflwhatpclwwqofwebnofttnizcbqhcvkswucwkcfuioxgcdnfkjpqgfrsoxldztaaq,Denver,,Tvbhgpvtlmi,,1.0,iattogmiqqdmwvzppnkjoviviocrpbdtogobnqsjktwkeslgtteawtskrqnosyskeoxsodqaxvt,tmwcqmefn,0.0,United States of America,,S,,O,Cimarex Energy,2709484.0
Xkl12721,rzbcxottdttmkbwnzhjozhwnnkbdzgvxfxuxtdxembmqqdkbmeccqmifme,Oxnard,0.0,Fcfzjinicjo,,9.0,Qitvjofgpmkjibfueugbxjrhsaazntosoesnw,Udoiqzoq,23.0,,0.0,W,576.0,O,Enersys,90630.0
Lcg12722,Ekmyofvicnpwdnjvvbrqruwdsgpgoavsppyiwshlaoeaakiwrkuwxxuwbycuvaypdlqrfoogkxd,Boise,4.0,ZBBSFXH,,1.0,smwxjqogjhvjufqmpnw,Rgloqpbgbqaasmodxpwseztw,97.0,United States of America,2.0,M,809.0,R,World Fuel Services,128206.0
VCQ12723,Zctyccwsasvlo,Huntington Beach,2.0,vtmpxkzbub,x,2.0,Tlwlbtwdtnpwgvrwauxaobsvbesupepouqlaxykgagksdudoaqidl,pfuarefoligsjcmtaghesp,74.0,,1.0,,830.0,O,Hawaiian Electric Industries,463510.0
WXE12724,zyehqrcoaiqmvqmbmvjzcqcffbsdflmgsdcsxirsowjvmmlfiznorlff,Billings,2.0,Orsphbxm,,10.0,Jofmpljjcokrdwqffrxozekaoktzeqwvffcgrkxqwrbreqcjwtximhvnztovqiasnsxuegfqvq,btfgdko,81.0,United States of America,2.0,U,624.0,O,Children's Place Retail Stores,1158961.0
Kzq12725,,Hamilton,3.0,eneeettxdeka,,4.0,Ptgkwjgaujyccapghjizixwtfxihkqupjiiqqfcjxmhdkeqbuovdodtlxjbj,pmahueafkkbjj,3.0,United States of America,4.0,W,303.0,O,Administaff,1656178.0
Bcr12726,Sjpccyyarzop,Paterson,1.0,WNDPVNTWPAVF,,10.0,jyknjdieyzucbbjsekwhlqxeqpjkxxuynaldniqtfvrwlfdclpc,OLAWHVUQJBFPPMKDWBKWJV,45.0,United States of America,2.0,S,337.0,O,ConocoPhillips,2373768.0
MEZ12727,,Fayetteville,2.0,Vnigr,S,5.0,Czboglmtalvwgdjlhrxlwxrkzcn,Tbryjtljsq,,United States of America,0.0,M,418.0,R,Kelly Services,3672224.0
jnp12728,MJEBCQDNXHSZWTPGWNWFKELJFXKSJDYTIXRWXXFGZWPOSCFQSMJUUZP,San Jose,0.0,Gggncj,,2.0,ofdantyim,Bnkzsstawvjfwxoekhodnzfmmiaav,,United States of America,3.0,M,700.0,O,Unitrin,2519490.0
Ehq12729,Ebsdnslqswdcjifwnbkquwvldgrkmjvjesekd,Columbus,3.0,WOMWNU,,5.0,MMHOIHYFPBMNJFXQSGAIMDHUDUYOIJEQGVPTAOQIKSBNVDIOSEZIWYGJTCWLSAYNNUU,Ykhjkitlavkg,3.0,United States of America,4.0,D,589.0,O,Union Pacific,2409054.0
Etz12730,Ofuoedwogepkqmrdyncknio,London,4.0,gxsscwf,Q,5.0,EJUHWZSNCELDFOPDBRXXFDNXJHBQGOAQUWRZNPRKLFUEYQVXEZQKORIRRSLTJDENCGKGMQXPFWFWAC,Covfptmwhgwhidjcrooavgjyffnjj,29.0,United States of America,1.0,U,822.0,R,Cliffs Natural Resources,1891394.0
hop12731,Bprhanottszwoud,Waterbury,2.0,Ehemg,X,6.0,Bxdcqbwmpzthsgeysrojfkufwhkdbjujfgeadojauxbabdswjdqosmmukkkhlvurhhxjwimykp,Burdgrrfwy,,United States of America,3.0,S,327.0,O,Chiquita Brands International,1271315.0
FOW12732,Wuwxmd,Hilo,,mkknnnsuxhwh,N,0.0,Hhtzpndhqdqomsknnfzsyuciqxcvcnbzzheytqq,qehljlc,16.0,United States of America,5.0,U,468.0,R,,2492456.0
Ewc12733,Zqviqqlaluyaouiaufaqvpcbnscflmiegfnddikpuxfg,El Paso,1.0,srpkdcq,R,8.0,Wlkjvfhtrklhcfdnpcpasesifahsffyloapgermylmxhtwflgmqmdzpsbusoxdrasiigk,Wfafvvswtsrdbaefkvcp,60.0,Canada,4.0,S,770.0,,Baxter International,2414960.0
DWL12734,Tubvzcrtehlunxb,Halifax,5.0,Fgffq,i,6.0,Obdjgucejcqbvkqkckcupgpfpndrotvjcmavrmhzh,Xvbjpnprvxtkqxqfv,98.0,Canada,0.0,,371.0,U,Virgin Media,1962531.0
Nhl12735,,Calgary,5.0,XBAYEWF,D,8.0,fjmknj,Vqxodvjfju,28.0,United States of America,3.0,M,467.0,U,Susser Holdings,1652119.0
Bef12736,nlcvlsbkuwbamdjkvmmspivpesnysrbkojdiiqjyeaqfksfwfqhmmwqp,Cleveland,2.0,OGFQZTMOPJEG,J,9.0,Rwuumknmciuxfuqigkievsebclnkbogfwbjnjwihbadasdzsmpoficnudbtjkeuoje,Yrucxadpttbnechqqvkmsbyggljtm,80.0,United States of America,5.0,M,652.0,O,,291940.0
Dui12737,RVNUHCEZAZWXQZNBRULNCORYIAAJESSIDGCJNLTKXJNKOWJEAAZOBBYYFOBDHKZLWXPSIVMPNPQP,Fontana,0.0,Asxtpotdu,,6.0,LPYLPDNVMZVFCFWAZCMLRHCYLBAIYABJFVNWADHPMEIPWO,tkjvfddcgxgxrucubxalvtrccfuba,8.0,United States of America,1.0,M,423.0,O,United Technologies,2109127.0
Wgg12738,Geertynxuelnkqhammoiifmwxzvnogahcajotkgbzrxct,Coral Springs,3.0,DZRQMCFDSZV,G,3.0,KKRSXWFUELIMNNLQTUYLVNKLBHBKDPFDVCNIBPWM,XTEOHPNJGYDPIUDG,92.0,Canada,4.0,M,797.0,U,Juniper Networks,1396116.0
CMA12739,MXCOTPSPXOVKBVGLGEQWIEVGTGX,Denver,4.0,Yamcnnyqhlhu,A,1.0,Igwtfvwveapigans,LCHBSHVIUFJHM,14.0,United States of America,0.0,M,412.0,O,T. Rowe Price,3427264.0
Lly12740,tasnlivwfnazcyogalcrxxccbrgxozklwowsbbxktwqmjpsdgwlmmexsqzrqksreefnwidwrdl,Modesto,1.0,QQLMZ,,6.0,Smutkyecmunafxamnjqhcuetsvvukgwffawnxzqzphjrkptyjaadcgbuivdbl,QNGROIJWBLLE,12.0,Canada,1.0,M,368.0,O,Hill-Rom Holdings,1389496.0
qmd12741,PKRGHTMEBAPYJVFFMWQB,Sunnyvale,1.0,Toreiwxvxuna,,2.0,Bhipsslnqdmrwehxpwdbqtvkljkrjxqhbrhgfgqeqvrwitcccjryigonvguoqjla,cldhliizryiuv,16.0,United States of America,3.0,S,,O,Atmos Energy,2006655.0
UOC12742,Pdqenyvelioy,Glendale,0.0,VJQRQXTQR,I,0.0,Gtkpacrrshrjczauhgwnoikpbnaiezuc,Ibbcaaonfcyqkqdg,45.0,Canada,5.0,D,539.0,O,Publix Super Markets,2842747.0
wdi12743,IKLSKBYPTHBWYDJSGHJZAZLSPHAIKRENOUHMIXCPMKNEOXHEUMNTCVUNIHVRVMHRGPTUI,Jackson,4.0,klkaivtmed,X,5.0,vxfzeugpgbogynuzfxvkcdsryyqiezgmtiwlrttruqgfrwztbcrvl,Kkfwqerauruvvqvjfytaecvnhijy,9.0,United States of America,4.0,M,,O,Union Pacific,3979196.0
Yuz12744,Hmlriqaxckmejiechdyaunmcwdr,Grand Prairie,2.0,Fponcxl,J,9.0,ylypbuiqrrmdlevqsarjmvoupcymfkeooamoyykilrhodocihdqdbwuipwuaymqgeydbjcrylqstdia,OFSRITZDP,76.0,Canada,5.0,U,432.0,R,Men's Wearhouse,2976882.0
tze12745,jvmpuvxvbaxsdb,Denver,,wmstlpt,,7.0,Rzqpikskrthtkoolwtnixcdzjhbr,Fpaqsgjwsbrqpummmficaesejtve,46.0,Canada,0.0,M,,O,CSX,1475651.0
ayo12746,mehigcwbxictsfoaydytpwzskeaemwlrixiookhotehobdyaahxycm,Ontario,1.0,aywuqnffipvn,t,5.0,Jurtsdpczowdtocv,Kfphjusfbtczdohl,24.0,,3.0,S,761.0,O,Mueller Industries,1667054.0
Bnm12747,NODWSTGWIVXXXAQPPBLPQZXUOXPCGGAICLQKYBMKGYFTHWWLXMOFZYSMUB,Virginia Beach,4.0,Wgdzbscgt,s,1.0,znvgqnzuqjyztomquwbecfrqdxntbuhsxmmtdosmtfkuxxcunopwaxge,YNMXZAONNZDYUQRQXLFNPOM,17.0,United States of America,1.0,S,,O,BMC Software,3019806.0
snt12748,Zacjw,Calgary,1.0,Nmdcxchhcnl,,8.0,Rhdisixwaqziozvwzudfkk,Qaxbnkejhxmhqtlxmknm,63.0,United States of America,5.0,S,761.0,O,Dole Food,3688877.0
uts12749,WGKXCJYZSI,Augusta,0.0,gnvfm,L,3.0,lcqbhlouitwtfgqbsnhznmecmwyhgvlphjgvevzpcicmzgntnluoqwnpgklyxhdj,Hrrdtuorr,0.0,,3.0,M,480.0,O,Dean Foods,965025.0
Wov12750,Iatrrylvvezfupvpcayprfqudgwqwvxzjqbjiripnyvniqshqlebstrhydqtbgls,Mount Pearl,2.0,Ygsydanx,,4.0,Stcsksoumxgkknxylitwuewoiomhvklolplqoevoejvzm,Iojnwgwbzfhidimszkt,78.0,United States of America,1.0,U,629.0,U,PSS World Medical,1963612.0
DEJ12751,Espjxluubajwkdgmkkvgvnbimqikwiubyaic,San Bernardino,5.0,SHWXQNVK,,10.0,Mhpsofzalmcwcxwgctnffaihrtnhxglqvjpdctuuwuntbkjavlmegpvldzsxfomvepldhgiwmupri,Ugxscyjl,95.0,United States of America,2.0,S,594.0,O,Zions Bancorp.,1363035.0
Bsd12752,Vnkwapwcifxzjjklghdwtbavrtxibuecvlydwxmmcidnfwpshwawytmmb,Jersey City,2.0,Rvlbgbjt,k,0.0,oxwjcndactgamwiglllznmcqwagynnpznofjfthjxwzlehhtkzowtmzwccnjtnuqbsfitfmwnqljhey,jvnvhlartkwjjqmerbepezxgqskhb,19.0,United States of America,5.0,U,,O,Snap-On,2901258.0
Avp12753,Zjtlnhnkzcnzrfpxwwsmtcphqufvcjralmrtzzkubgmkduhkerjfetcmerwwiakxsyni,Elizabeth,0.0,Cvmhugjhgg,,0.0,Rxedhozkakuvfsmwdjatosqgsyshpulylxtdwxkfguaystub,Yxxoatrwjamdigmtik,36.0,United States of America,3.0,,594.0,O,Bank of America Corp.,705059.0
IDD12754,UNCYOCGERT,Laredo,1.0,Jzkftgx,,6.0,JFQUXLCRGDQVYJBNCVBNWUFRJERL,Ixchidhdidaic,93.0,United States of America,5.0,S,506.0,O,Graham Packaging,2791193.0
Uwy12755,,San Antonio,1.0,Exlaxjtj,,0.0,pqjairkovicyenlmbcg,CLEGVNWBRSHWVOVOABX,52.0,United States of America,3.0,W,729.0,,Eastman Chemical,3812048.0
Lgm12756,Sgkdijtawdvhjop,Vallejo,2.0,Pintcvhxfj,h,9.0,OQMCNJZXBPKEKVNFAHNLRVXWETVUYGYOWRQDYRILBUSESAFPRVZAILEXWQWCGDGFFHGLGEMDTSEQAC,VTLJFSBMCFFQQYHGAIACY,67.0,Canada,3.0,S,640.0,O,Dell,2962749.0
Tvx12757,jxbeqnqvddospcletuwztiflaqhhletdyvtjnmefksnvomc,New Orleans,0.0,gyailemr,L,5.0,Nnhlxqwcwozxgkcs,OGMVKPBYOBPOWFY,38.0,,2.0,M,468.0,O,Airtran Holdings,2495409.0
xgt12758,axdpejrpihsdfcopnccrjwsqirjelttrlelulsgkquekrgtbpe,Huntington,2.0,Bxbcez,,8.0,xbwtqnrgnhxudklqboeyjljairusinkjlqnryodfpogxqdejkczgnqteopmacg,SYGDORCOTKZIHYTXFNMECW,68.0,United States of America,2.0,M,471.0,O,Verso Paper,2326724.0
Qbk12759,zeuuhgheevbfhygsapkitcsdipntebnght,Raleigh,1.0,Zsqejmgkmvjr,I,9.0,FFALANTDATJIRFDPFIIOJRSAXAWIJVHAWKJLTSGAOVQFNTXOYQHRUSY,Nyprsqcmdpvtwrdnygjlggsa,29.0,Canada,4.0,U,565.0,O,Moog,2376817.0
ZQT12760,apucpymiwsopltyvguysdvqunbdirsijwkqduwq,Mesquite,2.0,tttvebfnbo,,5.0,Hwwcjaqiibbohcdoljpzvgeneppwadutfdehouxpevzrgc,Gyitg,77.0,United States of America,4.0,M,670.0,O,Complete Production Services,3586237.0
LFK12761,fdmxzvqbfyzhpcknkbsaslhujhbtvhzhbvtnubevzgfupwqhmyzoddf,Oceanside,3.0,gbelcoicug,,6.0,Uzqqqeekvtic,Otzcevervjmx,57.0,Canada,3.0,M,705.0,,Eastman Chemical,2982659.0
tqn12762,Jplkmxicynvykglgzctnczhmvehxikqnzbpahasqssthxxltps,Omaha,4.0,Pfzodhuq,,10.0,Osbgwzxrn,Zzphros,2.0,Canada,1.0,S,499.0,O,Ingram Micro,1636130.0
Coh12763,Gmuuejqpxliitqfxwsdouyhjirbqnxoovpaouyswfg,Escondido,0.0,Ozbrv,,9.0,Wfulgbbjhkmxxxcegpmkfhfudjhjrnnlemvbuzlc,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,14.0,United States of America,2.0,S,557.0,O,Rowan Cos.,1832841.0
CXG12764,duzhtzsfjhrtqpqglgvpqwxcfrbxtlwneqjxmcttznblpryuirvrgjezvbtbbucwofv,Winnipeg,4.0,,,1.0,lhnltereuehhprlnjwmprwaeaspwdmhmxgzgktxtabuvhje,Dsanlvrzkctcsekvwrad,70.0,United States of America,5.0,S,556.0,R,,225911.0
Ayl12765,Yevvarjxrfnilrhggabksfmrocxsldxqoitovjdybmkecaozmxlqqgudanyuxllk,Ottawa,1.0,iqxzh,,,,Mkplmvpixduynufditjhau,,United States of America,2.0,D,807.0,R,Brinker International,735034.0
DGO12766,dxktvphdmqurspdqyarbqpg,Escondido,3.0,Eeonvr,,4.0,QUKTUOKCBFYHEXPBGPNDMINXQVNVZFNGWKSBECENJRIJUCICUWTSFVNWILTLJVNTAXIWSAI,JWEDZJOEIFIDQTQ,41.0,United States of America,,W,796.0,O,Solutia,2233050.0
WVC12767,Vdmdq,Fort Lauderdale,2.0,Wncqamsoyjz,z,9.0,,Ztzllrziwscuppvyzwfmwbyz,35.0,United States of America,1.0,M,303.0,O,RadioShack,1655028.0
KDB12768,sfuauiwucvyipqzvlylalkheumaqkrbqowydr,Santa Clarita,0.0,Oiwtbhdqb,,4.0,QPARQRDBOMTNEWADIFEOJNQNXIRCTMEJEGAYSXQZRVHELKSNATTVGA,Tjkmsusgudupuqz,56.0,United States of America,5.0,S,341.0,R,Fastenal,1898862.0
AOR12769,jkpxfwolagcvbanffykyjhdmfompvkjhodldxb,Salinas,2.0,Gsstgydplonv,a,5.0,Nkqfuheznfyhddrzzijatxnmcbfdqgihbmicwno,gflirskkctl,36.0,United States of America,1.0,M,688.0,R,Duane Reade Holdings,277576.0
Uve12770,Mcjhkwqbnbtl,Windsor,2.0,jrxqvvs,a,1.0,Pwfujsevwchezgqunzesh,Mssccgnczpvq,82.0,United States of America,4.0,U,512.0,O,,1813911.0
ZQB12771,Oaggnlckpcgmciyoopqsezphrbntmobtcrjwredc,Ann Arbor,4.0,Abalmfy,,0.0,yzottfivuzilhvgsvfaciv,AVKSGPT,79.0,United States of America,2.0,,578.0,O,Darden Restaurants,2731708.0
qic12772,Sanwksylqtekayhepegwhpxpqzumslbxpuq,Long Beach,3.0,WLOIJOMSD,B,4.0,odvdustmfikndbkzyvyqigyromnibngsencu,qlgdoaccz,98.0,United States of America,1.0,M,333.0,O,Cognizant Technology Solutions,1614600.0
SLM12773,kbnqqtwedfjgrnywwlhshwhrftm,Escondido,,Inwpiwwv,C,5.0,NXOFGUFQYSISMKGYXZY,Wpdtbjpoiyskmxpvipofoqyjakncjn,33.0,United States of America,5.0,U,612.0,O,,2932536.0
BVK12774,Kjcrofbqbxbfddffffhumawjvbxrygdjabssyxwjtvr,Mesquite,0.0,Gpkzewe,t,3.0,XDKHLKTNHQPWRBJMCFNPSMUJTENFRRPTKVSFUZLLF,Xcdynwcgthqcabqeqpvfiuypl,39.0,United States of America,0.0,S,562.0,O,Family Insurance Group,340111.0
TSS12775,umpazwflxjbhzctwchhldnymxxpmanggevfxnwcfjqogctbweanzpmjltn,Columbus,2.0,MWOEKYGACE,J,7.0,Sgssicfrnziwxbjqcxphewfqpkxzvtawgflnzjuxpptlqcybqutvgrbibwokpezdazezwtujw,ajugjrckrl,87.0,Canada,4.0,M,733.0,O,Micron Technology,2069640.0
Izp12776,LFNJIKYACBSGTVTGUWFPCTSQGSHNN,Detroit,0.0,WESRXOVHCVEJ,,8.0,YOHZBWVXBWXDDEVJMEPXWWBLQKJXXQ,kdavfndsc,,United States of America,4.0,S,684.0,U,Boise,2902304.0
