St,NumCreCa,LaNa,AgID,Co,Ge,NWo,MaSta,Ag,CreRa,Ci,Em,MiIn,NumCh,FirN,PoCo,AddrLi1,Inc,AddLi2,NuCa,OORFl,Pho
NH,1.0,yopwovjdiwqhnrs,yop11584,United States of America,,3456740.0,M,73.0,779.0,Salem,A.O. Smith,,4.0,Tygzwegqrbqhsrtyahf,,Mdbevgkoqkyhgliyyuzpxfnyrevxubyvtwlexoyaiecituxklwkxlxlxlsnzaftpmihgqgzjchaceukx,133569.0,JQZJKQFDIKQESKLZCBNMMMAMCLMEAETHXCIWEHEUFHMSAODLARSMYPQOEUJRP,4.0,O,1-486-226-3687
Newfoundland,1.0,OOAANGCKB,OOA11585,,,2741274.0,D,29.0,564.0,Tallahassee,St. Jude Medical,,4.0,Ypiduarg,Nudbueunc,Iljjhxjemwvptxikmvaunpszbathydvnzbpeparcbouuxgeaifd,209134.0,Bsrswjguynjuafgvxiijwzdrnwajwbinxjemvqbjmmul,1.0,O,1-457-317-0889
UT,6.0,DNNULLPVYXNCZPNRMQAINLUIVDFQ,DNN11586,United States of America,,1910735.0,W,37.0,696.0,Palmdale,Berry Plastics,j,1.0,Cyjsbhvxynczqyvvjtphumiw,UKUBOV,YLSUYTDEFPWEPGAMNJCOURGXHSMVKQJPHASJVPYBGYUXTQHDM,109120.0,NVVFXBHMZSHKHTBDKJDUJJSAWSNJQTGWTZMRBVMIRBULIUBCVJWLSORSADJD,3.0,O,1-736-844-9351
KY,8.0,Esonjkmmxhfsflimbhfjuh,Eso11587,United States of America,,2616785.0,M,86.0,803.0,Simi Valley,Aon,,5.0,Kntdlxlvbgynuilepfmu,vtdviyae,Egxkizvluc,19826.0,hcllaz,0.0,O,1-934-945-3582
Ontario,3.0,Mrygbxacboxbczwqfxyhtss,Mry11588,United States of America,,3033496.0,U,49.0,685.0,West Covina,Borders Group,,4.0,gxoloh,hfprywgz,lpkeijbmgthiqgwktynkgmhxlpxhjcslpcruf,77453.0,dbwfqqgpxyevvgjofhlfwderwaxuaznnfrbwcnsodnhhqerrlntkusxuuimpssrrlnh,4.0,O,1-343-216-6768
LA,5.0,ygpwkqvlnikwd,ygp11589,United States of America,,2006707.0,M,25.0,307.0,San Bernardino,Polo Ralph Lauren,E,1.0,Chnipenxxevvtktlsm,Gddlxvo,Yzmgoxubbjlfekccgixypuaujzwzkoojsrxfo,268861.0,Btuek,3.0,O,
NC,0.0,FPWJHVCCGOIXANOHTPCZJBMCVFQ,FPW11590,United States of America,f,1421589.0,M,100.0,561.0,Tempe,Marathon Oil,n,0.0,Stkampcjcavuutdhllkolj,UHGOFME,Dptowxvhwqpxtqjirrspxwybckdwsbsqrnbehzeycyxndvtknqwpwdykew,189690.0,Gebwfur,5.0,U,1-814-231-5171
AL,1.0,Ipkwekknihiixyqjjrgtn,Ipk11591,Canada,,490073.0,D,74.0,,Irvine,Loews,e,1.0,Bfjicqokywngfnrsdhnfjhnmrjsz,RZVABGUOK,Mqmigkmjjcjcivvqoikbjujtdmwxhcwupseceebxbdueipykjeh,400123.0,CPSVOIMGFAVZXJPFSYYJSZRGEPOPGFOQUABKNGYUBPZMYDAQMGZVNKQJPNUCDRKSQFNHPXDVBE,2.0,O,1-735-063-4369
PA,8.0,Zqtqddqvonlpvlwoycqvfhauxav,Zqt11592,United States of America,,3720606.0,U,28.0,320.0,St. Petersburg,Spectrum Brands,X,2.0,Iyrpcbrelzkwcajcomyj,Gvhppo,qenckqztftbyguslhrsiuuye,226212.0,NFULJSQIZQUNOAFUA,0.0,R,1-557-253-4661
ID,5.0,Owsxl,Ows11593,United States of America,f,415111.0,,26.0,562.0,Oklahoma City,Foot Locker,,5.0,Dkdttakao,lkoipl,Loveesoujzcmthbudewqeksfegtr,437305.0,Vlhdtssnechvavbjyfqyhltutoftmmirjquseeshgqcndzhhsvmbodhsld,0.0,O,1-381-612-1418
HI,4.0,ejwxalgrzwscpluygvgmcwli,ejw11594,Canada,,2378099.0,M,93.0,677.0,Seattle,Hanover Insurance Group,K,1.0,sylwswpcoxygaevjbbwqlodxte,kttgkxtprrk,CCUMVYNVHGXT,119322.0,MEWANVGVUCTNJRXLVLNVAZYTVVNFF,5.0,O,1-685-117-8026
NM,5.0,DEQLBNT,DEQ11595,United States of America,,242686.0,S,12.0,345.0,St. Catharines,Select Medical Holdings,,1.0,Ljuptoyma,jdrqss,WDDJSHVNBZPAWKHCXXSXMSKCFQKNGYTDASCHNDJNLR,343047.0,Maauqfkkvzvrgqgledlsdtpadeupvdvgmshczzvablo,4.0,U,1-658-460-2739
NY,0.0,qurdiiqyarcrbrhwsenpgsgaiqjq,qur11596,Canada,M,1402162.0,M,61.0,679.0,Santa Clarita,W.R. Grace,m,0.0,Maeokqbtrmbvosrvm,Dzqhwcxwtah,nhblbqtvhyjkh,36540.0,Vrlwcmxwdcwimiclgvdsoumkupzznxhenkbznkqsbbpdvlvicpke,2.0,O,1-252-051-4326
New Brunswick,7.0,xabuceenfoxar,xab11597,United States of America,,430652.0,D,77.0,355.0,Lubbock,Warner Music Group,b,,fcdipdcqamvuib,Jdnqgbobtm,Fbgmcvsnysoh,179381.0,aedazptegxo,2.0,O,1-555-766-3524
Quebec,6.0,VIRQPIVOCYTXTBSNWEHD,VIR11598,United States of America,,1101417.0,S,49.0,756.0,Henderson,UAL,l,2.0,Gjlvho,Hpkmfwg,UMGEZQGZYGSCDVKHPIDTKENOZTNFZMHCKLDBGGEESAIDTTNIFSWMGUAWNNTVRXFQPPZFM,465320.0,irxhl,3.0,O,1-895-185-0746
MA,4.0,YVXETU,YVX11599,United States of America,f,801294.0,U,23.0,655.0,St. Catharines,,,0.0,Qfmjaggonjmpwcbquxtvcrql,KQJTAE,oqkadoauy,276536.0,,5.0,,
MS,7.0,mbqcjomltvtzdfwvkjghxnkk,mbq11600,United States of America,,1803773.0,M,48.0,377.0,Birmingham,Kinetic Concepts,,2.0,QVXYHKKSGDSSSGJTG,Fbkwfjknfnc,,122483.0,Bggwpvaqxtpborgazcznshudguwfphaspubheqafxtltyhwyoykvsesziujncjmu,0.0,O,1-253-084-7064
ND,3.0,Rkwanwfrtrolvgslnuzz,Rkw11601,United States of America,,2686713.0,M,48.0,802.0,Worcester,Mutual Life Insurance,,0.0,Xhgjblzagilmr,Lycfz,Mtooiwjtgusngeitfoijhxbmqyajklrmsgwzxjhmcjikj,343719.0,Puwykrcyeoiizwvbnzyokxlllagvguccjw,0.0,U,1-749-001-6441
KS,0.0,Auxlixeldcgrg,Aux11602,,,,D,20.0,485.0,Hollywood,Alpha Natural Resources,,1.0,Ciodet,kudimljhu,Dviumyunujluvdxvnxikgmnuhrajynswfaaarsbgkatibukojrqzmrm,94100.0,Irgtgkpsigoxhdgbgfxmphplzwpkrocxcmbpxzscgkdjuuiupl,5.0,,1-277-123-8765
OK,,Lanvlmaumwxmgwqnt,Lan11603,United States of America,m,3147005.0,D,21.0,556.0,Billings,R.R. Donnelley & Sons,,0.0,Knisqvadxopgesamnai,VBCEGTETCG,GYAHSVHZETOMIUPQUR,266895.0,trtzlirrvocycxkgvqfxvxtu,2.0,O,1-078-210-7995
OK,9.0,cgtkgilsvyexcbg,cgt11604,United States of America,,92052.0,M,48.0,813.0,Portland,Leap Wireless International,c,2.0,Fiupafixfqtabgtsqrxyhqagqfg,Wahqlqjpjdc,Wxipm,494928.0,Qgmnbhpnppkevcmzuitcdvmiwbgyxtsxskvtiwopsggcomksgmutc,4.0,O,1-217-485-7826
KY,,Yhpkgzbxxmxjqehmyumsbrhkinnf,Yhp11605,United States of America,F,3022187.0,S,81.0,403.0,Yonkers,Chubb,,4.0,wxzezcrnppgplmaakkfyfyf,SOYXSN,Hsoinkdcpergxaofigukharxjfhzjphneqmnfmswkhjbisgprxptkdhqciptchgcpdaxgqijbgo,10974.0,,1.0,O,1-203-837-8731
FL,,ZCECVDMWOXQNGBHUDSHUUNWCFUL,ZCE11606,,,2728157.0,S,100.0,722.0,Jacksonville,Expeditors International,,2.0,NXQGIYDOWWCXYHLFHKPGRANHOKIOZ,Ymwywbzohw,Jqifew,317292.0,Sajcdy,4.0,R,1-688-070-6264
MA,,Yeppjgznghkmspbcv,Yep11607,Canada,,2603581.0,M,85.0,496.0,Warren,Lender Processing Services,h,2.0,ojwqussnrscuoqwkxahdovzbjm,Omkslmpvky,IWMGOMMDFDEYHP,182329.0,pcaaaxbhgljsirpslb,3.0,O,1-736-129-6001
VA,0.0,Npfodm,Npf11608,Canada,F,866620.0,S,58.0,753.0,Tempe,Gardner Denver,w,5.0,etjaxwqq,Bhiuejex,oagngydcdeekedkqfmfqxkmblefprjagk,322283.0,LWVKWEAWGGEGBAAOBOSOOTCQHU,3.0,O,1-587-126-6624
DC,8.0,ovunposwijx,ovu11609,United States of America,F,607498.0,M,13.0,755.0,Detroit,Consol Energy,j,5.0,IHXMVABEFWNP,ciadlxhllq,Pnsddajofzypzukowmldwxidnrdpdejgjvhkb,308856.0,Jlphtjwsalqwzzomvsbbjdtjjclqcoxgnrjf,1.0,O,1-253-546-9150
WI,1.0,sejhofxcnurwfppvcaaqwilyryeczb,sej11610,United States of America,m,2525236.0,U,46.0,730.0,Yellow Knife,General Dynamics,,2.0,Ozprywornpunvfxkiqcnubmlwka,tftbg,ototeaiqlewnthhtiltmmknpvmztwmzthhzchildmjiolegnqlwlwf,395339.0,Ecxdowatrlevywozmmpmdljwwqdhsdb,1.0,U,1-528-415-4033
WY,7.0,Uionqaonpaiqv,Uio11611,United States of America,f,2105788.0,M,30.0,536.0,Glendale,VF,J,0.0,Idbghluxcqchoodklgzjidlgqith,Tjfreyiv,Kptwddehaeoifxulmdhewgkzzomptuwscghxdvwmzlmjdsshczdubermcyfmmqyljbncymgyywxyefjo,232654.0,Wmestwiynfvrpnjuiqdwkivaxjajdoytrkvgojjvmvwhzk,2.0,O,1-257-011-0683
SC,6.0,mwksjq,mwk11612,United States of America,,413838.0,W,88.0,357.0,Overland Park,Pepsi Bottling,U,,Bqdhlubzqt,Jwdkz,Rjgocipkxwdzvwsyqndugcarjhmxigzesoffarepjautkxikmwvlmgxlpgckjgd,256877.0,PFDPPCJLUISCVMZAPKYBU,4.0,,1-673-858-7207
MS,9.0,Mvlspgdhtfmagdmx,Mvl11613,United States of America,,1861550.0,S,83.0,498.0,Warwick,,a,5.0,Opxadcgdeghxmq,ETYAXUYWWP,UIFKRFHDIKICLBFDCDJMGZDTPMERDMNHUHAJVOOXMPWXIBGO,169787.0,Vixgawqqnqgwwgrboxlemnssnbxpvnpmjxlxydehbce,2.0,O,1-082-692-3311
NM,1.0,Hwkseazdmccssha,Hwk11614,United States of America,,1690505.0,U,75.0,411.0,Moreno Valley,Eastman Kodak,,2.0,Lhgkgkqzmgsrvsxwnrs,Trllsaoe,mlyruecelcgaurjuwnjabnhtvlbhmdmbsc,230333.0,Pcwxshlnkg,,O,1-553-941-1814
SC,7.0,Smftpev,Smf11615,United States of America,,1490414.0,D,34.0,504.0,Baton Rouge,Volt Information Sciences,O,3.0,Ekengyhorcxbl,PPESHHDST,usdtlgafdwgsmwmqwfotvvfgowjoozwvcerdeaprfhtnfpqdgdvolvymffjdlunakvrjaozbxft,216513.0,PPQODTEUSRLHURZQPFTMCLLBKDOHDIJXNCQZAKT,0.0,O,1-016-280-7954
IN,7.0,Bodxxghbcsjtrcjpfdeiujqkdgc,Bod11616,Canada,,3093168.0,S,67.0,432.0,Mesquite,Whole Foods Market,Q,5.0,Zuapqqohsipnlabqzjnguvbmsj,Lccaeuxuzva,Emgyyzyrlkoorcbynqhwfjvccxbekgbfchxkkftipvepvsecwlnqjrvculpfxfmybixxkqrebhabk,324178.0,Ozqcifztfimttgpcqsfmejerviktvzervijaccxicqpvgccmzcmfm,3.0,O,1-301-321-2634
WI,6.0,QQNJUECGLM,QQN11617,United States of America,M,2095763.0,,50.0,482.0,Stockton,JohnsonDiversey,,0.0,CCAWGHO,Jvivg,Hwpimhxsptvfxafekwelljrgmqclxghlpmsnvwlgnrqmguhglotx,148285.0,Updtumtmctb,5.0,R,1-236-472-9787
MO,2.0,JLXRDJYFTPXAMRSYSLCFGEZRBEXZ,JLX11618,United States of America,,131939.0,W,14.0,423.0,Plano,Sprint Nextel,L,4.0,QXFUKXAVNAYPOW,dremkuit,xlncemlucjjerpqbvrilualhflvfsa,239613.0,VPFMBIPFWAUUMCGIYLPPLPEWHTNHCWREIMRZLXEVXSDILKJIEFUVR,0.0,O,1-312-946-5675
IA,,Hklexqwcewtcennedhyvr,Hkl11619,United States of America,f,3039922.0,M,20.0,416.0,Evansville,Hasbro,,2.0,Tlglkisyik,cpalxrcbj,BMVFLFEVTRGDVVWWMTAMZDQBSYVABQQIGLCIEWHLSXUONIZZLWVPADULEOLQACVFWCNDYQIWOSE,205435.0,Vpvqdzfiewodbmrrnqnbhptasppnoexbqraoknvngkuodeinfu,5.0,R,1-187-561-7284
Newfoundland,4.0,ORNRAOUDFKZNZGINT,ORN11620,United States of America,F,1463742.0,D,69.0,513.0,Mesquite,Mattel,G,4.0,SCXAZCEYYZ,,Bihraftibkaaaoupsnptaw,285561.0,Tartkefwsjonipfltghniuhnholcxtngdoqauchjojdbtikjrszlvwgevypaibglalqxqxg,4.0,O,
LA,,Qznrztckbsrboyudyuyumjaezgjueu,Qzn11621,United States of America,f,1049466.0,M,72.0,434.0,Mesquite,Cephalon,,5.0,ctietdmggsetwfvegzwqsbwygdti,hwuzrons,pdkxbfdbennwilcvtggnvekfloxzqhbkbihhznbhijgufgusuvunrkueo,184724.0,gjftvtohtymtpf,0.0,,1-922-960-2529
OR,,Tlcdewsqjnz,Tlc11622,Canada,,138783.0,M,21.0,322.0,Chesapeake,Brown Shoe,p,1.0,Hunonbpowk,zofrcgbizyn,Xwpoxfnddhgddppdqqoptkecmoqgnotjtmefkfmetxkegyksfhdw,475871.0,NUPCTAXZMFGNORPZGENOWCUXJKJ,3.0,R,1-581-044-8354
NY,10.0,WQUIBKVCHANCCFSNUQXFQP,WQU11623,United States of America,F,718651.0,S,77.0,382.0,Lansing,,,3.0,FXRZLWUNVFFK,kxbowd,Pwztobnshuxgvsedzcpltrxlstmeyasmigglmvmyg,440579.0,jgneoejpfxaruplbocxrmvepjaujksonfwpegbfatmuyxbzn,3.0,O,1-136-361-8892
NJ,3.0,Iknrzmrfxhkw,Ikn11624,United States of America,m,920521.0,S,40.0,328.0,Saskatoon,Vishay Intertechnology,z,5.0,MQUTWSCIMHMCKFNVUEHBOQD,Rzcfizqmh,mrtnmiktbeyvbvuembefcoungvdifhhibvikptbbxo,72779.0,Dbjfxsisiklokroannaxpvbzwmxydbghcrmrffcylejdbibdxlzik,0.0,,1-781-190-0085
AZ,9.0,Htlrvirryfduesjreqjucrrp,Htl11625,United States of America,,549247.0,S,22.0,630.0,Macon,Brinker International,,2.0,adgoqensqjsleekwszke,Evusov,Pfyenlbqrynijvahfenrfdtggrxkiovkgaesxxagyyjuowyujoshkjntkolpyqf,48666.0,khpcqfvpkftkdxihpaubdqcnnrxq,4.0,O,1-436-676-2052
IN,5.0,kihpvmexeluhbhcjjdsnorqibghw,kih11626,United States of America,,2270678.0,S,64.0,646.0,Simi Valley,Cenveo,a,0.0,Pajuqvxagoefgynodq,Svkwdds,VJNMALNEHNYVHIVHIYSEUPMSJSSJICMKPNELXGXIXZKDTDYKLTRFZVUCOUMMQNF,241031.0,CNIFIHEHAMLBDFZKASFPQFJIME,1.0,U,1-201-291-2778
NM,0.0,Brwchr,Brw11627,United States of America,,2339397.0,U,24.0,361.0,Costa Mesa,Universal Health Services,,0.0,Mcsnl,Jkbprogwbsyi,ywvlydgplliaxvzmosowcepnbrehofxdbwifcbsivasnz,76021.0,Xmrfgxcdulpnmpsxzgelmfxgbxfiqhovvzicpbujepsnszt,4.0,O,1-643-966-0709
DC,1.0,Cunkqososm,Cun11628,United States of America,m,2813423.0,,100.0,772.0,Worcester,Varian Medical Systems,,3.0,huahgtztyekcojzbhgsahwuenl,FZBNXOLHE,,181204.0,,0.0,R,1-168-329-5321
AK,9.0,Inpluxichpsuetk,Inp11629,Canada,,541808.0,S,22.0,562.0,Chula Vista,Flowers Foods,,5.0,Lkmua,otrpw,njegmpngsycqlctmtsljlqweom,16220.0,Tcbqzelmuwgqjiuklsmubdodruegmzzyejrsrevz,1.0,R,1-680-249-0273
MO,1.0,JZSERXV,JZS11630,United States of America,F,722488.0,D,85.0,503.0,Baton Rouge,RSC Holdings,,1.0,Pbdccufjujzbamqrfofdskypxmhbmw,Vlaqrjno,Idcnxvcqxkjnxvjdwitlqwjbitoutkrsefmzbojlzi,469891.0,LDISVEPXIDAWGFAKPGOVFHBWUFSKOXSTRGEUESWTHPBMKMRCJNQCRVABABBEFKTL,1.0,R,1-604-253-0064
OR,6.0,Gdkhhifotkwlczcgc,Gdk11631,United States of America,,86998.0,M,54.0,619.0,Baton Rouge,Laclede Group,,3.0,Rulowacdpxvcemixfsvqas,Wsasfijj,zqdbkhyefjyslla,268371.0,Llwybughrtipjvmmwgsc,5.0,O,1-222-598-3527
GA,6.0,Dpadtmbgcrsokoniyrczcamggvj,Dpa11632,United States of America,,2601068.0,S,33.0,417.0,Lubbock,US Airways Group,t,1.0,Wecpixvtjzcxg,Felbiiitiqz,,,Asasorclwahnpqcpguytavhdoqkiwvrrnzpmowmpuviyprotwivpdcyaeoclihselny,5.0,R,1-004-675-5978
Prince Edward Island,7.0,SCCEZIJBGKE,SCC11633,United States of America,M,2162095.0,D,60.0,662.0,Amarillo,Becton Dickinson,,4.0,pnaltoouvictymzkydqvqrdpi,Iexvpwnil,Lhebsdbcytxfxtmimiuergosyncjndsbvc,456501.0,HMCWMUOOJJKWRIZVMHWFGO,4.0,O,1-068-035-4180
DE,0.0,MPSOGRMOFSXTEVJC,MPS11634,United States of America,,2155545.0,M,34.0,817.0,New Orleans,Liberty Mutual Insurance Group,a,5.0,Eteakjxkjxbpz,Zxejvoxqjxlq,Rirmmsrrybghpjkwqpkrcxtqt,394332.0,Rkqckpamsedotdstauxfbffsdygvminacsppfyubprlrsqquvgsbtgkhtenlfjvbukofc,5.0,O,1-545-709-4927
AR,7.0,pvwgumdxnlyfdiulusfxnqsdgis,pvw11635,Canada,,2660702.0,U,4.0,626.0,Los Angeles,,,1.0,Ueecixgiaxxvytqhjmmjesgokhz,RXWGGRMN,Qvfgzpuvvufrfyoxxoyiaalwhkrpotirywrvdbgfdpighdctljt,166542.0,bujqbnohyxwvvei,2.0,O,1-583-968-9273
GA,3.0,Xmusxhpwqkz,Xmu11636,United States of America,f,2107157.0,U,92.0,801.0,Santa Clara,Entergy,m,2.0,Joxqcoojrynuhxldqeapi,,Nhsphlytvjguyfgkralrpcwqsyeuscalxozebfwrtatpmp,390981.0,,4.0,O,1-421-704-2719
CT,10.0,Djnjlcbvohdfkfeehqvqmqggz,Djn11637,Canada,m,1802795.0,D,84.0,552.0,Windsor,Albemarle,,0.0,Gfxncft,Abqmpqcftcil,Qafkctzntjvmaphgvlmphtvzovmk,168327.0,Gqhakmpojcvzhhqqdsdctblzyfrqycqrgqizmtydolnfuzcyjaqcjfiakvgppniwkig,1.0,O,1-993-740-3718
AZ,8.0,qrkkrqfolycjaggrrswn,qrk11638,United States of America,M,3821277.0,S,92.0,458.0,Rancho Cucamonga,Cabela's,,2.0,Hekfccxkwrqyyducfypnm,Fbbeqovmbapv,gbbjljusoqoekjauwjzeyyajnhscwyutivzw,137303.0,Uvnfuqyrvszteqnyduaz,2.0,O,1-701-056-9214
DC,7.0,rguezhxt,rgu11639,United States of America,F,3456261.0,D,53.0,370.0,St. Paul,Goldman Sachs Group,U,3.0,BIKYELRIQAKGNHAJ,Gpxfn,eeelywrcdqfzrnbwblhwpxfpoxnbcgpdhsx,492039.0,Cgdupsumrinxhmdxcgvrhoqfotqxafmmtanxxvvb,2.0,O,1-551-420-9404
WI,5.0,azubxckdhkeoh,azu11640,United States of America,M,130608.0,M,95.0,728.0,Yellow Knife,Philip Morris International,,1.0,senzrdupqubjxijnarwcv,OPIATTGQTB,RCUPULTWLKXGTZCWUCXHRJOYECCCLIRRFOQ,124926.0,Ndeyurertgsjwabsggxmyoihkofxrbydqdkievioffnjqapgrihwsmevow,,O,1-490-114-3920
CA,9.0,Jvunltliejnehsobajafolbbo,Jvu11641,United States of America,f,,D,3.0,376.0,Burlington,Foot Locker,,5.0,Lzjdadrsnwugontofjihwjpbckrl,ptzfefif,Ktyfdeoxyfxbj,471272.0,Wirdlqydtvitlu,0.0,O,1-451-743-5761
MN,7.0,MSOGKWAIZTBBVE,MSO11642,Canada,,605798.0,S,12.0,713.0,Tallahassee,Parker Hannifin,,0.0,foajkxopbsjeicrsk,filftafcf,Dirofockkpdwpcbjygsfswlgszmyvaxedtzzdladamwvgysqnikwwgfvabqybdcrbhtjuiruce,3242.0,Palggjokgatpmjncofyosbtgybtsttvkubgerqyklazuxpbxmw,2.0,R,1-974-038-8222
KS,7.0,qreykenxkxym,qre11643,United States of America,,2163263.0,M,32.0,604.0,Elizabeth,AptarGroup,I,1.0,Dhmdl,nkcxl,Wforrpypymwexyafnrjdereyjqwnzacxrludtpeikuziwtzobvjmuifixknstn,453844.0,YRMWGVOETFKHSXRZILVYMTYSVHNYBRRDMDODGFGDVCIRQAZPIPUB,2.0,O,1-159-949-1495
FL,1.0,hkououzdlob,hko11644,United States of America,,2261388.0,,98.0,460.0,Warwick,CF Industries Holdings,,1.0,FGLHIDLLZJAAQFYJGHNOT,Afdiwc,Lxtprjbj,,Jkhkcjqauolokltqdbrloeiasoecbrknvrwqahenxlcssrohlkwcxewwigvlcktndkmqglttdf,1.0,R,1-390-895-9678
Saskatchewan,9.0,UZVFGXYTNIVFUIJWO,UZV11645,,,727051.0,U,31.0,482.0,Baltimore,Securian Financial Group,,,SNQSYA,Pxkimmb,Sqyjylexoqiuwbqyemckuxijsrtxrtbuxwvufczxtjuyueoooslnamnsoyqszzgrdejokvyqvhdobdqn,375815.0,,1.0,O,1-192-449-0120
Prince Edward Island,8.0,BCSHWOQ,BCS11646,United States of America,,3003110.0,W,73.0,807.0,Independence,Progressive,Q,3.0,Jvwmrhaqbuijfmvm,Tthlpu,LFRJGHOJFGESACTRWEXKHCQSTVZVBMAOAPCZJYTUXQACRL,114122.0,SFHSGWWHUP,0.0,O,1-134-780-5445
British Columbia,1.0,ZIJRXXCBQUW,ZIJ11647,,m,1857713.0,M,62.0,509.0,Cincinnati,HNI,,5.0,Pgvopamymou,ixqguckcm,Kzdupbrvp,400657.0,hmvwdymtscuawerifugtaxicymbmtswirrclbciqgwblvtklxgvhdbnkwmgiebmslbsxf,4.0,O,1-075-096-9878
Prince Edward Island,8.0,GWPTINXTKBEJNWFCK,GWP11648,Canada,,3482902.0,D,48.0,303.0,San Buenaventura,Mueller Water Products,,2.0,VWNUOG,,irlldimjjginjjvdjzekmabuync,293804.0,,4.0,O,1-080-387-3116
MA,10.0,Hdxfdmvygcpwuyxrouqrjixz,Hdx11649,United States of America,,2203791.0,D,40.0,412.0,Independence,Vectren,g,2.0,Wfkmhhjfxkannoehibgjdlgrncoun,Fvcoege,Aiofvtdqrgauiigwlcaelcbokxtdvasg,358678.0,LAKGXUCJQSHDEKTPUTHNDXAHRFOSPMLQQWNOU,1.0,R,1-066-671-2242
MA,10.0,Iqvux,Iqv11650,,f,,M,20.0,788.0,Saskatoon,Universal American,l,0.0,pdryfzsydjfjmkgatftclrftwvj,OTNVKBMZFI,Aywincmvkyvohkmaljafdvtotveheswpdjokkltiicsoccvunuyebwpavagvhjiasp,469668.0,Zdtlaryhdovtewknhkkxadywst,2.0,O,1-634-467-4413
ME,5.0,DLDMUNFYGMRNMVDSVPC,DLD11651,United States of America,m,3855669.0,M,16.0,399.0,Amarillo,Huntsman,,5.0,Dfqfswwjtebrdsbypo,dimplcv,Iyxssmlynkqvqlsnshpfqbamkfuoftjhui,139149.0,GCHNLXXLUVJLMNGZVPUOSED,4.0,O,1-151-525-8237
Nova Scotia,6.0,fhavbelntbcwtg,fha11652,United States of America,,1429825.0,U,89.0,673.0,Toronto,KAR Holdings,,1.0,usjaevvi,Alaho,Oxtmjagvfwrgcqzjlokr,219988.0,Chjvarzpbwlvbbctyuhfdladbbgjvhuieyvikidbowrirfqbbysfhbcrkdccbwsivqtfctqbm,5.0,O,1-313-385-2020
NH,3.0,Csutscbgpgnjq,Csu11653,United States of America,,313635.0,S,81.0,770.0,Riverside,Bank of New York Mellon Corp.,o,,OAGUUQNMVSFNLANKWVWOUZSHXA,Rvziv,Dldteqakqdyseenegnnemnaqgwakywfapthwmuyknov,383717.0,lzlarrvtemzdvoftniefftlrwpsodswefcvvhbhfuvgpjppksnsjsiausigstxzofsutdvnza,,O,1-215-637-7916
SC,0.0,kbwquzbcfuscvguamxlisbzcpusq,kbw11654,United States of America,,2868203.0,U,23.0,737.0,Tempe,Windstream,,1.0,BTAQMGRILUXVJK,Lckktrmucvj,QRUKMGFMIRZQKQXLPQITQWTWPVZEBAWRWXFCSXD,318528.0,Szklqtmuxurfsmgnttqibbabfymqanjmpndhk,,O,1-133-810-2568
MT,6.0,imfbycjvmegfmtzodjxkrotygild,imf11655,United States of America,f,1383741.0,M,47.0,351.0,Philadelphia,Coach,,1.0,Lmujzmwyjrsoyhxgbtpl,Elmvtsrrt,EVZOBXXHRUIBUVBHLMJCFVUIPRUSEIGEGPAHVRCJLHLCFQGYVPERQKNAZKXQDIEFCHP,,Jsbyijmkczlczhlergiyfqkelfppzozoqjsasdqhmrjo,4.0,U,1-932-597-9589
NY,0.0,Yjlcufrtx,Yjl11656,United States of America,m,574855.0,M,25.0,,Winnipeg,Brinker International,,5.0,Kqqibtqlkyvltt,Kizpbsuy,Menbuwxccknivjddnaaju,457930.0,Viyeuevfcnlmwwtqjcedvundgzchmadlb,1.0,,1-553-956-4532
NH,8.0,Tgvlukklstaqwvkpapaiahzwtcok,Tgv11657,United States of America,F,2325837.0,U,15.0,594.0,Hollywood,Cenveo,,2.0,pcurhlmgjmdwuliuktzhlxfp,ZSIKSN,,413109.0,KWUEPCVZPLKKNXGTOESNESLHZZILNLMIACF,0.0,O,1-618-787-1072
NV,5.0,Bnzsgchhgfakbybdz,Bnz11658,Canada,,2689771.0,M,65.0,845.0,Bridgeport,M&T Bank Corp.,,1.0,exutdassepwdwgdsmkucveax,beggq,pvprrhuwqurrkelabbadflgtefcclzkqsskkrsctwimobloypbx,375395.0,fcpwfnhvbtyawxossfqihzngxuabxuavbvwmiyjsnqoijphpeurr,5.0,O,1-027-328-9740
OK,3.0,Vvudehhpbagtdg,Vvu11659,United States of America,c,604936.0,M,88.0,431.0,Las Cruces,Qualcomm,,0.0,PUBIUBIZURTBYSMPXQHSXKWOJGOLVF,Jonqqakeky,thmgkhwfgjunqcoxofexvlbrwjytdjjixjkrvmdzyjwptxnwxxzrsizellsxhetix,290984.0,Moyfhnfpkztwcbnwhduhpoifhpdiylzlmctyvcigvtspkgcgeqlzznvi,4.0,,1-826-459-0746
KY,8.0,Ostghweiftvhkcpnkfn,Ost11660,,,3618949.0,W,58.0,633.0,Santa Clara,GameStop,K,0.0,Mfrlaotwvrio,Rkbputtpeiij,lesynqrattqifuqmmaiml,,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,1.0,O,
Prince Edward Island,9.0,VDXRRRGAEWQNJ,VDX11661,United States of America,F,2369853.0,U,66.0,621.0,Garden Grove,Mutual of America Life,,4.0,Dcschfixbdvndnx,Znbklkthj,Tmjpxlympqrjjvsthhcdgrdjohjxgeixlsr,223262.0,Ujpmhopwambvibgyjtszkxzdfsqpragv,5.0,O,1-328-464-4313
