OwnOrRentFlag,State,MaritalStatus,MiddleInitial,Age,Employer,NumberCreditCards,Country,Phone,NumberCars,AddressLine1,AddressLine2,City,Income,LastName,NumberChildren,AgencyID,CreditRating,NetWorth,Gender,FirstName,PostalCode
U,MA,,,84.0,Oneok,8.0,United States of America,1-209-352-1776,0.0,2533 wolfe north,,Thousand Oaks,320891.0,boulos,2.0,bou4046,632.0,3953247.0,m,MARYLYNNE,V6d 1w5
O,WY,M,S,79.0,Wendy's/Arby's Group,7.0,United States of America,1-595-465-2111,2.0,23168 ROXBORO WAY,,Saskatoon,357063.0,MCGILLICUDDY,4.0,MCG4047,669.0,2773930.0,f,Johanna,m5b 1y4
O,Saskatchewan,U,Q,98.0,Scholastic,8.0,United States of America,1-125-959-3563,5.0,12807 mccardell upper,,Tempe,482633.0,Brunke,0.0,Bru4048,467.0,1459793.0,F,Mal,m9f 1u6
O,MS,U,,95.0,UAL,9.0,United States of America,1-101-861-4722,4.0,3469 gates court,,Yellow Knife,433558.0,WOELFFEL,4.0,WOE4049,491.0,2416792.0,,morena,V6b 1w2
O,GA,D,F,38.0,Quanta Services,,United States of America,1-960-061-5616,0.0,4816 venice court,,Winston-Salem,86156.0,Heisler,5.0,Hei4050,385.0,729539.0,m,Basia,39213
O,Ontario,D,W,24.0,Western & Southern Financial,1.0,United States of America,1-229-854-3962,1.0,14133 beauregard north,,Pembroke Pines,239327.0,Webb,2.0,Web4051,527.0,1267673.0,,HPONE,T5a 1p8
O,SC,M,,28.0,Packaging Corp. of America,3.0,United States of America,1-538-900-9786,4.0,19551 wainwright lane,,Carrollton,405312.0,Schierbaum,1.0,Sch4052,579.0,315603.0,,Loutitia,E7o 1p9
O,NH,M,P,25.0,Gap,4.0,United States of America,1-582-654-0873,,7204 katherine boulevard,,Carrollton,,healy,3.0,hea4053,417.0,2059550.0,f,Sait,V6s 1t9
U,MA,M,,23.0,KBR,7.0,United States of America,1-984-780-3406,3.0,17521 reilly street,apt. 607,Orlando,372365.0,Waybright,4.0,Way4054,581.0,1734628.0,,Bram,v6p 1s8
O,SC,U,Q,35.0,Ruddick,3.0,United States of America,1-139-053-3320,0.0,7828 cartwright park,,Salem,383051.0,Fait,3.0,Fai4055,461.0,2577258.0,,robby,33338
O,Ontario,M,,36.0,BlueLinx Holdings,0.0,United States of America,1-058-773-0358,3.0,20940 shearer drive,,Knoxville,21342.0,LAKINS,1.0,LAK4056,686.0,594282.0,,seka,v5d 1p3
O,UT,D,,65.0,,5.0,United States of America,1-814-693-8315,3.0,9933 INWOOD SOUTH,apt. 679,Missoula,457939.0,Forese,0.0,For4057,512.0,2411228.0,,Srinivas,74150
R,AK,U,A,30.0,Radian Group,5.0,Canada,1-557-326-7339,,5066 pasadena boulevard,,Hollywood,431899.0,beaudette,5.0,bea4058,436.0,,,EUGENE,78730
U,ID,,L,,Pactiv,10.0,United States of America,1-140-156-4619,3.0,15015 lullwood road,,Riverside,3510.0,Clampitte,4.0,Cla4059,,2958918.0,,Helga,V6T 1T7
R,ME,S,A,41.0,Sun Microsystems,6.0,United States of America,1-747-369-5500,3.0,14036 saratoga west,,Durham,213559.0,Dibenedetto,4.0,Dib4060,616.0,3918266.0,,Ilan,Y1a 1g9
O,Newfoundland,M,,15.0,Oceaneering International,4.0,United States of America,1-324-458-4438,3.0,4373 neville north,,Oceanside,443594.0,STEMMLER,1.0,STE4061,717.0,90067.0,M,Sharri,94158
R,WA,M,X,56.0,Graham Packaging,1.0,United States of America,1-655-662-1095,0.0,23776 ashley crescent,Apt. 981,Plano,301332.0,Basta,4.0,Bas4062,678.0,912069.0,F,KAMINSKY,23218
O,AK,U,,56.0,,0.0,United States of America,1-641-251-7069,3.0,11483 BONAVENTURE PARK,,Fairbanks,225557.0,Welham,2.0,Wel4063,306.0,2467113.0,M,Roberta,s3b 1g2
O,DC,D,,1.0,Inergy Holdings,9.0,United States of America,,0.0,18335 SAVANNAH DRIVE,,Philadelphia,45827.0,Vermeesch,4.0,Ver4064,,3826451.0,m,LECIEN,29409
R,MA,S,,30.0,Williams-Sonoma,0.0,United States of America,1-920-722-2876,,19381 towerwood crescent,,Missoula,252174.0,Moser,5.0,Mos4065,581.0,1669577.0,F,adora,92134
O,MD,M,,52.0,Granite Construction,5.0,Canada,1-449-173-1110,5.0,20907 NOTINGHAM LOWER,,Orlando,289228.0,Keilty,3.0,Kei4066,644.0,,m,PERIA,98186
O,NJ,U,U,26.0,Beckman Coulter,5.0,United States of America,1-337-939-7446,5.0,20622 mcafee court,,Wichita,464149.0,Percy,0.0,Per4067,761.0,1027764.0,,RAJU,y1b 1f2
,OK,M,,69.0,Oracle,6.0,United States of America,1-316-040-0817,1.0,7626 clint west,,Oakland,471157.0,ROSSI,2.0,ROS4068,358.0,3425163.0,f,Ninette,t6a 1a8
O,SD,M,R,26.0,Dell,2.0,United States of America,1-095-725-0866,1.0,13324 PRESTON WAY,,Dover,33786.0,Dursse,2.0,Dur4069,440.0,3250209.0,,Farag,83405
O,AK,M,,23.0,Weis Markets,0.0,Canada,1-059-422-2998,0.0,24282 la peer rue,,Hampton,486035.0,Broten,1.0,Bro4070,,1814709.0,F,NANETE,15224
O,MT,,,97.0,Charter Communications,0.0,United States of America,1-858-960-4807,1.0,21620 snead avenue,,Escondido,55932.0,Laufer,,Lau4071,401.0,2614552.0,M,Raghuvir,91108
O,VA,S,,42.0,Thrivent Financial,9.0,Canada,1-752-463-3373,4.0,15591 HOLGATE LANE,,Anchorage,469440.0,Di millo,4.0,Di 4072,305.0,3564076.0,F,delores,45274
R,Newfoundland,S,O,27.0,Aon,1.0,Canada,1-095-352-7289,5.0,15960 worley court,,Buffalo,346593.0,BETHUNE,3.0,BET4073,302.0,,,Shlomo,R5H 1M7
O,Nova Scotia,M,,82.0,Con-way,8.0,Canada,1-680-887-5820,5.0,13652 WESTERLEY DRIVE,,Jackson,84889.0,Beagley,1.0,Bea4074,407.0,1476646.0,,Shanna,60655
O,CA,S,F,28.0,Jacobs Engineering Group,3.0,United States of America,1-532-008-6606,4.0,12946 thorndale south,,Springfield,332764.0,Materna,1.0,Mat4075,829.0,2236250.0,,LOUISA,83710
R,MT,M,,60.0,SkyWest,8.0,United States of America,1-687-905-0569,2.0,3681 HOLLY KNOLL CRESCENT,,Fayetteville,318564.0,Mustafa,1.0,Mus4076,690.0,540185.0,,MELICENT,99208
R,Saskatchewan,M,,17.0,Con-way,,Canada,1-981-775-0399,0.0,23274 beatty park,,West Covina,362277.0,Ficker,1.0,Fic4077,556.0,2367794.0,F,Lucia,V6W 1Q4
O,Ontario,U,,52.0,Brunswick,10.0,United States of America,1-935-029-4556,0.0,24954 NORTHLAND DRIVE,,Jackson,336716.0,koa,0.0,koa4078,393.0,587375.0,,euphemia,T5b 1j2
U,NV,U,,100.0,Belk,6.0,United States of America,1-019-788-1192,4.0,482 matlock east,,Durham,423253.0,Mokros,3.0,Mok4079,611.0,2563811.0,M,cordula,60716
O,CA,M,E,53.0,Paychex,3.0,United States of America,1-289-050-2059,5.0,22787 university crescent,,Richmond,151756.0,olynyk,5.0,oly4080,663.0,3245611.0,,ivory,94322
U,British Columbia,M,E,63.0,Dean Foods,9.0,Canada,1-740-440-0374,4.0,20871 dewdrop street,,Jersey City,220669.0,HOWERTON,1.0,HOW4081,673.0,2638856.0,m,Fionna,53727
R,WV,M,Q,,Parker Hannifin,4.0,Canada,1-546-624-5037,1.0,14791 bluff east,,Philadelphia,91277.0,KENSINGER,1.0,KEN4082,570.0,1774676.0,,laurianne,99640
O,DE,M,,14.0,Fidelity National Information,3.0,Canada,1-008-475-6493,2.0,5810 sinclair park,,Mobile,466590.0,barham,0.0,bar4083,693.0,,,KIRBIE,90336
O,NH,M,,13.0,Ameriprise Financial,3.0,Canada,1-546-501-1179,3.0,8825 amherst drive,,Las Vegas,1720.0,MASLEN,5.0,MAS4084,536.0,2993913.0,,daffi,V6u 1w5
O,Ontario,M,,87.0,LSI,4.0,United States of America,1-740-612-9335,3.0,21476 bannister west,,Chesapeake,264450.0,LAMBREGTS,4.0,LAM4085,699.0,1030016.0,,Petar,T6A 1E4
O,DC,M,,90.0,Pitney Bowes,8.0,United States of America,1-528-186-4538,1.0,13588 DAVIE EAST,Apt. 568,Fullerton,295553.0,bedford,3.0,bed4086,318.0,1152514.0,,parminder,10005
R,WA,W,Q,55.0,Valspar,10.0,United States of America,1-442-555-8416,,2500 park hill west,,Burlington,420630.0,Delzer,0.0,Del4087,774.0,1678577.0,F,claresta,93329
O,CA,S,,87.0,PPG Industries,7.0,United States of America,1-617-028-5718,2.0,16124 weyland park,,Amarillo,98201.0,rafferty,4.0,raf4088,596.0,3810059.0,,MADGE,32206
O,NM,S,,76.0,Neiman Marcus,5.0,United States of America,1-084-089-3712,5.0,23664 summer crest drive,,Manchester,294620.0,MARTURANO,1.0,MAR4089,640.0,1705624.0,F,shelagh,93773
R,LA,W,,25.0,,8.0,United States of America,1-835-389-8330,5.0,24185 shallowford lane,,Abilene,97606.0,Orr,4.0,Orr4090,398.0,956183.0,M,jimmy,T5c 1w5
O,CO,M,,87.0,Cablevision Systems,1.0,United States of America,,2.0,2604 curry boulevard,,Dayton,355125.0,Id,1.0,Id4091,456.0,361209.0,,TANHYA,h5l 1o2
O,CO,M,,36.0,ConAgra Foods,10.0,United States of America,1-828-306-6075,2.0,1677 ALABAMA CRESCENT,,Chicago,490465.0,Chien,2.0,Chi4092,529.0,3747082.0,m,natividad,X7j 1q3
O,Alberta,M,F,15.0,Coach,3.0,United States of America,,1.0,19131 lullwood park,,Indianapolis,386131.0,pyron,1.0,pyr4093,479.0,3167044.0,f,charmine,H5l 1q7
O,FL,M,,74.0,Celgene,8.0,United States of America,1-702-379-8533,2.0,14553 ROUND LAKE BOULEVARD,,Jersey City,322716.0,Campeau,3.0,Cam4094,712.0,2946519.0,,Beth,H2b 1x7
O,CO,,K,2.0,WABCO Holdings,0.0,United States of America,1-301-261-3694,1.0,22461 morton east,,Buffalo,242986.0,GOLKA,0.0,GOL4095,814.0,1890351.0,m,DAVEEN,B8b 1y1
O,OK,M,W,2.0,Micron Technology,0.0,United States of America,1-837-156-7580,3.0,6741 HARDY LANE,,Peoria,37155.0,EDMONDS,5.0,EDM4096,427.0,1377011.0,,Maciej,37222
R,MO,S,,35.0,Avon Products,7.0,Canada,1-342-935-6256,1.0,15065 bellaire crescent,,San Jose,191965.0,Dowling,5.0,Dow4097,623.0,1981931.0,f,Zulfikar,85034
R,IA,W,,27.0,Piedmont Natural Gas,3.0,United States of America,1-126-139-5416,,11237 balmoral way,,Toronto,158296.0,Hnidek,5.0,Hni4098,841.0,3091217.0,,Denna,14626
R,WY,U,,22.0,Cytec Industries,4.0,United States of America,1-284-485-4611,1.0,9212 mesa drive,,Jersey City,122963.0,Nunez,1.0,Nun4099,335.0,1468251.0,M,eddi,97227
O,NM,U,X,56.0,CarMax,5.0,United States of America,1-129-301-2363,1.0,21082 cliffbrook west,,Fremont,70711.0,KELEMEN,2.0,KEL4100,433.0,2853044.0,,sheri-lynn,63150
O,ND,D,,48.0,First Data,9.0,United States of America,1-497-552-1858,2.0,24731 flores south,,Montreal,233605.0,Durant,1.0,Dur4101,479.0,2783674.0,,RIZWAN,73112
O,VA,M,H,80.0,Wesco International,4.0,Canada,1-577-669-4598,3.0,22849 lacornia rue,,Phoenix,410143.0,Witt,5.0,Wit4102,749.0,3745151.0,,Mariaelena,78426
O,Saskatchewan,M,,60.0,Arrow Electronics,0.0,United States of America,1-204-636-6690,2.0,14004 PELAN WAY,,Riverside,330347.0,CLARY,0.0,CLA4103,827.0,2031944.0,F,FLOR,v6b 1s6
O,SD,M,,18.0,Amerco,,United States of America,1-351-172-4950,0.0,1968 lemming lower,APT. 763,Lansing,17137.0,Kelland,4.0,Kel4104,788.0,1751930.0,m,Jann,25310
R,GA,S,,73.0,Radian Group,1.0,United States of America,1-475-017-3927,4.0,482 matlock east,,Warren,252546.0,Portelance,1.0,Por4105,447.0,447127.0,,Papagena,90283
O,CT,,,45.0,Cisco Systems,0.0,United States of America,1-253-850-9876,4.0,24870 beverly court,,Carrollton,208035.0,Kannemann,0.0,Kan4106,318.0,188862.0,,LAURIE,M2q 1e4
O,OH,S,P,49.0,Asbury Automotive Group,3.0,United States of America,1-234-346-8698,5.0,20823 WEST CHAPEL AVENUE,,Chula Vista,253491.0,cowart,0.0,cow4107,588.0,2894863.0,F,CHARIN,60712
O,KY,M,X,78.0,Inergy Holdings,10.0,United States of America,1-160-080-2456,2.0,10352 marathon drive,,Rochester,4590.0,Warburton,,War4108,576.0,3932277.0,,whitfield,99670
O,SD,M,,94.0,First American Corp.,6.0,Canada,1-349-432-6586,0.0,23534 MORNINGSIDE NORTH,,Sherbrooke,45281.0,Kirkby,1.0,Kir4109,847.0,1050183.0,,Donielle,30394
R,CT,S,J,15.0,FPL Group,3.0,United States of America,1-131-420-5710,5.0,13143 goodwin lane,,Springfield,497411.0,marketing,3.0,mar4110,593.0,2338246.0,,cherice,M5g 1z3
U,CT,M,,48.0,Harris,4.0,United States of America,1-791-193-2909,4.0,6464 bonnie brae street,,Shreveport,375350.0,JAGO,0.0,JAG4111,455.0,1207954.0,,Gokul,90759
O,KS,M,,25.0,Allegheny Energy,6.0,Canada,1-778-408-6797,1.0,8899 starling lane,,Portland,255039.0,borozny,0.0,bor4112,532.0,1911664.0,M,DARDA,99723
R,TX,M,Q,76.0,Macy's,1.0,United States of America,1-985-897-9080,4.0,16308 MARINE CRESCENT,apt. 703,Sterling Heights,436358.0,Iversen,0.0,Ive4113,812.0,3841622.0,f,tomi,64142
O,UT,M,F,28.0,Comerica,9.0,Canada,1-734-817-9602,4.0,1540 CRESTMERE NORTH,,St. Catharines,347468.0,Atkinson,0.0,Atk4114,733.0,3081542.0,,Alexandrina,23294
O,DE,M,,0.0,Centene,3.0,United States of America,1-469-421-7717,5.0,5895 strand upper,,Boise,247341.0,stokes,3.0,sto4115,549.0,1190647.0,m,Berthe,90007
O,WV,W,,25.0,TJX,7.0,United States of America,1-231-569-1705,0.0,828 PAINT ROCK UPPER,Apt. 350,Manchester,221311.0,Willis,1.0,Wil4116,307.0,2477548.0,M,Perla,53222
R,WY,M,,17.0,SPX,6.0,Canada,1-663-576-3780,5.0,15465 beach upper,,Tucson,487332.0,perez,2.0,per4117,770.0,1944781.0,f,Cornel,10088
O,IA,,,51.0,General Motors,6.0,United States of America,1-777-674-5794,,22024 darlington north,,Fayetteville,342333.0,surber,0.0,sur4118,820.0,2863230.0,,ALEXANDRU,43637
U,LA,U,,80.0,Genworth Financial,8.0,United States of America,1-008-849-1954,0.0,1971 PRAIRIE DRIVE,,Fremont,208103.0,Sokyrko,2.0,Sok4119,602.0,1605110.0,F,Marika,H5j 1q4
O,IA,M,,97.0,Southern Union,2.0,United States of America,1-747-448-2102,3.0,7377 COVENTRY EAST,,Fort Lauderdale,488334.0,COMMUNICATIONS,2.0,COM4120,830.0,1663223.0,M,JANELA,99757
O,PA,M,,31.0,Norfolk Southern,6.0,United States of America,1-096-048-9676,2.0,20064 oakmont east,,Washington,362640.0,minck,2.0,min4121,829.0,1286989.0,M,Fotini,25338
O,Newfoundland,,T,37.0,,0.0,United States of America,1-962-707-1718,3.0,20627 candlelight avenue,,Halifax,499808.0,Ponthieux,5.0,Pon4122,811.0,2407494.0,,Babbette,33158
O,Manitoba,D,,6.0,American National Insurance,5.0,United States of America,1-659-521-2608,5.0,20706 lyle north,,Billings,,savadkouhi,2.0,sav4123,628.0,1521749.0,f,Blakelee,t5a 1m9
O,OH,W,K,30.0,Brunswick,6.0,United States of America,,5.0,15176 PURDUE EAST,APT. 668,Halifax,229573.0,Skiclub,1.0,Ski4124,664.0,10629.0,,marce,10186
R,MD,M,N,53.0,Brunswick,5.0,United States of America,1-242-636-1078,3.0,15306 pike park,Apt. 334,Evansville,460604.0,kohler,1.0,koh4125,526.0,118555.0,,delisle,s7d 1m6
R,KY,U,,64.0,Spectra Energy,5.0,United States of America,1-346-952-1205,0.0,23271 buckroe park,,Tulsa,453184.0,labfive,3.0,lab4126,504.0,3406711.0,F,WADE,94440
O,MT,W,,66.0,Pinnacle West Capital,4.0,United States of America,1-769-421-4523,0.0,17440 pinesap rue,,Sunnyvale,173233.0,Revah,3.0,Rev4127,452.0,48368.0,,PRINT,43233
O,Prince Edward Island,M,,82.0,Autodesk,8.0,United States of America,1-758-492-2237,2.0,14754 WOODVIEW EAST,,Virginia Beach,13997.0,Burke,1.0,Bur4128,519.0,2324375.0,M,christine,07310
R,WI,S,G,82.0,Principal Financial,10.0,United States of America,1-518-137-0725,3.0,13590 westover east,,Hilo,279682.0,bertrand,0.0,ber4129,480.0,2414301.0,f,Netta,10156
O,GA,S,N,45.0,Merck,1.0,United States of America,1-700-802-2423,1.0,24896 wright east,,Jackson,95134.0,Frink,5.0,Fri4130,622.0,966380.0,D,Peg,37242
O,MS,M,,27.0,XTO Energy,1.0,United States of America,1-730-258-8182,,14398 graves way,,Wichita,112412.0,Seliske,4.0,Sel4131,645.0,1546865.0,,Albrecht,23285
R,Manitoba,U,O,89.0,Wal-Mart Stores,8.0,Canada,1-137-968-5660,2.0,13892 JENNINGS ROAD,,Riverside,333172.0,alexson,4.0,ale4132,573.0,1339073.0,,Minetta,V6X 1S8
R,Quebec,U,X,96.0,Mosaic,3.0,United States of America,1-152-024-3382,2.0,885 crosby lane,,Fontana,185162.0,Sheldon,3.0,She4133,794.0,496474.0,,Notley,99653
O,NH,M,M,60.0,Unisys,5.0,United States of America,1-946-932-1530,0.0,10915 CHARLEVILLE LANE,,Yonkers,477663.0,SHERK,3.0,SHE4134,608.0,2311455.0,f,Lark,V6E 1W1
O,Prince Edward Island,D,,75.0,Procter & Gamble,9.0,United States of America,1-660-625-5085,5.0,8617 woodcrest north,,Oklahoma City,373117.0,VERMETTE,1.0,VER4135,485.0,3866148.0,f,Flory,94257
O,KY,D,,17.0,AFLAC,8.0,United States of America,1-142-036-8132,2.0,24083 sherwood way,,Springfield,188626.0,elgie,0.0,elg4136,311.0,2583727.0,,haleigh,95201
O,AK,M,,15.0,FMC Technologies,4.0,United States of America,1-849-522-2992,2.0,22986 norfolk lane,,Fort Wayne,298734.0,CAMERON,0.0,CAM4137,464.0,1320030.0,f,MEGEN,87509
O,CA,,T,13.0,American Electric Power,4.0,United States of America,1-063-096-5852,4.0,23361 stonehill way,,Coral Springs,39601.0,decker,3.0,dec4138,502.0,3779415.0,m,Bhupendra,80907
O,WA,S,,44.0,Genzyme,0.0,United States of America,1-243-090-2609,0.0,23058 colonial crescent,,Brownsville,360509.0,Ben-ishai,5.0,Ben4139,,3643181.0,,Okey,15211
O,NV,U,,82.0,Juniper Networks,4.0,United States of America,1-727-835-3306,3.0,19015 chennault lane,,Orange,149710.0,Kimbrell,2.0,Kim4140,544.0,2006767.0,m,Reeva,47717
O,AR,,A,7.0,Brookdale Senior Living,7.0,United States of America,1-307-735-2708,1.0,5148 GEMINI EAST,,Miami,118663.0,Maduri,2.0,Mad4141,725.0,673728.0,M,Hulst,75046
O,NV,D,O,73.0,BB&T Corp.,2.0,United States of America,1-794-123-4781,3.0,17088 collinwood road,,Garden Grove,149085.0,Deyoung,0.0,Dey4142,833.0,,f,Ramonda,30907
O,HI,M,J,8.0,International Assets Holding,5.0,United States of America,1-307-999-1595,,19284 mitchell east,,Huntington,,schwantes,1.0,sch4143,778.0,2630185.0,f,pamela,33170
O,Prince Edward Island,,,40.0,Crown Holdings,8.0,Canada,1-820-153-3586,0.0,11141 waverly south,,Fullerton,113947.0,Townsel,4.0,Tow4144,387.0,3187497.0,,Rozamond,M3X 1K8
O,British Columbia,M,,97.0,Arrow Electronics,9.0,United States of America,1-185-897-7570,3.0,12818 strand park,,Cleveland,305339.0,PERENYI,1.0,PER4145,789.0,1156747.0,,korry,V6N 1S8
U,TX,U,,51.0,Jack in the Box,7.0,United States of America,1-061-969-9109,5.0,12918 elle lee boulevard,,Sydney,366061.0,shea,1.0,she4146,689.0,3454307.0,,Olympe,38193
O,WI,M,M,25.0,Flowserve,2.0,United States of America,1-026-319-0548,,18710 queen lower,,Amarillo,396166.0,messer,3.0,mes4147,620.0,,m,MIKHAIL,T5D 1Q4
R,Nova Scotia,U,,36.0,Harman International Ind.,8.0,United States of America,1-437-411-4193,2.0,2929 bryant irvin road,,Baltimore,459016.0,blacklock,1.0,bla4148,368.0,186294.0,M,Annabela,M1i 1r8
O,WY,W,D,13.0,Home Depot,9.0,Canada,1-868-232-9225,0.0,17286 harvard park,,Corona,44483.0,Gerald,3.0,Ger4149,583.0,1422417.0,m,KELLINA,13209
R,SD,M,,33.0,Hewlett-Packard,1.0,Canada,1-257-582-1522,3.0,17213 towerwood east,,Stamford,23935.0,Scovill,2.0,Sco4150,832.0,2169131.0,,Mitchell,M8c 1x2
O,IA,M,K,23.0,Reliant Energy,4.0,United States of America,1-811-371-4298,0.0,12194 julian lower,,Thousand Oaks,477378.0,Reda,0.0,Red4151,421.0,1582785.0,,ginette,S7d 1m6
,MN,S,,96.0,RBS Global,6.0,United States of America,1-253-350-7450,5.0,8951 vista street,,Hilo,179376.0,Frobel,4.0,Fro4152,381.0,2277479.0,,SKIPPY,19101
R,MS,,X,36.0,eBay,1.0,United States of America,1-838-670-1277,4.0,380 TRAVIS COURT,,Amarillo,,raymond,3.0,ray4153,705.0,3650977.0,F,Eliza,92137
O,Nova Scotia,S,B,57.0,,10.0,United States of America,1-090-104-8491,1.0,287 woodland park court,,Salem,358220.0,Kromer,3.0,Kro4154,448.0,551845.0,M,Mallory,30354
O,Nova Scotia,,,65.0,National Oilwell Varco,4.0,United States of America,1-005-290-5019,4.0,14406 lumber court,,Providence,210168.0,CHAMBERS,4.0,CHA4155,574.0,874201.0,M,Kania,H2d 1z6
O,VA,D,,40.0,Lear,9.0,United States of America,1-807-624-4499,1.0,18956 GAYLORD STREET,,West Covina,151105.0,datta,,dat4156,832.0,1212973.0,,Mukund,99723
O,Prince Edward Island,W,,48.0,Regions Financial,5.0,United States of America,1-816-661-9614,2.0,16325 RICHMOND COURT,,Lakewood,440629.0,DASD,2.0,DAS4157,540.0,,,EMORY,78782
O,FL,D,,21.0,Juniper Networks,0.0,United States of America,1-114-915-5072,5.0,16716 CONGRESS WEST,,Lafayette,164724.0,frobisher,5.0,fro4158,528.0,323352.0,,nashville,55407
O,Saskatchewan,U,,38.0,American National Insurance,6.0,United States of America,1-294-536-5050,5.0,11635 sun tree west,,Hialeah,445763.0,CHEVAL,2.0,CHE4159,301.0,3380281.0,f,rhody,h2c 1z6
R,British Columbia,S,Z,10.0,Pactiv,10.0,Canada,1-036-109-8074,4.0,17404 gale court,,Fort Smith,,Houde,5.0,Hou4160,824.0,1781083.0,,edwina,85058
O,MD,S,L,2.0,News Corp.,5.0,United States of America,1-055-398-5091,,2108 buckroe way,,McAllen,367592.0,donkers,4.0,don4161,822.0,310619.0,M,Quinta,94243
O,IL,U,,51.0,DynCorp International,5.0,United States of America,1-140-648-2242,1.0,20026 richmond lane,,Burlington,321441.0,Poyer,5.0,Poy4162,786.0,1839170.0,f,ethel,92111
O,KY,U,J,22.0,Community Health Systems,5.0,United States of America,1-406-338-7979,0.0,4221 LAKE PARK ROAD,Apt. 549,Fayetteville,173648.0,locken,3.0,loc4163,427.0,1054100.0,F,mellisa,H2b 1v4
U,VT,M,,95.0,Avery Dennison,8.0,United States of America,1-971-170-5966,1.0,21835 cedar canyon rue,,Manchester,,KAO,0.0,KAO4164,596.0,955966.0,F,COSTAS,T5d 1t2
R,TN,M,,17.0,Casey's General Stores,2.0,United States of America,1-057-063-7004,0.0,14266 lemming south,,Ontario,181557.0,mellor,0.0,mel4165,384.0,3838074.0,M,Sylva,70137
O,AL,U,,99.0,,4.0,United States of America,1-317-129-5773,4.0,5466 CARRINGTON WEST,,Halifax,19799.0,bakhach,1.0,bak4166,712.0,1974701.0,m,TERRI-JO,07104
O,MT,M,,25.0,Nationwide,6.0,United States of America,1-105-806-3256,3.0,22507 gaines south,,Oshawa,22837.0,tarrant,5.0,tar4167,322.0,790230.0,,annarbor,90748
O,Manitoba,S,,17.0,DynCorp International,8.0,United States of America,1-559-198-3580,1.0,15205 moody east,,Worcester,134982.0,Fenati,5.0,Fen4168,640.0,1697357.0,m,ESTA,94540
O,OK,S,M,13.0,American Financial Group,9.0,Canada,1-677-707-5587,3.0,19663 reina street,,Cincinnati,314526.0,COULMAN,3.0,COU4169,492.0,1951955.0,,Aline,h7h 1s5
O,OR,S,,64.0,Idearc,3.0,Canada,1-387-954-2982,5.0,21671 IRENE ROAD,,Halifax,181160.0,Blostein,0.0,Blo4170,399.0,3570643.0,,Tdr,60675
O,MI,S,,6.0,Hershey,7.0,United States of America,1-325-992-4818,1.0,24731 flores south,,Lubbock,492377.0,Skeuse,4.0,Ske4171,332.0,157725.0,,Harriett,t6b 1i7
O,CO,S,,56.0,Rowan Cos.,,United States of America,1-585-292-3464,0.0,9907 UPTON SOUTH,,St. Louis,312532.0,Abello,5.0,Abe4172,613.0,1864852.0,,Renie,V6V 1W6
O,DE,D,Q,41.0,Tenneco,10.0,United States of America,1-130-677-5988,5.0,11469 fairmount boulevard,,Ontario,,devreeze,0.0,dev4173,809.0,2011593.0,,REGGIE,47732
O,WY,D,,72.0,Polo Ralph Lauren,8.0,United States of America,1-338-738-1315,1.0,12349 outervale rue,,Tempe,183355.0,balderston,2.0,bal4174,,73713.0,,Mansum,55134
O,WI,S,,9.0,Catalyst Health Solutions,,Canada,1-415-898-5164,1.0,6119 BURGOYNE SOUTH,,Knoxville,239636.0,Gaftea,3.0,Gaf4175,529.0,2780878.0,m,Corissa,r5g 1m3
,MS,,,31.0,Exxon Mobil,,United States of America,1-667-149-9017,0.0,5653 worth drive,,Kitchener,379389.0,Gu,2.0,Gu4176,842.0,1275794.0,,norikazu,M5d 1z7
O,NH,S,E,100.0,Penske Automotive Group,8.0,United States of America,1-010-278-8037,3.0,755 maywind south,,Salem,310436.0,Naugle,2.0,Nau4177,712.0,1421194.0,,dita,M7n 1b2
O,IL,U,,48.0,Coach,7.0,United States of America,1-818-453-3270,1.0,8282 wills street,,Iqaluit,32314.0,KRIVOSSIDIS,4.0,KRI4178,823.0,1277873.0,f,Tammi,32242
U,WI,M,,78.0,Thrivent Financial,1.0,United States of America,1-407-800-5378,2.0,13075 vinson road,,West Valley,210813.0,mcconney,2.0,mcc4179,699.0,3511382.0,,mikhail,35234
O,LA,S,F,67.0,Country Financial Services,3.0,United States of America,1-638-357-5222,1.0,10093 mckinnon north,,Phoenix,89403.0,Swanson,2.0,Swa4180,757.0,165262.0,,jaclyn,95251
R,MN,S,,41.0,Nasdaq OMX Group,2.0,United States of America,1-144-150-4379,4.0,18175 walnut east,,Warwick,357243.0,Sepko,0.0,Sep4181,350.0,762349.0,,Chabert,94281
R,MD,M,P,100.0,Zimmer Holdings,0.0,United States of America,1-525-884-5884,2.0,18207 conley south,,Burlington,98356.0,Minard,5.0,Min4182,824.0,1924400.0,,Raz,92507
O,NE,M,O,,Regions Financial,2.0,United States of America,1-932-301-8554,0.0,2103 campbell boulevard,,Coral Springs,404530.0,Harty,3.0,Har4183,383.0,2623954.0,,gabriellia,60674
