MiddleInitial,Employer,NetWorth,Phone,State,City,LastName,MaritalStatus,FirstName,Gender,AgencyID,CreditRating,AddressLine1,NumberCars,OwnOrRentFlag,NumberChildren,NumberCreditCards,Age,AddressLine2,Country,Income,PostalCode
P,Consolidated Edison,1117257.0,1-513-414-2595,CA,Hartford,Arnone,S,wendel,,Arn4222,711.0,1243 SALADO ROAD,3.0,O,4.0,5.0,3.0,,United States of America,114489.0,78773
,Westlake Chemical,2336201.0,1-890-832-9720,SD,Louisville,Nandi,D,Cubicle,F,Nan4223,813.0,8789 throckmorton boulevard,0.0,O,1.0,,33.0,,United States of America,374074.0,M7o 1b5
,Harley-Davidson,1476160.0,1-198-104-7115,NM,Sudbury,Ivancic,S,kristien,,Iva4224,474.0,17671 parkwood west,0.0,O,1.0,2.0,71.0,,Canada,240143.0,V6o 1u4
,Steel Dynamics,,1-466-118-4263,ID,Durham,Weddell,M,An,,Wed4225,473.0,1758 seip way,2.0,U,5.0,0.0,70.0,,Canada,419845.0,68103
,H&R Block,3136996.0,1-927-865-2041,ID,Richmond,gooch,W,Austine,,goo4226,673.0,22658 lamboll drive,3.0,O,4.0,3.0,,,United States of America,,02910
Q,Curtiss-Wright,2476740.0,1-959-870-2995,WV,Reno,BACCHIOCHI,,Godiva,,BAC4227,800.0,11065 candlelight way,0.0,R,2.0,0.0,39.0,,United States of America,92688.0,13213
T,Eaton,406551.0,1-104-678-0716,OR,Cheyenne,Fiegel,S,Celestyn,m,Fie4228,385.0,16605 turtle creek park,0.0,O,2.0,9.0,,,United States of America,402858.0,70123
,Penske Automotive Group,2705512.0,1-269-481-0310,DE,Greensboro,Kapatou,D,NABIL,F,Kap4229,363.0,8767 GRAVES BOULEVARD,4.0,O,0.0,10.0,25.0,,United States of America,361702.0,95220
,International Paper,1372756.0,1-398-140-1679,NM,Simi Valley,CAMPARA,W,Glenine,f,CAM4230,647.0,12279 VALLEY VISTA UPPER,5.0,O,0.0,0.0,99.0,apt. 322,United States of America,132124.0,90270
,Urban Outfitters,,1-973-107-1306,OK,Glendale,Nasir,U,Adriana,F,Nas4231,440.0,11961 beningus rue,5.0,O,4.0,3.0,71.0,,Canada,325225.0,02114
,Newfield Exploration,3640000.0,1-804-722-1388,Prince Edward Island,Long Beach,buffett,,brandon,,buf4232,478.0,3788 garden brook lower,0.0,O,1.0,0.0,8.0,APT. 820,United States of America,185826.0,V6S 1U6
,O'Reilly Automotive,789571.0,1-727-154-3656,OH,New Orleans,REIMAN,S,Theda,,REI4233,436.0,15015 lullwood road,2.0,O,4.0,5.0,70.0,,United States of America,402005.0,28228
,United States Steel,1149614.0,1-151-166-7116,British Columbia,Huntsville,lipe,U,yukuo,,lip4234,642.0,13673 purdue lane,4.0,O,3.0,2.0,78.0,apt. 68,United States of America,358219.0,V6c 1p4
S,Whole Foods Market,3689631.0,1-252-626-8489,AK,Billings,Hasegawa,M,Frieda,M,Has4235,511.0,16866 richmond park,3.0,U,1.0,4.0,,Suite 37,United States of America,286991.0,33618
,Southwestern Energy,2140698.0,1-348-729-3848,KY,Nashville,klavkalns,M,Jennie,m,kla4236,698.0,2047 brown west,5.0,O,2.0,0.0,31.0,,United States of America,222596.0,98152
M,Watson Wyatt Worldwide,2085742.0,1-261-634-5616,NC,Great Falls,Goldthorp,M,joice,,Gol4237,517.0,24444 strass upper,4.0,U,5.0,3.0,95.0,,Canada,342014.0,v5c 1p2
,Atlas America,3854653.0,1-866-710-0222,DC,Oklahoma City,scheifele,D,STEVENA,,sch4238,459.0,7658 WINIFRED STREET,4.0,O,3.0,2.0,21.0,,Canada,496027.0,97203
,Viacom,91029.0,1-953-123-0355,DE,Garden Grove,bourdignon,M,Josy,M,bou4239,377.0,20566 fairfield court,5.0,R,2.0,7.0,31.0,,United States of America,254872.0,85235
N,Dick's Sporting Goods,1891786.0,1-894-395-0481,WA,Lakewood,BLOUNT,M,Larina,,BLO4240,723.0,2579 creekbend way,4.0,O,5.0,0.0,65.0,,United States of America,322463.0,76130
A,ManTech International,2210006.0,1-579-359-8879,NM,Whitehorse,ziegler,S,Gabriell,,zie4241,584.0,3024 basswood lane,1.0,O,5.0,0.0,83.0,,Canada,225607.0,23324
,Airtran Holdings,2227223.0,1-421-745-0901,MO,Lansing,Fleugel,S,Zalee,m,Fle4242,428.0,719 holman court,3.0,R,0.0,1.0,,,United States of America,,93903
,,3863874.0,1-673-512-7270,OR,Huntsville,mcclain,S,Rivy,,mcc4243,327.0,1701 GOLD EAST,5.0,O,3.0,1.0,69.0,,United States of America,70125.0,23242
,Markel,3677127.0,1-865-075-6024,NH,Austin,Dinsmore,M,ALVIN,,Din4244,728.0,19649 carnation north,0.0,O,4.0,7.0,27.0,,United States of America,403276.0,93804
,Radian Group,745315.0,1-491-148-8798,WA,Sherbrooke,FIKIS,U,drew,m,FIK4245,592.0,23211 wood boulevard,4.0,U,2.0,4.0,58.0,,United States of America,58740.0,v6w 1w5
Q,Darden Restaurants,,1-520-914-2799,Saskatchewan,Boise,Wayling,M,CAZ,m,Way4246,713.0,13885 commerce boulevard,1.0,U,0.0,4.0,,,United States of America,154272.0,X7j 1r7
,MeadWestvaco,2700296.0,1-842-858-5986,HI,Omaha,Jean-louis,D,ellyn,,Jea4247,448.0,22140 CONLEY CRESCENT,0.0,O,0.0,8.0,28.0,,Canada,432078.0,85032
,Country Financial Services,3345262.0,1-633-566-8949,MD,Concord,Giordano,M,werner,f,Gio4248,750.0,14587 stratton rue,0.0,O,1.0,3.0,30.0,,United States of America,29616.0,M5d 1u6
,WellPoint,,1-573-924-5526,Quebec,Salt Lake City,Flores,M,Yuen,,Flo4249,781.0,24573 LYONS AVENUE,1.0,O,0.0,6.0,47.0,,United States of America,386129.0,77006
A,Berkshire Hathaway,2363926.0,1-233-370-8367,Saskatchewan,McAllen,varmazis,M,Layla,f,var4250,808.0,240 hoke north,0.0,O,5.0,8.0,84.0,,United States of America,97364.0,Y1b 1g5
,Eastman Kodak,1405438.0,1-287-822-7673,FL,Garland,chima,S,Leda,,chi4251,554.0,20156 southlake drive,3.0,O,1.0,0.0,78.0,,United States of America,404640.0,m6u 1h8
,Principal Financial,344087.0,1-522-020-5196,SC,Mobile,raaflaub,,Dayle,,raa4252,644.0,20900 marchmont west,0.0,R,2.0,3.0,83.0,,United States of America,,93903
,Marriott International,3313188.0,1-502-985-4297,AR,Macon,EIERSTOCK,W,Selwyn,f,EIE4253,723.0,2240 clifton lower,3.0,R,4.0,6.0,15.0,,Canada,436731.0,77092
,Hartford Financial Services,1355320.0,1-386-937-9627,AL,West Covina,MAYHUGH,S,Erick,,MAY4254,308.0,2920 floresta street,5.0,O,3.0,6.0,89.0,,United States of America,211512.0,14219
,Hudson City Bancorp,2168308.0,1-610-389-0298,NE,Birmingham,tyndall,U,GIAMBATTISTA,,tyn4255,821.0,14566 wisteria road,,O,4.0,6.0,24.0,,United States of America,1188.0,94187
,,2407333.0,1-748-819-4956,CT,Washington,seidl,M,dean,,sei4256,618.0,21034 WINDCHIME LOWER,1.0,R,4.0,,29.0,,United States of America,14442.0,77146
R,Pepsi Bottling,2548893.0,1-091-388-1493,MN,Fresno,THORPE,D,Morgen,,THO4257,579.0,24996 robbins east,2.0,U,2.0,0.0,95.0,,United States of America,236118.0,m5a 1y6
D,Cinemark Holdings,3832480.0,1-210-002-8188,MO,Sherbrooke,Hawker,W,yue-min,,Haw4258,614.0,11393 balmoral way,5.0,U,0.0,3.0,33.0,,United States of America,14575.0,V6R 1P5
G,Werner Enterprises,1300144.0,1-388-767-5653,TX,Eugene,rintoul,M,radio,,rin4259,417.0,9521 bailey east,4.0,O,0.0,3.0,12.0,,Canada,419848.0,30356
,Calumet Specialty Products,935453.0,1-062-785-8563,NC,Peoria,MERRILL,S,SMITH,F,MER4260,382.0,22775 gardina drive,2.0,O,2.0,0.0,46.0,,United States of America,,V6q 1p8
F,Parker Hannifin,568254.0,1-526-019-3341,OR,Newport News,carignan,D,gunars,M,car4261,646.0,13626 hawkins street,4.0,O,1.0,10.0,46.0,,United States of America,103361.0,V6s 1r6
O,CC Media Holdings,3888175.0,1-125-536-8001,MI,Raleigh,Osadciw,M,America,m,Osa4262,848.0,22958 lander road,2.0,O,2.0,7.0,10.0,,Canada,77193.0,91358
,Mylan,3911313.0,,ND,Grand Prairie,Pascas,S,VALEDA,,Pas4263,674.0,16647 purdue north,1.0,O,2.0,9.0,1.0,,United States of America,27109.0,50320
N,Centene,3145510.0,1-959-024-8754,ME,Macon,waines,U,JACQUIE,,wai4264,746.0,13626 hawkins street,4.0,R,3.0,10.0,42.0,,United States of America,430495.0,38169
,MSC Industrial Direct,3791837.0,1-895-922-3066,NY,Reno,bannan,S,EALASAID,F,ban4265,626.0,17004 ROCKY KNOLL STREET,,O,0.0,5.0,14.0,,Canada,237574.0,30376
,Penske Automotive Group,1544034.0,1-991-980-0730,OR,Stockton,Dasch,M,Eddy,M,Das4266,685.0,2285 clover east,5.0,O,2.0,8.0,66.0,,Canada,252115.0,T5c 1s8
,Bucyrus International,2781478.0,1-284-002-9868,IN,Frederick,Saungikar,D,Wade,,Sau4267,808.0,11943 keswick west,2.0,O,5.0,9.0,0.0,,United States of America,245523.0,V6x 1q8
,Cinemark Holdings,1722898.0,1-041-208-7713,Alberta,Vallejo,HOYER,W,Vlado,F,HOY4268,734.0,5680 powers drive,2.0,O,5.0,0.0,27.0,,United States of America,68039.0,R3A 1N7
,Kla-Tencor,3904599.0,1-754-432-2023,PA,Detroit,ponthieux,D,JOEY,,pon4269,409.0,15613 paine lower,3.0,O,0.0,0.0,55.0,,United States of America,69360.0,M3V 1J6
W,Liberty Mutual Insurance Group,2186592.0,1-063-405-1190,AZ,Casper,GILLES,M,Alexandra,m,GIL4270,,17677 electra rue,5.0,O,,6.0,78.0,,United States of America,81213.0,80138
,Live Nation,,1-240-012-3561,DC,Sunnyvale,glasser,S,Hester,,gla4271,364.0,20954 belt line rue,2.0,O,3.0,5.0,69.0,,United States of America,393554.0,M4j 1o8
,Genzyme,3794398.0,1-819-389-2928,NY,Anaheim,Hardcastle,S,Kaja,,Har4272,328.0,5524 frostwood court,4.0,O,1.0,3.0,17.0,,United States of America,106792.0,49515
A,Bucyrus International,3666751.0,1-312-896-7878,TN,Idaho Falls,Kozuch,M,WILHELMUS,,Koz4273,440.0,22892 AVALON NORTH,1.0,O,1.0,9.0,37.0,,United States of America,245787.0,T5D 1L2
,Telephone & Data Systems,2068140.0,1-202-599-8312,NH,Sandy,torain,M,LUCAS,M,tor4274,546.0,17473 SAKOWITZ LOWER,1.0,R,1.0,2.0,16.0,,United States of America,428677.0,78272
,Del Monte Foods,425983.0,1-614-562-0974,WA,Fayetteville,Dingley,W,Prem,,Din4275,474.0,18591 chapin road,2.0,O,5.0,3.0,50.0,,United States of America,19101.0,80095
,CMS Energy,1457112.0,1-704-643-3296,WV,Salt Lake City,Hamidi,W,Glynnis,,Ham4276,359.0,22892 avalon north,0.0,O,3.0,8.0,55.0,,Canada,234520.0,V6p 1s4
,Scholastic,3218803.0,,British Columbia,Phoenix,Hellberg,S,Vuhoan,,Hel4277,528.0,12610 PRESIDO ROAD,0.0,O,5.0,7.0,75.0,,United States of America,283924.0,14612
,Dell,816765.0,1-891-405-1217,Ontario,Little Rock,GRIMBLE,S,Mildred,,GRI4278,323.0,17042 lancaster east,5.0,O,0.0,9.0,91.0,,Canada,6460.0,M5d 1z9
,MasterCard,1449656.0,1-376-197-6463,HI,Ontario,bruin,M,Layne,,bru4279,719.0,22097 penmar avenue,3.0,O,2.0,0.0,18.0,APT. 811,Canada,368934.0,T5b 1s1
,Masco,377127.0,1-679-869-0880,NJ,Fayetteville,Paquin,S,LEN,,Paq4280,326.0,8909 QUENTIN ROAD,,O,2.0,5.0,,,United States of America,14818.0,V6Z 1U3
P,Harrah's Entertainment,2219139.0,1-446-310-2150,MO,Boston,Gierka,U,austin,,Gie4281,616.0,18875 royalton crescent,1.0,O,2.0,5.0,50.0,,United States of America,104054.0,36190
A,WellPoint,119822.0,1-917-461-6282,KS,Garland,Kester,W,Emelina,M,Kes4282,397.0,13897 stan hope south,2.0,R,1.0,9.0,6.0,,United States of America,98692.0,02110
,CenterPoint Energy,1309120.0,1-017-778-8003,PA,Washington,Robart,M,Saloma,f,Rob4283,843.0,13198 imperial boulevard,5.0,U,3.0,8.0,88.0,,Canada,167150.0,79937
,Alaska Air Group,2101301.0,1-734-033-7080,NJ,Laredo,turbes,D,wee-seng,F,tur4284,410.0,15185 simpson south,2.0,O,0.0,5.0,39.0,Apt. 573,Canada,323318.0,V6e 1r6
,SAIC,3825142.0,1-485-542-2546,SC,Halifax,Jurewicz,W,Erminie,,Jur4285,835.0,21818 PALM WEST,0.0,O,3.0,7.0,40.0,,United States of America,298891.0,85315
,Solutia,1639417.0,1-804-677-8531,MI,Montpelier,Larstone,U,ONEIDA,,Lar4286,766.0,1758 seip way,5.0,O,2.0,,24.0,,United States of America,97512.0,73116
,,2698788.0,1-449-617-4666,OH,Berkeley,lockard,S,Betty-anne,,loc4287,631.0,24560 ketch upper,1.0,O,0.0,3.0,38.0,,United States of America,406570.0,33171
,Cummins,824988.0,1-749-355-1185,CT,Tacoma,GALANAKIS,U,VEN,,GAL4288,609.0,20929 LEE EAST,1.0,R,3.0,7.0,70.0,,United States of America,446551.0,H2b 1u9
,Toro,3044092.0,1-317-680-9555,MT,Wichita,KEIFER,S,LING-ZHONG,,KEI4289,412.0,15818 DAVIE EAST,5.0,R,0.0,,14.0,,United States of America,180026.0,91105
E,NRG Energy,3603082.0,1-656-408-6386,Ontario,Lakewood,Spejewski,D,Gwenora,m,Spe4290,694.0,16592 creekbend street,1.0,R,0.0,9.0,98.0,Apt. 316,United States of America,173810.0,33168
,Graphic Packaging Holding,491631.0,1-531-927-1433,WA,Oceanside,Symons,W,Demi,F,Sym4291,605.0,5484 mckinnon lane,,O,4.0,8.0,46.0,,United States of America,356802.0,55131
,CVR Energy,1523042.0,1-419-404-2218,AL,Jackson,Mahbeer,M,Rosario,,Mah4292,629.0,17042 lancaster east,1.0,O,0.0,1.0,54.0,,United States of America,222870.0,10237
,Wesco International,2034745.0,,CO,Torrance,Gaudet-montsion,D,sanjoy,m,Gau4293,582.0,1063 dunbar lower,1.0,O,3.0,6.0,76.0,,Canada,464267.0,19066
Z,Honeywell International,1062416.0,1-529-201-3312,FL,Naperville,munz,M,ANNELISE,M,mun4294,442.0,11030 capital boulevard,3.0,O,5.0,5.0,76.0,,United States of America,155336.0,T6b 1h3
V,Wesco International,,1-864-391-1559,VA,Simi Valley,kessler,U,Arne,F,kes4295,526.0,13779 harrington west,0.0,O,4.0,0.0,66.0,,United States of America,402496.0,77020
N,Systemax,2001552.0,1-841-702-6636,CT,Newark,Sotiriadis,M,Viviyan,,Sot4296,828.0,8789 THROCKMORTON BOULEVARD,1.0,O,3.0,2.0,,,United States of America,,92804
P,Express Scripts,1178726.0,1-884-378-5267,ND,Mount Pearl,fwptools,,BARNES,,fwp4297,334.0,13506 lyle west,4.0,R,3.0,10.0,85.0,,Canada,354930.0,H7F 1T5
E,Invacare,2670491.0,1-153-361-5204,Prince Edward Island,Columbus,GILLILAND,M,Reyaud,m,GIL4298,513.0,2773 spicebrush crescent,1.0,O,4.0,9.0,67.0,,United States of America,200269.0,M5c 1z3
C,Exide Technologies,2433322.0,1-826-970-9654,ID,Mobile,ROUSSEAU,M,ankie,,ROU4299,656.0,21046 clover upper,4.0,,5.0,0.0,20.0,,United States of America,196174.0,75224
,Regions Financial,414243.0,1-227-942-5950,MT,Huntington Beach,Macdowall,U,GIAMBATTISTA,,Mac4300,684.0,6054 chestnut avenue,3.0,O,2.0,7.0,58.0,,United States of America,137113.0,V6r 1r9
,Johnson Controls,3746636.0,1-725-833-9400,NV,Montreal,dauterive,S,eduardo,,dau4301,330.0,7339 martin avenue,,R,4.0,1.0,53.0,APT. 909,United States of America,207378.0,94342
,Ross Stores,2777899.0,1-707-898-5759,AK,Boston,CHOWHAN,U,Salis,M,CHO4302,693.0,10915 ORINDA BOULEVARD,,O,4.0,5.0,51.0,,United States of America,339877.0,10706
,AMR,277144.0,1-350-497-6516,ME,Milwaukee,craig-dupuis,M,hall,f,cra4303,644.0,16124 WEYLAND PARK,4.0,O,5.0,9.0,70.0,Apt. 904,United States of America,439354.0,t6c 1j6
F,Annaly Capital Management,1008916.0,1-655-418-4527,Nova Scotia,Evansville,Proudfoot,D,Ilene,f,Pro4304,315.0,18440 RYAN NORTH,5.0,O,0.0,2.0,46.0,,Canada,491679.0,81004
,Prudential Financial,1114236.0,1-248-258-3049,IA,Dawson City,WESTPHAL,,JANELL,,WES4305,807.0,3906 ROOSEVELT LOWER,5.0,O,3.0,2.0,36.0,,United States of America,199307.0,c2b 4x7
,Progressive,2410150.0,1-814-547-4408,WI,Mesquite,poon,,Majid,,poo4306,633.0,14900 stratmore lower,2.0,O,5.0,6.0,75.0,,United States of America,180068.0,V6B 1W5
T,Graphic Packaging Holding,1899336.0,1-938-152-1659,PA,Albuquerque,romero,U,LISHE,f,rom4307,602.0,17774 applewood rue,,O,0.0,9.0,62.0,,United States of America,81843.0,90171
,Owens Corning,1056214.0,1-056-626-6176,OK,Dover,WYLLIE,U,ira,m,WYL4308,491.0,21029 morningside avenue,4.0,O,1.0,8.0,72.0,,United States of America,33321.0,V6Y 1V8
,State Farm Insurance Cos.,1216245.0,1-169-397-9511,British Columbia,Buffalo,Mcnicol,M,uta,,Mcn4309,751.0,12557 kelly boulevard,0.0,O,1.0,1.0,52.0,,United States of America,,M5e 1v6
,Comcast,,1-492-090-5186,MN,Salt Lake City,Creasey,S,Marci,,Cre4310,594.0,11480 FENNEL SOUTH,4.0,R,3.0,0.0,95.0,,United States of America,256923.0,79956
,Perrigo,407715.0,1-107-541-0346,GA,Mesa,TILK,U,ysabel,,TIL4311,667.0,20657 westella way,3.0,O,3.0,1.0,5.0,,United States of America,265626.0,V6u 1q9
,Norfolk Southern,1130952.0,1-292-611-4426,VT,North Las Vegas,bays,S,Emmanuel,f,bay4312,522.0,12565 irene lower,,,4.0,4.0,63.0,,Canada,249556.0,68128
,WellCare Health Plans,2577280.0,1-735-425-1042,MO,San Jose,PROG,D,ROZ,,PRO4313,662.0,5317 drew east,0.0,U,3.0,8.0,46.0,,United States of America,417366.0,55440
,American International Group,3712558.0,1-427-214-2705,British Columbia,San Diego,GAHR,M,micheal,F,GAH4314,598.0,23261 long way,3.0,R,3.0,10.0,22.0,,United States of America,68943.0,23512
,Pfizer,3713640.0,1-345-399-7561,PA,Columbia,gleason,U,Vivienne,M,gle4315,728.0,1363 HILLTOP PARK,3.0,R,0.0,10.0,33.0,,United States of America,1029.0,35233
B,Vulcan Materials,125452.0,1-649-863-6999,KY,Spokane,Brading,U,AMANDIP,,Bra4316,335.0,20237 kane court,0.0,O,2.0,0.0,46.0,,United States of America,166679.0,76108
Y,Macy's,2820271.0,1-584-730-9808,NJ,Lakewood,Kratz,S,Flying,m,Kra4317,758.0,378 nolan avenue,5.0,O,5.0,9.0,46.0,,Canada,38587.0,M8a 1v5
C,Plains Exploration,1199837.0,1-460-684-4046,SD,Lewiston,Bremner,,BERTIE,,Bre4318,675.0,18182 woolridge lower,0.0,O,0.0,5.0,65.0,,United States of America,339832.0,T5B 1T2
,Leap Wireless International,1622486.0,1-333-958-9775,ND,Albuquerque,hore,U,korella,,hor4319,752.0,15581 jefferson crescent,0.0,R,5.0,2.0,12.0,,United States of America,394710.0,83706
,Patterson-UTI Energy,938254.0,1-254-162-5708,IA,Pueblo,thibeault,M,jaynie,,thi4320,805.0,21177 norfolk way,4.0,O,2.0,1.0,43.0,,United States of America,370726.0,63131
,McClatchy,626607.0,1-381-436-9028,Ontario,Alexandria,Chiykowski,M,kaja,,Chi4321,313.0,7667 bayridge road,1.0,O,3.0,0.0,26.0,,United States of America,85416.0,49505
N,Eli Lilly,1460192.0,1-272-861-8416,UT,Rancho Cucamonga,De varennes,,adriana,M,De 4322,690.0,3979 gardina park,0.0,U,3.0,0.0,4.0,,United States of America,337873.0,79427
,MSC Industrial Direct,558457.0,1-119-077-1287,MS,Worcester,Garvin,M,Ijff,M,Gar4323,602.0,8288 TARTAN WEST,,O,5.0,6.0,44.0,,United States of America,489644.0,V6x 1v2
,Century Aluminum,3558908.0,1-999-717-7692,TX,Amarillo,STANTON,D,JACQUENETTA,M,STA4324,545.0,3685 flint river south,0.0,,5.0,9.0,63.0,,United States of America,280550.0,71108
,Qwest Communications,2434706.0,1-051-487-6329,WV,Yonkers,WINGO,U,Batsheva,,WIN4325,450.0,23128 ROSWELL CRESCENT,0.0,U,4.0,3.0,70.0,,United States of America,290131.0,M7O 1B5
,C.H. Robinson Worldwide,2295184.0,1-185-251-2290,ND,Chicago,Riebl,,Pegeen,M,Rie4326,457.0,23282 DANVERS CRESCENT,5.0,O,3.0,3.0,22.0,,United States of America,490290.0,V6Q 1P3
J,,1729634.0,1-906-086-5969,OH,McAllen,bachelu,M,JANIFER,,bac4327,456.0,2401 stratmore lower,4.0,O,5.0,2.0,60.0,,United States of America,321094.0,H7F 1T5
Q,SLM,2865729.0,1-987-482-1695,HI,Tucson,D'amour,W,Lars,,D'a4328,542.0,11322 BROOKS LOWER,3.0,O,1.0,4.0,27.0,,United States of America,109170.0,29227
,Southwest Gas,196856.0,1-629-633-2167,RI,Jacksonville,CASTELL,S,VIVEK,,CAS4329,,12194 julian lower,2.0,O,1.0,7.0,20.0,,Canada,,33150
N,TravelCenters of America,839311.0,1-509-543-5173,Manitoba,Vancouver,Trasmundi,D,Pierre,M,Tra4330,446.0,11711 park stream way,0.0,O,2.0,0.0,,,United States of America,223425.0,68122
,Huntsman,860617.0,1-098-726-7929,British Columbia,Santa Clara,Litz,M,judith,f,Lit4331,812.0,6337 TANGLE BRUSH BOULEVARD,0.0,O,5.0,1.0,71.0,,United States of America,277906.0,85087
,JohnsonDiversey,828864.0,1-022-602-5196,Newfoundland,Hull,GAJEWSKI,M,MARTIN,,GAJ4332,406.0,21889 west court,4.0,R,2.0,1.0,,,United States of America,397653.0,v5c 1m5
,Nvidia,3234466.0,1-516-862-9170,WY,Halifax,Stewart-guthrie,D,MELYNDA,m,Ste4333,337.0,1771 myrtle rue,3.0,U,3.0,10.0,17.0,,United States of America,246014.0,74145
D,HealthSpring,,1-658-633-2154,VA,Anaheim,Greger,W,Willamina,M,Gre4334,707.0,4659 long boulevard,,O,0.0,9.0,89.0,,United States of America,120392.0,95182
,Vornado Realty Trust,2061841.0,1-899-575-0554,NY,Yellow Knife,GUILBAULT,U,Kathye,F,GUI4335,376.0,16552 FRESCO SOUTH,2.0,R,2.0,,50.0,,United States of America,446561.0,V6j 1r3
,,2871522.0,1-505-524-7150,OR,Des Moines,chesterfield,U,Kial,M,che4336,714.0,2756 brook meadow court,5.0,U,0.0,4.0,29.0,Apt. 143,United States of America,28571.0,T5b 1p5
B,Fidelity National Financial,3246194.0,1-709-120-6316,RI,Orlando,Freno,M,Ghassem,,Fre4337,678.0,21811 silver north,4.0,,,8.0,48.0,,United States of America,231818.0,23323
,NuStar Energy,3458985.0,1-527-471-5240,ME,Stamford,ANTONELLI,U,Amalea,m,ANT4338,533.0,2254 whistler drive,5.0,O,0.0,7.0,70.0,,United States of America,190572.0,37235
,CUNA Mutual Group,3686819.0,1-567-486-3775,OH,Tallahassee,dai,M,RAMON,,dai4339,,24560 ketch upper,2.0,O,4.0,2.0,19.0,,United States of America,70598.0,48259
,State Street Corp.,1360868.0,1-384-288-0709,ID,Dallas,Hesse,,LAUREEN,M,Hes4340,372.0,10010 alonzo lane,3.0,R,5.0,0.0,15.0,,United States of America,248027.0,V6m 1v8
K,Del Monte Foods,3436227.0,1-702-603-7446,Saskatchewan,Newark,kenyon,,Ved,f,ken4341,321.0,8990 TRAFALGAR BOULEVARD,2.0,O,4.0,8.0,42.0,,United States of America,457802.0,H5L 1O6
,Tenet Healthcare,1994840.0,1-251-856-0630,AL,Oxnard,GREBIL,M,AILEY,,GRE4342,446.0,4024 savannah road,0.0,O,5.0,5.0,99.0,,United States of America,91671.0,76001
O,RBS Global,2572827.0,1-639-973-8298,Ontario,Fargo,faubert,W,thanh-quoc,,fau4343,696.0,16787 broad drive,4.0,,4.0,3.0,65.0,,United States of America,300853.0,80918
,Las Vegas Sands,2733553.0,1-126-237-2401,MA,Jacksonville,KAYAR,U,Annalise,,KAY4344,522.0,3561 hilltop lower,0.0,O,0.0,1.0,60.0,APT. 607,United States of America,402253.0,63161
,Quanta Services,1109504.0,1-963-394-0472,CT,Kitchener,GOODSON,M,marjo,,GOO4345,825.0,10252 main lower,1.0,O,3.0,0.0,34.0,suite 274,United States of America,469155.0,M6s 1h6
,Jack in the Box,3577569.0,1-122-290-4865,VT,New Haven,Libadmin,M,Rycca,m,Lib4346,301.0,24940 CORALBERRY BOULEVARD,0.0,O,4.0,0.0,44.0,,United States of America,37300.0,90280
,HCA,1759158.0,1-418-342-7698,TX,Macon,Kovats,U,dawn,f,Kov4347,596.0,5397 gessner drive,4.0,O,2.0,4.0,59.0,Apt. 355,Canada,23070.0,93726
V,Eastman Kodak,3757860.0,1-018-557-0006,ID,Washington,COTNAM,S,Bambi,,COT4348,510.0,4197 vicente south,0.0,O,0.0,4.0,14.0,,United States of America,205607.0,23282
,Discover Financial Services,1276411.0,1-393-415-8392,AZ,Huntsville,karhuniemi,M,NOELLE,,kar4349,333.0,24330 carnation park,4.0,U,5.0,5.0,91.0,Apt. 597,United States of America,364271.0,32311
G,Pfizer,3226822.0,1-467-482-9353,VT,Brownsville,rickard,M,Kirbie,m,ric4350,617.0,14499 lyle way,5.0,O,0.0,7.0,10.0,,United States of America,383948.0,35878
Y,Inergy Holdings,,1-357-360-4154,WV,Newport News,lett,U,Narinder,f,let4351,,12279 valley vista upper,3.0,O,3.0,8.0,7.0,,United States of America,117216.0,52404
,Publix Super Markets,3576358.0,1-812-616-7200,IL,New Orleans,Avery,U,penelopa,m,Ave4352,358.0,9521 oliver lane,3.0,U,3.0,1.0,37.0,,United States of America,161014.0,19183
E,AbitibiBowater,1820559.0,1-654-942-3301,LA,Las Vegas,norman,W,paul,,nor4353,738.0,13971 milbury court,0.0,O,2.0,1.0,64.0,,United States of America,257128.0,x1h 1t1
,Amkor Technology,3708236.0,1-745-588-7016,AK,Oklahoma City,Habelrih,U,Qainsp,,Hab4354,448.0,20031 crumley south,0.0,R,2.0,7.0,16.0,,Canada,298247.0,93301
,Perot Systems,1734153.0,1-932-035-7774,NY,Scottsdale,Lattanzi,M,IDUS,,Lat4355,774.0,7290 macon way,3.0,O,2.0,10.0,73.0,,United States of America,123295.0,20081
B,SPX,445458.0,1-268-383-6134,KY,Thousand Oaks,LETHBRIDGE,M,JULEE,,LET4356,450.0,2045 brielle upper,3.0,U,2.0,7.0,56.0,,United States of America,68134.0,V6m 1t9
L,SAIC,1968176.0,1-441-685-8957,MD,Oklahoma City,Storey,U,SUNDARAM,,Sto4357,469.0,13506 LYLE WEST,2.0,O,5.0,5.0,88.0,,United States of America,325684.0,t6d 1h4
