gndr,frstnm,pstlcd,nmbrchldrn,nmbrcrs,wnrrntflg,phn,mddlntl,ncm,ddrssln1,ct,ntwrth,mplr,stt,gncd,crdtrtng,cntr,lstnm,nmbrcrdtcrds,mrtlstts,g,ddrssln2
,SDEIK,Hndwr,0.0,5.0,O,1-506-023-3346,g,210158.0,DUHSGVKFAQXIZZRNELNYOHJGIJPZUHJEUHQSTRHRQDLDHRVXVXMNSIMTDOILEQTJ,St. Petersburg,2697249.0,Patterson-UTI Energy,MS,kvi12299,304.0,United States of America,kvitjosgx,1.0,U,92.0,Smjsknnwwaadegpyjjl
,MTISJKRNLZ,Pdckfuswqfi,4.0,,O,1-021-542-4665,,415363.0,Txfirbqvedyhnlatiunpyfbidtjwdzsjlbsdjpdcaajmwlnwjnohnixpoiesubxejlou,Fort Lauderdale,2222649.0,Dover,Alberta,Jbm12300,346.0,United States of America,Jbmtltdsuirdhxzcl,5.0,U,86.0,Tudbmmecudenzhtyheliecotayeisidyltrpxphgsjszoddkzxswhtboszp
f,Wzvcttxbf,,0.0,5.0,O,1-396-239-9090,,420836.0,Jnbrgcshalrezpzzhwwmpuatjbttrcehyvtqc,Oxnard,468140.0,Advance Auto Parts,Prince Edward Island,ZER12301,627.0,United States of America,ZERJPJGXDCHSTAQ,5.0,U,6.0,Itnlqkupbnqoddcyecuowvhhjyismqfeksbtfzqgjgoikwjtqkgq
,Wntdrpiyiwvlnauphmrnuitg,Azrhdiiou,1.0,,O,1-471-782-7121,x,485904.0,Gqiggmvalfmoqzehjfpvdaocubzbbgcqakecbbplvlpfpnstpa,Louisville,1950276.0,AGL Resources,Alberta,Ljd12302,589.0,United States of America,Ljdhrd,5.0,S,86.0,Zmcvlgeworjsudrpjqgffjnjgbnqhlmtdnlvgjsmdjpakhtvubkbrjo
m,krumuubufpnecymvhdphbytbmngxq,Jjshqa,0.0,1.0,O,1-792-206-3227,,98539.0,DINGYIKWZWLGXJELFPHMORYTWJKBFTRGRTVGNBPHHVIJASXYUENQFFUZCDOIFKYSHAOTNKSOFZLXE,Mesa,1588249.0,Southern Union,RI,MHH12303,809.0,United States of America,MHHJWAIHFTPZKDNFEFIFGRBW,4.0,U,40.0,NDSKBFDDKFAUFGDIHSIJK
,Iesuziijvhoagkoayb,Wgmlben,3.0,0.0,O,1-664-659-5033,,407049.0,HPTEYNAJF,Baton Rouge,3853200.0,Flowers Foods,New Brunswick,Rfb12304,531.0,Canada,Rfbssrolobvnuxsnhvkbgyiauwxsol,,,76.0,Zzcwhcitbrtuobbopciqksovfxnhyqrbclndnqbhiowgwp
F,DQCGDHFWOAVAWTMMMQMJB,AMIQFTSEC,0.0,4.0,R,1-370-183-3719,,290262.0,Jedygadvdvddbxxrijjjrpsuqpcziiqyficbccqbbhkhwjfjssggwhpngumpstjz,Dayton,3906037.0,Psychiatric Solutions,MO,Xwx12305,400.0,United States of America,Xwxlzehvimskvzjpewbpfcuyjru,2.0,S,41.0,Qojnvgssxpbiznjdazlcxwlveknipetknwsxyiplliuzmjbfckylgtuiajvtoxh
F,pcxhjbzsakgdyi,CALKVQ,5.0,1.0,O,1-331-127-0336,b,280984.0,,El Monte,,Cenveo,VA,ehn12306,324.0,United States of America,ehnzraspvkgxws,10.0,M,83.0,Ojrzyijrowyctoswfhwthqamtiidwieuegnzhbwuiqrznbhdbm
,Jhesnpwowlkq,xwurulh,4.0,5.0,,1-006-924-9297,k,408050.0,Oujnmqqurpeajupofdaqcwypkxntogtlaelxqouxsujmpoptvvcteyqrwiflekyq,London,203616.0,AbitibiBowater,OR,QQH12307,709.0,United States of America,QQHWVRZVMJKN,1.0,M,100.0,Omsgphihupfde
f,ymlkppdqzisibfhufxdmuqsiv,Luhykbau,2.0,5.0,U,1-206-843-3630,l,405529.0,Dmskgbjgowhalm,Mount Pearl,126249.0,First Horizon National Corp.,ND,Dmi12308,580.0,Canada,Dmixbdgaqkpjsisrszwyfvwrsi,2.0,W,30.0,rtenbwoffvfrxsusvosodqztcisvtmxkqvvevbj
,Yyogeqf,Hhxdv,0.0,0.0,O,1-763-778-6828,M,126262.0,WTBBMWBNOVBURDTMDAHLJPRWHQ,Plano,2622290.0,Arkansas Best,Prince Edward Island,avn12309,704.0,United States of America,avnvlx,7.0,U,43.0,Cffvuyeveyqudtjaghgsdtdizxwqnxwnwjxgtivrmjktehvprocduiyvvc
,Npmpmuttydafovajeuofypp,PVRJAHFAXVA,5.0,4.0,O,1-004-494-1059,,98860.0,,Fayetteville,2529787.0,Ecolab,Newfoundland,Mrz12310,502.0,United States of America,Mrztvfhytczbtgxkyzk,4.0,M,4.0,Extkvqbzltxobljuobtuvqjozmxbihccekamn
,jgtpjgjowumxzkh,lxzhfhllc,4.0,1.0,R,1-030-182-9671,K,37350.0,,Vancouver,64952.0,,DE,Yto12311,457.0,United States of America,Ytoswnkaxafdciuatdgbfqaaudlyd,9.0,U,21.0,Hfchqtjbneybmsomeefymhzskrwdtuewfyhjrqogp
,Sfslbqkbeiwoh,LEVPWW,4.0,4.0,O,1-758-089-6196,D,230290.0,Craddzxzresgxqiocwpfjflnlqwz,Frederick,3764339.0,News Corp.,CA,WYB12312,508.0,United States of America,WYBJQZUDJFBLOSTFIVTP,3.0,S,50.0,bitqvirumcdzhio
,uzegaonaehcldsblqykjdnafw,Bskzwysi,0.0,1.0,O,1-013-070-2029,,119956.0,WHUUXHDZGBZPZIAEAEGCSWALOJEFNDWEMHOPAUIEPZXOGZKAHLOZGNBSXOUEEGQRYMMM,New Orleans,,Publix Super Markets,ID,TQA12313,531.0,,TQAYQWCANJXPPDBB,7.0,,20.0,Kniokegtomqfrwxclfakrdeaqntqpxfrwjdicnxdd
f,Xmwgpzpzjmoquzbevf,YGHKCCHW,3.0,5.0,O,1-632-661-7161,K,164589.0,Yhvacnnqmmmgwrfhphpxnhyvfuetxjxmcipnzkhdyfmcttjrfyoeuqrpzvz,El Paso,3880644.0,Land O'Lakes,KS,Mpa12314,,Canada,Mpajjadijftvchjdwiilqvtz,3.0,U,56.0,Teccfpldgfcgolmcautgpalfxmhavardrsiytpvgjbbrecsev
M,aouaqoaryufczdc,RIROAXTLPTUR,0.0,2.0,O,1-370-978-8638,y,182678.0,Bdgrawholqoijnqtrwrkylkhstyqlulyfnrspemwvan,Huntsville,3926126.0,Delphi,MD,qow12315,,Canada,qowlptsmqqmodnifxvmoaujxennbua,10.0,D,76.0,TFPMAOIWJJJTGIHWKKQUCPKXIBVDTNUHYGGGAAQARXJTHRURFZIJGABMECNLTLYJCBHLBVMLZQDP
M,LJZIUSEBTTJILMCCL,Ykmpul,,0.0,O,1-138-404-1013,I,351317.0,Ydghuznjlxqaiowpiouevxobilbhcyljumuaq,Jacksonville,3417605.0,Lithia Motors,RI,Oxj12316,304.0,Canada,Oxjhhsrfnkqjsqctpvvp,10.0,M,92.0,HNVCKDX
,LJIWRMBMHUXG,Xxctzi,2.0,1.0,O,1-248-361-8642,F,160175.0,Wotkbsiryeroriopxswogtdnjjmwtdkpbuykxrgbc,Las Vegas,457926.0,Buckeye GP Holdings,CA,ckl12317,817.0,United States of America,cklrhddldhjotog,2.0,S,26.0,Wklkomqcmdjtbozlfrewdjxsdcecpdpwakoobjcooqoyhedfv
,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,dcvdjkuqtwt,5.0,4.0,R,1-671-685-3427,D,294533.0,GTZSBMHHDMXVWANKNOBQIZRQKJKEHPZGNRHKNBCHQSIFQG,Hampton,2935217.0,,WA,Prl12318,353.0,United States of America,Prlrmc,7.0,M,12.0,Hwldhpyklnmtglmnigmevqwuijhsunaheglbwfwxdmerjwmkgpsarfhvtohzbwbggepyhqsypwck
m,Zcdimmpyudwvnbbssucydpxmrdpq,Bpzqorlwot,0.0,4.0,O,1-394-717-9998,,97846.0,,McAllen,934777.0,International Paper,ID,CUV12319,741.0,United States of America,CUVWAXACTHGTESFGIZDAIFGTIULBKI,,U,74.0,vbjdcjsyazaumlavpdxppsmiwjfypbbjznyzpedejzxbxzthsoheclsdukbcgeog
M,hifwjcuyafkwralv,Ipbwyxwn,3.0,4.0,O,1-145-829-9708,,335004.0,Qvteaqmlumpmnbiwgmsavwcrvjp,Idaho Falls,3701481.0,Freddie Mac,KS,Ysp12320,655.0,United States of America,Yspuopswhn,,M,25.0,DDPTBAHGYFRAGFXDDKRNR
F,ITHURFPAGAIBGAAPDK,Asapxipt,5.0,,,1-357-287-8080,,146440.0,tnyxmgbgttqit,Escondido,1637670.0,Priceline.com,Prince Edward Island,Fks12321,769.0,United States of America,Fksolknigjfcoaqzwxvirrzdjsg,5.0,S,8.0,fpsxhnbkipxakmudlss
M,Kvjrpkkibkbhofchuzefehqor,Smydtaabhcrp,2.0,4.0,O,1-284-247-9149,,316315.0,,Mesa,2335832.0,,VA,Ghd12322,633.0,United States of America,Ghdftq,,M,23.0,nefzfnmnikgxoymqruocjboizrtbhskkxoessyrbxrstiddpafzpey
,Kesnujgzhvfijhgiboldqilscau,feaapvyubl,2.0,5.0,O,1-413-399-2535,q,329949.0,APURZJALTVZIYHZAYXFXQYMKJCXJRZWYVWOLAUIOJQVKTEDAQLXLGDRDMRLMNAUG,Rochester,3956551.0,Boston Scientific,WI,Qlo12323,,United States of America,Qloxwpgatfrflfatkrzolvbpnpyv,0.0,U,43.0,
,QLMPOEVZBASCVVTWHOBBV,hcelekrdcjry,5.0,5.0,R,1-823-570-8842,Q,449560.0,hzwjfmugtimlynjadrkbocjckadfgdiyxhirywmdpxqehekkzibxgpzmqwa,Montgomery,3483920.0,Guardian Life Ins. Co.,MD,JQG12324,626.0,United States of America,JQGNTKZDRTMOG,2.0,U,33.0,Ciqkcztw
f,PMKLTBSNEWSOOUROUAWNYTGXTQTRB,mkyelsv,2.0,1.0,O,1-591-654-1502,,12309.0,Oicstfrxpsafjruoqvjzgczemkrrgxywbmqxlckhlrnsxlywsyins,Fort Worth,1518520.0,New York Times,AL,Qmw12325,770.0,United States of America,Qmwmxkyqqycmqtnlnhmsfrfbeou,1.0,U,69.0,jomzeasgthlwwyaurgubhohesfpcacbgdsdjwd
,nkrienwtmhzxxs,Rbaprd,5.0,4.0,O,1-404-280-1115,,212767.0,Jzhmngbxzhdporutetfpcfdjovzo,Huntington,3226297.0,ENSCO International,VA,Jol12326,361.0,United States of America,Jolkvnjhdknadenwbs,3.0,W,60.0,cehlscygpzrylqggulfbecqhmtfpjjhtkgifwurgjyrjspxsyeng
,korotn,Vpkvxwzgkact,1.0,2.0,O,1-688-267-9579,,67204.0,spweezjzbodqtzlyrsihpyivmklwvuhoeywftuqmvhkdizfymtg,Oklahoma City,641413.0,Norfolk Southern,AK,Txg12327,640.0,Canada,Txgxfohageof,4.0,M,27.0,KLEMGMJDKPIFDK
,KZEFOWHAO,hoigldk,3.0,0.0,,1-532-620-4621,P,89239.0,kjuyrhunruvhtwxnohwtqmhtxmncyuslnbmjvyfrtoiciw,Jacksonville,1189583.0,Yum Brands,FL,Jnx12328,775.0,Canada,Jnxfe,1.0,S,21.0,Hmqcsepsitbfnrfglsogxiacueedajvopfosxpmxmrcwcyza
,Okcautpfalcksjcpwtedma,kwwvriqx,2.0,0.0,O,1-088-509-5188,u,232462.0,etnxrffwuschfvjtmgarclqebqbfkhydzmrspqdxatwjiuepheshbpokdbzurer,Lansing,2637883.0,Crosstex Energy,UT,Ktf12329,549.0,United States of America,Ktfcxtusfyqlsqrfus,10.0,U,73.0,
,HAYSOANHSDRNTCVSMLCPSONBAMVR,TVJYZ,0.0,3.0,O,1-102-532-7926,b,144710.0,Bnlnzitq,North Las Vegas,2987017.0,Apollo Group,KS,rwt12330,818.0,United States of America,rwttwbmwlofsyspdhvhekhkssaxanb,9.0,M,99.0,Lbtqtftjxafugadjsduwwjjvd
F,AZYZDHRDCZGXVBWVBM,pcbubinmrht,4.0,,O,1-526-411-8040,,276109.0,Umzrohiazxstjrinhkwjjtjzrnovhjheucuvbwutcdzzjpcsqj,Huntsville,623033.0,FedEx,MD,Dwn12331,720.0,Canada,Dwnmbglahmqdepusrbteguepet,1.0,U,100.0,Kgeanrmjtszhcoirpcjxmjnfjmmihwmrobcpietjpqwlghjvtzfhbuhvnlrd
,Tdsoerao,igvxfvw,4.0,5.0,O,1-606-362-0155,,102687.0,Iymupwfafpoudqimjopbcocpbpketepqdoqtudmrguxsqwfjnh,Hilo,1763040.0,Icahn Enterprises,CT,FEQ12332,486.0,United States of America,FEQWDETZZHVCS,10.0,U,13.0,Twkyrejpwryyscxjmwwaddbqvynqhwilunodlcekrrabwfhkuaseqovaxvjqvbeaa
,MRPIUYTIJVZIUTHDSSLPWTCQ,Gzmpkexi,1.0,5.0,O,1-376-354-6327,,286230.0,PQWBSCNOOTUAXFNTRICLZXWYCLNDRSWJZRWLFOFVXRAAQUZPDSMZWMCGWLHVXXDWTL,Baton Rouge,2412526.0,Source Interlink Cos.,SC,kfq12333,614.0,United States of America,kfqvdbmaorgialrpvuioj,6.0,S,9.0,Onfpsxsqawajjiudrrhdymlxlh
,Kqmdbwlivxbfoadttnxz,ojelbn,5.0,1.0,O,1-994-456-3763,H,374311.0,Zbhbbctnpnmvtmrsaievovvgjftyrlpkwrboenpfpipbimlhnbfzazpmpawfvxukkgeefrqwfrrudp,Charleston,1967771.0,Sun Healthcare Group,NC,WAQ12334,616.0,United States of America,WAQLYSMVZN,5.0,S,40.0,Sxseafutlgxwxoqbnlpgaoxulvxbeck
,Ppxjcmbsundhyjvexf,fmpgrqjhn,,4.0,O,1-451-246-5046,X,340354.0,JFHMHARHVBPTQKVSMPTDDORSQGTVCBPIDOEFHVSLWALWJNODNSDJV,Durham,3926121.0,FMC Technologies,CA,Yyq12335,581.0,,Yyqzkqrkwljvqhqtzvoolqksezk,2.0,S,11.0,aeducaozgcf
,Anejs,Emwooe,4.0,5.0,O,1-071-040-9433,,391742.0,EONVHVOWTTDXHEFMRUXHGKPLMLHMDRZVJBPWTAEBWY,Mesquite,3507757.0,Northwestern Mutual,SC,jpi12336,592.0,United States of America,jpiercitwbmlqjrmxju,4.0,,59.0,dctcmavfjqicjqepiiatagkmsmcyacdgz
,Qxrdpgnoutlnkadeq,IKKRWSLKGQ,0.0,3.0,R,1-777-537-6703,Y,234033.0,Hotyoxbhdngfynvuijyyrqiloyfzpsmxxiyhylzkzzfmcqyfznlnxhbiffmkvwlhsdbvefhvuwxmqa,Tempe,1189997.0,Dick's Sporting Goods,VA,TXS12337,532.0,Canada,TXSHCSDX,9.0,S,65.0,hkeddvjsuqhtquvzqemyvaljweporzlszsyfspoyaqnfmkgfnlxbjnubsobanzbxtqlgl
,Gdipizcexjtbmenpvtehebtwltsjhj,IOCJG,4.0,0.0,O,1-456-828-2283,,77427.0,Jsozmpitpwkinhjactpzpexncjxlznkavotzkary,Oshawa,,Cracker Barrel Old Country,Nova Scotia,Wzq12338,367.0,United States of America,Wzqjpvffwivslntflmnptdnm,3.0,M,16.0,
,Vjpsmdxcfdgyejzgrq,FXQWEWLGAOEF,0.0,0.0,U,1-376-399-5665,,172000.0,Cltsbtnldymccpnlqmaxflqanzauivfyt,Vancouver,1118649.0,D.R. Horton,MS,Zoq12339,429.0,United States of America,Zoqyuscp,3.0,D,4.0,ccpejmksjeoptfbufdnnggzjuzhgbkrnzxkfgwtkqllqafaubertotumgjcxcbtrrlaqbbgrwxrsebc
,uirvtpykxpstnuybrnmd,UIUPOIYDGGBW,0.0,,U,1-368-057-7078,,91479.0,Zihfvkyukzzcidbykgqniysoujesprxvbdfmhosywerkiknounacbtkqjekthdnb,El Monte,1333706.0,State Street Corp.,NH,YBB12340,384.0,United States of America,YBBVAAKXTENFQSASL,5.0,M,66.0,Tccicssgkktpqfdorlyspctbtbsrzchxifaa
,Vsaahurlpmhuegssyojhxlpyrpzm,ZODFHIRBAGM,0.0,1.0,O,1-860-372-0824,,465301.0,CRUJZQQHILUWTV,Dawson City,,Equifax,RI,Qoi12341,561.0,United States of America,Qoits,2.0,W,94.0,AARKCLJKHMZZUWXBFNCVXLIIOSDSQSCAMQDWMFNVZZRWO
m,WILPKGVKWSS,Rmlamzvq,,3.0,,1-021-429-1355,d,187951.0,ggcqzllipgvwxuftncrpliizkbf,Cheyenne,2710824.0,Urban Outfitters,KS,Seu12342,777.0,United States of America,Seuqozk,2.0,M,33.0,rxqktcxelvobm
M,Uczdmjjet,SBUJM,0.0,4.0,O,1-065-885-3472,b,329347.0,Fxasglfnj,Grand Prairie,219055.0,Oneok,OH,Amj12343,,United States of America,Amjctwnyfub,1.0,S,0.0,
M,Uzagiyuprdsdvxobkrli,Csblvuodtld,1.0,2.0,O,1-064-681-3668,,395829.0,Eugfaoqlzfyojgmijiydhle,Fullerton,1564393.0,Avnet,DC,Udk12344,619.0,United States of America,Udkcpwc,9.0,M,78.0,PLTDNWPVCEZGMBJAWECTUHPPJIVCWJVSXSXFRNCPZWGHOWLJBZMLCRERMTSAHXVHXMTVTFTJVP
,UPNXMAPJZSMASMMOOODPUEJPJTOHDU,AQPVZNWZBA,0.0,2.0,R,1-156-133-8390,,182499.0,Kulpgqalypwbwudutxrjsxnxuxlpkaolo,San Antonio,372900.0,Hanesbrands,DC,xax12345,720.0,,xaxbdgycowuigobgsxksrhmcxdu,2.0,S,18.0,Uiydqthsmnrhuxsqfubtgaxchklgtwtqwogekdgijhbhepsfcdo
,Doymbabesfhkmedvr,Ijyuumn,4.0,2.0,R,1-033-843-1781,m,390516.0,JKTDLAI,Fayetteville,475767.0,Terra Industries,IA,Reh12346,785.0,United States of America,Rehdaubkilu,2.0,W,7.0,MOUWETJ
M,Oqhddebvprlpbohvsq,uprxmlrmh,3.0,0.0,O,1-658-506-7867,y,219352.0,Xgacqkbnkftlujscs,Elizabeth,2231232.0,Guess,WY,Biz12347,830.0,,Bizbmjegzgvwkuvpkrgaulriseexdl,6.0,,58.0,Jpgbrhyrgultogjoxfsobfxrxvalvkwvlqecewbvg
M,Hwqbwwgtshddjikufplhptsnasq,Luonuot,2.0,1.0,,1-564-816-7458,K,201633.0,DCVDKFSQLGFBEXRLSVCIJPNDE,Cedar Rapids,1876944.0,Arrow Electronics,CT,HLG12348,599.0,United States of America,HLGNNSPUBSCAV,10.0,M,52.0,Sqvwqaxxsreawneisqspmyxnvkjsbyiduawqnigyejuc
F,PFSCRXQKVMRHW,PSLXNT,4.0,5.0,R,1-271-319-4927,Z,265623.0,dkmipfccbidbpahkufrvlzyc,Orlando,3644601.0,Verizon Communications,MD,Hht12349,367.0,Canada,Hhtlusdgwqijbecehpmuermlhuji,3.0,M,25.0,Ebepetbuxvkufsqkayuvhpucrlxsnyspaymoctqkwzetvfmapleqqvrdauftuz
F,Dirzdsvn,kraliogismd,0.0,,O,1-689-967-3402,y,273768.0,AXGRQWAWKOONZCPSTRTMHHNSEWOBOLHKTHTCQRHZRLRPRVPNNYGSS,Berkeley,3532868.0,XTO Energy,AL,Nbw12350,468.0,United States of America,Nbwunq,2.0,M,2.0,Ulqxfikfunjpaykurxhbvfuexfimnex
f,vxqnbofycgkiaj,vrstcf,4.0,5.0,O,1-627-690-5332,e,349125.0,fosiybnvugdeqtmdzw,Frederick,943201.0,Live Nation,IN,Kcr12351,,United States of America,Kcrybioqnr,8.0,S,6.0,Ulydyfqjqvarcrvragfrnlvgzapotkiapxvbmxiudwjfaitxunjpwpxfrdgcfayxo
,Nqpezukmhpqfvxesm,YZMSGBOIVC,0.0,,,1-078-269-4827,g,49634.0,zlyyvhldfvkaisuhmiqtskbgedfsaveoxqeosm,Santa Fe,3621543.0,BlueLinx Holdings,KY,nfn12352,559.0,Canada,nfnofqdbhvpveoacsc,6.0,M,14.0,Vilqceklokxeyiltxtcktngmzbocsxhbprorhmtntzuetmlqzhxtrhxazfddgotnoiac
F,WVTKPSQ,OURBCX,3.0,5.0,O,1-981-819-0226,,397349.0,Xodmvxvrtlvlhpqtwlwrkuascczrrbcyjihtdtnxfppnaxgftyrmn,Vancouver,1437447.0,E.W. Scripps,UT,lej12353,438.0,United States of America,lejuppqyvdutxvxieoezhvvdyx,7.0,M,85.0,LGIZZHUZNGUWPOCXOBQYCMQ
F,zigzdeydgaxsawftuu,Glzqu,4.0,2.0,O,,,487256.0,Zslvamsjkhuxkooibroamwramdmsfmpzjv,Jacksonville,1855555.0,Kimberly-Clark,RI,Dkh12354,673.0,Canada,Dkhjfgwjogetdl,2.0,U,88.0,Upyqbkkhfehtuaadtve
m,zroxxdfin,BJZJOPEJTD,1.0,3.0,O,1-869-240-7368,,134758.0,Wrhrlxotstgtplarlkakldmmugrlytzfcyujzicr,Corpus Christi,608023.0,Alliance One International,CO,Jmu12355,515.0,,Jmuffbuuyyilww,6.0,U,89.0,Zvohrvtgmgelfboqmptgpjglwmujwcpvfjdzxrmbzfmfilrtx
m,Nhtbcugpiktuzrqcfl,Uscqjgtn,4.0,3.0,O,1-005-825-0378,m,138928.0,AEVTUHNXJWOGIPZZZSIAPBHOESECGRIBWNOLCFRSPDTORXOKXEKO,Wilmington,3844035.0,Marshall & Ilsley Corp.,WV,UET12356,622.0,United States of America,UETHMGVNVGKKFIWE,2.0,M,85.0,SXGHFQJVFNQCNAYGDDXRPCVMFTMZKVXREPWLFLJGDT
F,athixgspqttjeotrukxbghvasedrtx,Yhocsmd,2.0,5.0,O,1-550-232-7095,,468204.0,Ppedfnihmiwqwrnifqewecwnfmywpzyadjfepcifjgejlpf,Bellevue,760980.0,Weyerhaeuser,MD,HBD12357,450.0,United States of America,HBDXKL,5.0,M,28.0,Ljohpjjrpdafumtivfvwtv
,Lipngrhxiaptwsnsryzbobfdxg,Ivfut,2.0,4.0,O,1-441-183-0203,,366485.0,buqhyxhbziclxaknuotlljnug,Warren,1447499.0,Total System Services,NC,CVP12358,322.0,,CVPYJVMILBGZAQAUTJOER,4.0,U,50.0,Gjyadzptnbhvkqlomrnsrhaghhbxtacwwxtndltwvlxjvwesumdotksgrwrbxavrqqicehzlg
,XZDFDACNBEPXVNXFTUUGVB,Rotxrrmgdvu,4.0,1.0,R,1-722-499-0904,M,421887.0,npekvhcbfudijhcvylvjhqjeclrwopataowefaztagai,San Diego,3638596.0,Catalyst Health Solutions,PA,Crt12359,320.0,United States of America,Crtiqeneghioe,3.0,M,38.0,Cbjmvalzeqnzjzsakyrpyvtosuubxtqqnhosysqumd
,Xvrvokyj,Tuycfjiqoadz,4.0,0.0,O,1-053-812-0000,M,303550.0,vumufhnsmvoqrokwzehkvmkoica,Garland,,Bucyrus International,TN,Wpb12360,517.0,United States of America,Wpbmybggnwly,6.0,M,95.0,Yzwqcdiyczcvbkiakjweulqxzohsvhbszckmglrmmckvgxjxciahipubvjmogixnfpgewxwydlm
,Uizoeqlhvoyputpyxtugkhc,AEOJZL,2.0,1.0,O,1-342-699-7081,y,385748.0,XJMGEZXZFXORVEQSCGTQPFBRMQVCTARARZXDSYHDRPUXJBGUBCDQFRENGQHPEWYSFFRIQVNMQPSH,Long Beach,1948905.0,,WY,Rxl12361,847.0,United States of America,Rxlecrkxhjohslmzrzmkcjn,1.0,S,43.0,imlwowgebmnrdizjotwkltyjysfhbujikqpacbvvjuyhzisuuurlldtgmzdkq
F,gtcmkmtoxzpnhlnfo,Ftcpjpmbisg,0.0,4.0,R,1-229-296-6636,,275089.0,Whkfgxcjknximlvavgtavxmikeeuplswvzwltzkvyfdl,Yellow Knife,304815.0,Goodrich,WI,Lrr12362,377.0,United States of America,Lrrewkquvs,6.0,M,25.0,Osahgubiubfkfukczwkldvbxjxrbbtwwybtfmcjogvjfbrkvbcomqiqfugplcixvcugjmhizovcigsjr
,JIGRDOPOXTCYBTTEWWWYBJ,XOBMLYPREU,0.0,5.0,,1-343-075-0765,j,,Iwejhmnvlussnvpumyrwpbnyoolnsfbkonoiwuaojkklluwv,Santa Clarita,558307.0,Patterson,NM,Bfb12363,640.0,United States of America,Bfbfkiclawslqrpqpryjaw,5.0,U,15.0,OOWQOIPSJNQ
f,Hpvtxskyyewoltlhiiyepgohfmkru,Ejyssq,1.0,4.0,O,1-895-511-6738,,79502.0,OBDRHLPVDQJKAAEEBC,Peoria,3234886.0,National Semiconductor,OK,gpu12364,562.0,Canada,gpuzvvihxpsmfvxdvfvef,4.0,U,48.0,Wynjsfeupvtypzpwgm
,Cmhsyjkkyv,boekodks,2.0,2.0,O,1-014-076-7861,,184945.0,avftinpwwknpsptphkfoauudhvzgcnsucpfpayjxqvbegcrblfbomuuuvvniv,Baltimore,,Macy's,MO,Ymp12365,795.0,Canada,Ympheievd,7.0,M,60.0,pqwxtnwrozlslejiafa
f,QUWKWIRORCPWCULFCGBXBMLIXSNMWM,PCUVVL,1.0,4.0,O,1-957-233-0645,B,232156.0,WLNJAQJMNJDCTXIBCERPPYSIFUUIWUDSCTNBEFRDUZKUCVH,Corona,2773715.0,Amerigroup,Quebec,qxf12366,786.0,Canada,qxfspb,10.0,S,27.0,olbqjvewdkneqffmajimgbvhbijwtqhruofpy
F,Hnjvph,,2.0,2.0,O,1-149-424-0447,,89307.0,XSZYNSVTSVIKQRMWJOHBAEWHGGBPOKHWIMYRQFWDAKEJHUAD,Glendale,1110617.0,PharMerica,AK,MIT12367,755.0,United States of America,MITAROPXQQWLQOVACLXQTZBMUKXJO,3.0,,69.0,Jsgkstgcvqygwxrmffeldsaxccuxsxyxzkh
M,EREZORHSQMWIQ,bzeewf,3.0,1.0,O,1-352-408-0065,,135666.0,Kkklhfpmdeevzbfjwctkpylygbheprtvkwgjddlcnkqnnxxwgdpnggjo,Pembroke Pines,621973.0,ArvinMeritor,UT,Tjw12368,343.0,United States of America,Tjwjdgejptthus,,U,,
,Sivkkweqpyiuptazbejoymciqlsswr,Wnyecu,5.0,0.0,O,1-739-817-4187,,323531.0,FWSCHEUIBKC,Raleigh,1623310.0,ServiceMaster,CO,Noh12369,602.0,United States of America,Nohroawabnikijp,,M,68.0,Ltahtbkfodfhkrhqdwjytghaxepmrahhzanmkxqseerfztqofocqowxnsaduvikivtbs
,Qauyrruvaszarsm,Grcps,1.0,2.0,O,1-324-156-5529,,339361.0,mplhsbmatapdbncakfgnidensbubcjwgmqtioqsandqqitpeyjnoyjbfbqcsmxzonoongnma,Moncton,776607.0,Hasbro,NH,Spc12370,821.0,Canada,Spcodxaweheidtrg,6.0,,46.0,Aqgbrcsddaowx
M,Xjkomktkvfnlmbpegvsmozorx,JVDLOMALMV,3.0,,R,1-266-320-6902,,423104.0,Opynogwovnuyciqwaqkodemqvpimtrbsoqtkchbuggqdla,Shreveport,2625256.0,American Express,AZ,igo12371,459.0,United States of America,igojjqaufwtuuwkbdutbbgwimcm,5.0,D,93.0,ZRVHFMNPIWYIEEPPFWVQJAMGWFFVJZZZPZURZHXFSJPCURJSXAYHIQQFGJEQSVXGDZDYOVLFWOT
,jjoejmnjciqphogemuqzgfxlyix,Snclhefpg,5.0,2.0,O,1-357-350-5117,,44160.0,Knikjjhnntssdqzhekaoarkbvoinjeynysqfkpodelpfiksvmcbfgsufxfnkgo,Santa Rosa,3043190.0,Verso Paper,KS,uzz12372,381.0,United States of America,uzzfwdgkzcfkgspzlr,6.0,S,46.0,Ckendpkzpkvwzqxbxwgmefag
F,crdxqblkslqcjulzfrejfcw,JAKQDRDV,1.0,4.0,U,1-802-031-7820,K,70979.0,miewnhnanfwhoidmmx,Jacksonville,99348.0,,IN,owt12373,590.0,United States of America,owtzvzaxbcumcxfvetxmmd,,S,,Hrdobnfocmomzritqlvqtmyeqcqumymx
